z2,z4,z5,y2,y1,x4,x5
1.4066322328376315,19.90512499626176,50.21381496763398,1.2849829013672407,2.386033640499998,16.88281150626629,14.371821928469751
7.470595657406546,20.076515227580565,50.38613327784235,8.590268419688586,7.506268025500002,20.688173345497848,12.494163952532803
4.6319145103941946,2.832811648224868,31.99756223964857,7.340465906525602,5.855582870400001,7.601531512769284,26.796134874175845
6.311061104217688,3.683533052971028,26.529962887863704,5.49524472130884,1.4425970364999965,8.583427676523769,31.757991290866364
2.533819946407959,4.45821065352872,40.62637921295505,2.519248575458015,3.320113776200002,12.349379442824846,25.899175407523995
0.7226893790827466,2.6909413750952966,37.96903960793078,4.263494161952094,3.2021402081999986,8.950269918912838,12.976874569880142
9.835406696427212,13.205817979013451,42.203747494069965,6.641038637923589,5.464975522100005,6.068633018191683,18.11002081813838
6.563501428302389,12.048804777249824,45.63067574447101,12.667593700475036,13.5258284837,7.725485356758734,31.57175442420146
11.745015200832755,17.998071527247497,56.19630974507942,9.85984659756702,7.329246390600001,6.6284410059754695,21.250862023830397
24.31636289518712,31.532931118473737,69.24445775891468,4.391197172209494,3.574059660300001,9.145072815168778,16.219899703234635
3.0437979935373933,13.538303436869132,50.5384086524312,2.3246575236375744,1.035483892699994,6.019741468192884,10.174840233131482
21.62114526681412,24.543545773851772,50.86107370090389,2.453659294941013,1.7549248830999953,9.685953131666244,15.531101113651816
9.728594225001428,10.29121129228276,47.193527452160815,4.03847653194392,1.9805262284000031,8.58399857732753,14.43828654813668
4.788487157147004,8.013986648436711,38.88632463275409,14.011413044800824,13.757270829699996,12.101680861549566,21.55499490451617
8.810328997237283,4.093924062559808,32.20915296004799,17.720193420429876,16.504773234100004,4.0369495903375165,18.857436146324005
1.5822213003256165,1.894127076509297,35.577569320866274,4.257168768640822,3.705140158299999,8.349754095387453,15.44407881364987
4.730856486561679,10.89356205410095,44.491633237256416,12.194624493115988,11.246155810999998,16.712745645716943,15.528860475621144
12.357656969145191,12.259575902644748,49.75461951830799,9.317839787916764,8.633248807000001,13.113534788661138,18.329003136780766
3.208190979252592,12.8808486859574,50.591270110878185,11.488395148228385,10.800832898699998,14.065259522921378,25.269012310082186
18.371160084182595,23.11549153491717,65.43407520406956,3.711577180432957,3.0371317562000044,9.274625625779446,18.83214538366504
18.1291940999058,23.30566866144344,63.92383111986668,6.723118594158154,6.263591548900003,6.268630231489594,10.64707200121602
3.320504959554236,9.636008689207818,52.886865374544776,1.689032754866917,1.815114738300001,7.549350784553307,6.1871092211064
18.74709883920804,21.682676097099304,47.67551589344261,4.165015281458121,4.318107664600002,5.2630807902792816,8.215701081216496
18.19332391270377,19.212599075890363,48.121731116938776,2.3839418301509654,0.7640486138,4.242609704268258,14.11766042139132
3.160461050847273,3.163746606720528,34.77933068289322,17.17999955536419,16.9646100996,16.28378399197193,25.08385959344643
8.335346973837394,7.103738160586477,31.2400619411167,23.51964365304744,19.8817483078,5.67541964589348,24.950459773892483
2.260510914739191,2.453759772971232,40.38437177963993,2.4098854426816625,4.592706041300007,7.945920090243113,18.436177629478912
0.6491498873521884,1.9348169074987087,42.27581096309824,2.548477791071488,1.549222671999999,2.694993970160507,13.231413800756089
2.587451824171548,4.497322254731723,43.73680737397929,0.8938531750809546,0.6259731455000015,13.948416649292591,18.056839960074345
1.50526377452978,2.711728553752029,44.331280918082456,2.5823744990799176,1.4833534004000004,2.3303880417789737,17.60137448330863
1.3831205831693214,4.237454167138631,42.792448814847646,10.50679745296881,10.042967062799995,4.214770234679569,16.381693787987594
0.334105589075693,5.734927028793892,43.55911666557368,7.32653428243027,6.158701529000003,5.089831838414203,7.638777929430361
3.8864216043738,3.931009802027108,43.5428066039044,3.0883789499885825,1.6506221549000002,11.608002550929644,9.976224388089143
10.191415518268686,13.593703384495548,43.75040111296043,6.501888393259994,5.585589657699995,1.055013095525084,14.764325764006696
9.347561068220388,12.463026914866196,44.01338545368208,11.955247023692186,11.4923864902,9.595443149121763,27.537919520522998
10.412992160152506,15.455476701291005,55.852852788399616,9.747850051371648,6.135928746000003,4.214216800455329,19.61398313581553
25.163867989479023,30.033692565813325,71.30231466688237,2.793056704415612,1.4775748208,6.680838443951029,16.2124634675854
12.026974497409986,17.95623088524834,60.79424771117774,4.768722612739538,2.0029326488000034,0.5124944815676502,13.107577586065013
20.19363112856936,20.643804978433725,49.740394904505294,3.951014939621964,4.284595967300004,3.5765712350280894,9.823127961658052
23.92468659734007,25.46052005932781,51.609752838063976,5.815031236682064,5.1232620810000045,6.372967304966595,13.62808337039118
4.7456800613578976,5.469184329267736,42.45857084324061,8.26601731786813,8.229811957599999,3.2753552424948937,20.755852082735128
5.816127263477038,3.633387695750772,38.3885320620565,10.438511046070811,10.082949252500004,6.721907133073548,26.922539521969643
13.874358587804618,15.37713343578715,32.517706556410644,12.936717649372929,11.6336214792,13.943655443343909,26.661122265595907
