z3,y3,z5,z1,x1,z4,y4
6.615837385494124,1.5380691374971318,19.66000454145942,0.5120285180999979,0.413786822,12.639956571755398,1.5244370557023488
1.1687001646644506,8.983343101327746,33.3757361682264,9.1027681623,0.7514916720999989,39.80566463597231,29.485854108484183
8.425088908680843,9.766125593122712,50.14856362741092,10.363606916099997,1.063110123999997,2.036155479722616,13.720857611744888
5.070190451617085,0.883913133369327,41.69569805427773,6.508756726899997,0.4509119799000034,6.937872705073981,4.741569395262407
15.060467294022263,5.972431770892263,29.599401826639028,14.130323784599998,1.0872627744999996,18.90284897910628,6.177321528627408
19.529187125536478,16.773226420171493,27.736719770611977,17.639286783200003,2.376095608399999,19.21312821183004,21.160473350513413
7.965248962315734,18.4748496272342,17.773730305418038,7.231905734799996,0.3706748513999987,8.855566423954594,24.04706663244601
3.90876286901115,6.153334204267972,32.53061839594066,2.310603716499995,7.223488091699998,2.2957828110084595,14.136842532904833
19.72182776027276,14.48244612227652,46.29310902021881,16.375923612400012,6.998750272899999,21.767916874208,15.453245883162118
16.338067457306774,13.332417897593446,51.4203227585562,14.5777207981,5.587551228799999,23.47913902437734,10.572805466726631
15.98199486890594,9.321201216097236,58.67037048354814,12.998915123899994,1.0123859545999996,14.301016667725396,13.068756092153054
17.36509055643596,5.988816310668762,33.021240516981734,17.6771284736,1.3891730972,14.4325014462676,8.062493403456985
4.372286922748723,13.246061584495257,23.639569675454112,2.5104038145000054,5.934393781200002,14.27731096845765,23.414776197635828
21.39874861165593,7.365431844471094,39.802362464427766,20.0814630125,0.4596266664000001,20.96038363168991,15.41507944496331
3.530300357419863,6.1856160995736,22.67994053535335,1.6127533350000034,6.339423553900001,9.073340851610034,11.650403023849856
18.54824881205936,8.37569645746341,39.06379289669305,12.673680270199997,0.7517923793000012,20.246082110386137,11.748520886608272
18.78003744388474,12.89599662722147,39.96880960887509,9.9664958269,10.8664705999,15.53508060711888,12.928496738186409
8.865140273219868,8.006857589562413,14.626063355114097,6.436614797899996,6.822206120700001,8.240903729546316,6.2364252214435645
22.04412276995836,8.088553647035175,31.93987156508641,16.2344997047,5.184596819499997,29.80168267447772,23.9666154197176
12.096167924029984,27.29571860816149,29.054884967416022,4.1248240889000005,8.8758510147,19.31458454790455,34.57513257675877
14.153880715731892,2.7363694570396664,16.238123455812794,12.8190181428,1.0359791571000008,10.13411063628243,16.878766684538657
5.71687590255427,3.912834079407053,21.55120513878667,0.9371270714999992,4.626418850400003,15.628039112680842,15.43904860931067
12.37613345532986,18.124890755121,35.232498298049784,9.230084877099998,4.966632600799996,18.77593855772473,17.257933564968447
4.549346100291132,7.246459300560048,8.840471805128788,3.3281767737000045,1.8972474877999947,2.3764878738726494,13.357911882159376
10.63419299125658,8.668055850843437,40.54919746854912,4.494088292400008,1.877665168099997,15.320712386790914,23.30406960802336
7.545368803479948,14.215290302425275,22.875396566692743,3.7735576396,4.424998042299999,15.05624089700168,23.38635740657224
2.785659698932588,2.547097727942093,8.598977077387007,4.76226025369999,9.354843690899996,9.404128811935514,10.395688235825045
8.34948834314765,18.827644761525693,28.047610548328567,5.9214234243,10.150234514099996,18.78839504830802,20.902970942802703
8.806378042213858,6.834839264807704,21.85827230494469,8.775982672499985,9.1014061884,11.546956268256654,9.047692826904438
9.542292322980629,1.9542071022220653,12.764742106127764,8.642721791,0.0936218960999988,7.01273054978298,13.432377054681496
