z5,z4,y1,z1,y5,y3,y4
38.85216479961545,28.51834293492234,3.3290265333999995,4.059265959000003,40.36233610587803,12.358860692463947,33.28792082104882
15.462130298841938,9.36943011167537,2.340285383,2.069379167400001,29.60654760478325,3.841503025051245,20.566637571193755
11.130927940196848,10.226564925058442,3.5646232656000016,6.430299421499999,24.57630970975376,5.26202101474494,27.521003599696137
22.311016794783207,9.742003100905814,5.065214089099994,4.6181274727,48.30384524611595,18.94411626264869,21.73745540858169
21.21683745351521,20.690527476046345,4.993426208500001,15.516708872500002,55.76859423178931,14.080102163861747,33.154232584588605
11.963605398222107,7.359247125552227,15.707077620699996,4.225800737700002,78.67660374287425,15.773744367371648,33.76229734755273
36.74180301528879,24.59518729835468,8.737674326000002,19.9709593707,66.36166483428914,13.360583025799626,15.112360050039747
27.805380361701268,13.561150409432836,23.481384497799997,10.340498696500005,67.49285485397884,24.541397521880345,41.88801106100428
22.572943381832104,7.526113695430788,8.2989379963,4.701135514500008,79.96017536344421,13.906738871742816,17.326333948528923
25.79903832126667,18.404824459657355,19.1873909707,12.600968766800008,82.39715377767607,28.03557539237221,22.924662137322933
21.908121795029583,12.904461975965882,2.1766918764999943,6.280715359199995,45.59599588830271,8.844840927841686,18.496325106398977
22.62714227787957,8.783286317274696,9.627571109000003,4.614339330100001,63.82837820533087,17.30042863054617,34.73458612239547
7.572344057276813,7.65213898011188,1.2571587913999966,8.593964147700007,57.56691058954081,3.920346586079943,22.24686165624724
25.7554861209746,12.941876769760096,11.170955109400005,8.623488751900009,74.24569253260358,11.120173410924396,18.65587946643972
7.566677327771729,12.298390613086728,4.148211381599998,12.546496146000004,52.64815638886708,11.525763202163809,20.53481087219641
25.81941834792307,13.755412927033095,24.5603382849,11.971238294999992,77.3390032514082,22.92572133652478,33.056538083843584
33.24467727757296,17.83240099488669,6.452881189799999,12.834090686,90.8922700685817,9.416467715059108,18.45081437238041
29.094896551098508,9.652437190642033,3.2931441014,3.5703528280999954,85.40086000118612,7.690188013253135,12.953533459141177
38.02753618487648,24.428955435898835,5.141708709699998,23.499717317,90.25454233939816,0.113592136420927,30.29981142342475
12.134228130725774,7.860405620534296,21.3763524046,11.314049934499998,111.85428334907684,24.30152923823539,35.45340613144417
8.518115226682083,6.868067273537806,1.470274529299999,8.692974315299999,82.8205100344249,15.809587539363603,24.228172026098843
25.76292081669854,9.98978873233455,12.201003210300003,6.314124806300001,108.9345144569336,15.394438981671996,26.38893940255961
32.52118609176988,13.850688808299395,7.129197624099998,9.391909764200005,84.38123282972285,9.872868348774473,34.83532625185553
27.19424208910937,8.892144516491857,3.1692825212999987,3.224880132899994,89.84048784036197,12.212604964550865,18.67304071973795
26.597990621366232,9.10825075741959,11.0926210146,5.934286911500001,100.01143041581658,16.53409619154621,16.547977526786962
17.356619751892268,2.1163343317684533,0.8561554350000025,0.1437572949999985,80.09464017918322,5.2614837327617,23.680997281533877
24.53891205593732,15.425805369237777,10.4596489146,12.078852829899995,88.36147153260875,20.703116458308905,27.258579551578578
34.008449625182706,8.751702789858832,8.570264123800003,2.4970302977000003,77.86168766970262,13.229060039913014,22.24152448952057
50.56563435546023,29.203813509676827,0.2666475466999967,21.070443773300003,75.84336412050897,8.442665043305754,11.59814440097944
29.355915207775933,9.723936215140087,8.484147139799997,3.299473466399994,71.69654413198884,10.388710892855393,16.96887280177014
