x3,x5,z2,y2,z3,z5,x4
7.495780382070762,14.039039670879372,1.2843734726933504,6.353121469685771,1.9918804082631985,9.42821405520594,4.762416276788463
7.116442510424807,13.211588343235167,9.214625692293003,4.614694200346364,13.147458664249488,13.864587529839188,4.496699266632974
5.744013097084801,9.721763385241774,0.989473378118348,2.976788696403713,1.056201535564362,10.902123702953412,5.381411225674852
1.1381898970306392,6.283433687668845,14.620697251943028,4.666857717065558,17.037680210804066,25.95770039956849,2.98672130301152
4.842839397550761,12.39030464008999,10.962529321311465,2.140262025419377,13.167020959956378,20.15082569687698,10.568329070888815
6.979929185269327,19.005035660365195,10.221970445086123,3.348134032875024,11.919670796841745,15.743545176806707,6.42788635351737
6.244709813078056,8.338080558905908,6.245282906466917,6.151090517342481,6.04445617366202,12.03690385122598,3.892909766491359
0.8866852261336157,8.264312967890072,7.863794328297565,6.12182789708694,7.174070603765187,11.85337739394492,1.4602613413389465
3.444189265517241,15.300080251171568,10.684295104102317,5.888410680738864,12.3661419734367,25.744988296727573,4.975809753388309
2.206174535371737,17.316285864711777,18.389339349493227,5.293435014901834,18.698839530515173,27.72455808697481,11.701796140524271
11.307235027694333,13.25950230533882,14.05131660874894,3.506782042447778,14.575451334918249,15.32704741475363,14.990942843967131
2.984485613815856,11.472133739793303,20.66666418372277,8.454798539017384,21.74969140270716,36.15477422702944,3.3538542537971545
1.759993376253731,14.104987905332234,11.196032299247596,10.242702622143556,10.797985411756526,10.715807713991504,6.075619458260021
8.850784382203479,23.02576462747496,9.04137807632278,1.738730354753028,10.582098738833238,15.230000024436295,13.458084172257456
2.5406245430249887,19.006645015109942,1.4496307767828176,7.540186785770112,5.396689611483465,15.3586368454875,2.59130410932956
6.77101954814396,4.147015321040923,6.942542446651403,4.665577711042077,7.605503621793109,6.729055771266855,8.132764562492198
2.393714825887647,4.366872112095331,4.923872851630068,0.6011374013891608,9.03775725666166,11.993824685692834,11.296924524105194
0.8495207485165668,13.007267010133695,1.2580211833328216,4.021935166195727,4.138572739714049,14.129966618317177,4.389434838363498
6.116749712861891,7.254981551530786,9.697745383232046,3.8548147959096255,11.157595348008815,19.209557221396576,6.544153554227759
2.3886753374233165,7.034427258459551,6.496397467231786,1.2070984270088445,8.888830924530996,11.258461270676284,1.2124681092489924
2.3185493025509456,3.95263229902264,1.5007232045558092,3.978637608617303,0.6067471168010639,1.692601301002028,2.818917408123561
5.952856728849398,5.322166974066399,3.250600331329243,3.39350384820189,4.520485303807335,6.100219985671127,4.0625276026604125
4.048600205587142,11.051168087433789,0.6731459596601541,4.274889166763266,2.4307870543417054,4.1117485480038845,4.069608530892307
1.7801493678380935,5.951113291377236,2.493328077005637,0.9025993398319858,2.2347867119004303,9.59466391822716,2.3187175716054766
1.1312225426628586,3.71515947737436,1.94469853927563,1.1092680720009107,0.5762482586749311,6.988261002937067,2.975606793137428
6.028022032196019,4.197899118054008,7.233854365344814,5.934810444223651,11.347952798523073,17.405474832382218,2.8013067424320157
0.6744188218998863,25.53205569449613,8.067221919838644,7.453413097656577,9.294990799942196,29.500690521234294,5.57313607314581
4.726212507811186,6.797121545278865,1.8722036060325076,7.795916551466967,5.779911060371891,8.627748622276378,3.038471104508421
