y4,y1,z2,x5,y3,y5,z5
7.609381204199262,2.9613433226,4.554686915589554,10.517850065248004,15.50889469492546,15.84846312061226,37.65307137961991
23.05779108659868,5.669486371500002,26.494232946622525,6.4757004992992,6.112435507227283,25.657740783858525,26.78618058603901
26.66376780732579,12.086318667300002,24.462473187370996,20.63250992015526,9.47669275730194,32.43577289753842,38.73721611947877
20.28942573756232,9.424549361300002,12.734525129865936,19.145286394184904,6.409358851469812,55.09862270376101,52.27746367295772
20.92893898513285,13.9540272751,32.52093288114112,21.28400853159432,14.178161934944566,99.87730649703944,61.11154794931895
34.00118391952595,19.984382056500003,1.8766188120142373,39.25468855491191,22.208491359603077,98.98405299070517,50.22361925893885
15.048742403883487,1.6368186188000022,8.252503734525057,36.10331395130932,6.947533544628682,78.57444172363265,40.46982381910953
18.05233753784018,8.5277669466,2.095997762722411,15.18359091200607,13.928281658465409,82.96806065082549,50.065081886926734
13.343799103782038,11.678808755499997,7.955254462438527,16.900164633069984,20.34938933670508,82.67779721206409,53.39224917715967
9.866666606448838,1.9187314921999972,11.489565920377462,39.47243814806601,17.61386438103711,67.54079143162245,54.9659651999096
18.66992666629132,4.446786779700001,27.85370128653068,21.77956899833819,14.044466789804025,75.3295919442014,94.08513125235352
18.39857545513523,9.796393636400005,9.497806897125038,27.943661047571307,13.662214593019703,76.75055961850457,77.53648596474021
33.861097134537566,16.7097374587,17.891603629614906,28.401547520674985,24.379436045010056,57.94164549150232,67.31876742321876
30.22226365158519,15.0279374558,2.6656281452100647,28.79979301682425,29.98431309185967,68.20557180250519,47.32735862687555
17.087386724511127,7.122493104700006,1.8391858624239836,21.430343821984568,5.773227058106133,78.74706409667506,48.87906978027851
16.452696507788513,8.303113235299998,6.852314358193334,28.730974623129026,14.279463504523155,55.65103230049999,50.11090789535797
9.04567096695,2.133263458200007,19.299398633187256,37.76074264084453,8.099309956632464,41.95749680001397,60.500859227489904
8.208597462016941,5.528694495100002,4.237981060140933,44.46444417943205,2.5072773182383683,52.39654496721733,65.85350437688568
8.142269689337574,6.828398461900003,8.19009444048834,27.041372350992027,3.323958433191438,52.97013074362624,64.99585115431516
2.2591690651785163,3.476326763000001,2.765604347594745,26.42789312390724,4.029230277617156,49.03024923386096,53.69200964003738
16.036027352702007,2.8537339814000013,5.834730890378833,15.011518353376063,11.013949881004717,72.73789219836073,46.372945754664215
17.912788120655318,7.374272756400001,2.0107855599714286,5.460957926521431,0.7363030249531887,63.97468679495312,38.00965674728981
2.3777866955229623,4.765969176899994,3.3664356299617566,21.220009274433156,17.275507914311966,51.83823425432882,51.37361360887758
10.333506747726975,1.953250282199999,1.0275891555197254,45.5241401320693,11.950407445932266,35.30380130955567,56.19815405226171
16.90133488469133,2.3573227679999977,7.518140257608706,20.384908356232703,8.64505430270197,44.842030094764205,42.1886168675822
12.77055515921636,0.3903528867000094,4.134282918825852,29.90609531597416,3.133069755864799,54.20862190697185,41.52662245598891
8.68445450607495,7.283423327599994,8.72511879397469,64.06645033798024,11.107539156388782,67.66442495285268,59.61028744545719
18.491414453406197,0.2365122301999989,12.26516761920455,61.541908619123895,0.9261154116020186,81.3449282892406,57.01667033984835
17.907439168378907,9.9099811172,2.7473656465037664,35.214393085584234,9.64423734249412,73.2763136106213,74.79386567881325
4.141033855837082,8.745746024300002,14.477436684040832,35.109519778805705,6.137930857059548,72.53649601521063,84.06740833814699
15.4166749179061,3.786465772600007,9.162876067002754,42.01351681464335,0.2105383188318658,61.56372802805211,67.6175023673577
17.296318253639907,0.0767024279999972,10.775379887942092,47.32233892749455,2.952995055590423,55.41997178919098,64.80189966248227
14.040715891942355,2.572093998099996,9.491092302424253,47.57131818030626,5.325652874789722,44.55573941602997,60.66161402433601
27.6410039108214,14.434637490300004,18.29481573035989,21.741662218642272,9.227387394445737,55.27546219583103,74.22670912122612
26.094726664901785,13.172285755400004,4.57160321565571,7.633549047642699,12.394628203445627,73.80518538273213,76.41131515275067
18.54907879333862,2.344764699899999,31.81123161237548,39.79759719856017,6.029146402369826,94.18181834720572,67.73749607576322
42.62407076229288,28.59900382550001,16.4595941133254,72.79381835781373,36.33843823377353,109.58533145006722,60.25885442860217
30.7478075576572,19.244965746,5.439233252708887,41.02546812771363,28.54036549608109,111.58925231545746,37.54502984938018
26.252245403870717,14.425953048700004,5.9125820752442495,30.524452069422463,17.696009254329763,103.57091382276722,35.49869605153989
8.559586577470773,9.1138197011,6.1768788636245775,22.169439531750445,6.848621215609933,100.79407237582689,49.22967666770597
20.187340294263755,1.8472126080999975,8.37043510318985,50.8769738003269,4.146092474489529,87.12954373371193,42.08574490760143
20.37615072455579,3.3499828813000043,8.249614816459955,29.80334991984868,9.316695633708887,90.05261025616859,42.53980632553879
10.712668014439084,5.249374724299997,4.284919561111808,39.78382662324108,3.687147538922266,89.72795935563447,36.99381989592768
10.430556500060352,2.298306678900005,1.7553789692159392,60.141027340351656,8.380546654225087,83.36565246296773,50.50794250510802
7.162040739405054,4.7008976493999945,5.26000363535694,54.52359826060884,8.661816252728848,81.0937726130199,58.23888144683186
10.002116367099855,6.473293958499997,1.234606518869142,54.95950448983903,7.618233603694936,86.05127700084321,56.81511309775531
16.143515040880285,1.2227574793000056,3.513235395068469,37.349612164671456,3.2130486673333505,95.14379817742386,51.27208693445685
20.201126112408005,5.144859892400001,0.8905352375628426,28.70047254033785,14.96970469861438,63.9442441200427,64.46946364107541
32.412665721856264,2.6592817444999994,1.612992607305218,25.17855550032061,15.482708373207885,45.1256789786958,73.4234527676999
18.436297972203526,3.117478881199995,0.0777641962975335,30.38065632862928,4.391099521424967,79.72171956982626,78.42173188918319
17.742497869858823,0.8472254362000076,1.8526425890000728,53.23054084829412,1.8621594982151424,88.32841068804701,81.26688139705539
18.326432524523,3.318282200899996,3.324940344898229,55.90045363751701,7.432180742447391,91.19261019933786,66.07327402461421
14.18142013692405,2.6009642115000062,1.8047193825931096,33.599596512909564,3.7293031090745,105.91359664367752,55.72580759145764
12.870186037583302,5.377702700799999,8.826870924637035,28.09378905299595,5.793657268289545,98.22960119896446,67.83539106638868
12.330699411815647,6.228188125299997,11.757646155744611,62.82883980687682,6.565943588548548,83.45447678957198,65.27382996761636
13.782362478369404,1.1043076499000022,14.742893941927449,49.79895979616179,9.84302411442909,58.06941275019659,77.35674393722825
