y5,z4,z5,z2,z1,x1,y1
40.05844256061157,11.637235015043776,41.20447464494761,11.749384370682012,10.936774565599997,3.6646125811000014,5.756343696699998
114.53019932920888,1.7238770473489715,46.08998335380624,11.92259605275548,10.9999555666,13.634535237700002,16.3209974015
149.21172358922635,14.1607539185306,37.254110361597874,16.560552858880296,15.903442309200006,11.974788241300004,1.499422800300006
142.80218916213465,20.1944327442123,60.43382408657557,12.238857575330902,11.451286304299996,1.7967952377000027,16.5465421576
126.40022816442972,27.245862236292663,63.36830027797711,20.40923063484628,19.6313299548,5.276975630799997,7.941067055299998
143.72691673909367,19.07542913080208,67.63723540750796,9.458861669222664,9.007411947299987,15.8555785051,6.3006172308
134.851675010217,20.474628116801277,80.66853698141689,15.243039535377148,14.176769783899996,6.851042111800002,2.1397999912999914
125.9628721563293,50.081887546614745,98.68311340037152,37.92590745134999,37.851771074799984,10.5202686319,4.484428959799999
128.71907554271434,20.91433351684781,74.50412512717875,13.275613399837944,11.633655719100004,12.782930314499998,8.0934187266
147.69427544623483,40.58228946583353,54.416888777929465,34.303300718501816,33.92903569769999,3.608243018999997,4.295903661400004
167.25419121957967,10.560986899379476,53.86366604982249,18.06319583401865,17.444558320499993,7.696733496000006,25.431292805599995
183.6391510958178,4.678337022879532,41.4855121751541,14.207815899037431,14.2415312831,9.781232129599998,26.0220132348
162.76394403230225,8.875516060800672,41.34731783278966,6.524533107281608,6.7126376459999975,2.1404401874999968,2.067780228499989
154.0382520811716,3.8227163226352,48.86715941445393,0.8463707516960403,0.4553879097000006,10.78174420989999,5.378906302000008
160.8304185335984,5.02278261151387,48.23645230998695,3.8931326503103967,3.4028762844000067,7.215379890299992,4.013500295100004
151.63808584505352,3.551022003758136,48.46861336256252,0.541495721593023,0.0966065684999932,3.069592880299997,2.887156146499993
150.83187306129577,4.862214868888461,47.577377949866985,1.280009503290119,1.040070923099993,0.0573597371000005,0.9874742658999942
153.31556556407585,2.3934852009174388,45.43014137250568,0.5692323445880573,0.4114667030000039,0.2190907718999923,5.608416939199993
155.5525667658072,3.710920049793257,45.376202404274125,0.442164311861135,0.2066889889999927,2.5698388054000034,5.680320645799995
152.5216985164903,5.882774870482314,51.74397014851115,0.8761867099317663,0.0573657414000061,2.1651471046999973,1.4419840084000004
141.5499802321404,5.788109644751033,52.69557949233336,1.5887881498867784,1.116243996800005,3.3479291869999948,5.100744131099999
138.25041767928138,1.813923707849126,48.13073463588198,0.4153236045603229,0.0754560962000034,8.611880651799996,10.2638085854
145.9754083818223,2.732854831900028,51.0112756622213,4.163141793292258,3.7043188744999895,3.7417423312,4.442338079999997
