x3,y2,x1,y5,z2,z5,z3
2.2161471448633434,5.779153963718871,0.613426376899997,3.673185692594177,2.4611605550282607,34.87468934022094,7.809878974716614
1.408253179779002,2.6111602566333,3.163604802599999,37.791132550238885,1.7412980612781712,16.532501096370076,3.254645744820208
3.2536112260551038,13.371778405739148,0.5694916280999998,32.51125086119141,9.58261431345768,6.2900203650855495,12.406162723807611
2.354239673067952,3.9121432421275,2.865389586100001,23.23880728847928,1.39822717761105,9.242333695579225,1.3784807057259965
4.498254332268703,5.415397766578162,1.5269005137000011,15.877328646632984,3.194802092262985,7.558704644471811,4.278485125463949
2.528367176009206,11.088073334729447,3.189662845100001,20.436716324037977,13.352314757405845,19.65311011431162,14.413105069067242
0.774338154128291,7.32685533988574,0.7263535280000006,10.942986498697293,5.122512700695874,10.364380908202037,6.694609797346337
0.3744887104330265,7.345173564777159,0.3242933560000001,24.389834137823296,9.61738237074911,9.620692382904178,9.060791232786418
2.025795291922978,0.2357118698369432,0.6424646402000018,8.072965187731677,4.566068174983568,7.136985150542841,3.680874225427482
0.6886942619378116,2.7306938040596944,0.3746944088000026,15.024517463646204,13.427842476286363,12.972085220328353,13.8114326801529
3.9008922788894416,5.457243067818379,4.3963620069000005,12.927072344904577,4.020872536407491,7.715122550704366,4.597570667878335
2.2722871902298567,1.211528209317627,1.4187370928999994,1.3038752401580729,0.3434433063844583,2.799500676219849,1.3181138888570896
0.673160661050527,1.3174072073764835,1.057744955299999,10.125039685978358,0.8986586534820749,4.271755908404897,1.6098117354447832
2.403489625683361,3.5951146346214204,0.3181658264000004,6.059540705369144,13.648503799437792,17.7525850916969,13.965607767221451
4.974572075708114,1.4111130877540436,4.0539129024000005,13.58108574043999,2.649450923105129,3.660458211432476,2.5000667817360203
2.599761567774964,2.2454223514781924,2.870843653199999,11.756260156200431,7.453511839222332,10.87346542834488,8.259930185446738
8.625974508163972,1.4724052544918131,6.540157930699999,10.820177730946009,6.012582101555888,9.026659387706855,6.379059688155902
6.304245307614303,4.595615750357927,4.732052447099998,4.620545203534643,9.620684806050855,7.587043338058163,10.698087829137844
8.539332907105377,17.626156285851398,7.244462854600001,57.49140234554288,4.897412108589881,3.394423188024222,6.099121337339872
3.865016473453907,10.599652184025707,3.252850389799997,31.535327611022677,7.943426260756028,20.789661539555414,9.773723411571549
2.669805510704287,3.403411309414716,2.239474436700001,24.097302570943288,1.9245646295414864,11.115063933371973,4.108200172779702
2.8385360191275684,1.6435132267905657,2.2441971501000024,5.213676324802541,2.4458595896206536,9.045199364608804,2.9202396206331853
5.337199852403424,1.1393261024695194,4.568332644400002,22.031203146713043,14.73707961760385,19.404611244294195,14.869750215050225
2.401875562690637,1.7588288337595035,1.0672513959999987,11.635528531836918,3.5971337625531965,6.082846236333858,3.642153336268657
8.758289342822497,2.9190382327785014,9.123839621000002,5.441782018767069,8.617556140421232,17.527468139475424,10.954794619927798
5.312473205122133,6.800037467507705,0.943683038700002,22.761593101196617,8.15363844726634,17.6397877843611,8.682733043287826
2.849963107673205,1.6682120189849,1.2193743700999993,2.2657669180326856,1.4682650659729484,4.066919711741111,0.7814197938432849
1.2519163583571304,1.6975794796195516,0.6943255933000012,3.5202730889519827,3.794707992012704,4.278749379499685,3.749769933885369
