y5,z5,y4,z2,z4,x5,y1
42.678850146972266,15.913797382941224,49.56866753562971,1.8537266654575573,39.25839184269423,22.51261875581764,0.6216781795000021
70.00618575690196,61.19628059741778,35.17710046307907,5.1927084269457895,13.681750151687243,20.84911270632129,12.260107922500003
57.08362507269856,43.01005829834294,53.29353327380891,2.9161225942515565,11.060923457612974,20.039810646988265,13.4649593753
31.38935627540228,53.71271983985,21.72478847869171,12.21803288615715,19.66747393473943,30.52779064059696,5.933041784299996
76.6299482652572,26.972674452604856,22.28003848313923,12.662701748374506,14.619746115790516,23.749928459076163,31.4435129154
26.722905785472527,24.297409695320752,8.331922242103445,9.436634123468608,9.042302807874089,45.38861410949449,5.759021559200001
33.05048235693376,51.63712102925229,25.756886371269303,16.79481320463585,25.555266821756952,20.01495830705485,22.5750282607
29.891037789554023,17.21897155220089,40.40612774560962,4.467788263189789,0.5260434086757598,8.174512557002643,6.741743927300002
31.286005213200784,30.770897001280662,15.475554669191975,8.000452410828128,14.229233439759078,31.000985375045744,5.598548609800002
60.08929473515421,21.01622297956865,39.00547047299435,1.4548152922621205,9.6619967851159,24.596314242348512,29.503579795499988
44.63296309120481,24.737264911468927,20.34706724122377,9.62313375117736,10.67514781021856,9.96993961215168,5.404322568199995
18.059744662818225,36.07050364393304,24.850209218850136,15.415664942545366,19.36404151065169,7.514156930359216,8.474185173099997
68.73959485696042,26.31286242387927,42.0534480463924,3.792970656892986,12.30434657887697,7.097304240474062,14.555930090400004
52.72570725356884,41.94412079498044,24.86552211677157,21.303573645842278,32.16715470324508,22.857083789750668,7.011562933400001
63.76727364621081,21.78002255042029,46.76283220329792,3.454995746284843,3.890487444620309,51.35633152905821,33.26697419220001
43.29219278189491,25.31008133445986,19.35878933863665,11.81699378909221,17.465774362165586,32.39660768665882,5.3520779161
48.07882000068685,40.53718472142201,29.837025257359954,5.7581752161896125,21.786202493915397,13.09319097896471,13.240957637999996
23.715863711310934,16.24253957411881,32.44555316606496,1.6110472130179945,6.608059268175174,13.9260938014646,8.171019368
30.849580242098,41.79010962212663,15.886637991245872,8.267506280161772,21.41837673666619,33.56816244861304,3.015798221399997
74.11974091590274,29.152546424722612,42.0120147911749,16.61967748475876,21.56498967015105,9.30791129294463,28.2527843959
15.18419967230114,18.385487112877804,12.70426687016609,8.372806932951386,12.679378608600512,24.891031166811107,3.9664503631
28.4805519133436,67.9000000682813,6.547923199069758,28.88747543979916,41.01607987826808,4.097336864897286,1.965615105900001
81.01151957386524,16.686018732376674,8.331202850546202,6.060032696204559,8.774655631190384,14.61208898033956,0.7332251586000016
16.630273305025963,32.73685360025597,39.11286394807528,8.57088862492607,19.08033436801065,30.076359248011247,13.229878074400002
76.80974049096407,50.75727509300612,44.15488085757292,37.05882264138021,43.103530256080994,15.78484800373238,17.9896443448
36.72800137034884,16.54318173963254,29.047462574239205,1.900798176525696,2.7361183045020105,16.90857298621035,11.735929568600003
23.31941371232416,67.16589305723832,7.064779994799326,42.77237834909339,49.20643377215461,22.57082538640818,3.687657904099997
17.250808741361883,24.621031994069927,20.02029428497723,6.340792956898305,3.2623823400621665,36.81586246295836,11.3526975609
16.41249985939245,17.7907356554731,11.592964025396904,4.80707892246955,16.49921105582305,32.61309129799113,12.8762328766
92.83362290849432,60.92847798087753,53.51673369581613,25.97718686387034,35.347220716285,15.75338938937034,34.8255002249
67.45310646622438,33.64406834269164,31.717026702629948,9.16861424130926,11.429329177672916,9.354666209177577,16.310083964100006
45.368211857017855,87.05328965017829,21.00752877930711,48.0032861224872,54.036996661341504,13.514007967193972,10.0059844109
69.71666370848256,23.219416644660384,9.39364204161255,2.496315209598135,8.143038697584515,21.11444994071357,18.739809685000004
39.546697761754906,46.84949165882247,17.349123984965175,20.248292951705885,21.075321711538496,15.634905743112402,13.1003003117
41.61094255963435,40.631880332645125,22.30089740520461,17.20202378417535,17.48865591637149,11.922419826520173,3.2757608089999977
74.74571353042056,18.813587069610044,41.91497387348876,8.541301332616326,3.71259266386473,11.197104897595205,6.641141291700007
73.93374273948142,58.67361872307272,49.60229022849598,16.51638317215005,24.05702125544105,25.8749191209736,10.9316973205
69.75258751447012,47.92000369972673,44.1441347486859,9.567726389071,20.42487507753149,39.51244159487476,9.379489039099996
69.68631073807315,40.28404635438396,19.331250558546905,1.5283771174856275,6.84129498469883,12.755367938562935,2.7877640379000006
55.71328732852136,45.85463457667915,16.649553145891222,5.160321931018355,16.936638465979613,37.54203588449357,11.301733576300002
87.76307216213475,47.926594638147016,28.975163103101,5.813850934238555,16.85424107647428,8.584589905542513,21.1982134573
83.39308059257564,24.55535469472996,32.5236755363495,10.727125510796563,8.032231871437155,15.361177652875972,2.908496826300005
52.65884377661094,54.75095228859404,20.2634902051866,4.441523060246145,27.437823677967305,16.46441411517982,9.556023044200002
39.424354908098586,23.607992605032948,50.68037647914464,29.231942319038136,38.09141463075315,12.153234136455929,8.805867465900004
77.84992219469649,23.210978840882195,57.79965369776565,7.883676338088071,5.8154175839315645,6.370126013985991,25.050612883199992
27.058986468498556,66.4629029505552,23.04597593690701,29.944997840377656,40.622778289760696,28.97141518608146,5.924566960500002
89.50480528306058,58.60439260279221,45.64935153659934,28.587133555489206,34.08374233680868,23.706684076516456,34.2628576409
60.38474056581766,43.490224121742095,27.899472374787635,9.125410398937056,13.22600973946192,22.662226029988247,10.856786474600003
36.7380775496347,82.03789203617526,23.750444955083104,44.41495349612166,61.97434371539127,30.142436400772056,5.7326834355
113.1322178681286,82.94104726797231,39.68652943657664,36.51155852542441,53.44625579234008,1.257248069244621,24.514050105600003
76.98821668349743,56.745335657056586,27.73479200111423,13.800874400598069,20.11824153661845,13.7425023260216,18.658309533099995
50.92673908116684,90.2933649088766,13.002763775106049,40.339656401350375,51.65698217787742,25.60355882826358,12.416492324800002
73.74589512813074,63.04490187072454,21.4562185233408,24.450196391417123,31.41503491883981,25.140468397922543,19.916743480599997
48.06842866759008,50.43227002940831,40.022067904673314,11.09231798445918,18.663573746946028,30.65025437968225,23.934137067
56.448232869653,64.17127702931809,15.082294414155513,29.06021390334727,40.37664379139418,24.97471371952355,1.2490092193000066
71.03758800691534,56.30235458432424,23.32637073209101,20.452472272908583,23.27596549596869,24.37520371050074,34.7927820517
61.30772521421638,32.75343188714358,8.07029011484928,4.594872631440148,7.442573435308629,17.069400132052774,16.7033238085
39.13257122879003,57.939071406967535,16.16206992747158,30.149377350650365,40.24565380022091,30.72195371409173,8.343417148000006
70.65635632868653,66.2735829307017,37.464301122344814,3.233686954625404,20.673873737343705,44.72512429474148,10.147081650199992
