y1,y2,x5,z5,y3,y4,z4
2.624510193300001,1.2703678000515817,8.433771820282148,5.019035667433416,5.797293439488037,13.155349863467071,3.009356308809615
1.472838516800001,6.834188156678943,12.336624938054024,9.416604450504076,13.613837280690634,12.49766048407865,5.402336700328378
4.7318858395,8.533762368770406,15.267625621712265,18.144346234252577,12.81676513899309,7.621963226263081,5.46304914425088
0.468954656600002,3.1583553927651664,18.48402472716619,32.59590300486718,10.435913754209167,12.399121520264202,8.589320610640858
12.0020283426,15.1483502201894,7.344668680776337,12.297871659424937,7.653682365799647,20.967678864857582,12.166293553015151
6.898253370300001,8.02153216793151,8.884896975256728,36.80860472575897,8.871413411534297,16.835996541868074,12.23732799280322
11.431191129800002,12.764565591581052,13.201525805421094,37.1457773488985,9.917395964706555,26.31024631554888,18.49237019963231
7.328789525600003,7.878196331625173,8.893355195205286,36.69919936016635,13.151893724794052,16.810141443416505,15.061866196694549
2.7592641384000025,5.039673765552115,10.786833971130555,29.37298119326753,8.204286675898622,11.988977699542158,2.312033872853929
1.5858680213999987,2.528929855763007,10.39625077201601,37.18790076434026,2.2844400986698004,14.719399765231945,14.053417638117732
2.0169131098,3.603771717414335,12.849689809452398,31.619341489983583,6.435440244798526,17.87043537335012,10.036816805215304
8.071605243100002,7.706963876560851,5.1410320693077125,39.512519170573135,13.332159548922526,20.97171713096821,19.298996115388043
10.9494171711,11.174911976106676,6.909692905583147,35.52471084165865,10.967259516962269,15.108906943724996,12.548392417628977
11.7099721876,12.346945013830087,11.894914263023567,45.411259281188194,16.76795867268624,27.152356949277102,18.921934084729266
13.580891489099995,15.264998097417708,30.02541794689909,46.29601943273974,16.575791150674338,19.037882111695406,21.64757192241428
15.6712225862,15.882401566317824,11.724515759078129,47.05648186571957,22.709600901298664,31.839157421915957,19.15023820152897
12.110381317499996,11.675518328404657,31.357222702348466,50.77958680750207,9.030409569678396,27.61810395839681,22.75659854985953
12.9254747779,15.186411561578314,16.492853287103586,43.627029976384215,11.78454449881733,28.78120876401173,19.119645865945973
