z1,z5,y4,z2,y5,z3,z4
1.3929270331000012,4.969036429812394,10.770291725441025,3.382636485952047,23.276696812271304,6.49645246524451,21.119928585725788
11.119013811500004,29.29902059364216,18.459450764702314,10.702650443626824,36.11385259007376,6.598493320219091,10.971183199810133
18.3036421874,48.89684665987703,22.771708520078587,19.251858219939155,49.24453633462592,21.433354082584177,24.497112100206675
6.096234164700002,49.01162484575176,21.08519149019959,6.323276795769962,67.46694186257687,10.732660269777234,17.13509546901623
14.841018475899991,64.66196705561921,12.676033610764534,15.857160177033215,59.57010034587712,15.200994418864449,24.48625730107961
7.348507351599999,53.12751163983292,19.982765752079928,7.317286056416892,71.3178790469713,9.767210815395412,12.82917924255197
20.2703742894,53.61012952459102,23.77339175514278,20.13783890095336,73.49172410913181,22.715310357753488,28.264295412537333
11.3685151401,52.73099267788366,18.115961577464976,12.353576748900586,81.74057024011049,13.55272121510328,17.08185040388398
19.927728495699995,71.11516613479775,46.06053042018358,21.05762959929519,91.9729237773998,21.255689532311504,28.945433158290736
20.2610107325,71.49420722883272,23.571549693482144,19.864641182318746,82.81213738019629,21.73550082201659,31.830685356401556
2.116345754099995,44.81047295923916,52.32822209785992,2.305136741574531,72.0866854461384,5.277197936433013,7.77626246199916
18.9475992495,54.59510766190625,36.50759409860998,19.592163985754965,33.02410916415295,22.358903577284885,30.195759640444766
18.8303760656,60.57697818825016,31.716385158101968,20.372081813571214,56.281762475184,22.47873863505469,32.982129997354726
21.49631272280001,53.59643153201137,48.60215349062592,22.515682294747656,73.76823722101062,23.320654384224973,28.3538216786235
14.913771668400004,51.11717275900188,33.66319686741232,15.013575872303182,77.16702659570518,15.831398209576864,22.84002249133131
36.4743234643,78.1409318081521,30.60874016558456,36.37679918192404,59.617324557554696,41.59223233815633,48.11693307856401
24.644995238299995,62.53975978849723,40.20241374478798,24.880222382909825,71.14198218044949,28.60618595708917,26.923853061696157
12.242474935699995,51.34486163741239,15.731058050807288,12.112678839692254,50.072492444941645,18.055260632226517,28.39977429852121
39.77732698989999,73.69206888542168,22.94507895292405,40.246494128086255,35.96916047147891,42.44056893025586,53.28454271258899
19.6588495553,44.827109229118825,52.38769527722821,20.374664904946943,83.60809557567946,22.14960038455252,20.22283785130252
17.940161903900005,42.662918250460805,23.61591299165324,17.87142194030527,40.99227860577272,20.84323053335713,27.021587704441423
31.626685029500003,77.64417653943097,24.443155217630167,31.160173588707558,36.47766654186869,37.77655624686325,40.48526508228197
13.497417192099997,50.81256816811442,23.27657145283774,13.295098043747082,86.81046745797111,13.851745549899375,23.172626683651032
9.7939919334,56.876727501490095,33.569687881963134,10.196104689498014,67.6210636668011,12.30294105746414,20.435021191676828
13.691088520000005,63.61396439704174,18.427145367746576,14.229588373949722,79.1064974014178,13.667304546880509,25.87493826239925
