z1,z5,y4,z2,y5,z3,z4
12.544659309600007,58.86323141349142,28.66143752240177,12.579982501368477,49.029648953405726,12.700035110694424,22.51803269983468
20.8504489215,61.70048076402976,25.068640267058548,21.12460202050115,92.00795960049528,25.01170715220677,24.309966142622063
17.620754394200002,54.490382702770425,28.661212341819063,18.41022765313735,74.46842080402651,22.25304208495592,28.244656943877068
27.27501247169999,72.62627656543799,38.696177686681104,29.271991722709863,99.2766892684232,28.553639317120385,38.515679950883055
2.714079647999992,56.37407119893624,23.0639833095747,5.697264476519918,68.84317016044315,9.011148412466657,16.373602558769345
2.2972161429,44.55748228505305,19.24478147547692,2.789388838682996,52.02816949580156,7.149408684362343,16.57839143939055
1.5412180488999994,63.49380677306435,11.063439653729594,5.454587328680539,62.48149779698844,14.332847503952026,22.249890749127104
19.007519371400004,65.63195938253385,27.304074661063943,19.09587501803116,57.43505634979751,24.128104490019727,27.895753220598625
11.267368350800004,52.40216562094338,29.211000477051936,11.104648412874502,73.3946949260031,13.010281745457505,21.102714263742744
21.5426598271,65.22860526135113,22.3428093068161,22.3013337000305,62.93966044192747,24.707459015563025,35.043639286030626
17.198827085699996,68.9670496893067,32.67083295438038,18.11363878327463,76.89711294433403,19.34811092957544,32.06898276882976
17.233350200599993,79.96184692330995,16.302375541662713,17.02075205249023,73.82575325486438,15.851226993275,24.524623149133834
0.7296635888999994,45.203033538360486,21.99889522918317,1.0491234021839235,66.7536315538626,6.366583285966243,16.444361926938637
15.8365717104,36.3259786696712,18.641017223715878,15.33042718791754,28.171195851922416,19.75917585833184,33.79263871071562
14.213478138799996,75.50899650111208,35.9237328827319,11.787002879061342,50.574728276793365,22.579184919677022,28.223033264685373
3.273347194700005,40.71461201231637,25.20797512761717,3.309725700421087,64.43891895083499,4.597833563504244,10.834936232323058
20.66378250790001,65.02284739559003,21.72238617331927,22.14980578581941,89.18190142803392,21.704538095516515,22.046604576502467
1.2839521052999885,45.53562564183003,19.59447335301499,2.1225574533363507,85.28376964159149,8.134748181587149,1.2330654664545797
2.936011358200001,48.886317321673545,15.415964931223431,4.315227332159344,87.06942892289484,5.366850693816513,9.769922636601322
13.806807767300006,64.95466002980548,17.13551116459476,14.22727009297994,86.20398370599513,15.789167222234632,22.27266341590931
18.70473494000001,70.77352035340928,25.0916353956066,20.003943423429185,71.20493859174084,21.65780985539896,28.213348693955734
13.291155983500005,56.18208361554517,28.186081311524585,13.79285780168324,66.00056590908532,16.77180446480412,21.85707543621171
17.00832103720001,62.30217738772169,17.39242915705762,17.279212381077873,70.90628245987989,21.534489448065223,22.16424216856933
9.245461627899992,60.51716411658813,16.59763354073344,10.471728349484977,72.91639926319048,11.35215502914784,20.20086966598565
4.359380290900006,60.793503741096856,9.313546033894038,5.174318755136524,64.31683905643168,10.337650049169332,21.357758417752454
6.381571081200002,53.68349617257818,17.332220855418726,7.357665175607751,47.266378368565285,8.86474180084136,15.665617476055449
3.8863448902999966,51.70589396347559,7.756911399322917,5.862432581514695,45.20795195027216,7.253166424189992,21.71852205556574
9.5704586606,54.86650008849819,9.05257628494576,9.795958093608462,44.24722921043288,11.634933846549316,22.16681050198368
9.472548761399992,24.903891212369512,17.830259824825703,8.733321976128954,43.33949325631882,6.8218938410112,8.86986516395076
14.345239223800004,62.41179675872195,10.797916756828428,14.725731629298409,33.60341430676204,20.308432624848592,26.85378015628209
7.944518345799992,39.39428136171782,18.587268868406728,9.043959168354224,54.69766217057629,12.21397777286824,19.45872733882155
21.0790256064,56.49241214430585,31.602502550365514,21.764196663362483,37.15172151942528,22.80473531818177,27.68059074913109
18.6316104943,59.51278770617856,15.91887128161115,18.953310032438083,63.106474087936455,21.261493959734945,21.92021868242819
35.09952695130001,60.26495466401922,1.461470117398714,35.4517861103612,27.4590925359364,40.803380278777965,41.953471741710906
18.16827618,47.48766589413741,15.684741803050308,18.691756056943905,58.29532653645872,19.804169985547084,16.73325222056598
12.853119467899996,38.35414195397379,17.33309401672023,13.12025869530686,42.45225910259335,17.743174813824407,21.8830908241163
26.323223320299995,75.54819808977781,22.98205347785687,27.4108057119801,49.858854037035925,28.03715801783466,35.3482364644514
4.228317489600004,62.7499910726337,16.945586499614265,4.978768599808146,56.32044658987367,8.379581793427667,22.105616283438973
2.861620432800009,41.00550193250386,17.404730583450753,3.8799050102475294,50.67460968385515,4.7465175168453895,15.325830526131204
4.835623308199995,46.78209096356597,14.070960707868087,6.405853144650202,25.379703985191387,10.846879744947888,18.36134780003181
15.4413697513,66.87630047412006,8.744553377768991,15.874517017357944,44.6291167411212,17.54647620657509,22.621337666637924
2.402686177900001,35.82201063627956,25.52110912574652,2.83393636839667,51.08663006092071,7.027104260029413,10.730309487384158
20.405324367500004,57.807004297119,19.56597486367864,20.87088861121159,46.67679665044298,23.937219956908255,27.644088176883624
11.503656958499995,51.99855952489235,27.38595499283012,12.114339548991463,55.83092476506417,16.683087751966998,19.35955111298476
2.738291400099996,58.010350532893966,33.816309248780925,5.276699343715327,76.91485635000585,10.069576087976271,18.37631197073465
2.225360925000011,54.86753218812161,42.87264485865433,2.21945806438237,80.11862775158467,5.193372155035572,15.471085442611
1.2859415036000108,49.06755521437652,35.05203676560144,5.849032145833094,26.747469425125274,5.654786666035501,26.12586684073268
6.797822812999996,60.53517260839664,17.69826566138434,7.101319999139706,63.40810317901437,10.371076111421962,17.411936889537966
15.310084273400005,65.35428510325737,35.562920739088504,15.910310571883723,61.83210160000935,19.37020771858838,27.388033149991045
9.793785001900003,49.47433352484099,21.30148727862945,10.1461196376313,69.62513430644084,12.76251143743796,19.14694511200913
16.92010372050001,63.61930289994209,17.0335960630707,17.137020747780117,70.42129051516088,18.05530334612233,24.045979920547506
2.440644389899997,54.36225257119271,17.60534548496226,3.220955385000003,46.771906974560885,5.2655295249536245,11.01375695083402
14.899447943400004,59.84746610916328,45.374485056744966,15.972273669686151,74.4371900854992,19.767516663286603,21.818728199899752
21.2736446268,76.29061244599512,9.300233477901935,21.91087006241964,97.6702631843894,22.31155515917175,38.574645799831885
5.383393090199999,77.84002875876648,45.03789633384422,6.806411912839859,59.24344904396378,6.685275556606165,9.019673085546756
24.031093010100008,66.8362793698628,34.405346779627465,25.06134936940701,119.749700185833,26.397741693623203,24.696720591539837
8.984980539499993,42.70345716744442,14.7741678921396,9.019381549405455,138.40077940001507,7.721798124106004,4.293544047564715
9.251465400700008,41.53309055437613,27.17506843029091,8.925073062257864,127.50652647201817,6.572025539261847,5.177567598291368
8.846290990700002,60.890278452255366,30.07153504401072,9.683667066940217,129.37201637735782,10.215953572653612,13.614979664644215
10.443347190899996,60.8683676524275,18.746817544661937,10.789384780136375,110.45933772352414,15.077264359523102,22.51216392102964
24.833410584400003,82.54426201041194,38.71017172682389,25.984347116007044,96.23668701742773,27.47214711691796,33.73354237599398
7.556888899600004,60.10908155582589,31.8949657885192,8.198137306499069,116.53475408384077,10.152871741735504,18.556950296300133
14.776053353000002,48.33800908396822,41.65951691593698,14.886923076861592,82.85135255154078,17.495917427699073,19.315869278909176
9.096014282300004,34.71889951932868,37.342072908132586,9.813106503542365,73.60862016532734,14.45192436416743,18.40231006481308
13.772380054099994,44.20698224303151,24.40523161608038,14.433347279976124,44.03973886261146,14.313054102559622,18.438490180881423
2.7164738893,43.436807593310256,8.93294328868032,4.18632866199269,66.97356152581406,7.610495001414731,12.967189042628853
10.960835390299998,34.911967911327906,6.0082962445972425,11.491505107769282,64.88741677175318,11.243937826217168,14.37156676383607
10.028167130999996,16.886181096775807,26.3168581512682,9.930769575927734,54.6485852566232,10.455484452397648,6.426725954864506
8.1166909362,39.40112418501288,10.753811309848542,8.170597819948215,67.4067930737797,9.69594134914431,11.491503800283764
10.912699930900002,44.34859524593497,3.276971856994485,11.511654645552534,51.63716221421647,11.331578671694723,16.022117540941814
3.2721354350000027,44.13377869146215,16.973087930639203,4.005006109126837,46.43123030411292,7.50494992363679,14.752355064690446
21.64003609149999,58.81975977811681,3.080385071308223,21.722744705175685,45.1816522101801,23.963091053944144,28.984837611961616
2.185939436400001,32.015810433383905,20.670436037791887,3.218780035616648,31.13727596396722,3.483077576376429,6.2236581398930735
11.979954848500002,36.77072807844456,26.798446614456985,12.866515050971609,49.97041905966106,14.679297635039823,18.759047024968496
10.925883279499995,42.12687131536742,36.36216569918652,10.540503983260493,44.590616184283775,12.698319196397057,13.141507213194243
8.425237913099991,40.53226067337373,8.506590528401363,8.91114128319328,44.59967577447659,12.533091329092905,14.305354716087315
4.3014393769,34.68323061515599,14.920902648541343,4.968357798105305,59.48591506480265,8.790150815546705,10.182584318746027
7.388133955299999,34.575627345809046,18.79750450765149,7.570133933084405,61.25427486313915,9.478067237910508,11.485108787687071
4.976730316199998,29.63130552971225,26.350077993502488,4.573807678017988,68.38149211231786,3.61617398819937,1.3775667861851688
15.556495084200009,48.27989511380892,30.519062015867664,15.947866330521174,79.50181934921214,19.44727976888588,20.13328816472848
15.592049864400003,58.47437580463912,25.59012494664649,16.66004284100258,85.19384230455337,17.056566307437404,24.668727905493835
4.900082293699999,53.76166092304688,20.974257551721244,5.150989456672098,101.5720055872941,8.735770957549889,9.632213745872052
13.6612621776,50.25514520603487,28.016296709788143,14.427124942239152,104.73509581726697,15.597562267112862,21.011803695599447
5.955998902699997,32.4301428253448,37.91332873716643,5.896646005423223,85.39682352381448,4.813579946066934,1.5021175832206934
8.151162298900001,49.43474985109453,37.5528848878068,8.611543940347463,109.68331525206293,9.140336576893224,13.221033335968578
5.1485823669,60.62899074644957,20.58973499474717,6.294281309034723,95.87689372972793,10.427698561944467,19.35387456242128
0.8603478125999899,53.21599204853836,28.518487263851025,2.439555243451509,98.75258158881957,3.88506752325695,16.04430302029196
5.199847403700005,57.940537970386,31.13603180813351,6.06746289624498,99.01387289045392,8.430676835480583,19.155745067447704
4.480656601699996,43.5155077885043,26.83422570278493,4.064600699922426,84.45828061496503,2.33349816097863,4.231649098286855
7.134501941300002,62.28073721951861,21.18791343825617,8.51290513603234,98.12010125892402,14.57895745095034,25.243852505545465
1.2798685862000028,59.73294443187445,31.67131764115316,2.589651761651468,96.05267879652396,4.983285951732789,13.219170500058016
9.402573212999997,62.82219805980202,20.329329862426828,10.168671732868791,71.18464351791411,10.92539060832029,21.49090224022776
10.6332431401,56.32345294905723,31.947419834126563,11.136637149140029,81.50065881187999,12.598624890974271,25.00731071812201
