z5,z4,z1,z3,z2,y3,y4
45.12584774488481,26.51717401559606,5.4478439638,20.058959556817157,4.398337809449657,6.783588065849972,27.98206870579695
64.44135576824974,26.10169239551991,17.1250118688,18.564235460639583,15.73602462077607,8.35219572007557,13.28877575602569
44.49517759458392,14.42575638900553,0.4939573972999902,10.667344504442816,2.777396336204704,7.110621214557853,14.944827020301132
32.6648619430777,13.551730255347367,9.1560936234,13.118594515679202,8.59116175083221,7.1017462610773485,12.245549015172337
23.360716104539865,10.18212168026828,6.81190252879999,8.157743672751844,7.075049136793836,8.326562158445354,5.613665940847885
24.156363311311683,16.758725610530682,9.760157892900011,9.885895305860249,9.658354441251657,13.055869978243996,18.43992181296204
31.187635233826427,5.7599506371263045,6.723664540699993,7.636446992902628,7.453009788735638,13.539302419979329,7.659424027078095
39.17144137294388,3.154833468799308,1.333713960299999,1.5938939497471236,1.7923247914348828,20.19712886025886,4.45367378399691
45.207098525952375,13.276293090125153,4.372019309500001,4.864620033333389,3.569735988371085,3.754929061368726,19.50588634929471
51.62498199893531,10.1401402586121,11.1577327894,11.214530521491865,12.430004162177354,0.8068234775810258,25.04471659705859
62.99316184945795,16.28227480072563,11.2107604084,11.475494810653498,10.51683371211596,14.301202329115045,6.3481690201042
64.53323087584786,8.136500804288577,4.412932103700005,3.836094970952993,5.1924960081568585,15.14864619801646,12.736449559730142
64.8625001344804,9.622761319148392,6.159957420800001,7.622483321197301,6.332899557885264,5.302060194943388,20.114357880561343
59.070983586625694,10.952150996526845,3.917031247899997,5.091257130017913,3.987301221699602,13.366804563245392,7.47871455688103
50.91655692684719,2.5790271705978527,0.2032050701000152,4.894502426695005,0.9188494164703166,8.784987018261516,12.732900662253204
56.68923306535975,15.364037625675795,7.616954891500001,8.215580582067394,6.2521676417080325,11.144036464217985,22.963581528186825
53.94064346612374,7.898385117000643,5.339131254399997,7.812467895241222,5.849795051631549,15.914420367935495,14.733989433140598
52.370624423993874,11.860966002198252,6.531831172900004,6.905467375260003,6.53185099749742,13.192086355034476,23.31427326697286
65.63426689651361,12.673769561932952,4.8020373086999975,8.526042790743007,4.407723090883041,5.940419975252532,22.203401691249866
65.3959845611363,9.201455913307448,3.881133898899993,8.69601760625623,4.637606127271385,9.806126875933789,16.215780085441057
62.40024435641997,23.27518566192342,17.0346062166,17.425663809821458,16.054588310452985,14.86117829185645,10.674479593550174
52.63404127639048,23.1860879048096,17.287174879799995,18.08647837932337,17.04236433786478,15.947044593389386,11.605068161095891
57.61158929842736,6.102545219272467,4.891232455100003,5.0734490507084935,5.765332292295712,11.515321192166432,6.7401563353442455
54.40231064550342,6.942528338381517,12.4804029439,12.347998984644082,12.691857709985042,3.854132658797729,26.40079944813312
46.032678138621485,15.613010240819776,11.339785738099998,9.918050701232367,11.907280634028782,6.637584006008573,15.15488199261813
58.43431039834465,11.336617683521837,13.170221196100009,14.677995486207562,13.571441627852394,5.720775330698919,16.34980073822998
53.08424823607398,5.861990499094396,8.593875876699997,8.196024734368345,9.143344962770747,15.311274894404626,33.46229378248458
51.972565397283645,2.5823430718716165,2.837036226099997,3.579613073401939,3.416932236261127,4.762247985690676,11.466999215649189
54.79809186244925,13.549747172713207,10.529854264699992,10.67229265115158,10.662188162993964,11.873217135004596,4.771867448223393
58.70477473769257,0.8421660846262496,2.843700967000011,3.445283738289713,3.285867153755346,2.4049513596645347,4.378441506454683
49.40970859502072,12.077086319785074,8.223845281,10.114418642369,8.724387864941033,10.80949644734254,15.600446402443474
46.9659538389088,8.58583493654875,7.500905102799996,6.611365565837191,7.0992788787958085,16.562850471890844,31.261397363201425
51.65578291856731,1.2340180564115002,2.4250372384000016,1.3951896123713272,2.9426830724092,10.246665354355702,32.86657134090276
58.681538992007184,11.155163238584947,3.5521197903000044,4.18396013168221,4.261856691631949,12.816390287551483,19.22914512989494
68.55785246732825,6.99939801728962,1.954439891299998,4.959382390987022,1.9876085220782165,2.267497886332053,6.776361512335398
78.31306589250568,4.653752979151574,0.3068434022999895,0.9875718031492192,0.7037562954182226,4.388234060016036,12.608467333116035
68.00840088647281,7.557611296981245,0.2761130878999935,3.432805198675967,0.8280866421380173,11.760379181665432,15.51961901804874
73.7440315209539,10.173351046426324,1.3991982404999916,3.7513714958607647,2.514541460755567,9.901591319790938,15.621549386650749
72.16495732660258,8.846717248882994,0.6396054650999901,0.4440828695523265,1.7749469943145733,6.528274437682992,16.93688025372793
72.58792658763264,9.850481206647352,0.8923379446999995,1.7998115592468744,1.5321965868539198,13.815239965006876,17.63429215741199
91.6659419221142,2.8486480311236204,1.3379038932999912,5.647715138400752,1.038557845838803,5.568467619954824,2.7318472989900084
82.8015931803016,7.185133709915691,1.011686002999994,6.443539758769777,1.0172269485830387,18.717666259312896,8.319648731390526
74.47335138580495,3.737025984184217,1.522840750900002,3.225200883567811,2.3398438292019037,13.36048947899363,13.04413182193668
64.71647342191443,6.100309955249088,2.488416806100002,5.745863536162965,1.0727371672986137,3.720938287239434,6.270927904813293
49.70885309609462,5.270718914588828,3.255243767400003,5.975540065074673,4.1913786165073885,10.07610403136835,20.842459880659487
48.22880103134823,3.483925807796475,3.9623183365999903,3.469486150544774,4.2456150475995145,20.171177643744343,36.73417709865725
48.71312064026714,14.826909299703424,14.437324573900009,16.407447305196172,14.380997233742674,8.527451750780264,18.587189997720223
