z2,z4,y2,z5,y4,x5,y3
1.0980206715994325,11.723692126023062,5.587754262079227,15.932733205429985,2.3678185301579355,2.3730315254934014,13.47890115648267
8.788426089967912,24.363531544322964,2.1360109713608506,12.603993170051098,8.19677553067059,33.80571377479602,6.912548940860248
4.224202583962541,11.95694434427934,8.100107031941759,28.044562925017026,20.38135953230803,42.33995017535116,9.11982136543548
11.125323720636697,15.33662172265416,5.364687177555708,30.78680741209897,12.83990850472366,18.733585179811644,6.601848198838908
11.729804181956531,16.2964422367675,2.037511567634489,37.71887353843486,12.06455394336356,21.364862102188077,7.879194498815157
11.494420514192411,15.789375123133851,4.161135044127071,34.723502427126185,14.459622077052202,25.214112993149445,6.583204274349211
3.280096828175399,7.1189595130311085,6.028759007720234,19.616318901658843,6.8927285283028565,28.47649570969063,5.020985896001229
1.1823240784737596,5.251698758042424,4.048564517411878,14.376985061431151,8.253353428598986,26.851549781948886,6.881517124279563
3.4093300174516057,6.661746391242347,4.306361584814875,12.656651491505675,5.826109132836766,27.1580072580726,4.800689330533217
9.54118171550326,9.02180715218247,3.886375721092139,16.65256536079734,8.935652605057358,29.072313694976355,4.081985522556182
3.085857625038053,4.921402932767681,10.03285692285787,16.46203862976268,14.077002250413038,25.665238354991967,9.526019600318389
3.981577554855914,3.340896762893453,3.335527905268629,13.021177607777975,10.215204339234164,24.09907240223157,5.428878596940426
6.236200798902986,7.707531604441645,5.888577990587445,15.3681553237242,8.106640203620927,34.37814126988597,5.694624749960228
2.149539084952613,0.4958083011261595,0.9175932906334128,18.05634024432916,6.467531224414573,35.437164475715335,2.7366506224414486
0.992980540477403,3.953489525837936,2.659023666117073,20.932871888312132,5.302255882387018,13.430717498961618,7.745467687190274
1.8206231627312643,3.5066893393909493,2.9790711803650014,24.10809944539417,7.071673008155486,14.251117588150208,7.991155981686042
7.364277183310659,9.341465165730911,7.080129286419896,28.065841648701248,9.077216633839209,21.424812709392025,7.672860259862649
2.1306255497676045,4.036210127124332,3.0320541853253187,21.48863384852427,6.4452750298318175,28.742497270020085,3.5141874384051746
2.612971992071061,4.73891880046799,2.754898831436136,20.129677676359822,3.335695526343637,21.21054216404009,3.572735580160939
1.4851317389373655,3.547705817671364,3.5944087754757432,17.26156340216324,4.39195599444828,17.77649510828763,3.8910097877302503
3.1003622322566438,2.984908919221045,5.213866364225285,20.909078008960023,6.5816945686956165,19.63372403280342,5.0227240217324525
0.9323053485270948,2.619550485300038,3.189071811688613,23.04273384518926,10.081354816184898,20.89517257089935,4.962415101239201
0.4970632006683257,2.085865239006885,1.58473889954077,19.21366827115765,6.379694529193736,27.761899993877023,3.605397074853824
0.5106419503689315,1.382743325594176,4.110957229166322,15.308407629683073,12.206565390090486,30.280879181438745,0.5534999498463391
0.8491257637441856,2.825328790320756,4.295896202377943,18.170950314829533,4.985773638448908,23.650628976605702,4.109222021726715
0.2183169505588167,0.656722851993438,3.4804629288181257,22.53417709183316,6.84905289081381,18.36941172119249,5.219567716569818
0.5420602856091268,2.3066171939810785,3.312239958871934,24.0150960522016,4.434137093290972,32.660193920676626,2.389313963401817
1.4137513486196291,2.668940586727993,1.6858913256076375,23.753345936143816,13.117728988571647,33.97927162418998,3.230252953283646
2.823664836475603,4.343957113017506,2.4336665927695558,18.891848486362807,2.2522882478176767,29.759083776644864,5.558107803764768
0.6636267886023537,1.778035780525264,1.4422127406290246,20.74745249844209,5.462210457056669,32.28056146875061,3.5286745045263364
5.993421627803642,8.294981189992912,3.4496356442681337,29.59765195636159,4.19077719520295,30.53004379879738,3.3783461669481696
8.128278831958136,10.804403407889732,1.1815881679298448,32.74318450633484,1.209892057593299,31.521011975293582,1.981019297921765
10.57150732433728,11.39779047972836,2.601354127753696,33.08994871205063,10.829298398638564,26.677830081944965,3.3458068299487733
7.58780030697181,8.903116615653586,1.5157565943826337,30.184015934720787,2.4937507002741244,27.700888004739603,8.156103497237774
6.658809036798006,7.600886858122832,5.321656260852778,16.166679580471747,7.433584982288177,22.414474753661924,2.585517220807596
18.15555118732483,17.455492878346778,10.249546397516191,18.661704404647807,21.781575476628664,15.02378333866858,9.141272599194682
1.37950258802344,1.7365739911904576,10.061925427033032,19.629034442889207,17.226100645956347,23.60677130987444,7.632983921435239
9.234238334957862,9.9549309865238,1.5222162214436716,21.659001486654372,6.082592658168646,26.802222656852702,1.2527430885884812
2.7951904945981245,2.3093803223412004,5.032720578245888,21.764301173961687,8.721878945775355,27.874725626542716,8.066706806119164
2.707352675781812,1.6861277366259524,2.4787463316206786,16.47916275510322,7.547345154102234,28.51074406370629,1.582077117437153
1.0692377200258854,1.742426958947803,1.728902175157493,19.96949905149745,4.993399394757724,26.72358492436411,2.657297769621672
2.656993892451008,5.766654856249522,1.112764899716042,24.31871214562263,4.454170798168384,23.12728523775822,0.6487392884624541
4.983140810735112,6.311200356748708,4.199699449692801,26.181443785581,11.011130406833244,16.405357024112696,4.8868795449982185
5.912486402519324,8.5228913707275,5.661301318165302,26.66690283285513,11.938687882116795,26.953208836019645,5.063245501556603
3.1060325283574133,3.913073032264782,6.3728414694920925,23.24789079208689,9.166503494446204,32.436776034290986,7.034619539933519
0.3208481539479068,0.954146786262548,3.663298830367329,19.31506825796169,5.108266565264496,29.8640025877798,3.73588193729746
4.97572978629613,6.453907746820876,5.2401116043545,17.8113720082631,11.966508503931555,22.897501322121084,8.190909982263221
3.3969026458863483,5.395043918631797,1.510184630823818,19.598620448208248,6.617346135055022,12.349834505699071,4.168288751917238
0.687398610019897,2.5911977287194663,2.140908541228656,23.091791048242914,1.4018198447203751,22.878741478754165,3.3464551895209618
