y3,z1,z3,y5,z4,z5,z2
24.25135739796161,3.4540401273000034,13.851870758603043,4.6034455659866405,24.115447134573152,18.760424410325275,3.2494930768574144
15.26039633211266,2.0420943036000025,8.124967938462149,49.33563550272941,16.926071919512562,45.47617821806127,3.882284087122734
12.423971090049442,3.603399166199992,7.683445220331739,51.67516429741335,9.738364403423192,28.030581273021674,3.899649087977968
15.072186002681825,13.349508311500005,14.753500285598497,57.84747161985339,17.174085606718606,31.802604375229823,13.811110501352385
7.686730861865995,3.7570274572,8.57451028840024,49.26164730143904,8.350108984302498,40.553576447170784,4.536492303214602
11.721252946656588,16.0142249667,17.410161737276315,71.97374933699794,13.859338017267469,40.74846474856787,16.36252613087123
3.618151229105115,1.6680963059999985,4.179316849573599,49.128485935233456,9.191658772124612,27.57757133892041,1.8433057719562356
7.784147890204899,5.9165805311999975,7.431232909541713,32.80222263806835,10.079728184000974,28.063257275168397,6.293686253145897
11.360547689333984,3.7529395673,2.283895750315952,26.95522529619036,2.459262332088606,19.46907065458308,3.44607267211259
3.588624585202969,1.6064372612000053,6.539218498282738,29.082021241392333,10.48718366326018,31.17211310782817,2.928723282466244
12.041458463828247,1.4002018896000037,2.99383842046604,42.24458130893176,5.822011515744904,28.64232643994068,1.900762949417755
6.039260939348427,5.760486559399997,7.871086614707734,37.56344665777297,14.5705228938046,35.288766363798935,6.017114880332504
3.134651415318349,5.279008006400001,5.256218507517966,41.09132801042043,11.429105463148524,34.99293650549091,5.920622046188476
2.334081406741631,12.0614008085,14.254247759845958,30.69398861370105,15.493620162928252,41.52494829925576,12.196282463993166
19.52753676120248,7.004957884599996,7.088740074940219,59.24396833383843,7.487263725924411,25.981950160356323,6.614636786919363
17.009209099635296,0.2998741274000043,1.4188763954056176,49.59971400016487,6.312595295717715,31.267056387731653,0.7550576570335674
9.042753269966418,14.5092912308,16.354432851965537,56.3505379824807,20.418721868152595,42.69914085109673,14.824285795898124
9.847344258421485,4.231786892199995,6.038486420577969,56.46338122232275,10.81316279613938,32.15613889406211,4.923208630811429
17.61649934708614,13.2073095136,16.023790949991078,61.69128047495474,19.215671453762248,43.80174675606255,13.204795511634648
18.133747224352053,0.2785778009999973,0.6675018242506386,56.69334765018195,5.525274737512512,25.91771765555064,0.7140358346654341
14.059154290997524,12.303892564200003,15.01125795770785,59.370184414746014,16.241295951707077,36.684742422630016,12.586714400142084
15.6060887780891,13.173896200499987,15.27299623522262,71.50384348051388,18.8462594855079,48.69371267757311,13.851127735430548
11.252597840036657,6.907731356200005,9.710464646662285,68.33778654665284,17.069054116938386,42.99589699212397,7.489318972882107
5.439546705947284,13.191950338399993,14.829038517526795,68.31044118070942,12.198116139350669,44.78093212413466,12.74265745591943
18.926596992648864,6.804321321300005,8.726536850983479,50.582598293009696,15.6069975439876,32.78253818071985,7.581775498857305
15.678439713272668,13.6300111154,14.816093311553212,38.359135706911445,16.562092549182598,25.18027362241854,13.630832491728237
17.458950821201384,16.922995019700004,18.373795529583045,59.57448275848841,23.3150012427763,35.14016535081628,17.20699459686388
13.275560207248784,13.631737632500002,13.3434720776617,52.639448838524366,19.221776518898416,48.67682197784707,13.861634953520168
20.75345532523969,14.385044895300002,14.613922909540644,81.64569836608388,23.75500292315611,42.22948177311252,14.517575724699585
13.18521985042557,14.0617996202,16.054996607900158,70.59354236877093,23.22601043934968,44.21782240606168,14.153190322763708
17.757881932511555,11.7292774065,13.344297032458847,50.76021603529448,16.33663934768998,40.313511591905566,12.289481067299112
14.084927042779794,15.318960595900004,15.999591554553314,36.07527213748588,17.80053802558792,40.18079464525843,15.364829384733374
20.480155668175534,14.183723897099998,15.18173129122622,70.48595396905303,23.804811333681013,41.55854269831496,14.674738932282002
17.135714111926948,13.031367297100005,15.238545867483822,73.854023380495,21.014681507072677,41.52507625500368,13.389628104639913
14.033595456353169,11.022745638699991,13.29136476319616,54.24266239156032,15.403596118992605,35.95761868422867,11.43989870223488
10.515591913586876,10.331266869900006,13.09704781051993,33.176279259259054,15.87713375917428,35.96791882082113,10.86994962704178
10.077334065140658,15.5240183129,18.396013683993203,50.09618696009536,18.992025734498647,39.80140923312711,15.895640296925215
5.36715514191812,6.332296100799999,7.151468023647287,50.08882739852006,8.735386323910761,31.689436868121923,6.639206267435356
6.984639005296487,9.057855303699998,11.009650901303974,37.80180663508583,15.860137756374698,42.52630618097916,9.707889311517514
9.630819554989506,7.326988399599998,8.835720878243167,51.16411322072428,10.770425361959443,30.825732353968768,7.97923897779873
9.83530195584557,7.506459846899997,8.149876704252772,74.9498679784639,5.734059535271842,22.479887457351893,7.467101495278201
7.772039683528947,10.691497789399998,9.53553416998612,87.48357690668442,14.22951357911907,48.11809061777392,11.048594586547177
11.92611860826232,2.868605455500009,6.67151680221088,66.4032449946318,14.31719298144925,38.617086592451095,3.7678787945524648
9.470538851177444,1.837264099499997,0.6304702477939553,67.44755374346256,4.969489640938649,25.90399755868949,1.4288406666400393
12.393167207916992,0.6240284261000055,6.163127523745729,41.01206739564899,10.427883641453151,31.648909868663004,2.61948988227244
9.177044213167246,9.095639158400004,6.938866348102905,50.120645790573725,6.897970365817034,16.721924146983813,9.075913895986645
13.387886632667046,12.477704051700002,15.25438128184686,65.44323298396493,16.649656662593006,39.02197606102395,12.690430953091486
3.3147019062294443,5.218820390999998,6.428958313314316,64.64248717623285,10.591090322936136,38.75998376749964,5.999519126064635
6.994471389148313,1.2063403747999877,3.873543721108583,61.92134354378901,7.260909486185172,41.38003296170595,2.222057831053079
2.2717505703091683,16.047179166000006,17.595075360305703,61.447391156895534,23.706326073619472,56.254206877901375,16.091184854440737
6.449462594006519,1.2814725423999986,4.9625325935923135,87.06752842180866,12.434974101719405,43.1199629697195,2.531408845524841
7.970929438247424,6.820130066799999,8.370725588675027,71.5685303479041,10.109566402460407,39.65591057638378,7.284340509306387
