y5,x5,y1,y2,z2,z3,z4
49.82067148459994,37.5060254932288,13.957854550000002,17.30176589501202,6.5986981136546365,16.443678347360606,31.98862836295542
66.61705798226335,8.648692935082645,7.854248248699999,10.58290052452121,17.74241172711036,23.310075616343717,20.241345015231914
95.78174972228462,49.4095501473029,18.415551761699994,18.89567764070453,7.059330725710825,17.282685580213954,11.935209641730989
94.1768592279186,60.25077294662288,10.093104217300002,11.73751816463184,1.1758256686816346,4.240315358021515,6.334968461817515
82.31428452159759,31.850199516335053,13.565367840700002,12.410081383477014,6.652307221466415,8.73913836979501,15.78014661947592
61.81267553137137,58.78678672460806,15.733090371900005,19.41719507248841,3.805600349512877,0.743347839825751,5.72576794900079
77.69748093841112,57.65024780545664,9.0917041708,12.663671178149896,14.166381718334849,18.1149230075278,21.57979663299224
77.76020354171139,41.8480593359941,8.836993703299996,6.907432867064875,25.14267931167568,26.795565134701125,27.87215719981407
93.23794889519532,63.93585159965249,0.6905016468999969,4.318878566348614,10.877981193568797,15.37928871027378,22.81685082807489
119.09691541109066,21.02956686965623,12.9303520857,11.419649370474517,22.353092656286144,27.76100902016252,30.153940504476296
76.87219285969006,39.09192079585314,6.370942035100006,10.338870820407564,9.775761843069294,13.819605417069264,15.35357750078776
113.60484031493122,10.873655741727053,18.718279772600003,20.173078185359497,24.882864487474944,29.242911417569893,35.02110006269971
128.95592106611176,30.97204922570867,25.187576233600005,26.734844747691195,17.77253179923583,20.442810779120684,22.42213945235818
107.58853235173122,17.977099235365536,14.089551551200008,16.536577182189408,21.928649194286013,25.68985343887598,19.935132261494804
142.77636031794765,24.20185156345444,28.47510250199999,29.62356734937251,17.23106052690016,20.12627076827548,32.48970271959695
128.301256548176,17.58385773602468,9.4790788994,14.461787120174776,18.10332435673003,21.83488901845708,30.314010466972
122.6220216684894,31.431366554158235,0.3601089561999906,10.694399212226578,4.646229699057033,6.446139837235328,14.508756843618675
127.7034130931188,13.6388114979978,26.931155121599996,27.304728323466424,23.84183163293448,26.971006479333955,38.37246998399814
119.20639658806068,29.10213817832218,8.710703219000006,11.791293179552463,6.713749156139592,3.602577290940376,4.24475934175083
114.62218698624991,42.74256214899725,29.688019023599995,31.26674935150037,13.335313524484322,16.8520324509917,24.98445112186088
91.62118662130364,53.81894348298997,14.1393426816,15.34049461156476,5.873955947176966,8.979215227798592,17.846646047662293
99.58697148919764,53.09872141791647,21.034523766600003,23.43793573242152,20.548886372110044,23.5401040043818,28.50990245460872
117.79327065208784,41.85836413916939,21.3695747808,21.738330246222787,4.881517887367477,3.5753935611817944,15.195888315376404
114.6955924284019,22.20059513906326,12.949255078400004,14.296790409651342,5.499450928069359,6.052069036740591,11.998339213761126
90.96210381282545,35.85289535765115,10.0383726682,12.100552148876575,13.53419352022014,15.70852986861494,24.32917358808343
76.68084148388151,41.676424492701024,12.580642340799995,11.779980150880302,14.07282720124721,15.494356426275717,24.758220532473505
103.83577113479338,22.319682376112866,18.4195468027,18.39090072200381,10.02855013886063,13.692973909925229,22.202204426310782
75.73390324829236,20.60046637432721,13.667004446099998,14.309904278579774,26.584133608814756,36.23827131850032,32.81365488448736
93.37085022685224,25.699462988849792,25.499902044899997,25.4716803411956,18.13681026091245,16.01288085769351,21.742530038008866
32.96779453778227,25.74952835143999,14.847427916200004,19.613438398107963,17.415921776018514,13.270045139077922,17.41627447885578
62.31968775931853,13.782509692357154,3.710532566800001,6.934806798056327,38.79907696113662,43.87149934969781,44.985440910746206
46.575298086324096,32.99305376033513,13.6504189572,12.21357143210118,0.6914230792753865,0.0971805103986577,3.8860603949010537
