z5,y5,y4,y1,z4,x3,x4
35.09652294027591,34.24529394909701,22.970484286564623,6.372067169100001,25.165651344323297,1.6735350568905576,12.725708377247992
20.3740584767367,65.5150955460412,29.750938047812586,14.3813026251,16.866271873890152,4.237931598569868,8.935245472465828
11.872728240283676,40.31248417058431,23.29990696787336,6.943681817999998,6.088194262522032,0.1815209891845058,3.885205365541006
47.06534002741713,36.91281106136525,8.854563318375389,9.4091984237,14.30951556553692,6.596830361742328,7.632510586332375
17.83370001128949,25.637086547810316,11.815237176809022,4.793934189800003,5.743403913083228,4.177513747335335,3.3998767280780418
28.773957478939945,32.65234764704512,14.180377630006562,8.616784215700003,17.682407053203157,6.551443829340041,8.536689552849886
40.257167272761066,31.119353528540223,11.032853169905144,4.605128060600002,16.372817101950492,2.261738021984552,1.4645798439988975
38.36464738884976,30.174897090483352,17.29310674191989,9.925564102,16.966385172815425,9.799749680823776,11.76673620371956
27.21992245546544,26.93080490429666,8.093754299174183,7.271304529199999,10.567708616305676,2.907111539814425,1.515055015064121
37.23372137252841,23.81103767571702,12.258911362641346,9.6475279074,24.14798981668204,11.692022666871033,12.801015203761532
33.0381519920044,21.05131835842391,14.07790381272576,6.906876167999999,16.037548820929448,4.561490362907898,5.956336997134524
36.736009612288896,41.864742819672855,6.806018213803438,5.977535264200001,19.064187646323603,10.955982999599357,14.166453640353236
36.01721737270044,24.173258716892978,14.314628218769345,5.117299751100001,7.840414259217497,3.959310736799709,3.4291227937727293
40.76514433532618,15.031038026207405,6.193534251132485,2.1029190674999985,26.76219134484579,17.535637531992265,20.23002219661368
38.12358920888327,17.122960896258096,2.2209278245687534,6.3073251051,15.997766125382814,4.642818519445746,9.49384387276386
43.20162941525367,15.557936892056066,2.0047861623103103,4.2554571141,25.01284406417919,19.49737297239784,26.052654167439066
35.53896500650725,27.91049715837358,9.957070258897277,6.883226894400002,16.182374157945425,7.334266740561718,8.292814677821454
41.04406603081596,30.98141591033044,14.432126561680924,9.1771491298,21.82652245787961,19.54315166477414,24.330100793339543
