z5,z4,y5,z1,x5,z2,z3
64.79968508709695,28.150927298193004,30.230590664285028,10.9703475708,17.18590522247985,9.661543680203742,18.70897863597258
26.85676972839471,24.01963216680402,65.16026297239432,18.4869763628,18.483526613822868,18.32258064608812,20.90527541700233
43.92567383596514,16.31995446523208,55.44847430338017,16.147372923300004,29.00378392368647,17.727884721329684,15.529784880982826
22.4882687693481,8.227791646773174,61.53298475540467,2.2994731940000035,31.38047366779336,2.0361351279298754,2.749862535126897
13.779098041910002,23.91481351086494,25.593696649074445,11.0144397921,26.09763542813637,11.158975010405316,13.902550166849748
32.603362101734874,1.671801878567109,88.42515358025871,0.7479182472999888,42.24146042840035,1.195568410063533,2.32880257094205
40.53499077117775,5.373914573004513,116.44411425227996,4.3025233755999945,72.8511399639104,4.4157602598842445,4.959369072954314
38.5056017731546,11.058284688564884,148.8358342087934,5.497991353399982,60.75696503191803,5.399053551448972,5.886520685486716
54.142634247732914,8.118014689894737,120.65665981658016,4.262721873499991,59.05612411813216,4.351183492065659,6.296259342716489
47.92040916258589,1.4174869628910116,110.18910578770488,4.2352460199,53.7237254602141,4.45871791698013,5.593025927714947
34.11476001467896,8.34668768366178,125.93881599841215,1.0038426430000111,34.35060492791435,2.527716609593506,4.184323169959926
38.130279181356826,2.0454017279914747,143.13179094665537,0.1122224626000125,29.0674248990684,0.7585364499955286,1.217260332950703
45.42032828829953,7.739105050209653,154.37918256555392,1.4242533464999934,38.796362466022735,3.1270585540237765,3.970083803917175
50.45399542049356,19.95927444454655,137.18848757745982,7.257906198400001,55.43309662472463,7.913350045016889,4.4473184959339545
60.21315745944563,11.917447768314544,118.721474994399,2.6238523520999983,40.48018070062597,5.446906202806209,10.942888428286649
52.02845931593367,4.793969735620321,159.75335085237026,0.8413599058999992,50.3121504627008,1.3672735658915869,0.9744225195255372
53.38091407013884,11.699441822193956,172.54025576884916,2.942309776099986,65.07197199677728,3.002462013683738,3.970651238157694
62.772529180789846,2.9551246328155534,158.4511153275357,3.658959227199986,71.75296550407978,4.557100051068735,4.035907782436639
79.21457375423176,28.85247714670693,173.9016448487382,19.10271997519999,40.35435666705644,20.32039850881228,24.79887245132463
