window,x_mean,y_mean,z_mean,x_std,y_std,z_std,x_abs_diff,y_abs_diff,z_abs_diff,mean_res_accel,x_tm_peaks,y_tm_peaks,z_tm_peaks,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,user
0,-0.004313729810999989,-0.002781999453499993,-0.006483022518999991,0.9322395691607829,0.7741818221203297,1.024845162355857,3.3306690738754695e-17,3.3306690738754695e-17,3.3306690738754695e-17,1.2726236917674167,675.0,25.0,3275.0,4,3,6,32,85,55,8,3,3,1,4,3,9,41,88,36,15,2,1,1,3,2,17,53,82,29,7,4,1,2,11
1,-0.007321938428499993,-0.005689337952,0.029425344740000005,0.8369711878665511,0.7915146976566685,1.1120286203644947,7.142723912334503e-18,7.142723912334503e-18,7.142723912334503e-18,1.2775490716238047,675.0,3400.0,4050.0,4,2,9,50,84,43,3,1,3,1,3,5,13,38,96,30,8,2,2,3,4,5,16,43,87,28,7,7,1,2,11
2,0.02008559954099999,0.04848209939849999,-0.014615798908000006,0.8254322309097196,0.8937621517272142,2.153643512425936,2.220446049250313e-18,2.220446049250313e-18,2.220446049250313e-18,1.9946862522926208,25.0,25.0,1050.0,3,3,11,14,34,61,45,16,9,4,7,33,67,56,21,4,5,1,5,1,9,15,19,38,69,21,14,8,5,2,11
3,0.010283092198999986,0.011395175825000022,0.004736439703999968,0.9560177493823535,1.113779352609254,2.4722529701019367,2.7755575615628915e-18,2.7755575615628915e-18,2.7755575615628915e-18,2.5166782926554183,25.0,2100.0,25.0,3,3,20,25,22,41,44,26,11,5,15,70,55,34,10,5,3,4,2,2,11,27,16,32,53,24,18,9,8,2,11
4,0.00276853320700001,-0.07560368559000011,-0.01001302994099999,1.0296558433858154,1.2466605079620123,2.1457365402843953,2.2135071553464058e-17,2.2135071553464058e-17,2.2135071553464058e-17,2.413520342317912,25.0,1000.0,4650.0,4,12,27,21,18,26,40,41,8,3,22,81,48,29,3,5,2,2,4,4,6,30,13,28,40,35,26,13,4,5,11
5,-0.0226457166475,0.025282390510500026,-0.053476207999499994,1.169035451880113,1.2619968813656033,2.3748336347500967,1.6653345369377347e-17,1.6653345369377347e-17,1.6653345369377347e-17,2.5963231605394395,4100.0,4075.0,3600.0,5,14,33,12,15,25,51,34,7,4,20,73,56,25,3,9,1,4,6,3,3,17,30,33,52,34,15,6,8,2,11
6,-0.008313351813999986,0.005094505929500001,-0.03064559699999996,1.1547165565560265,1.1540344065699806,2.44179076148788,3.9968028886505634e-17,3.9968028886505634e-17,3.9968028886505634e-17,2.5913021985417237,2050.0,1025.0,4100.0,7,13,28,13,16,21,60,33,7,2,16,67,53,30,9,6,7,3,5,4,3,18,30,31,48,35,20,4,7,4,11
7,0.01649667000399997,0.0006724683615000073,0.006559052343000006,1.1487500433097406,1.1600795095495566,2.4312998124153737,2.831068712794149e-17,2.831068712794149e-17,2.831068712794149e-17,2.621176666449991,25.0,1000.0,2900.0,14,13,20,13,20,40,60,13,5,2,25,67,53,27,6,3,9,5,4,1,21,19,26,34,30,29,21,7,8,5,11
8,-0.0035837124550000075,-0.0049270798685000184,0.007856128938500012,1.149842002121046,1.154761864114267,2.4557557078448533,2.3314683517128286e-17,2.3314683517128286e-17,2.3314683517128286e-17,2.663098524627703,25.0,2950.0,3575.0,4,12,15,20,25,52,54,11,3,4,13,51,64,41,12,3,5,5,4,2,27,13,24,31,21,36,19,15,6,8,11
9,-0.014040610803500005,-0.0014293659205000344,-0.01010401775799999,1.0563307097182113,1.1237924775418908,2.3201263586046545,1.3877787807814457e-17,1.3877787807814457e-17,1.3877787807814457e-17,2.524392035805611,25.0,3025.0,3975.0,4,5,19,24,27,57,47,12,2,3,13,32,51,57,24,4,5,5,4,5,24,16,26,28,22,43,15,12,7,7,11
10,0.008654596333000015,0.006301419644999976,-0.00980608307749995,0.9427604799419874,1.16757406926671,2.321210025701623,2.4424906541753444e-17,2.4424906541753444e-17,2.4424906541753444e-17,2.4861359541317216,25.0,4050.0,25.0,8,17,22,19,40,47,37,6,2,2,10,55,65,38,13,2,8,4,4,1,19,22,23,29,27,32,24,9,8,7,11
11,-0.010907835765499979,-0.00572276899450001,-0.0005193869674999449,1.1219746761586435,1.2014579410359412,2.428755701130093,3.8857805861880476e-17,3.8857805861880476e-17,3.8857805861880476e-17,2.643638833290335,2075.0,2075.0,525.0,11,18,25,20,45,58,16,3,1,3,16,61,61,31,13,3,7,1,5,2,23,21,18,29,34,25,26,13,2,9,11
12,-0.03158664986250002,0.015356918727000008,0.09711440264799999,1.195908686103281,1.185881294520047,2.3211429111500954,6.661338147750939e-18,6.661338147750939e-18,6.661338147750939e-18,2.5821947679071657,2075.0,1000.0,4775.0,11,28,17,20,43,48,27,2,1,3,17,49,54,46,12,6,4,6,2,4,10,27,8,38,37,32,25,10,4,9,11
13,0.06290143010199999,0.023272528258499972,0.024005267319999985,1.13779354400276,1.2844125467426386,2.2951146088571477,2.886579864025407e-17,2.886579864025407e-17,2.886579864025407e-17,2.5923508571026126,2075.0,2050.0,1550.0,2,3,23,16,22,43,63,22,4,2,13,54,52,50,10,4,4,7,2,4,10,29,9,32,26,40,28,10,7,9,11
14,-0.0007485926120000097,-0.012006245518500025,0.0032176015760000485,1.2056285892122909,1.3974271050580163,2.3745955449136695,5.10702591327572e-17,5.10702591327572e-17,5.10702591327572e-17,2.7189166563081115,2075.0,4075.0,4650.0,2,8,23,21,15,36,70,19,4,2,21,64,63,28,6,2,8,2,4,2,20,22,10,42,39,23,23,8,9,4,11
15,-0.029241094866499992,-0.0014428973419999913,0.039644321998000026,1.175032042129026,1.3808052272646236,2.5114032961685573,4.996003610813204e-18,4.996003610813204e-18,4.996003610813204e-18,2.797155262083017,3025.0,4050.0,1000.0,13,22,25,8,19,26,64,15,6,2,26,73,52,25,7,1,7,4,3,2,22,20,17,38,36,20,22,9,8,8,11
16,0.020042575913000012,0.01467957916000001,-0.023541702636999996,1.0854461529270825,1.28218138869598,2.5241291143114535,2.1094237467877975e-17,2.1094237467877975e-17,2.1094237467877975e-17,2.726040812941652,3100.0,3075.0,3050.0,10,15,23,18,19,40,52,14,8,1,8,42,59,43,25,5,5,2,7,4,24,20,23,33,37,19,22,7,7,8,11
