window,x_mean,y_mean,z_mean,x_std,y_std,z_std,x_abs_diff,y_abs_diff,z_abs_diff,mean_res_accel,x_tm_peaks,y_tm_peaks,z_tm_peaks,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,user
0,0.005086746435999994,0.03337696951149998,-0.009572203936999995,1.4088812661614472,1.0977581703199477,1.90204710635053,1.4988010832439614e-17,1.4988010832439614e-17,1.4988010832439614e-17,2.168853058746483,975.0,25.0,375.0,1,5,7,8,61,78,24,12,1,3,3,4,4,17,49,71,21,29,0,2,5,5,18,25,35,50,33,11,10,8,13
1,-0.07315594254549997,-0.03209951526050001,0.06470374091500006,1.5948355149778315,1.6368678839586677,2.5258330409181338,5.551115123125783e-18,5.551115123125783e-18,5.551115123125783e-18,3.0421377307712483,975.0,3250.0,2825.0,1,7,10,17,51,67,28,15,1,3,4,3,7,14,20,39,46,48,16,3,5,7,20,30,41,35,36,19,4,3,13
2,-0.00386065429049998,-0.00244626703000002,0.02479591982150004,1.3153857564354283,1.6922337147840172,3.023366530175214,2.7755575615628915e-18,2.7755575615628915e-18,2.7755575615628915e-18,3.2809486850485956,25.0,4575.0,4600.0,4,2,7,5,24,56,53,28,12,9,6,1,9,14,13,21,39,67,21,9,12,7,24,33,35,38,31,10,4,6,13
3,0.05510649747999997,0.016834798043500042,-0.004715589740000051,1.3463231506891322,1.65440082761108,3.1987536746814156,3.552713678800501e-17,3.552713678800501e-17,3.552713678800501e-17,3.438034802067658,3025.0,4625.0,4850.0,3,4,8,6,22,62,52,22,10,11,5,6,7,13,9,22,34,68,24,12,13,8,24,36,29,40,24,15,2,9,13
4,0.005362457215999998,-0.045997662894999986,0.030322295683500037,1.4163567072389591,1.6195851913883945,3.0724221956817157,2.6090241078691177e-17,2.6090241078691177e-17,2.6090241078691177e-17,3.327839151338671,25.0,375.0,3600.0,9,5,12,16,33,60,40,9,9,7,5,6,8,13,9,23,45,54,24,13,10,10,16,39,40,36,31,8,3,7,13
5,0.006354636505500002,0.05229200181899997,-0.09432124652849996,1.3947937208499839,1.5151810049631318,2.913415210134323,9.992007221626408e-18,9.992007221626408e-18,9.992007221626408e-18,3.165917652238716,25.0,3550.0,4150.0,11,4,8,15,41,58,33,14,11,5,5,5,12,17,21,85,32,12,8,3,7,10,16,50,42,33,23,8,5,6,13
6,0.005746248902499993,0.0019674629044999807,-0.106004358713,1.257574834418906,1.6321468012410791,2.810994558073366,6.661338147750939e-18,6.661338147750939e-18,6.661338147750939e-18,3.1234552961996065,1000.0,1100.0,3700.0,4,6,8,14,22,65,44,18,9,10,7,7,6,20,23,81,33,10,9,4,7,11,14,42,41,34,31,9,5,6,13
7,-0.016376436725,0.0009584016829999875,0.015878675867000057,1.1987671990132014,1.6870313108357908,2.9594668854934456,1.2490009027033011e-17,1.2490009027033011e-17,1.2490009027033011e-17,3.2196071964471873,1000.0,4200.0,3050.0,6,12,9,25,43,55,27,5,8,10,10,4,6,17,34,71,32,13,7,6,10,10,13,43,36,38,36,3,6,5,13
8,-0.045622270217999986,-0.036518114744499994,0.11472153858550001,1.318787662400309,1.6576076443924108,2.9070435236570806,2.6090241078691177e-17,2.6090241078691177e-17,2.6090241078691177e-17,3.2006474336910697,1000.0,4975.0,4950.0,4,4,7,11,14,54,64,25,4,13,9,6,5,16,42,74,26,9,10,3,9,7,15,42,34,43,36,2,6,6,13
9,0.01327414862650001,-0.014183470826500025,0.007285102512999964,1.4566130993851647,1.6005561687476186,3.0618107069775564,1.9984014443252817e-17,1.9984014443252817e-17,1.9984014443252817e-17,3.3902935095131936,25.0,1350.0,4625.0,5,6,5,10,35,47,53,18,11,10,7,8,8,14,37,64,43,12,5,2,11,17,16,30,32,42,37,3,6,6,13
10,0.025996449428500018,-0.013436671699499976,-0.014024248758000046,1.2937001667210295,1.857522128295997,3.0070806810006596,5.0515147620444624e-17,5.0515147620444624e-17,5.0515147620444624e-17,3.4362178246449018,25.0,1950.0,3725.0,2,5,10,25,37,53,36,14,11,7,5,7,11,12,14,26,50,46,18,11,8,13,19,25,41,44,31,8,7,4,13
11,0.0016909790989999918,0.006817183386500027,0.068715870856,1.1729356361776253,1.9917966991462748,2.9676877057407913,6.661338147750939e-18,6.661338147750939e-18,6.661338147750939e-18,3.419151353589175,2050.0,4350.0,2025.0,6,11,19,35,43,36,19,10,12,9,7,7,8,13,14,23,52,38,20,18,12,8,14,27,38,42,37,12,6,4,13
12,0.021744574124499996,0.0648869511185,-0.004237378026499984,1.3192644518639614,1.821352142481637,3.1188433330558047,1.1102230246251566e-17,1.1102230246251566e-17,1.1102230246251566e-17,3.4952258090042965,25.0,2025.0,1550.0,5,5,9,29,51,44,31,13,11,2,5,5,6,15,12,30,68,31,19,9,13,9,22,33,25,36,42,10,4,6,13
13,-0.005372849639000013,-0.050337984502000006,-0.008710990648000063,1.4238143558523018,1.8279539298219645,3.2720116981304113,9.992007221626408e-18,9.992007221626408e-18,9.992007221626408e-18,3.6217102171144164,25.0,700.0,650.0,6,4,10,21,50,46,33,16,12,2,5,7,6,16,13,28,74,28,15,8,7,10,12,33,29,41,45,11,4,8,13
14,-0.0005183420764999741,0.03125712518400003,-0.06086381504200006,1.3224791593161676,1.7994966782428885,3.1773042554842252,1.3877787807814457e-17,1.3877787807814457e-17,1.3877787807814457e-17,3.487780715702393,3100.0,2600.0,3050.0,3,4,7,21,24,50,43,24,11,13,8,5,10,13,35,83,22,16,6,2,5,11,13,35,35,41,36,12,5,7,13
15,0.01404250088050002,0.002182386038499977,-0.11071899718400006,1.3853069219046852,1.662777533809982,2.9828428631414496,7.646661082105765e-17,7.646661082105765e-17,7.646661082105765e-17,3.3384970683414745,25.0,50.0,4075.0,8,5,9,11,31,57,45,17,12,5,3,7,13,15,41,81,21,12,5,2,13,9,21,43,33,34,32,6,5,4,13
16,0.004208518010500022,-0.012146498085000063,-0.0261324961625,1.4783774333956392,1.6674117739145238,3.1493165720583636,1.5543122344752193e-17,1.5543122344752193e-17,1.5543122344752193e-17,3.4878201851118575,25.0,1725.0,4600.0,5,6,10,12,37,65,42,8,9,6,5,7,12,13,16,59,55,17,11,5,10,10,16,39,26,36,44,5,6,8,13
17,-0.034552687730999974,-0.0049312332790000055,0.010674040464499886,1.4788193762249917,1.7315095694798186,3.1165316325645396,5.773159728050814e-17,5.773159728050814e-17,5.773159728050814e-17,3.4765218123754575,25.0,3850.0,3025.0,5,7,7,16,40,58,44,10,7,6,9,5,15,11,29,75,31,15,5,5,10,9,16,31,30,39,43,10,3,9,13
18,-0.008945148298999974,0.0124449830975,0.03504154784549995,1.4583145763278045,1.6598543584748742,3.09594749802308,4.884981308350689e-17,4.884981308350689e-17,4.884981308350689e-17,3.4199430757887455,1025.0,775.0,3600.0,6,6,5,13,17,56,51,21,14,11,8,6,17,11,30,81,27,8,8,4,14,7,20,35,27,50,30,5,6,6,13
19,-0.030935305106000007,-0.02931727638000002,0.12613891068000002,1.4256017737683224,1.6694382605400666,3.09597152117746,7.771561172376097e-18,7.771561172376097e-18,7.771561172376097e-18,3.389576367484149,1000.0,1675.0,3925.0,4,7,5,16,19,57,52,20,10,10,5,7,10,14,15,59,58,18,9,5,9,7,17,35,32,44,39,5,6,6,13
