window,x_mean,y_mean,z_mean,x_std,y_std,z_std,x_abs_diff,y_abs_diff,z_abs_diff,mean_res_accel,x_tm_peaks,y_tm_peaks,z_tm_peaks,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,user
0,0.0016414556150000203,0.05054010211950002,0.004529726877500022,2.9553913726047694,2.0277589155985023,3.5147168194902787,7.549516567451065e-17,7.549516567451065e-17,7.549516567451065e-17,4.000342186474535,25.0,25.0,2850.0,3,2,4,8,12,32,81,42,14,2,5,14,26,74,42,25,7,5,0,2,5,14,28,56,60,17,8,5,2,5,8
1,0.00925306828799998,0.04450544393800002,0.04788313906500002,3.9712932778131305,2.180132130960332,3.54322366485716,6.88338275267597e-17,6.88338275267597e-17,6.88338275267597e-17,4.936194482797314,2500.0,25.0,4850.0,7,4,10,6,16,30,44,55,21,7,4,12,41,65,39,22,7,6,1,3,14,27,27,55,48,13,6,0,6,4,8
2,0.010787661148999938,0.014367966984999965,-0.011274680597499977,4.160388978729443,2.0390644790087302,3.599503953076312,3.552713678800501e-17,3.552713678800501e-17,3.552713678800501e-17,4.972499915540791,25.0,2500.0,2750.0,5,10,11,8,25,34,65,20,17,5,12,22,55,49,31,14,5,6,3,3,12,20,27,53,62,14,0,1,7,4,8
3,0.048398415578500026,-0.01653897692900006,-0.011632764948000012,4.363589123657732,1.9705785121685675,3.5799087463850685,1.509903313490213e-16,1.509903313490213e-16,1.509903313490213e-16,5.06925655576297,2500.0,1275.0,3925.0,10,13,12,14,23,49,47,21,6,5,7,22,47,57,43,11,2,7,2,2,11,21,26,50,65,14,1,2,6,4,8
4,-0.042789589949000034,-2.8119009500067182e-05,0.011307704176500033,4.643188162598484,2.0618042108626717,3.7747078351328103,4.440892098500626e-18,4.440892098500626e-18,4.440892098500626e-18,5.4606121718420875,25.0,25.0,2575.0,7,9,16,13,20,28,68,21,14,4,8,15,37,60,46,15,6,11,0,2,11,23,18,43,71,18,4,3,4,5,8
5,-0.05376307252200003,-0.0019546302659999505,0.004593243691999977,4.5634194121593685,1.881694019031762,3.7980717611603683,1.5543122344752193e-17,1.5543122344752193e-17,1.5543122344752193e-17,5.3533141766689285,1225.0,25.0,3825.0,8,6,15,12,12,28,51,39,22,7,5,6,19,31,57,39,18,8,12,5,16,17,13,52,62,23,5,2,4,6,8
6,0.014808522528000058,-0.023105376027000066,-0.020320904467000033,4.611190273995183,1.6559266623617657,3.6976539436940192,3.4139358007223563e-17,3.4139358007223563e-17,3.4139358007223563e-17,5.201625230651409,1225.0,3625.0,3825.0,7,6,13,12,17,30,54,37,18,6,8,18,21,44,44,26,23,3,10,3,12,14,20,58,56,23,5,1,7,4,8
7,0.012379264320000059,-0.03354126868350001,-0.01557805074699999,4.5946965832695295,1.892752083895855,3.692412621844124,1.1102230246251566e-17,1.1102230246251566e-17,1.1102230246251566e-17,5.2786552135057745,2450.0,2475.0,3825.0,5,8,13,13,17,29,56,33,18,8,4,11,21,41,44,39,24,7,6,3,10,17,20,42,63,29,7,0,7,5,8
8,0.018934979941999976,-0.004664598779500027,0.0010164095674999895,4.326770638514274,2.101811882059598,3.6968218831003945,7.126244039312723e-17,7.126244039312723e-17,7.126244039312723e-17,5.206715492134063,1250.0,3725.0,3850.0,9,9,14,14,16,46,45,33,8,6,7,16,52,52,43,17,6,5,0,2,20,18,17,54,62,13,4,2,6,4,8
9,0.024606491825499975,0.016558652312000002,0.011686102693000007,4.46865224280616,2.103887196736175,3.7406325311199558,1.532107773982716e-16,1.532107773982716e-16,1.532107773982716e-16,5.330842164094929,3700.0,3700.0,4150.0,6,10,15,15,13,31,57,36,11,6,3,14,58,53,40,16,8,5,1,2,3,23,14,34,74,33,5,3,4,7,8
