window,x_mean,y_mean,z_mean,x_std,y_std,z_std,x_abs_diff,y_abs_diff,z_abs_diff,mean_res_accel,x_tm_peaks,y_tm_peaks,z_tm_peaks,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,user
0,0.0013042846374999994,0.0093920105465,-0.001234408599499971,0.7877614814835371,0.6366633269560957,1.0779322510166882,9.992007221626408e-18,9.992007221626408e-18,9.992007221626408e-18,1.1748526964300579,25.0,1850.0,1500.0,3,5,8,20,77,62,10,9,4,2,2,14,26,97,42,15,3,0,0,1,3,5,13,18,67,57,18,10,4,5,1
1,-0.005796457693499995,-0.008135381181999997,0.02712728535349997,0.7524521410603349,0.5867905872450414,0.942321856086506,2.55351295663786e-17,2.55351295663786e-17,2.55351295663786e-17,1.0635708599179718,25.0,325.0,4100.0,3,4,6,18,85,62,7,10,3,2,2,0,13,15,53,55,34,19,6,3,4,8,9,34,75,45,16,4,1,4,1
2,-0.010941736535000008,0.0005577631819999868,-0.005002813547000007,0.7260551259033163,0.6928470788711829,1.142797789972451,1.1657341758564143e-17,1.1657341758564143e-17,1.1657341758564143e-17,1.2116373394189779,300.0,125.0,25.0,5,6,5,20,56,58,32,9,5,4,1,8,13,63,71,29,8,2,1,4,8,15,44,88,25,14,2,2,0,2,1
3,0.012830194244999982,0.02340171493,-0.008621139200000003,1.3857851869273177,1.135037886112818,1.9010528759193748,3.3306690738754695e-18,3.3306690738754695e-18,3.3306690738754695e-18,2.1024309094763267,25.0,2625.0,25.0,5,5,6,15,23,44,50,31,15,6,6,18,49,85,19,10,6,4,1,2,7,18,33,100,23,9,2,4,1,3,1
4,0.05942481345000003,-0.011041649420500028,0.0181760899755,1.8246402951481266,1.4301096256270427,2.495253978292913,1.1102230246251566e-17,1.1102230246251566e-17,1.1102230246251566e-17,2.9365887932767993,25.0,1150.0,2400.0,8,8,9,21,26,25,38,42,17,6,4,8,43,79,30,17,6,4,3,6,6,10,28,29,85,25,6,3,2,6,1
5,-0.0595384569055,-0.033766599524500035,0.0864007411345,2.020902985718732,1.5138084667613483,2.6012509167751507,1.5543122344752193e-17,1.5543122344752193e-17,1.5543122344752193e-17,3.1740014780985826,2800.0,1125.0,2325.0,11,9,6,23,31,21,29,38,23,9,6,10,49,69,36,13,5,5,4,3,10,8,27,23,78,38,6,2,2,6,1
6,-0.051969072790000015,-0.002112509370000004,-0.09627988532899998,2.0398192021456922,1.6157066603990706,2.7409007700439254,1.8873791418627663e-17,1.8873791418627663e-17,1.8873791418627663e-17,3.3391506974181056,1850.0,3775.0,1150.0,11,9,6,23,28,23,29,39,24,8,8,8,40,60,49,16,6,5,3,5,13,10,27,25,80,28,6,3,3,5,1
7,0.07182023326200003,-0.03348514707050001,-0.06072428481799995,1.895833286819714,1.7243001087002114,2.8861549495732457,3.2543412409324904e-17,3.2543412409324904e-17,3.2543412409324904e-17,3.36356325341222,2525.0,4925.0,1150.0,9,5,7,18,19,29,37,35,28,13,6,14,51,64,36,10,5,4,8,2,13,12,26,49,68,17,1,5,4,5,1
8,0.010706262557499952,0.06356475212250003,0.06684339328900002,1.812665559032888,1.8741348553137813,2.6993866925853958,6.425415755018093e-17,6.425415755018093e-17,6.425415755018093e-17,3.242067990428,2075.0,2800.0,3525.0,7,5,4,13,22,37,35,34,29,14,10,19,53,57,29,7,9,3,8,5,9,14,29,45,76,12,2,4,6,3,1
9,-0.04799186896650002,0.08116090036299996,-0.02959342790100003,1.885987233428067,1.7818916924054353,2.615206208424429,4.4408920985006264e-17,4.4408920985006264e-17,4.4408920985006264e-17,3.2175277171497862,25.0,2325.0,2300.0,4,7,8,15,14,33,30,30,42,17,12,15,50,63,30,5,8,6,7,4,6,8,20,29,73,43,9,4,1,7,1
