window,x_mean,y_mean,z_mean,x_std,y_std,z_std,x_abs_diff,y_abs_diff,z_abs_diff,mean_res_accel,x_tm_peaks,y_tm_peaks,z_tm_peaks,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,user
0,0.014638380905999995,0.01198584632700001,0.006411046197999994,1.1236032327211563,0.9541715149694373,1.7611802325341257,1.3322676295501878e-17,1.3322676295501878e-17,1.3322676295501878e-17,1.9362972254165123,1425.0,2250.0,2125.0,1,5,7,5,20,34,65,27,25,11,3,9,38,79,55,11,2,0,2,1,1,7,18,33,58,56,17,5,3,2,0
1,0.00030142084399998383,0.018140576306999986,-0.003348386537499992,1.5491145377957678,1.249660103707273,2.310353802278583,6.106226635438361e-18,6.106226635438361e-18,6.106226635438361e-18,2.7485150454498926,25.0,1000.0,2900.0,3,12,15,21,41,57,36,11,3,1,6,19,37,58,55,15,2,3,2,3,5,15,36,32,35,50,18,3,4,2,0
2,-0.0200945752025,0.03232741019850002,-0.014001337953500009,1.6477776006870448,1.333882416905436,2.7952563640953487,3.1086244689504386e-17,3.1086244689504386e-17,3.1086244689504386e-17,3.2023865902316926,25.0,1000.0,4075.0,2,16,15,23,41,49,34,15,4,1,8,22,26,54,49,21,7,4,7,2,2,15,22,31,34,43,38,3,6,6,0
3,0.003410942320499988,-0.007961689598999998,0.086953807478,1.4767864613483497,1.369259465739319,2.9964494331654072,2.4424906541753444e-17,2.4424906541753444e-17,2.4424906541753444e-17,3.291226055939599,2475.0,4175.0,4175.0,8,14,10,21,17,40,36,26,18,10,13,18,31,85,29,10,7,5,1,1,3,11,24,18,38,41,43,7,6,9,0
4,0.016138554907499963,-0.08460916064899998,-0.04251209140600004,1.428489103123505,1.358843088837701,2.775014804478573,1.3045120539345589e-17,1.3045120539345589e-17,1.3045120539345589e-17,3.0937538329214633,2775.0,1050.0,4750.0,10,17,17,11,18,38,40,22,17,10,14,18,27,90,33,5,6,4,2,1,1,6,32,19,40,40,44,6,4,8,0
5,-0.0296481860155,0.004977370821499992,-0.08137634345700001,1.420665779403941,1.4240899123471673,2.880444308785767,2.4494295480792515e-17,2.4494295480792515e-17,2.4494295480792515e-17,3.158226950900889,3175.0,3175.0,4225.0,3,11,25,14,15,27,48,27,23,7,10,17,15,50,64,18,9,7,7,3,1,7,40,17,54,59,5,6,4,7,0
6,-0.02099195273049998,0.030237971397499994,0.10501806724450007,1.3782560064528004,1.4432708752579346,2.8382556776945753,2.220446049250313e-18,2.220446049250313e-18,2.220446049250313e-18,3.0890507209716342,675.0,2125.0,4250.0,4,7,20,20,11,25,47,31,27,8,12,14,18,54,62,12,7,11,4,6,1,7,33,15,55,65,9,4,5,6,0
7,0.03762498350099999,-0.0358266039825,-0.030533470224499967,1.3111364151790512,1.3179352981564718,2.6970254427291604,1.6653345369377347e-18,1.6653345369377347e-18,1.6653345369377347e-18,2.964225682775001,2125.0,4700.0,4850.0,9,11,15,14,7,22,40,35,34,13,17,13,21,64,53,9,4,12,4,3,11,28,17,39,33,55,2,7,0,8,0
8,0.014346539742999997,0.04446458996149996,-0.06739049458350001,1.2974124407646925,1.2651448477954135,2.8165216919208347,2.4424906541753444e-17,2.4424906541753444e-17,2.4424906541753444e-17,3.0200364878306374,25.0,4350.0,3250.0,14,16,11,16,33,42,41,22,4,1,13,18,40,70,25,10,13,6,4,1,16,27,20,47,30,41,1,6,4,8,0
9,0.03524593362100002,0.017958123504500035,0.07859657103599998,1.5587396475244482,1.304380794894361,2.7452455211817663,2.5396351688300457e-17,2.5396351688300457e-17,2.5396351688300457e-17,3.0758291889088234,1075.0,1075.0,25.0,5,11,20,14,18,52,33,34,10,3,8,14,33,82,25,14,9,8,4,3,21,21,17,50,45,30,1,6,2,7,0
10,-0.002474646202500002,-0.03364840629350001,-0.058332298963000004,1.6713298606962705,1.3463085354771636,2.9088593391220967,3.164135620181696e-17,3.164135620181696e-17,3.164135620181696e-17,3.2644885976083198,1475.0,3225.0,1025.0,7,14,22,13,16,37,37,44,8,2,12,14,27,75,33,17,6,8,3,5,2,10,32,13,52,58,20,2,5,6,0
11,-0.02344870082299999,0.05440353360650002,-0.032011003995999994,1.6324234931662343,1.347708139085066,3.075334619199673,4.218847493575595e-17,4.218847493575595e-17,4.218847493575595e-17,3.392389728737337,25.0,4375.0,2125.0,16,20,14,22,26,34,40,20,6,2,7,12,23,41,60,31,10,7,7,2,3,11,29,20,48,45,26,5,7,6,0
12,0.028684415761000004,-0.005518049757500021,0.10807631281949996,1.829670920830973,1.3975719410493928,2.8420869934158675,2.2204460492503132e-17,2.2204460492503132e-17,2.2204460492503132e-17,3.3464897262943447,1075.0,4250.0,1050.0,9,16,16,26,24,32,29,34,11,3,8,17,20,34,58,32,12,8,9,2,7,12,28,28,41,55,12,5,6,6,0
13,-0.013378896970499982,-0.05351640330299996,-0.048355323567999944,1.8226421696517796,1.4412253022075325,2.704190801972981,2.2204460492503132e-17,2.2204460492503132e-17,2.2204460492503132e-17,3.2537693815065127,350.0,3300.0,3375.0,9,17,17,27,23,26,33,35,12,1,9,17,24,48,50,26,6,7,8,5,3,23,25,24,45,60,7,3,3,7,0
14,0.0034911102889999997,0.03458843170899999,-0.03664985735500006,1.7156163983141994,1.373991188889952,2.74076850503909,4.9960036108132046e-17,4.9960036108132046e-17,4.9960036108132046e-17,3.208618171008989,25.0,3275.0,1100.0,16,17,18,25,22,32,31,31,6,2,4,14,21,59,49,22,9,7,11,4,7,39,15,47,33,39,5,4,4,7,0
15,0.008825221302500012,0.021207125505500028,0.05078502860949996,1.7000348383973694,1.3708899813519075,2.7122786042760416,5.329070518200751e-17,5.329070518200751e-17,5.329070518200751e-17,3.1603428517772674,25.0,2175.0,2175.0,8,20,19,23,26,33,32,30,6,3,4,14,21,51,56,24,11,10,6,3,6,26,23,50,34,42,3,4,6,6,0
16,-0.05948843170449995,-0.03863130847249999,0.020806032730999985,1.657056008897879,1.384856224838884,2.6866878360372075,1.1102230246251566e-17,1.1102230246251566e-17,1.1102230246251566e-17,3.13042455283588,3950.0,75.0,3925.0,10,13,13,21,20,21,27,29,20,26,7,12,30,44,50,31,10,6,7,3,7,24,19,46,41,45,5,2,6,5,0
17,-0.008926162850499988,-0.030149778683500043,0.050194612795500006,1.6126099174858513,1.350044477542914,2.8857275530528304,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,3.250433110560223,1075.0,1100.0,4950.0,9,10,14,16,24,23,25,29,34,16,13,15,29,64,41,17,8,5,7,1,7,26,24,34,41,48,5,3,5,7,0
18,0.0029767558930000005,0.01878658453649999,-0.051897130312500046,1.6279331836617958,1.3849608940049798,2.781990167984578,3.3306690738754695e-17,3.3306690738754695e-17,3.3306690738754695e-17,3.1853530140103974,2200.0,1075.0,150.0,9,20,16,31,31,35,45,9,3,1,13,18,24,63,43,18,7,6,4,4,4,31,24,40,40,42,4,4,5,6,0
19,0.018940401513999994,0.010199919335500005,-0.008480487598000012,1.6178158139151815,1.2944110115756424,2.4790238266347684,8.881784197001253e-18,8.881784197001253e-18,8.881784197001253e-18,2.942592212015975,1100.0,4400.0,4950.0,17,14,21,31,37,28,38,9,4,1,6,18,26,53,55,18,10,7,4,3,6,21,24,51,30,50,6,2,5,5,0
20,0.037415907335000026,-0.04735201138850002,-0.011713925534000047,1.6791670538896872,1.1813992880691335,2.460780544386249,5.662137425588298e-17,5.662137425588298e-17,5.662137425588298e-17,2.9319986072278397,25.0,1125.0,4650.0,21,14,21,32,27,31,37,12,4,1,13,16,44,70,33,11,5,4,3,1,4,25,23,47,37,46,6,3,4,5,0
21,-0.026796214842500003,0.012120215348999968,-0.0009670279140000793,1.7395767715141446,1.1712283073360061,2.470646314335908,1.5543122344752193e-17,1.5543122344752193e-17,1.5543122344752193e-17,2.9424240837895717,3350.0,4425.0,25.0,18,22,21,34,25,28,31,14,5,2,8,21,50,66,31,9,6,5,3,1,21,25,20,51,44,21,3,5,5,5,0
22,-0.037588278067000006,0.045990858524,0.014857794240999932,1.6414310733925368,1.1527632567930446,2.6355100839799492,1.7832957333041576e-17,1.7832957333041576e-17,1.7832957333041576e-17,2.9663848444538967,1100.0,2125.0,1125.0,16,29,21,37,39,30,22,2,2,2,2,21,33,49,43,23,11,6,8,4,2,0,7,34,35,61,39,8,8,6,0
23,0.00824499234399998,-0.016885197847999998,0.02067439312150004,1.531302582962742,1.166700898162571,2.708987170964369,1.7763568394002505e-17,1.7763568394002505e-17,1.7763568394002505e-17,2.962078971933488,25.0,4500.0,4975.0,12,27,19,36,40,46,16,2,1,1,2,12,31,48,58,19,10,7,8,5,2,1,8,35,47,43,48,4,5,7,0
24,0.019255902636000015,-0.023426762804000002,-0.056891813200999994,1.4859795106409655,1.2097524172382927,2.7251099717254643,4.829470157119431e-17,4.829470157119431e-17,4.829470157119431e-17,2.975770573420476,25.0,1100.0,3850.0,5,18,17,17,35,30,47,23,6,2,3,19,53,78,23,6,7,5,3,3,7,32,17,47,36,46,3,1,7,4,0
25,0.03515412110849997,0.04196393969049999,-0.048332602155999924,1.4540189803657233,1.187385075636733,2.8212753313677243,5.329070518200751e-17,5.329070518200751e-17,5.329070518200751e-17,3.042052174805069,25.0,4450.0,3325.0,6,16,18,12,37,41,43,16,7,4,20,40,69,33,16,5,12,1,1,3,7,32,20,42,39,41,3,4,8,4,0
26,0.022901909710499987,0.017115211875500014,0.08076322305649995,1.4777035724049428,1.207310143786714,2.6947780663123897,6.661338147750939e-17,6.661338147750939e-17,6.661338147750939e-17,2.9826174148257434,1075.0,2175.0,1100.0,8,16,14,14,29,45,30,30,11,3,4,10,18,50,61,26,8,4,15,4,5,23,24,40,35,48,7,7,2,9,0
27,-0.07259736415250001,-0.025201695085000028,0.01987748879500002,1.5411410862360615,1.1145169262121202,2.5131281189520513,2.997602166487923e-17,2.997602166487923e-17,2.997602166487923e-17,2.8541854686820445,3250.0,75.0,4450.0,10,19,19,18,36,38,41,16,0,3,4,7,16,55,66,28,4,7,9,4,8,34,14,49,36,42,5,3,2,7,0
28,-0.03280853914150002,-0.03290548548749999,0.03639529668949998,1.4718606082783312,1.107183689608281,2.7315979450051326,3.8025138593411614e-17,3.8025138593411614e-17,3.8025138593411614e-17,2.949553738972724,1100.0,2275.0,2150.0,6,19,17,16,45,33,45,12,4,3,4,12,21,54,60,25,6,5,6,7,13,32,17,40,38,40,5,4,2,9,0
29,0.007219695324500017,0.00700843877699999,-0.04258638852200005,1.6417133747049961,1.355037874764742,2.8022209308473776,6.106226635438361e-18,6.106226635438361e-18,6.106226635438361e-18,3.1756372457487947,1075.0,2200.0,2200.0,3,11,18,24,56,44,33,7,3,1,7,20,30,47,47,19,6,8,7,9,13,35,18,52,33,30,4,4,3,8,0
30,0.03509460155900001,0.02703685537149998,-0.006430348454500015,1.6409202409589285,1.2992649571384167,2.5597982960803964,2.706168622523819e-17,2.706168622523819e-17,2.706168622523819e-17,2.972559862539864,1075.0,3300.0,4925.0,3,13,17,21,54,45,37,7,2,1,9,20,32,62,35,17,7,6,7,5,25,22,30,43,49,18,1,1,6,5,0
31,0.016996245688500014,-0.016850619460000025,0.015096465174999988,1.3293802437113345,1.1321048523269912,2.5345827287774343,1.7763568394002505e-17,1.7763568394002505e-17,1.7763568394002505e-17,2.726818347512629,1100.0,3275.0,4675.0,10,14,12,17,38,41,35,25,5,3,11,18,39,69,31,16,5,5,4,2,3,31,20,43,42,46,2,3,6,4,0
