window,x_mean,y_mean,z_mean,x_std,y_std,z_std,x_abs_diff,y_abs_diff,z_abs_diff,mean_res_accel,x_tm_peaks,y_tm_peaks,z_tm_peaks,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,user
0,0.004235897288500004,0.01468587237500001,-0.028316536801999984,1.2938347604715283,1.2012427776629242,1.8294512969761867,5.551115123125783e-19,5.551115123125783e-19,5.551115123125783e-19,2.2293490239494536,1925.0,850.0,4975.0,1,1,9,28,55,65,31,5,3,2,1,3,5,16,33,63,37,26,12,4,2,7,23,39,64,50,10,3,1,1,2
1,0.024449529116000006,3.363350250000823e-05,-0.05453944339300005,0.9885201823076354,0.9639056390931281,1.6726086088202166,2.761679773755077e-17,2.761679773755077e-17,2.761679773755077e-17,1.9912536908097713,25.0,3425.0,4575.0,6,13,16,40,48,42,26,7,1,1,7,16,22,38,55,22,21,11,6,2,11,17,18,27,30,43,29,18,5,2,2
2,-0.009798783868499993,0.036307891553999994,0.02148623351950004,0.8457545161349916,1.0888183699012974,1.9682041589567336,8.326672684688674e-18,8.326672684688674e-18,8.326672684688674e-18,2.1571970392773103,25.0,4275.0,625.0,3,6,6,11,32,41,44,28,21,8,9,23,39,65,29,19,7,4,2,3,3,11,22,28,37,34,33,22,7,3,2
3,-0.03141691257500002,0.0010157576904999922,0.06109879231150004,0.8105918561330976,1.2209923774886084,2.167512113636001,2.2204460492503132e-17,2.2204460492503132e-17,2.2204460492503132e-17,2.2874795619474226,4200.0,2700.0,3100.0,2,1,6,11,29,39,45,38,18,11,2,0,10,17,70,63,17,11,7,3,6,15,22,35,39,26,36,13,4,4,2
4,0.022308982061999997,-0.061823934651499976,-0.04172515604650001,0.9276051572826606,1.1374708711569284,2.0683782760778855,3.3306690738754695e-18,3.3306690738754695e-18,3.3306690738754695e-18,2.2220158900019995,375.0,925.0,2275.0,4,3,3,13,22,38,46,38,16,17,2,0,3,17,26,76,46,12,10,8,10,20,26,34,42,29,23,11,2,3,2
5,0.0008383080625000072,0.03796737115900001,-0.03986267986399997,0.9994529880086671,0.9938358874796468,2.151937229806338,1.2212453270876722e-17,1.2212453270876722e-17,1.2212453270876722e-17,2.3155955623072293,725.0,2525.0,2875.0,4,6,6,13,22,46,47,27,11,18,5,12,22,45,65,25,7,6,6,7,5,7,22,26,22,31,31,23,16,17,2
6,-0.013094915690000009,0.031915949675499995,0.051308919428999955,0.9729996468429831,1.032717526632339,2.02814837205193,5.273559366969494e-18,5.273559366969494e-18,5.273559366969494e-18,2.226752526173349,3200.0,3700.0,3875.0,4,3,11,7,30,58,38,14,22,13,6,4,22,53,70,21,8,5,8,3,4,6,16,25,26,29,34,27,19,14,2
7,0.014784026311000011,-0.033956713375499964,-0.003307256068500013,0.9215679540039344,1.0366935127030914,1.9208037176176886,2.997602166487923e-17,2.997602166487923e-17,2.997602166487923e-17,2.1115151111985004,3000.0,4425.0,125.0,3,5,7,20,46,50,22,22,17,8,4,9,23,58,67,17,9,4,4,5,4,5,13,23,25,37,31,30,21,11,2
8,0.007203602111500018,-0.008023283535500034,0.03384596413399999,0.9688219857412057,1.0136311182068483,2.0224217000583833,2.7200464103316335e-17,2.7200464103316335e-17,2.7200464103316335e-17,2.211278449180553,25.0,1425.0,3275.0,1,4,6,12,39,54,33,21,20,10,5,9,27,48,64,24,8,5,5,5,3,6,14,29,17,41,26,21,28,15,2
9,-0.019244218934500002,0.015285979127499998,-0.031568825716500014,1.0180605699036278,0.9919138310591713,1.9490635841982407,3.219646771412954e-17,3.219646771412954e-17,3.219646771412954e-17,2.1863185024289136,375.0,375.0,4125.0,2,5,5,12,30,37,45,22,24,18,5,9,22,56,60,25,3,7,6,7,5,4,18,29,31,32,24,22,29,6,2
10,-0.019919013986000003,-0.023414192508500006,0.006867871869500003,1.089698099879785,0.9634008464248864,1.9412269862602496,1.8318679906315084e-17,1.8318679906315084e-17,1.8318679906315084e-17,2.1958461622567254,25.0,3275.0,2225.0,3,3,7,14,23,36,41,23,32,18,6,8,15,64,62,23,3,7,7,5,4,10,14,23,29,31,32,28,23,6,2
11,0.02874658068000002,-0.0349521024935,0.014866900664500074,1.076118283080144,0.950106503583762,1.9544097447349094,1.5213524884316597e-17,1.5213524884316597e-17,1.5213524884316597e-17,2.1982993934436874,2475.0,1500.0,4900.0,2,7,4,12,18,37,46,22,34,18,5,10,26,71,58,14,4,4,5,3,7,12,9,32,24,32,27,27,24,6,2
12,-0.006248348423499996,0.038417321017500006,-0.05336914045600001,0.9879486378636754,1.0336422484981493,1.9154214014964244,1.4988010832439614e-17,1.4988010832439614e-17,1.4988010832439614e-17,2.1573422949610728,3300.0,4800.0,1625.0,3,8,10,16,26,45,36,22,24,10,8,16,48,76,25,5,7,4,7,4,6,12,11,37,23,31,22,30,23,5,2
13,0.002890880799500009,0.02169447937199996,0.04324158672749996,0.9479589127512097,1.0220872850505178,1.8256491390408032,3.7192471324942746e-17,3.7192471324942746e-17,3.7192471324942746e-17,2.066730403776364,2975.0,50.0,1125.0,4,8,11,23,33,39,32,19,20,11,9,19,49,68,26,6,9,5,7,2,6,11,9,32,16,37,23,16,33,17,2
14,0.025976244332499968,-0.03463763313049999,-0.0028908793610000205,0.9658241236932001,0.9105224638237859,1.8393651661526373,2.220446049250313e-18,2.220446049250313e-18,2.220446049250313e-18,2.0191254262756577,2525.0,3575.0,3400.0,5,9,8,14,33,44,28,19,20,20,9,14,34,72,37,13,5,6,5,5,4,7,13,26,24,49,19,32,19,7,2
15,-0.01972999939400001,-0.0010993892774999892,0.014647421496500031,0.9817706387396307,0.9065633958869197,1.9046627406307397,4.3298697960381107e-17,4.3298697960381107e-17,4.3298697960381107e-17,2.0841656179928902,700.0,925.0,1725.0,6,8,11,12,32,37,30,23,28,13,6,12,28,74,42,18,5,4,8,3,4,6,12,30,35,33,22,24,22,12,2
16,-0.01963638592100001,0.02214551690499998,-0.006292255938000007,0.9652086801915989,0.9070380757292915,1.933738051005298,3.219646771412954e-17,3.219646771412954e-17,3.219646771412954e-17,2.1045119423597187,25.0,3200.0,3425.0,3,3,8,14,19,39,40,28,30,16,6,11,30,62,44,22,9,6,9,1,5,7,7,35,37,29,28,16,20,16,2
17,0.022379574024999987,-0.013893042851999984,-0.005966131193999996,1.022093819598836,0.9360843869256361,1.8853159387685303,4.884981308350689e-17,4.884981308350689e-17,4.884981308350689e-17,2.066938553584111,1150.0,1150.0,3500.0,2,3,5,14,16,31,45,40,27,17,6,7,23,41,58,33,11,7,11,3,7,6,10,24,30,46,27,18,24,8,2
18,0.017766208636499997,-0.03351102328149998,0.02880409245650003,0.9346161390676482,0.9594750766692356,1.773982689054932,1.0408340855860842e-18,1.0408340855860842e-18,1.0408340855860842e-18,1.9626887821000336,1125.0,3375.0,1275.0,1,2,5,8,20,41,51,32,27,13,6,14,25,31,53,34,21,4,8,4,4,3,9,19,27,48,36,25,20,9,2
19,-0.020226495059000017,0.006263777906000026,-0.0457966028415,0.7725376650486043,0.942634503856221,1.8225177688147944,8.604228440844963e-18,8.604228440844963e-18,8.604228440844963e-18,1.9424033022501368,25.0,25.0,25.0,3,1,21,31,57,41,24,14,6,2,14,9,17,23,51,40,29,6,7,4,4,4,9,35,31,38,30,28,14,7,2
20,0.004149090451999998,0.047665018724000065,-0.02921922568800002,0.695766510676431,1.1067888744064394,1.9791655671191462,1.8596235662471373e-17,1.8596235662471373e-17,1.8596235662471373e-17,2.0822429524967556,25.0,4400.0,3250.0,4,8,32,44,49,34,17,8,2,2,5,8,11,13,18,64,39,19,17,6,6,4,24,28,35,36,21,22,18,6,2
