window,x_mean,y_mean,z_mean,x_std,y_std,z_std,x_abs_diff,y_abs_diff,z_abs_diff,mean_res_accel,x_tm_peaks,y_tm_peaks,z_tm_peaks,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,user
0,-0.006056069085499986,0.044989885346999985,0.0024082696119999756,1.7815790670344864,1.858267622059707,3.3309035742581754,3.1086244689504386e-17,3.1086244689504386e-17,3.1086244689504386e-17,2.935620073703798,775.0,50.0,25.0,1,0,3,1,3,6,36,108,29,13,7,10,15,99,48,13,4,1,2,1,4,11,22,106,35,14,3,1,2,2,21
1,0.0762565902284999,-0.006864318551500033,0.12355261117900003,2.6020654879752025,2.28569974420542,3.752449112791781,1.2434497875801754e-16,1.2434497875801754e-16,1.2434497875801754e-16,4.247132432298914,25.0,2275.0,25.0,1,1,6,13,15,53,69,30,10,2,6,17,38,64,44,18,4,5,3,1,4,18,31,61,57,19,3,3,2,2,21
2,0.01749304592000002,-0.077535573251,-0.14911770140799996,3.0053347991530783,2.4072842891299695,3.588802531525797,4.246603069191224e-17,4.246603069191224e-17,4.246603069191224e-17,4.795420969208563,25.0,2950.0,2775.0,7,9,14,17,34,46,36,25,10,2,3,20,43,52,33,20,13,4,8,4,23,17,35,26,54,29,6,4,0,6,21
3,0.05300988551250002,0.09720125572599997,-0.1184443360845,3.5069179424636947,2.735487870689112,4.135369039401905,3.1086244689504386e-17,3.1086244689504386e-17,3.1086244689504386e-17,5.596023631945725,25.0,25.0,4350.0,7,10,11,14,29,35,36,34,20,4,10,33,36,38,29,17,10,15,6,6,20,25,12,39,40,41,8,5,2,8,21
4,0.057369769192500024,0.03427537176650002,0.1434179748665001,3.8481005579663745,2.656485639046499,4.075354523342709,5.773159728050814e-17,5.773159728050814e-17,5.773159728050814e-17,5.656393991466168,2825.0,25.0,4325.0,10,9,10,17,23,36,34,34,22,5,9,30,42,37,29,14,13,16,5,5,14,18,16,43,35,52,7,4,4,7,21
5,-0.09108056977399999,-0.15979442502549998,0.04351183313599996,3.772177802683705,2.4833758005870554,3.8991159036910625,6.439293542825907e-17,6.439293542825907e-17,6.439293542825907e-17,5.410221073606269,3300.0,2350.0,3275.0,10,10,11,16,22,35,42,31,20,3,5,28,55,49,24,11,12,6,8,2,12,21,13,42,40,53,6,4,3,6,21
6,-0.053095704894500086,0.016247806760499944,0.04660276390950003,3.6417086801801397,2.4889697350513447,4.0534187563343345,3.552713678800501e-17,3.552713678800501e-17,3.552713678800501e-17,5.482109875476183,25.0,3275.0,1075.0,7,11,16,17,26,48,38,30,6,1,6,24,48,44,32,22,9,5,7,3,31,17,11,36,46,34,9,8,1,7,21
7,-0.006335904183500072,0.11119745507549998,-0.030428208106000013,3.6469681939308853,2.5396957926311416,4.120382576165631,1.5654144647214706e-16,1.5654144647214706e-16,1.5654144647214706e-16,5.559683717686294,25.0,3375.0,3400.0,8,13,13,19,28,47,33,30,8,1,2,12,38,46,42,27,12,10,6,5,21,24,14,43,49,31,6,3,6,3,21
8,0.00498378293949993,-0.003187726393500099,0.012456128306499909,3.5985712744039287,2.809747998228839,3.971338416482073,3.1086244689504386e-17,3.1086244689504386e-17,3.1086244689504386e-17,5.517973926745418,1075.0,3325.0,4600.0,7,6,13,11,14,27,41,32,30,19,4,9,43,43,48,20,10,10,5,8,19,23,11,47,56,30,2,3,5,4,21
9,0.051303575209499915,-0.08779847758649993,-0.11099175977699993,3.565003690309086,2.7842472644883456,3.9309480701231307,2.6090241078691177e-17,2.6090241078691177e-17,2.6090241078691177e-17,5.430268333030093,3700.0,25.0,4650.0,9,8,11,12,16,34,44,35,25,6,6,15,34,45,57,12,13,6,4,8,24,20,11,44,51,35,3,4,3,5,21
10,-0.013477220610499958,0.04482302067349998,-0.031892775182000094,3.446984404834207,2.7384593476619714,3.887533547533457,1.892930256985892e-16,1.892930256985892e-16,1.892930256985892e-16,5.305097902806844,1100.0,25.0,4400.0,9,10,12,13,18,43,40,27,22,6,4,12,35,53,52,9,16,8,4,7,27,19,19,44,54,21,1,5,3,7,21
11,-0.011673957037999989,0.0748637637755001,0.11697577902899986,3.4799514665679654,2.7017918526703837,3.8570312903157475,1.1102230246251566e-17,1.1102230246251566e-17,1.1102230246251566e-17,5.256930143121799,4400.0,2250.0,4625.0,9,6,14,17,15,43,38,27,25,6,2,2,8,41,68,35,16,14,7,7,11,26,15,49,50,32,2,5,4,6,21
12,-0.05798949833799999,-0.023941062161499965,0.04946096099249999,3.5667331444672508,2.6623854036489667,3.8191999583877907,4.4408920985006264e-17,4.4408920985006264e-17,4.4408920985006264e-17,5.2668102257508425,1375.0,2275.0,2925.0,11,8,11,16,17,38,38,32,23,6,2,1,13,53,62,33,14,11,9,2,14,21,21,42,51,36,3,3,4,5,21
13,-0.007185489636000058,-0.08567728292950001,-0.12481290613850005,3.562829768909309,2.648390760609687,3.8327697886862593,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,5.351508191559025,350.0,25.0,225.0,11,8,9,14,16,32,36,34,28,12,6,20,52,45,35,13,13,9,5,2,24,24,19,37,56,26,2,3,4,5,21
14,0.13651815135349993,0.05148985150849996,-0.09640367009549995,3.7409674445144345,2.5590548031075233,3.998564478320049,2.4424906541753444e-17,2.4424906541753444e-17,2.4424906541753444e-17,5.557681342919275,1100.0,1125.0,3275.0,11,12,10,17,17,24,48,26,27,8,4,17,42,48,41,9,21,9,7,2,30,19,14,44,50,27,2,3,5,6,21
15,-0.000817571898000049,0.09290440264349992,0.136354941018,3.771991942469316,2.4100272351455336,3.756503630549119,3.3306690738754695e-17,3.3306690738754695e-17,3.3306690738754695e-17,5.280172477072602,1100.0,3300.0,4425.0,11,12,11,16,16,27,47,27,28,5,2,20,46,59,24,17,18,4,6,4,25,12,14,45,50,34,6,4,1,9,21
16,-0.1671724870885,-0.10258611803350005,0.06504336344149994,3.8287898006604166,2.516250498379924,3.67694547014871,1.0810796702287462e-16,1.0810796702287462e-16,1.0810796702287462e-16,5.313863017835947,3650.0,25.0,3300.0,13,10,12,9,23,24,35,27,28,19,5,19,56,34,32,24,11,6,7,6,23,13,13,46,51,35,8,3,1,7,21
