window,x_mean,y_mean,z_mean,x_std,y_std,z_std,x_abs_diff,y_abs_diff,z_abs_diff,mean_res_accel,x_tm_peaks,y_tm_peaks,z_tm_peaks,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,user
0,-0.007882791397000002,0.07402441368499994,0.040510373083999955,1.8016277350062286,1.3501902090873181,3.33294383737991,4.4408920985006264e-17,4.4408920985006264e-17,4.4408920985006264e-17,3.184011708754595,1425.0,1400.0,550.0,2,1,5,17,19,89,44,11,9,3,4,4,6,23,75,56,14,7,8,3,4,2,7,21,40,75,29,11,6,5,3
1,-0.038948448096999995,0.02340388281000004,-0.16667488617299994,2.3348875351278595,1.867921206632822,3.783333916676513,6.106226635438361e-17,6.106226635438361e-17,6.106226635438361e-17,4.287706138659697,3725.0,3725.0,2850.0,2,6,9,27,47,44,30,24,5,6,4,5,6,11,32,71,37,17,13,4,2,8,17,21,38,50,40,10,7,7,3
2,-0.035553841651499954,-0.015813361316499956,-0.03484855509050003,2.4236389130032827,2.146282195776884,3.9082974059953233,1.2545520178264268e-16,1.2545520178264268e-16,1.2545520178264268e-16,4.597466450529179,2400.0,2375.0,1475.0,7,12,23,40,33,31,29,16,4,5,6,7,3,12,30,51,43,30,13,5,11,19,17,13,42,54,25,5,5,9,3
3,0.031991924656500005,-0.08619146089250003,0.1537030407134999,2.3886409959689106,2.3356606989650803,3.860023260464422,1.1102230246251566e-18,1.1102230246251566e-18,1.1102230246251566e-18,4.620951549067857,2375.0,3525.0,3550.0,9,8,39,37,35,28,26,10,5,3,5,6,8,6,19,45,48,37,19,7,4,15,20,11,37,57,34,7,8,7,3
4,0.07637220117700001,-0.1481837331055001,-0.04848964929650001,2.3733307463788984,2.4957186447483504,3.703603146968568,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,4.600281288852318,1175.0,3575.0,1975.0,8,10,23,43,34,35,28,12,5,2,4,8,7,8,10,46,55,35,23,4,4,13,24,12,39,63,28,6,8,3,3
5,-0.036464684505499986,-0.04937895732750006,-0.04259449885849993,2.3257780931983456,2.466178680070027,3.4980068086796954,5.10702591327572e-17,5.10702591327572e-17,5.10702591327572e-17,4.474162624473873,1200.0,2375.0,4525.0,8,11,18,31,40,32,31,17,8,4,3,8,5,9,10,49,47,39,25,5,11,22,11,25,44,63,11,3,8,2,3
6,-0.0399217695675,0.05034090749799998,0.013113043825500046,2.3053159460125725,2.2902246030376605,3.4969237645033213,1.3322676295501878e-17,1.3322676295501878e-17,1.3322676295501878e-17,4.366298815338894,3575.0,2125.0,3525.0,6,12,14,29,32,34,23,31,11,8,3,6,4,9,10,51,44,44,23,6,15,16,10,22,46,55,19,6,6,5,3
7,0.06781559556550001,0.06821955775549997,0.0485342021055001,2.306866375184808,2.208749311188545,3.493790628599564,5.60662627435704e-17,5.60662627435704e-17,5.60662627435704e-17,4.314262995890942,25.0,1175.0,4825.0,8,10,22,33,41,35,31,10,9,1,5,5,7,7,14,44,49,40,21,8,13,15,15,19,46,51,24,5,7,5,3
8,0.03655169930099999,0.0462332994495,0.0825407011485001,2.2372907817179493,2.2376309658637914,3.472952852998574,8.43769498715119e-17,8.43769498715119e-17,8.43769498715119e-17,4.254696567387505,25.0,4625.0,2525.0,7,8,18,32,48,35,30,14,7,1,8,4,6,9,22,33,53,40,17,8,17,17,13,33,54,48,5,5,7,1,3
9,-0.04469939298300002,0.09743356653600001,0.040477522926500045,2.4222584853972875,2.2414311701295113,3.6003110079053644,8.881784197001253e-18,8.881784197001253e-18,8.881784197001253e-18,4.390744778137802,2325.0,3550.0,3075.0,9,12,16,38,42,30,32,16,4,1,9,3,5,11,23,41,46,42,16,4,13,20,14,27,58,50,6,1,8,3,3
10,-0.019049842965000004,0.06510929769249998,-0.17909609362099993,2.527212638418466,2.2385993453286583,3.768380481784931,6.83481049534862e-17,6.83481049534862e-17,6.83481049534862e-17,4.604150576280639,2325.0,700.0,3475.0,12,10,17,33,33,40,33,14,7,1,9,1,7,4,17,33,66,43,16,4,17,19,15,25,52,51,7,3,7,4,3
11,-0.04449787252299999,-0.03504473090249996,-0.15627464251050013,2.4194317510430614,2.2230343328423796,3.9460494822003684,7.771561172376097e-18,7.771561172376097e-18,7.771561172376097e-18,4.594773828630853,1200.0,3875.0,4150.0,5,12,9,25,24,30,54,25,8,8,7,4,6,6,12,30,68,40,23,4,12,21,15,18,66,47,8,3,9,1,3
12,0.016790676273,-0.14671042598549994,0.13676883257650005,2.476883760521749,2.4537915367183727,4.170192272866775,1.1102230246251566e-17,1.1102230246251566e-17,1.1102230246251566e-17,4.8624151104867686,3475.0,2275.0,2275.0,7,11,8,36,27,50,38,12,10,1,5,8,5,8,14,27,60,42,22,9,5,20,12,16,66,48,15,6,8,4,3
13,0.014620033545499997,-0.11841625976150003,0.057361464594999995,2.4725066529964193,2.4372417979582686,4.053926058753727,5.60662627435704e-17,5.60662627435704e-17,5.60662627435704e-17,4.823479227836114,2300.0,2925.0,2275.0,9,12,24,20,40,47,26,13,8,1,5,8,4,7,16,25,62,40,25,8,4,21,13,15,50,53,24,7,7,6,3
14,0.021250006918500004,0.06342204538399998,-0.011145265569500016,2.5085778341439537,2.31379286958988,3.7835285287649514,1.5543122344752193e-17,1.5543122344752193e-17,1.5543122344752193e-17,4.597986557775121,1200.0,700.0,1200.0,9,8,25,24,31,48,32,15,6,2,7,6,4,14,10,33,52,49,19,6,19,16,12,28,60,40,11,6,4,4,3
15,0.023980117707500005,0.09594076937149998,0.12038378533750008,2.64429379353529,2.6729731894857576,3.8816785860966045,1.7763568394002505e-17,1.7763568394002505e-17,1.7763568394002505e-17,4.868450596400495,2300.0,3375.0,1400.0,4,9,13,28,46,33,38,18,8,3,3,7,7,12,13,61,63,25,7,2,16,17,15,25,54,54,6,3,5,5,3
16,-0.04126463385349998,0.10760904199450003,-0.05207323312250003,2.5609232686586676,2.818727492268149,3.932619363874383,4.4408920985006264e-17,4.4408920985006264e-17,4.4408920985006264e-17,4.936697300256821,1150.0,4600.0,2300.0,2,12,8,34,48,33,34,16,12,1,5,6,8,6,16,63,59,25,9,3,19,19,15,22,54,52,8,1,6,4,3
17,-0.039924716659499995,0.028262226856000026,-0.17900704277749996,2.442610256723698,2.5811981361874454,3.9801353765986445,2.4424906541753444e-17,2.4424906541753444e-17,2.4424906541753444e-17,4.840177375203348,725.0,3450.0,4575.0,9,11,21,39,42,20,28,17,11,2,2,7,7,7,6,47,62,38,17,7,11,25,14,16,44,61,13,5,4,7,3
18,-0.013862557909000017,-0.15069658500500002,0.09422959737600001,2.432784169266207,2.7442376000964854,4.059241131785542,1.1102230246251566e-17,1.1102230246251566e-17,1.1102230246251566e-17,4.945812882565022,4200.0,275.0,4250.0,8,10,17,43,39,24,28,20,7,4,8,8,5,11,12,51,56,31,15,3,11,20,16,17,44,58,16,6,3,9,3
19,0.048685494530999955,-0.16462045701950004,0.08639399103249992,2.4052606711194557,2.7945379976258926,4.023611822828367,3.3306690738754695e-18,3.3306690738754695e-18,3.3306690738754695e-18,4.9333762825349865,2300.0,3450.0,4625.0,8,10,20,39,37,32,32,13,7,2,7,9,7,10,18,40,53,40,12,4,24,17,14,34,54,39,5,3,7,3,3
