window,x_mean,y_mean,z_mean,x_std,y_std,z_std,x_abs_diff,y_abs_diff,z_abs_diff,mean_res_accel,x_tm_peaks,y_tm_peaks,z_tm_peaks,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,user
0,0.007992522021500012,0.01112211957149999,-0.07585275920200002,2.4878538674618285,1.3276606902608499,2.826662427383979,5.2180482157382354e-17,5.2180482157382354e-17,5.2180482157382354e-17,3.446498457857711,25.0,1300.0,1350.0,4,10,18,50,64,28,18,3,3,2,4,8,14,28,34,41,34,26,7,4,16,11,24,39,51,25,18,8,3,5,16
1,0.043092041851500014,0.0032333272044999693,-0.08562949814399998,2.224278100200687,1.320702565761951,2.844232264250806,2.7478019859472624e-17,2.7478019859472624e-17,2.7478019859472624e-17,3.22625477149489,25.0,4350.0,4300.0,3,4,13,13,48,69,22,19,7,2,4,10,11,23,43,44,39,14,5,7,19,27,59,46,28,10,4,3,2,2,16
2,0.022980219243000012,-0.03075708872599999,0.04741580838250004,1.5667592454051864,1.1773433567439726,2.2434120456178444,3.8857805861880476e-17,3.8857805861880476e-17,3.8857805861880476e-17,2.3826086848262986,25.0,2225.0,4875.0,4,4,9,7,40,57,44,28,5,2,1,4,9,17,46,63,29,19,7,5,11,27,93,48,10,4,3,1,1,2,16
3,0.0047712420849999986,-0.027439947868499966,0.02129693395200001,2.709944186135242,1.3583710163947877,2.1519529312755825,7.549516567451065e-17,7.549516567451065e-17,7.549516567451065e-17,3.0556085424392636,1600.0,50.0,400.0,2,4,2,3,11,23,57,75,13,10,2,5,25,50,53,32,20,6,5,2,6,3,6,19,70,65,17,6,5,3,16
4,-0.04400689144049997,0.07814072131500002,0.01822294189999999,3.3250211649061634,1.977709365742608,2.8793669314357118,5.329070518200751e-17,5.329070518200751e-17,5.329070518200751e-17,4.245687481453748,25.0,25.0,2300.0,4,4,4,2,22,26,29,65,28,16,5,0,4,9,53,44,34,26,19,6,10,10,12,15,39,63,27,8,9,7,16
5,0.02491265219049995,0.09422902540299996,-0.06876996563099998,3.594339080219833,2.1280110811932427,3.1825346776868844,6.990935608186532e-17,6.990935608186532e-17,6.990935608186532e-17,4.615243933343969,750.0,150.0,1300.0,5,2,3,6,21,38,42,41,24,18,5,0,8,16,43,34,36,30,21,7,11,14,15,14,57,54,19,4,8,4,16
6,-0.0008272945515000973,-0.07670540932449998,0.06789366838949999,4.179741483454406,1.9520771484626709,3.6554477247927815,8.881784197001253e-18,8.881784197001253e-18,8.881784197001253e-18,5.2283755277511625,25.0,3375.0,175.0,7,3,5,8,12,45,45,23,28,24,13,20,39,26,26,31,20,13,11,1,11,16,11,16,50,61,22,2,6,5,16
7,0.014541366050999968,-0.17772847988300003,-0.03815264678349996,4.186431217330607,2.009108065145848,3.845475826356792,6.217248937900877e-17,6.217248937900877e-17,6.217248937900877e-17,5.374137668052446,25.0,2425.0,2425.0,7,3,4,12,9,41,47,26,29,22,5,21,31,38,34,23,20,13,11,4,15,17,9,17,48,67,14,1,8,4,16
8,-0.08494331584999998,-0.018525655950500028,-0.020892403247500083,4.089352943276689,1.9685167562054706,3.917543743735023,7.771561172376095e-17,7.771561172376095e-17,7.771561172376095e-17,5.251880394732801,1125.0,1275.0,4550.0,7,5,6,13,12,40,43,31,27,16,3,18,26,41,41,25,13,14,11,8,14,22,10,21,61,50,6,4,6,6,16
9,-0.041223991254499985,0.15557442164,0.06489732652650008,4.153686378416996,2.015340189162781,3.942456175250325,6.661338147750939e-18,6.661338147750939e-18,6.661338147750939e-18,5.257375278093935,2275.0,2250.0,4675.0,6,5,10,9,19,42,49,27,22,11,11,24,34,40,29,16,11,16,12,7,23,15,12,47,58,26,4,3,7,5,16
10,0.10410048507200004,0.07637587193200003,-0.03490157048099997,4.087431650093026,1.9892804212348203,3.760409418926471,5.995204332975846e-17,5.995204332975846e-17,5.995204332975846e-17,5.096067935913722,2250.0,4500.0,4675.0,7,3,7,9,20,43,45,31,27,8,9,22,47,35,27,16,13,14,10,7,23,13,9,57,55,28,3,3,5,4,16
11,-0.074153997164,-0.130839812627,0.046648767301500006,4.270276149762346,2.0633549634828032,3.7536513896538652,1.3322676295501878e-16,1.3322676295501878e-16,1.3322676295501878e-16,5.290708550445685,25.0,1250.0,2875.0,6,9,5,12,23,39,38,32,31,5,2,5,13,39,39,36,22,19,11,14,13,17,13,36,61,40,7,2,5,6,16
12,-0.02915499381700004,-0.041278713081999985,0.06740205218250005,4.6342036067014485,2.352096483038736,4.129652879204448,8.881784197001253e-17,8.881784197001253e-17,8.881784197001253e-17,5.877220015930979,3225.0,3225.0,3250.0,5,7,10,9,16,30,45,28,41,9,4,5,32,48,38,23,22,16,5,7,16,22,14,33,62,31,7,2,8,5,16
13,0.10182553961800006,0.15213243259599993,-0.06035391302349995,4.672667925483579,2.300566566118436,4.272471247029664,3.552713678800501e-17,3.552713678800501e-17,3.552713678800501e-17,5.903018935868221,1250.0,2175.0,2150.0,3,5,5,14,12,26,55,38,37,5,8,13,39,32,37,31,15,13,4,8,8,31,16,31,65,25,10,6,4,4,16
