window,x_mean,y_mean,z_mean,x_std,y_std,z_std,x_abs_diff,y_abs_diff,z_abs_diff,mean_res_accel,x_tm_peaks,y_tm_peaks,z_tm_peaks,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,user
0,0.0027229170525000053,0.002688978266499994,-0.002862764076000006,1.2813599712943806,0.7473126989351879,1.0510505432315873,3.2751579226442116e-17,3.2751579226442116e-17,3.2751579226442116e-17,1.4872910685945653,350.0,1950.0,25.0,3,6,8,25,73,50,16,10,7,2,9,18,28,72,49,14,4,1,4,1,2,9,6,25,61,50,34,5,2,6,6
1,0.018335476406,-0.014534663876500003,0.018261913453500006,1.1259420748876585,0.8485280579514236,0.8369257513713436,4.163336342344337e-17,4.163336342344337e-17,4.163336342344337e-17,1.3771866332314224,25.0,4100.0,25.0,2,4,4,15,35,75,38,18,5,4,2,2,1,11,14,53,66,44,4,3,3,7,13,61,62,38,8,2,2,4,6
2,0.006153850298500003,0.006199241796500018,0.0035249536319999918,0.924706567171502,0.9897160947824204,0.8977716440745669,9.992007221626408e-18,9.992007221626408e-18,9.992007221626408e-18,1.4296752998135938,625.0,1025.0,1625.0,8,8,19,23,35,35,29,20,14,9,2,2,3,12,19,49,48,46,13,6,2,0,11,23,64,68,20,4,4,4,6
3,-0.016147194840999992,-0.03903442158499999,0.0394714205765,0.9804497854160149,1.152379719267098,1.5733574967921309,9.992007221626408e-18,9.992007221626408e-18,9.992007221626408e-18,1.8720624169773863,1725.0,4525.0,4825.0,11,16,24,38,34,30,20,16,8,3,3,4,8,12,31,62,37,28,11,4,3,6,12,32,71,52,11,9,2,2,6
4,-0.006080581001000004,0.006876151990499981,0.0048508540529999915,1.067518194189511,1.3835636476729707,2.4874374259589795,1.1657341758564143e-17,1.1657341758564143e-17,1.1657341758564143e-17,2.6838662198292447,2150.0,275.0,3125.0,2,8,19,30,44,34,30,17,6,10,4,9,7,12,23,52,31,37,16,9,13,16,17,19,59,48,13,7,5,3,6
5,0.01636308413549999,0.05856636640549999,-0.06127115807850011,1.0459890712587658,1.3110620596489384,2.884978656485304,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.9871264985102464,2125.0,3250.0,25.0,4,6,16,29,43,31,36,23,4,8,2,7,3,17,24,37,39,43,19,9,9,28,15,20,36,45,25,12,6,4,6
6,-0.04119863168150001,-0.05638560853150001,0.08046246702450004,1.393621139118087,1.3496975842451386,3.098114227653785,2.886579864025407e-17,2.886579864025407e-17,2.886579864025407e-17,3.283445969994105,1475.0,3475.0,3100.0,5,3,10,12,21,39,31,44,22,13,10,4,18,31,35,41,37,13,9,2,8,13,23,19,27,47,35,19,5,4,6
7,-0.003054889850999994,0.03622017701100002,0.017740860710000052,1.554486454506257,1.427996953196556,3.654421129094552,6.106226635438361e-18,6.106226635438361e-18,6.106226635438361e-18,3.756909686683807,25.0,25.0,4750.0,5,9,12,16,22,37,38,31,27,3,10,6,12,32,36,41,30,15,14,4,21,17,15,21,25,57,26,8,6,4,6
8,0.016258664544000025,0.0169907620355,-0.02918964376599999,1.3727714555035202,1.5141240571473145,3.7106455002689467,1.3322676295501878e-17,1.3322676295501878e-17,1.3322676295501878e-17,3.7463348419039875,25.0,4675.0,3175.0,5,13,12,21,38,36,34,23,15,3,7,6,9,17,30,36,36,25,19,15,20,17,16,22,26,53,28,7,6,5,6
9,-0.005383113529500025,-0.03983863812999999,-0.0005557166504999023,1.3106268555659506,1.4850818429737598,3.577377797385209,3.691491556878646e-17,3.691491556878646e-17,3.691491556878646e-17,3.5959310572207333,375.0,1425.0,3025.0,5,14,10,14,31,42,27,34,16,7,7,7,13,24,45,34,33,23,10,4,15,18,17,15,36,43,37,9,1,9,6
10,0.04274204494850002,0.04887391002250001,-0.0764076318785,1.2510362969348692,1.3984181747216187,3.6120438277590554,3.3306690738754695e-17,3.3306690738754695e-17,3.3306690738754695e-17,3.5583009620925115,3075.0,3700.0,1025.0,6,9,8,10,19,45,33,28,31,11,8,3,23,33,34,38,28,21,7,5,18,17,19,24,34,46,28,3,6,5,6
11,-0.007645749054500019,0.015670326532000015,-0.04277022052099996,1.3253173998361243,1.4934738887662697,3.5315592018525024,3.524958103184872e-17,3.524958103184872e-17,3.524958103184872e-17,3.578877142021107,2050.0,25.0,3075.0,7,13,11,17,30,28,36,37,18,3,10,3,22,31,30,34,31,16,13,10,24,13,15,23,31,57,26,2,5,4,6
12,-0.001374532103000029,-0.020242881970499966,0.051000538905,1.3881763294500118,1.4352720701480766,3.318864147348496,1.8873791418627663e-17,1.8873791418627663e-17,1.8873791418627663e-17,3.4508530494221814,3200.0,2150.0,4925.0,7,11,12,15,32,34,31,29,23,6,8,14,22,41,41,33,20,13,7,1,10,22,14,14,27,53,33,16,4,7,6
13,0.02601562009499999,0.03520411359800001,0.024844606734999993,1.530277672722855,1.3864996730345602,2.9791255910245305,0.0,0.0,0.0,3.274354962022461,25.0,3550.0,1075.0,2,2,5,15,21,38,47,38,23,9,4,15,22,34,55,28,21,14,5,2,20,19,18,20,43,42,19,8,6,5,6
14,-0.016204099242500002,-0.0120667809385,-0.011638438606999974,1.713560096956334,1.616270719442092,3.09022387693036,4.884981308350689e-17,4.884981308350689e-17,4.884981308350689e-17,3.519818234629361,575.0,4300.0,3850.0,2,5,5,29,23,32,48,27,21,8,6,7,16,25,43,48,19,24,8,4,13,14,16,18,32,57,30,10,7,3,6
15,-0.01967827165750001,-0.051033694568500036,-0.01860184772549997,1.5847190627302132,1.6255014062427386,3.5388369121911647,2.869232629265639e-17,2.869232629265639e-17,2.869232629265639e-17,3.766133789651931,575.0,4250.0,3100.0,4,10,19,17,27,52,28,20,18,5,8,7,12,35,42,34,28,20,10,4,21,14,15,19,40,55,20,6,6,4,6
16,0.02994955720850001,0.014610584166500004,-0.014909992465999937,1.6523472484369417,1.3985048262992301,3.428573081879266,2.2204460492503132e-17,2.2204460492503132e-17,2.2204460492503132e-17,3.6496007119828597,25.0,3750.0,3325.0,5,10,16,17,47,51,27,24,1,2,5,6,15,29,38,34,31,25,14,3,14,21,13,22,43,51,20,6,6,4,6
17,-0.006105132081500011,0.010872699737999994,-0.0051702855719999215,1.7976131094576628,1.5418418058785661,3.1195352890954924,6.106226635438361e-17,6.106226635438361e-17,6.106226635438361e-17,3.581008415629853,25.0,2875.0,3250.0,6,15,10,16,31,55,39,24,2,2,3,9,10,25,42,37,31,21,15,7,25,16,10,13,57,43,20,8,2,6,6
18,0.0019098623419999672,0.032017377480500014,0.020642067801499974,1.8637898588877724,1.614171820111918,3.200990872370446,3.7747582837255325e-17,3.7747582837255325e-17,3.7747582837255325e-17,3.6942707265986923,1050.0,3250.0,1075.0,5,11,10,15,35,39,46,29,7,3,3,10,14,33,43,36,30,13,14,4,20,18,15,13,54,39,20,11,4,6,6
19,0.01799450213549999,0.016099197040999984,0.027410199868000053,1.870633580992666,1.5336530271740658,3.1225806454867127,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,3.5957759653724044,1050.0,4325.0,4300.0,3,12,10,13,43,39,36,29,12,3,4,14,23,41,33,40,17,13,13,2,16,17,15,14,50,42,24,11,3,8,6
20,-0.049201560181500036,-0.029844566189500023,-0.023136032268499997,1.7364400371957742,1.6085140563139149,3.0911988491645603,4.9960036108132046e-17,4.9960036108132046e-17,4.9960036108132046e-17,3.5172487073542085,25.0,3225.0,3850.0,13,6,15,12,26,33,35,29,25,6,6,9,22,34,33,37,18,19,13,9,17,15,11,16,46,46,32,8,3,6,6
21,-0.03127196336950004,-0.030560602917000006,0.055703330906000055,1.6117589273534036,1.631475452858121,3.158314293656219,6.38378239159465e-18,6.38378239159465e-18,6.38378239159465e-18,3.517210652857824,1825.0,3900.0,4975.0,9,7,7,15,15,35,22,34,35,21,7,7,21,36,37,38,14,14,21,5,16,13,18,10,31,47,35,18,3,9,6
22,0.010230426310500003,0.020103324517000015,-0.017726323461500004,1.6109756118532967,1.4760528513148972,3.064198455319194,3.7747582837255325e-17,3.7747582837255325e-17,3.7747582837255325e-17,3.370734763640503,25.0,2525.0,1050.0,7,8,11,17,35,35,31,36,17,3,6,10,22,35,38,36,17,19,15,2,17,18,18,15,58,31,25,8,2,8,6
23,-0.00970202935099999,0.01191330932649997,0.024334456122500035,1.6926076007306146,1.4717971445294014,2.9211074886033126,2.997602166487923e-17,2.997602166487923e-17,2.997602166487923e-17,3.2966456652745357,725.0,3200.0,3500.0,8,10,12,18,30,36,27,38,17,4,4,11,17,31,36,36,22,18,17,8,21,18,12,19,61,32,25,4,2,6,6
24,-0.0033586977849999976,-0.015247779087000028,0.053373442634500015,1.6673800132168557,1.4584229587706952,3.111295022077965,2.2759572004815708e-17,2.2759572004815708e-17,2.2759572004815708e-17,3.443962649558894,3550.0,1425.0,4950.0,11,9,9,18,30,30,32,31,20,10,2,13,16,33,39,34,20,21,11,11,18,18,16,13,43,48,29,5,4,6,6
25,0.028360223001500016,-0.022017119000499994,-0.08614634310750001,1.6660305327340974,1.4586543025566014,3.088899931125066,4.884981308350689e-17,4.884981308350689e-17,4.884981308350689e-17,3.4433430004850383,3925.0,4275.0,1075.0,8,9,9,15,34,33,37,21,22,12,3,10,22,26,40,35,26,21,9,8,21,16,14,15,41,48,26,8,3,8,6
26,-0.0026723941819999917,-0.013618262903499996,0.017320351528000075,1.5433778553973185,1.3392860852619801,2.802466776291413,2.935152121352758e-17,2.935152121352758e-17,2.935152121352758e-17,3.1446495729650676,1075.0,400.0,275.0,6,7,12,16,34,36,41,19,21,8,3,7,20,27,35,46,37,11,9,5,21,14,11,16,50,45,31,3,7,2,6
