window,x_mean,y_mean,z_mean,x_std,y_std,z_std,x_abs_diff,y_abs_diff,z_abs_diff,mean_res_accel,x_tm_peaks,y_tm_peaks,z_tm_peaks,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,user
0,-0.001192416334499996,0.026011652985500008,-0.01563079191,0.5962483711450355,0.46837051347260655,0.9017993161935509,6.938893903907228e-18,6.938893903907228e-18,6.938893903907228e-18,0.8622072290872522,25.0,2825.0,75.0,1,5,11,18,65,64,25,6,1,4,2,3,9,19,58,62,39,4,2,2,5,10,49,107,19,3,5,0,0,2,4
1,0.018158108205000002,0.0636857135755,0.01850023520199998,0.9577742059517722,0.9980463878685606,1.4293884326077189,6.661338147750939e-18,6.661338147750939e-18,6.661338147750939e-18,1.597831162135669,25.0,1250.0,3025.0,3,5,8,11,27,42,54,26,16,8,5,15,38,83,46,7,2,0,1,3,8,14,49,84,27,10,3,2,2,1,4
2,-0.027615684049500003,-0.021250344354,-0.008439696341000011,1.4745555644701165,1.4890152173700508,2.5437613105265355,7.022160630754115e-17,7.022160630754115e-17,7.022160630754115e-17,2.7765001044161544,25.0,1125.0,1675.0,4,5,8,16,29,34,35,45,16,8,12,16,37,63,40,14,4,5,3,6,6,7,17,43,74,28,13,5,4,3,4
3,-0.0676057608315,-0.09069480552800004,0.047294871447499956,1.930285547364064,1.6569477543337743,3.2331555455960688,8.43769498715119e-17,8.43769498715119e-17,8.43769498715119e-17,3.7007648355013947,1425.0,3325.0,4600.0,3,10,7,14,37,33,28,29,24,15,15,27,61,41,23,16,4,4,4,5,14,13,18,38,44,34,25,4,5,5,4
4,0.039820435871000016,-0.06622110228,0.048095906296499985,2.1085511970146564,1.6841577111745023,3.6030604119260627,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,4.054198431962414,3275.0,4575.0,1650.0,4,7,6,13,34,36,35,29,23,13,11,30,73,35,25,11,3,7,3,2,12,16,18,27,50,37,25,3,6,6,4
5,0.044623523971999875,0.04509156898599999,-0.0978478601315,1.9124053049305911,1.9100021652492665,3.5073860255977873,4.884981308350689e-17,4.884981308350689e-17,4.884981308350689e-17,3.973160929529028,25.0,3700.0,3800.0,3,6,7,7,36,45,35,31,22,8,15,33,61,36,19,10,12,6,5,3,11,17,16,31,60,31,18,4,5,7,4
6,-0.02893319308049999,0.044244457482500034,0.030390225779500044,1.9202175440201956,1.9062168120678082,3.1556535736778675,8.881784197001253e-18,8.881784197001253e-18,8.881784197001253e-18,3.733699944952669,25.0,2175.0,4500.0,8,4,11,26,37,44,31,24,12,3,19,28,55,34,24,10,11,7,8,4,13,10,22,48,52,40,3,3,5,4,4
7,-0.007629819187000016,-0.07700606777200006,-0.04046721900650001,2.0782886897282586,1.7673978736344107,3.3858990179499675,1.1657341758564143e-17,1.1657341758564143e-17,1.1657341758564143e-17,3.9070362221473824,25.0,2175.0,3100.0,9,7,8,33,35,32,30,25,18,3,11,32,62,38,26,12,6,4,5,4,18,11,23,43,47,38,9,1,5,5,4
8,0.025619563541999967,0.066477122859,-0.058632850880500006,2.0011729815742747,1.9441324836151637,3.5624181316080157,3.552713678800501e-17,3.552713678800501e-17,3.552713678800501e-17,4.065642356837309,1100.0,3700.0,4300.0,8,7,7,18,24,33,27,25,29,22,9,20,69,44,28,8,5,5,6,6,19,13,23,37,49,34,11,2,6,6,4
9,0.04748464559599995,0.039500910783500064,0.09107924998199995,1.8891628042866906,1.941301632883382,3.2631712287917716,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,3.7743725607175183,25.0,975.0,4300.0,6,6,16,20,30,37,33,26,20,6,12,18,54,47,31,15,8,7,3,5,13,13,23,36,50,43,9,4,5,4,4
