window,x_mean,y_mean,z_mean,x_std,y_std,z_std,x_abs_diff,y_abs_diff,z_abs_diff,mean_res_accel,x_tm_peaks,y_tm_peaks,z_tm_peaks,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,user
0,0.0037575065050000026,0.03619274598250001,0.016743229220500002,1.6144420576066423,1.8828336157368695,2.683974913424779,5.0237591864288335e-17,5.0237591864288335e-17,5.0237591864288335e-17,3.158360939851949,675.0,2150.0,675.0,2,8,4,18,33,53,36,32,10,4,2,23,48,63,35,16,5,2,5,1,9,13,24,42,61,29,11,5,1,5,17
1,-0.028222551893999966,0.0525974689655,0.07864114029099997,1.837786911021563,2.127448735893931,2.708477115552584,1.3877787807814457e-17,1.3877787807814457e-17,1.3877787807814457e-17,3.400169671261517,25.0,4450.0,1075.0,6,8,11,33,52,41,31,12,4,2,2,4,43,63,43,22,8,6,7,2,8,14,26,37,57,32,15,5,1,5,17
2,-0.004980858328999973,-0.030832717143999978,-0.025384752759500043,1.5743388576765844,1.993160876786889,2.0699704835831167,1.1657341758564143e-17,1.1657341758564143e-17,1.1657341758564143e-17,2.8911505472456662,25.0,3750.0,3925.0,2,3,17,38,53,44,35,5,1,2,3,4,29,70,57,16,10,5,0,6,6,20,26,30,57,40,10,7,2,2,17
3,0.009158033820500002,-0.01426282333150002,0.004494060146999981,1.4711004102239402,1.8969134468077427,2.1593710281904435,2.824129818890242e-17,2.824129818890242e-17,2.824129818890242e-17,2.8765384473567535,3350.0,4550.0,600.0,5,9,12,25,35,23,34,26,22,9,2,7,45,81,40,8,6,5,1,5,6,22,29,39,49,35,5,7,4,4,17
4,-0.021524979571500003,-0.03116578942300001,0.04000519006299999,1.7138539924381688,1.7357315072705937,2.243597845266653,4.3298697960381107e-17,4.3298697960381107e-17,4.3298697960381107e-17,3.0120823556758376,1625.0,3525.0,50.0,1,2,13,12,17,38,37,40,27,13,5,19,64,67,23,10,2,6,1,3,6,24,23,36,40,42,10,9,4,6,17
5,0.010426184351500018,-0.05508325579549998,0.053833503854,2.027555747045801,1.7454415921428441,2.483702946045464,7.993605777301127e-17,7.993605777301127e-17,7.993605777301127e-17,3.3654176159494487,25.0,1175.0,1100.0,3,8,14,30,38,46,45,11,3,2,9,19,40,63,41,17,5,2,1,3,17,30,18,49,43,20,9,6,5,3,17
6,0.016230582873500054,-0.009465891728499943,-0.02126807497649998,2.1133407619595506,1.8179321666241635,2.496297869170763,1.3322676295501878e-17,1.3322676295501878e-17,1.3322676295501878e-17,3.4510808286589088,3525.0,175.0,1200.0,4,5,15,42,42,36,43,6,4,3,9,22,25,63,47,18,10,1,1,4,7,32,16,36,56,26,13,6,4,4,17
7,0.01964124161749999,0.02114188463350001,-0.09137466980949992,2.002688012674921,1.929538915157405,2.4256462769157214,2.6090241078691177e-17,2.6090241078691177e-17,2.6090241078691177e-17,3.4057439240447405,25.0,3575.0,1175.0,7,8,26,34,43,35,37,7,1,2,11,24,45,70,22,13,7,3,2,3,5,26,24,40,44,24,24,2,7,4,17
8,-0.0017520944865000248,-0.020522865025499996,-0.025963790390500008,2.0117629901239455,1.8076893780335836,2.473649032853115,1.6653345369377347e-17,1.6653345369377347e-17,1.6653345369377347e-17,3.33622216509376,1150.0,2325.0,1025.0,7,8,30,38,43,35,30,4,2,3,9,26,65,61,19,9,1,6,1,3,6,33,22,38,43,33,11,2,8,4,17
9,-0.02847300885650003,0.070548135925,0.04810978711499998,1.8875728058787586,2.048682986641639,2.6110117764507095,2.220446049250313e-18,2.220446049250313e-18,2.220446049250313e-18,3.4439355238906715,1150.0,4600.0,3475.0,3,9,35,38,42,41,25,3,1,3,2,22,59,67,27,9,4,4,2,4,15,28,19,41,55,23,4,4,7,4,17
10,-0.005526588198000005,0.09312948690949999,0.00062495184099992,1.8063646007860075,2.3624919433319462,2.708077613578239,7.773295895852073e-17,7.773295895852073e-17,7.773295895852073e-17,3.628313168437644,2150.0,1125.0,4550.0,3,12,12,28,24,33,36,25,20,7,7,22,64,49,36,7,4,2,2,7,25,18,17,44,52,26,5,0,8,5,17
11,0.03775607960650001,-0.05613229104049999,0.038490744047999924,2.1950872729729625,2.191641461728409,2.7187907020208137,3.885780586188048e-18,3.885780586188048e-18,3.885780586188048e-18,3.733081394840955,750.0,1150.0,1675.0,6,15,14,29,39,41,36,14,5,1,7,28,71,48,31,4,3,3,1,4,18,20,18,34,59,32,7,2,6,4,17
12,-0.023540430669500026,-0.06289223663399998,0.053038610427499966,2.234896744872925,2.0862274340930202,2.600751017010495,4.5796699765787705e-17,4.5796699765787705e-17,4.5796699765787705e-17,3.6653591802078638,750.0,3475.0,2225.0,7,15,16,25,42,43,30,15,6,1,13,32,71,48,21,4,4,4,1,2,12,26,17,33,52,38,10,4,4,4,17
13,-0.031477265005000005,-0.02902885594249998,-0.11699416108700005,1.6361771400784373,2.0045661683492253,2.398779548651315,4.440892098500626e-18,4.440892098500626e-18,4.440892098500626e-18,3.1841777687121975,25.0,4675.0,25.0,2,3,15,11,38,59,37,19,9,7,14,16,75,51,23,9,2,6,2,2,4,20,21,17,55,50,18,7,5,3,17
14,0.06725192651850001,0.059148179036999954,-0.062497264399500034,1.6627344110354623,2.2499238924206497,2.861224385577206,1.4432899320127036e-17,1.4432899320127036e-17,1.4432899320127036e-17,3.535445882718766,25.0,2175.0,2250.0,2,1,4,20,52,65,39,14,2,1,21,45,47,36,26,8,5,4,3,5,6,25,19,27,53,45,10,8,3,4,17
15,-0.011969819020499997,0.06804263834100004,0.059150349412999986,2.019978215080852,2.3411138867797536,2.832188989275854,4.440892098500626e-18,4.440892098500626e-18,4.440892098500626e-18,3.7740922539362503,25.0,4650.0,4550.0,3,5,7,30,35,54,42,21,2,1,14,44,49,41,30,7,2,5,4,4,4,23,18,30,55,48,5,8,5,4,17
16,-0.020424673564000004,-0.02825095822649992,0.05329068543800003,1.9994890098813525,1.9635307414680927,2.2845210113265972,6.661338147750939e-17,6.661338147750939e-17,6.661338147750939e-17,3.283254512055168,1200.0,25.0,3925.0,6,6,13,36,33,43,42,16,3,2,11,33,64,49,27,5,2,5,2,2,8,22,19,40,46,43,9,3,4,6,17
17,-0.012124957137500005,-0.06598916287849996,0.06763739152100003,1.889964438294912,1.8590897024469462,2.3604988839413457,2.55351295663786e-17,2.55351295663786e-17,2.55351295663786e-17,3.2038067371018593,1200.0,3500.0,1125.0,3,12,28,31,35,42,34,11,2,2,17,40,62,39,24,4,6,1,2,5,15,21,19,47,54,26,4,6,2,6,17
18,0.006841902831999984,-0.023876788179500025,-0.06276619512099998,1.855001467310319,1.8168653939533388,2.407849401883281,2.886579864025407e-17,2.886579864025407e-17,2.886579864025407e-17,3.1828327181047347,25.0,2300.0,1625.0,2,21,23,26,24,33,34,24,11,2,9,41,69,42,25,1,4,3,2,4,28,18,20,57,49,13,2,5,1,7,17
19,-0.0003170051289999934,-0.011974471295999994,-0.08813540452550005,2.0220783079862015,1.9025343970285498,2.520473175022974,3.150257832373882e-17,3.150257832373882e-17,3.150257832373882e-17,3.3930845816422504,25.0,1175.0,1050.0,4,20,31,30,34,38,23,14,2,4,6,8,54,62,41,16,2,6,2,3,13,25,21,41,53,28,3,5,4,7,17
20,-0.007695845858500023,0.07547704212750005,0.05038699986999997,2.041598395408698,2.2184740664432883,2.7387848911735957,2.7200464103316335e-17,2.7200464103316335e-17,2.7200464103316335e-17,3.627143429509849,1125.0,3475.0,2350.0,3,8,21,30,38,50,25,17,2,6,10,38,73,42,23,4,5,3,1,1,10,31,20,43,56,22,2,7,2,7,17
21,0.020382697789999973,0.06805178355649992,0.02028998892750002,2.070924795122356,2.184271405422356,2.7529110080678536,4.440892098500626e-18,4.440892098500626e-18,4.440892098500626e-18,3.606691877578968,3425.0,1125.0,4550.0,5,9,13,25,31,54,36,19,5,3,16,71,56,32,12,4,6,1,1,1,12,27,25,53,52,15,4,2,6,4,17
22,0.01721151454549999,-0.06647389822600001,0.03049523659150004,2.0504035309700193,1.9344022437930999,2.635475885543435,3.1086244689504386e-17,3.1086244689504386e-17,3.1086244689504386e-17,3.449333793399638,3375.0,3375.0,4925.0,3,8,15,34,28,42,46,15,6,3,13,37,50,44,37,8,3,1,4,3,22,22,24,67,44,8,2,3,4,4,17
23,0.022633527109999982,-0.027071133274499958,-0.013961279988999972,2.028182270277251,1.9251760047871302,2.6685591027602666,2.4424906541753444e-17,2.4424906541753444e-17,2.4424906541753444e-17,3.476236858304751,2275.0,1150.0,4625.0,7,17,28,25,29,39,34,14,1,6,11,42,43,53,33,6,4,0,3,5,25,18,22,60,45,16,2,4,1,7,17
24,-0.04971530899099998,-0.04306453551549997,-0.059136912347000054,2.001479760777967,1.861849182726364,2.727963590379406,2.886579864025407e-17,2.886579864025407e-17,2.886579864025407e-17,3.475645270434323,1125.0,1150.0,2250.0,8,19,35,27,31,34,30,12,2,2,8,35,63,50,28,3,4,1,4,4,28,20,27,61,39,8,3,5,2,7,17
25,-0.008030846123499968,0.046347327288500016,0.017509987221500014,2.1457253895485775,1.9427870540813332,2.5627071633055283,5.512951206654293e-17,5.512951206654293e-17,5.512951206654293e-17,3.4783906487471166,3425.0,1150.0,1100.0,2,8,20,43,37,47,27,9,5,2,10,32,54,51,31,7,3,4,3,5,32,20,34,63,25,10,2,7,4,3,17
26,-0.0027205467715000053,0.08296320152449993,-0.007136201257500023,2.48034580988643,2.023744696917512,2.432496562643453,7.105427357601002e-17,7.105427357601002e-17,7.105427357601002e-17,3.6552631561041387,3400.0,2275.0,25.0,4,17,17,44,42,42,17,12,3,2,20,28,37,55,32,12,5,4,3,4,12,26,14,44,59,20,12,3,3,7,17
