window,x_mean,y_mean,z_mean,x_std,y_std,z_std,x_abs_diff,y_abs_diff,z_abs_diff,mean_res_accel,x_tm_peaks,y_tm_peaks,z_tm_peaks,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,user
0,-0.056585713127999995,-0.04383212477299999,-0.03856700366700001,1.6998202365596733,1.085280452766085,2.211087514870597,1.7763568394002505e-17,1.7763568394002505e-17,1.7763568394002505e-17,2.318902711096803,25.0,25.0,1575.0,4,7,12,25,62,55,21,9,3,2,2,6,7,6,21,73,46,17,13,9,9,5,17,35,100,13,11,7,2,1,18
1,0.021839493710000005,0.03187420836349999,0.03291030259550005,3.4057284924914555,1.8828185965804631,3.214738147323549,5.10702591327572e-17,5.10702591327572e-17,5.10702591327572e-17,4.372603909660417,1950.0,25.0,950.0,5,9,14,24,36,47,37,17,5,6,5,17,16,32,59,29,22,10,5,5,13,11,17,40,79,18,12,4,1,5,18
2,0.06314943355400002,-0.03493038738350002,0.08644658151199999,4.322226376575783,2.44506896489482,4.316631354511799,8.881784197001253e-18,8.881784197001253e-18,8.881784197001253e-18,6.019980227071169,1950.0,4025.0,3950.0,9,25,18,17,24,23,52,16,9,7,2,6,29,32,49,36,20,15,9,2,18,17,9,29,64,30,14,6,5,8,18
3,-0.11425854580150005,-0.017310815890000043,0.09734653907250003,4.649810864516062,2.633735855651718,4.48107582250027,9.547918011776346e-17,9.547918011776346e-17,9.547918011776346e-17,6.378281885268914,950.0,2150.0,4400.0,3,11,26,22,31,26,42,24,6,9,2,14,26,29,42,30,33,11,10,3,5,24,10,17,37,65,21,8,6,7,18
4,-0.04131521505749999,0.19274611389449994,-0.06262509489150005,4.686199270648749,2.528674170474729,4.290384213530519,2.042810365310288e-16,2.042810365310288e-16,2.042810365310288e-16,6.2593539628368395,1850.0,4950.0,3100.0,3,12,26,20,31,28,40,24,7,9,15,18,17,31,32,28,27,18,11,3,7,20,8,13,56,59,21,6,3,7,18
5,0.10474956055300001,-0.054380401115999996,-0.1110890580720001,4.409780931176295,2.3143390867651648,4.478430211460289,1.5987211554602254e-16,1.5987211554602254e-16,1.5987211554602254e-16,6.139528263661187,1875.0,275.0,4625.0,18,24,15,29,23,30,35,13,7,6,13,22,21,29,27,33,22,18,10,5,21,11,13,24,69,31,16,4,5,6,18
6,-0.025546170560499966,-0.1252540669449999,0.114175316715,4.334856997155895,2.291228980862754,4.2472523046652,3.552713678800501e-17,3.552713678800501e-17,3.552713678800501e-17,5.9246616551450355,2825.0,4375.0,4350.0,11,26,17,28,23,27,41,14,5,8,3,15,22,23,29,30,35,26,9,8,19,8,14,20,79,30,17,4,2,7,18
7,-0.05603226181049999,0.15298235337500002,0.001438994978500034,4.283973995423097,2.360843966490876,4.4651059083038955,1.1990408665951691e-16,1.1990408665951691e-16,1.1990408665951691e-16,6.038698142167058,1900.0,4025.0,4925.0,10,23,25,29,22,28,38,14,6,5,2,18,16,23,31,28,34,32,10,6,21,11,10,17,76,35,13,6,2,9,18
8,0.06981127928599999,-0.05695956294849996,-0.05372692283599996,4.4012500385605335,2.531783867708701,4.815517160601819,1.509903313490213e-16,1.509903313490213e-16,1.509903313490213e-16,6.456286365782473,25.0,4300.0,3700.0,13,26,21,22,24,24,41,17,9,3,19,16,19,31,36,25,27,18,6,3,25,17,7,18,61,37,17,4,4,10,18
9,-0.040578489973499936,-0.11252176893299998,0.0701607992995,4.693311086160149,2.614423686804676,4.463503703802028,4.4408920985006264e-17,4.4408920985006264e-17,4.4408920985006264e-17,6.47541002377518,25.0,2125.0,4250.0,19,21,24,23,24,39,34,6,8,2,18,12,20,26,42,27,25,15,13,2,21,16,7,22,56,44,20,3,1,10,18
10,0.0020748391109999507,0.15902064357549991,-0.029960780879999954,4.691103659937235,2.5845249826167973,4.334222828900602,8.881784197001253e-18,8.881784197001253e-18,8.881784197001253e-18,6.370189877613399,925.0,4900.0,350.0,18,17,27,26,23,39,32,8,6,4,13,13,9,26,27,29,28,22,21,12,22,11,13,18,71,36,16,2,2,9,18
11,0.18892876957650007,0.009120686317999924,-0.07057045084249998,4.713957530521079,2.6648082320380877,4.715762747331235,2.3314683517128286e-17,2.3314683517128286e-17,2.3314683517128286e-17,6.670541429916641,975.0,25.0,4600.0,14,24,24,16,26,29,37,17,6,7,9,26,13,38,30,32,23,18,7,4,28,11,17,27,68,24,9,3,8,5,18
12,-0.028533133339,-0.08195469204799996,-0.04208161778650001,4.786301061145676,2.5779465557304966,4.660218857907467,6.661338147750939e-17,6.661338147750939e-17,6.661338147750939e-17,6.622318631758506,1900.0,25.0,4325.0,8,28,22,22,28,28,42,11,4,7,7,28,19,43,29,26,27,9,8,4,25,11,17,23,71,27,12,3,6,5,18
13,-0.07389637804150012,0.05520050872599999,0.04169150553199997,4.798659073067449,2.5093894020082366,4.528158490467575,3.3306690738754695e-17,3.3306690738754695e-17,3.3306690738754695e-17,6.520757179636899,2800.0,2900.0,3725.0,11,24,22,25,25,34,39,9,3,8,4,14,18,27,38,22,26,20,19,12,22,12,13,17,65,39,17,4,3,8,18
14,0.10883805796999997,-0.038235593505999935,-0.010458356490500033,4.743073937540399,2.6696547528606236,4.634516882491016,6.217248937900877e-17,6.217248937900877e-17,6.217248937900877e-17,6.65495679579148,25.0,3775.0,4600.0,14,24,19,20,25,33,33,17,5,10,5,19,19,31,30,19,21,21,22,13,27,13,15,19,65,29,15,5,4,8,18
15,-0.04987261776849998,-0.03811062105600012,-0.09608660671799996,4.5356136766102235,2.647903396694758,4.371837115548024,7.993605777301127e-17,7.993605777301127e-17,7.993605777301127e-17,6.384230805832715,25.0,3375.0,4350.0,16,23,22,20,27,33,31,16,7,5,8,18,12,21,21,37,26,26,19,12,23,13,16,19,66,36,12,5,4,6,18
16,-0.033958191315999954,0.04168353110450001,0.06401668247699999,4.5351960576265915,2.6936924204388584,4.342460176376366,1.1546319456101628e-16,1.1546319456101628e-16,1.1546319456101628e-16,6.354579155322649,925.0,3900.0,1825.0,16,17,22,19,32,20,30,32,3,9,14,12,10,23,29,27,27,33,21,4,20,17,7,27,81,24,13,2,3,6,18
17,0.07706465778400004,0.024147364861999962,0.04574604312700004,4.606074678618157,2.701862177543301,4.482254603851369,9.325873406851315e-17,9.325873406851315e-17,9.325873406851315e-17,6.452934045768966,925.0,1075.0,4800.0,18,14,27,10,38,23,30,26,4,10,17,11,13,26,28,24,21,38,17,5,22,16,12,23,80,18,16,1,3,9,18
18,-0.050426732833000004,-0.06527795918849999,-0.13678409859299998,4.574850858109945,2.5861305440202447,4.283247757609007,3.9968028886505634e-17,3.9968028886505634e-17,3.9968028886505634e-17,6.318876602663943,925.0,4000.0,3575.0,17,20,26,8,36,18,40,23,4,8,16,14,13,19,33,29,26,24,19,7,22,11,12,17,61,41,20,6,1,9,18
19,-0.07929002227399995,-0.07617299566899999,0.07225082307799996,4.583327418877339,2.553820114044234,4.14385151317709,1.509903313490213e-16,1.509903313490213e-16,1.509903313490213e-16,6.225213447750537,925.0,1050.0,4275.0,14,26,22,19,27,21,44,17,5,5,11,18,17,25,25,25,25,28,22,4,19,9,16,12,76,39,15,3,4,7,18
20,-0.03162382408450004,0.12163284074900008,0.11458818189650008,4.711424560656878,2.5248211245345473,4.350501681641826,1.3322676295501878e-17,1.3322676295501878e-17,1.3322676295501878e-17,6.384639347597023,1850.0,3825.0,4625.0,13,22,20,25,22,30,38,18,6,6,19,15,15,34,15,23,17,33,24,5,20,8,19,8,76,37,16,2,7,7,18
21,0.00219867743949993,-0.033769778961500005,-0.04393637541900005,4.603831294572469,2.467995352189505,4.57337589599408,4.4408920985006264e-17,4.4408920985006264e-17,4.4408920985006264e-17,6.431224804874855,925.0,2900.0,3675.0,13,17,25,21,24,23,37,30,2,8,20,12,13,33,27,22,22,25,19,7,23,10,15,11,65,42,16,4,7,7,18
22,-0.04962499246850001,-0.09085180644250006,0.04596829708249996,4.528672519162106,2.521608744349779,4.2854619577071436,1.0658141036401502e-16,1.0658141036401502e-16,1.0658141036401502e-16,6.255083030146335,2775.0,4450.0,3325.0,11,17,29,13,29,22,39,29,3,8,16,15,14,22,27,23,28,19,25,11,18,14,10,14,58,52,18,6,3,7,18
23,0.029360919790500036,0.142108498013,-0.0014965190135000017,4.739504045544945,2.5425985614671887,4.370328969053793,1.2878587085651815e-16,1.2878587085651815e-16,1.2878587085651815e-16,6.456738255251854,25.0,2125.0,150.0,11,24,22,21,22,24,38,25,5,8,17,10,13,31,22,25,31,23,25,3,23,13,12,17,79,31,10,4,6,5,18
24,0.19570347567499993,0.023440557311999944,-0.08904608683849989,4.831005174609228,2.952192030698453,4.9086404092542155,2.2648549702353194e-16,2.2648549702353194e-16,2.2648549702353194e-16,6.9663377443022485,25.0,4700.0,4600.0,10,27,16,27,21,24,31,30,4,10,3,13,19,29,45,35,31,17,6,2,18,19,13,14,64,33,18,7,7,7,18
25,-0.0274719138895,-0.08471795657850002,-0.07922024159149996,4.553391106716035,3.0697667806505775,4.473688519345083,6.217248937900877e-17,6.217248937900877e-17,6.217248937900877e-17,6.544930936664644,975.0,4025.0,2425.0,10,23,20,31,25,30,36,14,7,4,4,10,25,35,37,33,31,17,6,2,12,20,11,17,69,32,20,10,4,5,18
26,-0.07979658639999991,0.0016534193234999095,0.06394036239849997,4.3874926981223,2.633954992585804,4.156578408537202,2.4202861936828414e-16,2.4202861936828414e-16,2.4202861936828414e-16,6.039126878852828,1825.0,3725.0,925.0,12,23,20,20,31,37,36,10,9,2,5,12,39,36,28,42,20,14,3,1,21,10,10,22,65,43,14,6,3,6,18
27,0.10852578866249996,-0.008650975439000041,0.05745178134749995,4.397233775671354,2.5358051326418596,4.416552810955014,3.9968028886505634e-17,3.9968028886505634e-17,3.9968028886505634e-17,6.109034834895038,25.0,1000.0,925.0,12,23,20,16,32,38,32,17,5,5,12,31,34,38,27,31,15,7,3,2,19,16,12,27,54,42,12,7,5,6,18
28,-0.09730295557750007,-0.02819379979850006,0.023108291619499958,4.358863570632506,2.5061022510702653,4.172477391282789,7.105427357601002e-17,7.105427357601002e-17,7.105427357601002e-17,5.960486035144754,25.0,25.0,3775.0,16,22,19,24,24,43,29,14,4,5,15,17,27,38,38,15,25,16,7,2,19,16,14,30,62,33,13,5,2,6,18
29,-0.14108204293,0.08046365296950003,0.005290226096500015,4.425613017039197,2.4708591423493744,4.186423397659478,2.7200464103316335e-17,2.7200464103316335e-17,2.7200464103316335e-17,6.053761166723296,925.0,4575.0,2825.0,14,23,19,17,22,27,42,24,6,6,7,12,10,20,37,43,19,22,20,10,24,12,12,31,60,40,8,4,2,7,18
30,0.0683007714074999,0.03210394747199998,-0.03878248671600002,4.745222987952655,2.4407295891011,4.150837298137433,2.6645352591003756e-17,2.6645352591003756e-17,2.6645352591003756e-17,6.295474630247436,925.0,4725.0,4675.0,17,25,15,19,20,21,38,24,15,6,5,18,13,45,43,29,27,14,4,2,20,15,10,23,55,48,12,5,3,9,18
31,-0.04766981182399998,-0.06270257455950003,0.054995257211999986,4.91578917586104,2.5364104980061364,3.8276843761937003,6.217248937900877e-17,6.217248937900877e-17,6.217248937900877e-17,6.269524237093845,925.0,3325.0,1475.0,18,26,17,26,26,31,24,23,5,4,13,18,17,40,41,25,26,14,4,2,16,14,13,17,76,36,15,4,6,3,18
32,-0.01979535199200002,0.07679881258049993,0.010183527750500012,4.72800288935817,2.6451252971702477,4.340282324235232,1.4654943925052067e-16,1.4654943925052067e-16,1.4654943925052067e-16,6.403010912841764,925.0,1200.0,375.0,14,23,24,25,25,34,34,10,6,5,11,17,17,23,31,27,26,29,15,4,17,16,12,14,80,34,13,5,2,7,18
33,0.1645025630394999,-0.01001842108200004,-0.04996417873300007,4.7702695045827275,2.6365867159585745,4.815026266316844,4.996003610813204e-18,4.996003610813204e-18,4.996003610813204e-18,6.748131772566848,2800.0,3050.0,2750.0,18,17,28,12,25,23,44,20,4,9,6,13,16,20,34,35,26,27,21,2,21,21,13,10,59,44,15,5,3,9,18
34,-0.047857991772499976,-0.1497584421295,0.0076480240234999995,4.729989285237016,2.66024796193915,4.366335626661208,5.773159728050814e-17,5.773159728050814e-17,5.773159728050814e-17,6.478736011475051,925.0,2250.0,4350.0,19,18,25,13,27,20,36,26,11,5,10,15,14,9,37,44,21,26,19,5,14,18,12,9,65,46,20,6,1,9,18
35,-0.08201548721600005,0.111675828599,0.02018429523450003,4.609336191495205,2.5679820699026212,4.079162927504434,9.325873406851315e-17,9.325873406851315e-17,9.325873406851315e-17,6.1790412147730445,25.0,4450.0,4125.0,14,22,21,20,25,27,26,28,11,6,5,14,12,14,41,42,23,23,17,9,12,13,13,16,69,46,14,7,3,7,18
36,0.06628468407400001,0.008194383679000005,0.012152546509000101,4.7615711290142055,2.3799558561194054,4.572924770771424,2.6645352591003756e-17,2.6645352591003756e-17,2.6645352591003756e-17,6.497675823118662,1875.0,3125.0,1900.0,18,23,16,21,20,25,31,29,8,9,10,15,10,32,33,44,17,17,13,9,25,14,9,20,65,37,13,3,8,6,18
37,-0.08284658219549997,-0.10763317488150001,0.07975038793050002,4.773593981798726,2.458333190028178,4.500143940517725,1.3988810110276973e-16,1.3988810110276973e-16,1.3988810110276973e-16,6.498427487111335,3800.0,75.0,4400.0,19,20,23,18,19,25,38,25,4,9,10,22,13,31,30,30,19,22,19,4,23,14,8,20,66,37,18,2,6,6,18
38,-0.06672705806149996,0.14062214951549992,-0.041634212961999977,4.622728316028418,2.503786918040344,4.364234687039747,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,6.335423472069274,950.0,75.0,4000.0,14,20,27,17,22,23,42,22,3,10,16,16,16,33,28,28,24,29,8,2,21,17,13,21,70,30,15,4,1,8,18
39,0.030796139524999964,-0.015966152423499996,-0.08798554226650014,4.492072326781209,2.3853113510987467,4.487484481611243,4.662936703425657e-17,4.662936703425657e-17,4.662936703425657e-17,6.270117346016816,1875.0,2175.0,4650.0,14,22,18,21,19,24,41,26,6,9,18,12,11,43,36,28,20,22,8,2,26,15,14,13,71,30,13,5,6,7,18
40,0.0009031460009999659,-0.14362143310900005,0.06486584824500004,4.503732956516181,2.5265923852724823,4.071050359872637,1.1546319456101628e-16,1.1546319456101628e-16,1.1546319456101628e-16,6.096634824645231,25.0,3125.0,2475.0,17,19,24,23,24,43,29,11,6,4,15,15,10,8,43,28,22,19,24,16,24,13,10,20,82,26,11,2,8,4,18
41,0.09309559126149997,0.09002441732149995,-0.021037922208499964,4.580629290266759,2.616924910357933,4.320206889679968,9.992007221626409e-17,9.992007221626409e-17,9.992007221626409e-17,6.303705094717427,2825.0,200.0,3950.0,15,14,32,21,31,34,26,15,5,7,4,18,10,10,38,36,31,31,21,1,20,11,14,17,68,42,13,4,4,7,18
42,0.007327039740500023,0.021611065970500047,-0.12026052879150001,4.569956268019558,2.5447104377603136,4.568249290552484,3.9968028886505634e-17,3.9968028886505634e-17,3.9968028886505634e-17,6.417784183329425,1875.0,2150.0,3700.0,15,14,30,16,33,15,45,21,5,6,4,17,8,11,42,44,28,26,18,2,24,13,13,14,62,42,17,4,2,9,18
43,-0.10230867055099996,-0.08869010693349991,0.08651690092100012,4.647629001685043,2.65710980928159,4.265942872972107,6.217248937900877e-17,6.217248937900877e-17,6.217248937900877e-17,6.362237107490342,1850.0,4650.0,4300.0,16,15,33,15,32,35,34,8,8,4,17,10,13,11,37,37,18,22,25,10,24,10,13,15,73,36,16,3,1,9,18
44,-0.01314238352900007,0.11339636464749991,0.0581321980625,4.798477830791843,2.921379202346145,4.441358244029141,3.552713678800501e-17,3.552713678800501e-17,3.552713678800501e-17,6.649674391930492,1850.0,1050.0,4675.0,15,23,27,19,30,31,32,7,9,7,20,19,27,46,34,35,15,2,0,2,22,14,15,16,77,27,12,5,5,7,18
45,0.14903940072999997,-0.020793162165499993,-0.0549570464475,4.975368692046416,2.7652358120334735,4.7283605759114415,1.865174681370263e-16,1.865174681370263e-16,1.865174681370263e-16,6.882032900254431,3675.0,3075.0,3650.0,16,26,20,23,23,25,43,13,5,6,20,15,33,53,32,31,12,2,0,2,22,17,13,16,56,41,16,6,7,6,18
46,0.008754936034500043,-0.1071814610365,-0.022242819785000024,4.952997631299232,2.656893099151575,4.490026067476659,1.7763568394002505e-17,1.7763568394002505e-17,1.7763568394002505e-17,6.704434687931331,1850.0,2400.0,3325.0,17,20,26,20,27,24,37,22,3,4,18,13,9,18,49,21,31,23,15,3,23,14,10,14,63,44,17,4,5,6,18
47,-0.015462279913999986,0.06630503654900011,0.00399517358899998,4.798480114184261,2.857701642054504,4.341495509346094,7.105427357601002e-17,7.105427357601002e-17,7.105427357601002e-17,6.579649103404562,25.0,4700.0,4025.0,14,17,31,21,29,22,41,18,3,4,19,13,11,16,41,26,28,22,19,5,24,11,14,19,73,31,14,3,4,7,18
48,0.09831655912299993,0.08591255516899998,0.009514277184500033,4.9667713803078035,2.693722832182847,4.426428043900498,1.709743457922741e-16,1.709743457922741e-16,1.709743457922741e-16,6.648180603414178,25.0,4750.0,4775.0,8,24,22,22,28,23,36,24,9,4,14,12,11,22,38,32,32,19,16,4,26,9,13,20,68,34,12,6,6,6,18
49,-0.11804717291550001,-0.052103614073999986,-0.06653371227199999,4.868067113830824,2.567667794838054,4.45055186480732,0.0,0.0,0.0,6.523192697327165,2750.0,3550.0,4175.0,10,19,19,29,25,22,32,29,9,6,14,10,14,24,35,28,35,23,11,6,25,10,12,22,68,33,15,5,6,4,18
50,-0.14707815954599995,-0.08602366765150003,0.12475103772399997,4.847202037802012,2.689057065392836,4.499772112202489,3.552713678800501e-17,3.552713678800501e-17,3.552713678800501e-17,6.606316082018011,2750.0,1025.0,4250.0,19,22,18,24,19,27,39,18,7,7,13,19,16,29,36,25,26,21,8,7,20,14,8,19,60,46,19,1,9,4,18
51,0.010844673985499976,0.10580042918750003,0.04007703236400003,5.016747026494457,2.624073445635624,4.632081762637359,4.107825191113079e-17,4.107825191113079e-17,4.107825191113079e-17,6.786498648253908,25.0,1100.0,2750.0,24,20,20,22,18,32,35,18,4,7,13,24,16,27,37,21,24,23,8,7,21,14,12,22,60,38,18,2,6,7,18
52,0.18066712457149994,-0.029778444937499947,-0.13030036380600005,5.071427688700991,2.3995908096652845,4.781609936225515,2.6645352591003756e-17,2.6645352591003756e-17,2.6645352591003756e-17,6.838930392609979,2750.0,3875.0,4600.0,14,24,19,17,26,24,43,21,3,9,6,20,12,23,48,28,20,19,21,3,25,15,11,26,52,36,19,4,3,9,18
53,-0.049948509637000066,-0.09135168597750006,0.09034561767499998,5.124261727230551,2.4387029795112647,4.584409814530494,7.549516567451065e-17,7.549516567451065e-17,7.549516567451065e-17,6.789008733445136,25.0,2150.0,1525.0,5,25,22,23,23,22,40,28,5,7,7,19,15,16,39,38,21,15,23,7,19,12,10,27,58,39,22,3,3,7,18
54,-0.06039627448950004,0.164506464503,0.04738802688949999,4.821558764697926,2.505671572233715,4.47938025719078,2.3980817331903383e-16,2.3980817331903383e-16,2.3980817331903383e-16,6.539766502334371,1850.0,3975.0,4075.0,4,20,21,25,26,22,42,25,11,4,6,19,11,21,34,37,16,20,27,9,18,13,8,27,67,36,19,2,5,5,18
55,0.18847703870299992,0.023901820225000016,-0.12182932540949999,4.686252062634715,2.6114800161090534,4.795386712778748,1.7486012637846215e-16,1.7486012637846215e-16,1.7486012637846215e-16,6.690640394112163,1825.0,3775.0,4575.0,13,23,21,23,27,27,34,18,10,4,9,12,21,29,38,29,23,31,5,3,31,10,12,19,76,25,11,5,7,4,18
