window,x_mean,y_mean,z_mean,x_std,y_std,z_std,x_abs_diff,y_abs_diff,z_abs_diff,mean_res_accel,x_tm_peaks,y_tm_peaks,z_tm_peaks,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,user
0,0.05767559818350001,-0.005678148397500011,0.02097891229400003,2.722496115086762,1.6431644678620272,3.0580193697038047,3.3306690738754695e-17,3.3306690738754695e-17,3.3306690738754695e-17,3.4111543043835866,25.0,3000.0,3000.0,2,1,2,8,23,78,52,26,5,3,7,19,31,78,48,8,5,2,1,1,13,22,72,67,14,6,2,0,2,2,15
1,-0.005962266661500011,-0.07858837099349994,-0.03655673196450002,3.3361437999436223,2.280085773026866,2.6631403161600637,1.6653345369377347e-17,1.6653345369377347e-17,1.6653345369377347e-17,4.3543436487091105,25.0,4150.0,1100.0,4,6,3,15,25,38,45,26,23,15,5,8,18,37,35,50,25,16,3,3,10,22,11,30,57,34,26,2,5,3,15
2,-0.017528651089999882,0.08065943643299998,-0.03411583061049999,3.886428724906873,2.752404434187108,3.2176346370027593,8.659739592076221e-17,8.659739592076221e-17,8.659739592076221e-17,5.307029813997053,1625.0,4800.0,4350.0,6,7,3,18,24,39,40,24,23,16,3,12,19,27,31,41,27,24,7,9,7,22,20,16,47,35,37,9,5,2,15
3,-0.047612527559999986,0.2462125465149999,0.05758638046899997,3.7371625067212166,2.727639699136013,3.0188540330347986,9.936496070395151e-17,9.936496070395151e-17,9.936496070395151e-17,5.106924382373138,2775.0,2200.0,4525.0,7,2,6,15,31,36,42,25,20,16,2,7,17,34,25,37,33,21,11,13,5,20,17,15,55,39,32,12,4,1,15
4,0.023185630394000012,-0.08886102145549998,0.02263584647199999,3.549138070328932,2.5078400036273636,2.8370216006773523,1.3322676295501878e-17,1.3322676295501878e-17,1.3322676295501878e-17,4.742458339789866,25.0,3925.0,3375.0,6,6,4,15,36,31,43,24,19,16,6,18,25,27,33,21,34,18,11,7,5,15,19,15,64,41,24,12,3,2,15
5,0.05848414138650007,-0.260811788735,-0.05404103712549995,3.4615275673121837,2.5180386906473315,3.2408796335311503,1.0047518372857667e-16,1.0047518372857667e-16,1.0047518372857667e-16,4.890661626716577,550.0,1900.0,2350.0,6,6,3,15,23,30,52,18,27,20,6,16,27,26,33,40,34,11,3,4,9,19,18,14,56,37,24,14,3,6,15
6,-0.03993847094700001,0.0005600598275000212,0.018811571758999994,3.422166285495491,2.658778084742416,3.369993756798919,1.1102230246251566e-17,1.1102230246251566e-17,1.1102230246251566e-17,5.06794201480385,3300.0,2225.0,1125.0,5,5,4,16,28,36,41,22,29,14,4,13,21,25,32,50,32,12,5,6,6,28,15,13,41,39,24,18,10,6,15
7,0.0030403453025000236,0.22816621128749978,0.05299208009199998,3.4894365540683756,2.642256284673273,3.416528226046685,5.773159728050814e-17,5.773159728050814e-17,5.773159728050814e-17,5.159470688905804,2225.0,625.0,4375.0,3,5,6,10,34,32,42,26,27,15,3,15,19,18,33,46,35,21,5,5,9,27,14,19,57,34,18,12,5,5,15
8,-0.098282681937,-0.057691970134500004,0.06583777634050005,3.6835154307273257,2.575482880451708,3.455263361191672,1.021405182655144e-16,1.021405182655144e-16,1.021405182655144e-16,5.209126506798401,1650.0,1125.0,3925.0,5,5,8,12,30,32,44,26,25,13,7,16,23,27,23,31,34,20,14,5,13,24,10,15,64,32,23,10,3,6,15
9,-0.06585675714400002,-0.16688292769549995,-0.04152351823349996,3.5663956057259103,2.4346655404601956,3.5563131787963544,5.10702591327572e-17,5.10702591327572e-17,5.10702591327572e-17,5.102799843008537,2700.0,4275.0,4800.0,5,5,5,13,28,39,44,21,28,12,1,10,15,20,26,27,40,34,14,13,10,20,18,8,41,50,27,12,9,5,15
10,0.11624213715100012,0.15944640587249992,-0.09934693896450002,3.268090950573888,2.5491758124143833,3.5859119231159946,1.63202784619898e-16,1.63202784619898e-16,1.63202784619898e-16,5.035356723836509,3875.0,1300.0,4600.0,5,4,4,22,31,43,29,25,25,12,6,7,14,16,31,35,49,22,15,5,8,18,22,12,32,53,27,13,5,10,15
11,0.018822178246000087,0.10544930141649997,0.04886445208100001,3.3006350667514286,2.700436859490226,3.291534051138948,1.687538997430238e-16,1.687538997430238e-16,1.687538997430238e-16,4.988364928228692,1125.0,3475.0,4475.0,6,4,6,31,30,45,25,23,24,6,7,8,16,14,33,39,35,25,15,8,6,13,21,12,37,53,28,17,6,7,15
12,-0.026142297176499997,-0.149684329045,0.06402419114349994,3.3409839264128314,2.5569985232622376,3.03756081075676,7.549516567451065e-17,7.549516567451065e-17,7.549516567451065e-17,4.779933733709617,1125.0,1100.0,3400.0,8,3,5,34,29,47,25,19,20,10,3,14,18,12,32,32,36,27,19,7,7,17,17,6,40,46,33,18,7,9,15
13,0.045823706472500024,-0.1433494223470001,-0.11665201391400007,3.3751398424577186,2.3785161003053474,3.2367851264341647,7.549516567451065e-17,7.549516567451065e-17,7.549516567451065e-17,4.870448317215225,2225.0,4150.0,3375.0,9,2,5,22,34,39,28,25,22,14,5,18,10,28,34,27,38,23,14,3,13,21,18,7,45,34,32,13,9,8,15
14,0.017904506808500007,0.115091683699,-0.06165713973399997,3.5458888562446433,2.3899540788418663,3.661805361131495,1.0269562977782698e-16,1.0269562977782698e-16,1.0269562977782698e-16,5.254117067041426,1650.0,2325.0,2175.0,6,4,6,22,24,36,32,25,29,16,3,8,17,29,30,32,45,17,12,7,8,24,21,12,44,37,23,14,9,8,15
15,-0.031581568203,0.14212794481649998,0.1163970586485001,3.625081962647348,2.361900760565471,3.6980519179633635,1.021405182655144e-16,1.021405182655144e-16,1.021405182655144e-16,5.23641037139301,3875.0,4700.0,4400.0,6,5,3,21,23,40,32,20,26,24,1,10,22,20,29,34,53,14,10,7,9,24,13,13,48,36,22,20,5,10,15
16,0.035988694310000006,-0.08650261352200006,0.04768786348700004,3.394138455633186,2.4336348609920093,3.423479952868113,6.328271240363392e-17,6.328271240363392e-17,6.328271240363392e-17,4.931216113041882,2275.0,25.0,1150.0,4,6,2,16,26,40,40,23,25,18,14,13,20,19,24,39,40,12,12,7,15,19,9,12,59,31,25,18,4,8,15
17,0.010181791058999983,-0.10557159903100005,-0.021028920350499955,3.3100346119800945,2.242123253694056,3.258825532877997,4.440892098500626e-18,4.440892098500626e-18,4.440892098500626e-18,4.696799755653685,3400.0,4525.0,3400.0,6,7,2,20,27,42,34,27,24,11,9,6,21,25,21,39,38,22,11,8,11,18,19,7,57,35,27,17,5,4,15
18,-0.113719199327,0.0062915991574999585,-0.05064846886849998,3.811677299187433,2.19211742362015,4.128530449726146,2.220446049250313e-18,2.220446049250313e-18,2.220446049250313e-18,5.4586015523744935,1950.0,25.0,2175.0,8,8,6,18,27,29,26,35,27,16,5,6,21,37,41,50,24,9,4,3,3,12,18,19,21,58,32,18,11,8,15
