window,x_mean,y_mean,z_mean,x_std,y_std,z_std,x_abs_diff,y_abs_diff,z_abs_diff,mean_res_accel,x_tm_peaks,y_tm_peaks,z_tm_peaks,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,user
0,0.00025623157549999444,-0.007730700809500009,0.016411074705500038,0.9589834676151856,0.9950510432239225,1.725436965492073,1.7208456881689926e-17,1.7208456881689926e-17,1.7208456881689926e-17,1.8564882361749044,25.0,1875.0,2300.0,4,9,19,37,55,49,19,2,3,3,8,5,27,59,59,23,7,4,6,2,5,4,3,22,47,55,37,15,6,6,9
1,0.016787404007500024,-0.03865010431200001,-0.04294177657900004,1.413099182693674,0.9990195525461808,1.8911951122292456,2.0539125955565396e-17,2.0539125955565396e-17,2.0539125955565396e-17,1.8206153355462131,25.0,2450.0,600.0,2,4,4,18,55,93,15,6,1,2,6,10,30,92,40,10,3,5,1,3,6,8,31,105,38,6,1,1,1,3,9
2,-0.024694071223999983,-0.021007726563499984,0.030553225797999968,2.4290817090737735,1.3529976487239275,2.44375116921923,4.662936703425657e-17,4.662936703425657e-17,4.662936703425657e-17,2.9304377559899835,1225.0,25.0,3175.0,7,9,12,21,48,54,20,16,10,3,13,23,30,75,33,11,4,5,2,4,6,10,11,57,78,22,7,2,2,5,9
3,-0.01207071200249993,0.00023368999999998753,-0.02028670665149995,3.0372765005582485,1.754262915498489,2.847586404254406,4.884981308350689e-17,4.884981308350689e-17,4.884981308350689e-17,4.050993191183795,2425.0,1175.0,2375.0,8,15,15,22,30,32,23,37,16,2,7,22,52,50,37,13,8,4,3,4,13,17,9,33,67,41,10,2,3,5,9
4,0.003473965268000043,0.0076395505790000165,-0.15398006249900004,2.8132568329917538,1.88412126951334,3.172215260867453,2.042810365310288e-16,2.042810365310288e-16,2.042810365310288e-16,4.076433627166144,25.0,3450.0,4575.0,7,12,16,15,25,32,33,40,15,5,3,11,36,57,40,28,9,7,5,4,4,13,20,13,73,44,13,11,4,5,9
5,-0.04078284567299995,0.04606887957950006,0.09137309117849998,2.661331762287299,1.8491004130493476,3.5798985402647148,9.325873406851315e-17,9.325873406851315e-17,9.325873406851315e-17,4.235068455572178,25.0,4725.0,4750.0,6,13,16,15,22,26,28,38,27,9,2,9,21,48,44,29,21,9,10,7,9,14,16,17,62,48,15,9,5,5,9
6,-0.0106054990295,0.0700719791755,0.11004512322650013,2.9187690693482344,1.7992468063339278,3.8412442586718516,2.886579864025407e-17,2.886579864025407e-17,2.886579864025407e-17,4.607744175923396,325.0,1175.0,1150.0,8,12,16,14,17,20,26,27,40,20,11,29,48,40,27,18,9,6,7,5,12,17,14,14,54,49,22,6,4,8,9
7,0.02821003904299996,0.018053213625500008,-0.03427979269600003,2.820149361423583,1.8963941737895236,3.6745754742388708,4.4408920985006264e-17,4.4408920985006264e-17,4.4408920985006264e-17,4.4308758285001275,2250.0,3425.0,3625.0,6,11,16,15,17,22,26,28,37,22,20,46,50,28,27,7,7,8,5,2,14,16,12,22,61,50,13,3,6,3,9
8,0.0028756630024999643,-0.06054681285500002,0.05417423600750006,2.712377077250371,1.7645619749449204,3.493594647772894,1.2434497875801754e-16,1.2434497875801754e-16,1.2434497875801754e-16,4.181052362016896,2625.0,3875.0,1825.0,2,9,15,17,21,22,31,34,38,11,23,35,53,36,26,12,5,6,2,2,12,17,10,20,81,39,10,2,6,3,9
9,6.830994949999003e-05,-0.07926090981100001,-0.08538934626449998,2.8483386552214602,1.6233529776163305,3.6661097980566684,6.744604874597826e-17,6.744604874597826e-17,6.744604874597826e-17,4.357042581373341,25.0,4225.0,3600.0,3,11,8,21,20,22,28,34,40,13,17,16,24,51,37,21,18,7,6,3,12,20,11,10,74,46,15,3,5,4,9
10,-0.009054807311000036,-0.03017909064449999,-0.06193664802549999,2.9485229702853473,1.608060564115556,3.8196698013015986,1.4765966227514583e-16,1.4765966227514583e-16,1.4765966227514583e-16,4.5153332681018785,800.0,3475.0,4500.0,4,8,10,21,17,19,28,25,33,35,15,17,22,49,38,24,20,8,4,3,12,22,15,7,69,47,13,6,3,6,9
