window,x_mean,y_mean,z_mean,x_std,y_std,z_std,x_abs_diff,y_abs_diff,z_abs_diff,mean_res_accel,x_tm_peaks,y_tm_peaks,z_tm_peaks,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,user
0,-0.0003765385655000035,-1.3665824000008431e-05,-0.010406232380499987,1.0399588054811566,1.1534238509250219,2.2372962114418584,1.6237011735142913e-17,1.6237011735142913e-17,1.6237011735142913e-17,2.1124382601283864,675.0,3600.0,2625.0,7,9,12,24,50,49,24,14,6,5,7,5,15,26,80,42,14,8,1,2,4,8,12,70,75,18,7,5,0,1,20
1,-0.010792968368000007,-0.03466678614700001,-0.09671411859599993,0.968767806165734,1.0916210614801176,2.2268624703116813,6.106226635438361e-18,6.106226635438361e-18,6.106226635438361e-18,2.008200301163456,25.0,50.0,3950.0,1,1,10,13,31,53,47,28,12,4,1,1,2,4,20,51,91,21,7,2,4,7,8,20,87,60,6,2,4,2,20
2,0.05083137735900002,0.04459646306299999,0.0032143753140000206,1.54762490650879,1.424402433008781,3.0780546021139137,5.662137425588298e-17,5.662137425588298e-17,5.662137425588298e-17,3.096387961141974,25.0,1450.0,1725.0,6,3,18,41,46,37,31,12,3,3,1,3,6,23,71,63,23,7,2,1,3,7,17,30,56,58,11,9,4,5,20
3,-0.0056275674734999545,0.05367298711300001,0.06404550210349993,1.8671758307100021,1.526612148736473,3.338550373124679,6.217248937900877e-17,6.217248937900877e-17,6.217248937900877e-17,3.675713758928655,25.0,2225.0,4375.0,7,9,36,32,26,32,29,16,8,5,4,16,42,54,38,27,11,4,2,2,2,10,23,26,49,49,22,9,4,6,20
4,-0.08572119751950005,-0.08244020190999994,0.06872308448750003,2.017675729922669,1.5816372916477521,3.096815918012834,1.354472090042691e-16,1.354472090042691e-16,1.354472090042691e-16,3.582402337057411,650.0,1125.0,2225.0,6,8,21,36,20,32,27,30,16,4,21,36,63,44,16,7,4,4,3,2,9,15,18,25,54,52,15,4,3,5,20
5,0.017321569085499974,-0.08067254997049994,-0.094015560764,2.0772738256100087,1.6726192659113641,3.396821353917274,5.88418203051333e-17,5.88418203051333e-17,5.88418203051333e-17,3.8671575482180214,25.0,3800.0,1350.0,7,11,21,25,25,27,23,37,19,5,18,41,64,40,13,7,9,2,3,3,2,16,17,22,32,73,20,10,1,7,20
6,0.04303993376949999,0.07674176440249997,-0.048883608722000066,1.8936498146389167,1.7690520149363964,3.4894439195806517,6.217248937900877e-17,6.217248937900877e-17,6.217248937900877e-17,3.9092290501106635,1125.0,4875.0,3350.0,5,20,23,26,20,24,26,22,24,10,9,46,61,40,12,13,6,2,6,5,1,16,20,22,34,65,24,6,5,7,20
7,-0.0016902636695000294,0.084816900922,0.10500614482600008,1.8278457604685272,1.7247801384054053,3.1899711704708684,1.7763568394002505e-17,1.7763568394002505e-17,1.7763568394002505e-17,3.6480087757351747,2275.0,3850.0,4525.0,20,24,21,20,20,24,28,23,15,5,11,56,58,38,11,9,3,1,8,5,13,19,17,24,53,50,9,2,8,5,20
8,-0.08982613042999998,0.003532991763999962,-0.029128134305000053,2.1111580372589245,1.5665477537832486,2.8702927204233966,7.771561172376095e-17,7.771561172376095e-17,7.771561172376095e-17,3.4603321352559693,25.0,4025.0,25.0,3,0,1,1,25,44,48,47,25,6,11,55,51,42,13,9,5,8,2,4,8,17,17,22,56,51,15,3,5,6,20
9,0.035364689813500015,-0.04239504563400004,0.026758982163999984,2.120681261466551,1.565944472154494,2.779523711549069,3.4139358007223563e-17,3.4139358007223563e-17,3.4139358007223563e-17,3.380627032924321,25.0,2275.0,2125.0,3,0,1,2,16,50,49,45,24,10,15,62,45,38,10,9,6,9,3,3,14,13,17,33,54,51,3,4,6,5,20
10,0.045580883699999956,-0.08185191619700005,0.06934753478299999,1.917129507172876,1.60267209337976,2.850738316080331,2.6645352591003756e-17,2.6645352591003756e-17,2.6645352591003756e-17,3.410878126987326,25.0,4600.0,4900.0,13,15,29,32,22,22,27,27,9,4,16,64,55,30,8,8,9,1,5,4,16,13,17,27,48,58,9,1,8,3,20
11,-0.02882339427399997,-0.04085239870299997,-0.11913173800449997,1.8710179395816466,1.6683174271270613,2.9483046849006,3.7747582837255325e-17,3.7747582837255325e-17,3.7747582837255325e-17,3.4997660004870674,4600.0,4675.0,3425.0,12,13,23,28,23,24,17,25,23,12,7,31,68,49,14,11,6,5,3,6,17,17,19,30,44,52,8,4,4,5,20
12,0.01794059724299997,-0.014905868256499963,-0.034620068885499934,1.6750665472939132,1.6608242572650662,2.9483720092374455,5.773159728050814e-17,5.773159728050814e-17,5.773159728050814e-17,3.362610324647479,2300.0,4725.0,2675.0,6,8,24,28,32,22,26,28,15,11,9,37,62,46,13,13,9,6,3,2,7,15,15,25,45,56,20,6,5,6,20
