window,x_mean,y_mean,z_mean,x_std,y_std,z_std,x_abs_diff,y_abs_diff,z_abs_diff,mean_res_accel,x_tm_peaks,y_tm_peaks,z_tm_peaks,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,user
0,-0.01952743977349998,-0.005300740497000002,0.03523017058600005,2.1626895941942914,1.484071821215734,2.6229152672131915,1.7763568394002505e-17,1.7763568394002505e-17,1.7763568394002505e-17,3.315725691639672,25.0,2875.0,1175.0,4,11,21,31,41,51,22,13,5,1,2,1,1,17,77,58,28,11,4,1,1,4,19,25,45,58,31,5,8,4,14
1,-0.0027071569080000203,-0.026710935307000014,-0.09359349124749995,2.459722389527937,1.3723336299425635,2.80147522893312,1.8873791418627663e-17,1.8873791418627663e-17,1.8873791418627663e-17,3.6096914056130833,3475.0,25.0,3475.0,11,16,19,28,37,42,22,14,10,1,4,9,34,52,40,37,8,10,4,2,10,26,22,37,47,38,11,4,4,1,14
2,0.024035099093000008,0.03146217521299998,-0.006754095703499999,2.335935017064669,2.0512207262333386,3.1135808032346133,3.7747582837255325e-17,3.7747582837255325e-17,3.7747582837255325e-17,4.011318001470849,25.0,3350.0,4450.0,9,12,12,28,26,29,44,25,10,5,9,21,33,60,45,15,4,6,2,5,12,29,22,31,39,42,13,2,8,2,14
3,-0.03977845863599999,0.002321586995000016,0.05749731701350003,2.103138124668772,2.4760114668419937,3.0368190158821324,5.329070518200751e-17,5.329070518200751e-17,5.329070518200751e-17,3.9974759505971798,2200.0,4450.0,4425.0,7,4,11,18,21,26,32,47,27,7,13,29,34,64,29,11,3,7,7,3,7,28,26,31,41,45,5,4,7,6,14
4,-0.05969201269649993,-0.01893596988700003,0.025776871940499976,2.236430326761212,2.3417070446971864,2.9511179879636895,1.021405182655144e-16,1.021405182655144e-16,1.021405182655144e-16,3.968349719728414,3275.0,1125.0,4675.0,4,7,9,13,20,23,41,34,40,9,12,26,40,64,30,11,4,4,6,3,13,19,25,31,46,46,6,3,6,5,14
5,0.036871622787500016,-0.020625611089500024,-0.08241714104749999,2.2867879898862182,2.297378958714844,3.7664786503969965,1.1102230246251566e-17,1.1102230246251566e-17,1.1102230246251566e-17,4.306072625723865,1125.0,3700.0,3650.0,3,8,6,13,20,21,35,36,43,15,8,21,33,71,29,17,7,2,7,5,2,0,0,7,41,48,82,7,10,3,14
6,0.06679568056000003,0.019888862934000023,-0.04966393864100004,2.36461002772124,2.365566253747131,4.063340852576935,3.9968028886505634e-17,3.9968028886505634e-17,3.9968028886505634e-17,4.539640517663207,350.0,2250.0,2825.0,4,8,6,22,18,26,30,49,30,7,7,22,39,63,29,15,9,3,9,4,2,1,0,8,43,53,68,8,11,6,14
7,-0.030857943856999998,0.026821201072499964,0.0897551141990001,2.329283633349369,2.2773738561669954,3.3312374612988274,1.0560996521746802e-16,1.0560996521746802e-16,1.0560996521746802e-16,4.1573209894778556,350.0,3375.0,4275.0,4,8,10,26,15,31,30,47,24,5,18,31,36,52,28,14,2,6,3,10,1,1,5,34,37,62,37,10,9,4,14
8,0.020565411287000002,-0.05191329070149996,0.022283715848500023,2.1594227558673316,1.9183912304006991,2.7153386614357817,5.551115123125783e-19,5.551115123125783e-19,5.551115123125783e-19,3.5628331503061927,25.0,1100.0,525.0,8,13,17,19,42,46,42,10,1,2,19,34,50,42,28,14,1,5,3,4,1,2,25,22,33,69,33,7,2,6,14
9,0.0011664412174999849,0.003115331209999995,0.03178118789650004,2.3687952850212843,1.891991177429666,2.6577821313650047,2.6645352591003756e-17,2.6645352591003756e-17,2.6645352591003756e-17,3.62472472897862,25.0,2275.0,2900.0,9,12,15,18,33,38,58,14,1,2,6,10,26,66,42,31,7,4,2,6,25,15,32,38,64,15,3,0,5,3,14
