window,x_mean,y_mean,z_mean,x_std,y_std,z_std,x_abs_diff,y_abs_diff,z_abs_diff,mean_res_accel,x_tm_peaks,y_tm_peaks,z_tm_peaks,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,user
0,-0.08599911712599997,-0.020915963315999972,0.03207124788799998,2.450407140258135,1.7793295598482668,3.0656175397943772,6.106226635438361e-17,6.106226635438361e-17,6.106226635438361e-17,3.055795206321247,475.0,25.0,2450.0,6,4,5,7,27,94,40,9,2,6,2,2,5,10,32,95,34,10,6,4,2,2,16,103,59,11,3,1,1,2,22
1,-0.02088658988799999,-0.016179798279000006,0.03918677023799999,2.7405816185255754,1.4686136616483267,2.3113347531781607,6.661338147750939e-17,6.661338147750939e-17,6.661338147750939e-17,3.344923558999491,2900.0,4925.0,4325.0,5,4,9,9,20,36,67,31,12,7,3,13,24,57,41,28,22,6,4,2,5,9,12,31,54,50,16,11,6,6,22
2,0.063112437993,0.01730453336749999,-0.03539797642000001,3.1944244195911695,1.4070022623913767,2.4811994210684767,3.1086244689504386e-17,3.1086244689504386e-17,3.1086244689504386e-17,3.735866121836316,25.0,25.0,2025.0,8,6,13,16,21,40,63,17,14,2,5,22,27,34,36,33,13,16,7,7,5,17,24,34,69,29,9,4,5,4,22
3,0.08855380964150004,0.02196743086449996,-0.07690494860399996,3.3066560134450698,1.3677019365079381,2.547574265738173,1.0380585280245214e-16,1.0380585280245214e-16,1.0380585280245214e-16,3.8183978957072395,2425.0,3675.0,4450.0,7,7,10,21,18,40,60,19,14,4,6,19,39,44,40,19,14,10,6,3,9,30,19,58,48,18,6,3,2,7,22
4,0.04704839932200003,-0.04312501722950004,-0.08144607390500003,2.9578070746926737,1.671840882123882,2.5177980615147697,2.4980018054066023e-17,2.4980018054066023e-17,2.4980018054066023e-17,3.652213926201408,25.0,3775.0,4650.0,7,6,4,17,19,49,58,26,10,4,4,11,21,58,37,29,17,11,4,8,12,25,21,67,42,16,5,3,4,5,22
5,-0.03837653114700001,-0.05169748627749997,-0.005754789890999987,2.9462532922646507,1.875951327002604,2.6235025533595597,8.881784197001253e-18,8.881784197001253e-18,8.881784197001253e-18,3.7631437953812417,1175.0,3625.0,1075.0,2,6,3,13,19,28,60,45,19,5,9,14,30,42,31,28,19,11,6,10,11,26,25,71,40,13,2,2,7,3,22
6,-0.09142582514199996,0.02538019597700005,0.07607089767349988,3.423179875976972,1.7297271374453895,2.877847875106909,1.0658141036401502e-16,1.0658141036401502e-16,1.0658141036401502e-16,4.165782612619271,25.0,1200.0,2325.0,5,5,11,19,20,35,47,43,7,8,7,9,32,41,31,30,21,13,6,10,3,4,26,29,69,46,9,4,5,5,22
7,-0.00402196262399993,0.0027854856820000795,0.07625032652849993,3.4192399473582262,1.6353431226892925,2.7276458830772627,1.4876988529977099e-16,1.4876988529977099e-16,1.4876988529977099e-16,4.054879471242435,25.0,3750.0,2475.0,7,5,18,18,27,46,55,16,4,4,7,27,44,44,33,18,10,4,9,4,3,3,24,32,68,47,10,3,6,4,22
8,0.0884941268255,0.0065157490235000035,0.024353497340499974,3.425202788107636,1.6633123951272668,2.4069069681163784,4.884981308350689e-17,4.884981308350689e-17,4.884981308350689e-17,3.9497146790408975,25.0,4925.0,4900.0,9,12,15,21,34,51,36,15,3,4,3,15,42,48,39,21,12,10,7,3,5,14,32,28,75,26,9,2,5,4,22
9,0.04741494353000001,0.02370621292149995,-0.03415262578499995,3.458526973676106,1.8078338145324064,2.665709762780803,1.3322676295501878e-17,1.3322676295501878e-17,1.3322676295501878e-17,4.1513471661045065,25.0,3725.0,3650.0,9,9,16,16,22,43,55,17,10,3,5,13,37,32,37,30,15,16,12,3,5,6,31,21,70,44,10,4,6,3,22
10,0.011710174882500006,0.002370387111000005,0.005756465924000009,3.2045794094206084,1.8283487844000559,2.636126849673612,3.1086244689504386e-17,3.1086244689504386e-17,3.1086244689504386e-17,3.9534086818085292,2450.0,1375.0,4900.0,7,6,11,17,14,27,49,47,16,6,3,11,48,28,40,23,18,14,9,6,4,6,31,19,74,43,10,6,3,4,22
11,0.0030757701555000462,0.009006677233999975,-0.004644846151500018,2.9149153937191397,1.6644169070225718,2.265399359275541,8.881784197001253e-17,8.881784197001253e-17,8.881784197001253e-17,3.5468530733016417,25.0,2550.0,4900.0,4,6,7,20,18,32,51,43,15,4,23,37,33,30,32,10,17,6,6,6,2,4,28,26,57,56,13,6,5,3,22
12,-0.05898359476500003,-0.039267178814499995,0.020441316583999992,2.8326541427289627,1.608929390264681,2.298810102844226,6.661338147750939e-18,6.661338147750939e-18,6.661338147750939e-18,3.4892451912692746,2550.0,1275.0,3725.0,9,5,10,18,22,37,61,25,9,4,3,6,31,42,38,40,14,17,5,4,7,7,18,27,61,47,14,6,8,5,22
13,-0.02949522101449999,-0.024338521985999992,-0.04685713691800001,2.7307292343843548,1.6896431247682346,2.347909342854682,4.4408920985006264e-17,4.4408920985006264e-17,4.4408920985006264e-17,3.4394844382046834,25.0,1275.0,3875.0,8,5,6,21,19,42,63,24,9,3,4,4,28,46,43,39,21,7,7,1,8,5,21,25,56,52,14,8,7,4,22
14,0.037953495918999984,0.02068589385599995,-0.09665753102399996,2.6940859073566603,1.6144175271633632,2.320738191610111,1.1657341758564143e-17,1.1657341758564143e-17,1.1657341758564143e-17,3.317261813701533,1325.0,25.0,1025.0,7,6,4,24,16,49,65,14,9,6,2,7,15,51,52,40,21,3,6,3,6,6,30,22,69,42,12,5,4,4,22
15,-0.053248479067999954,0.06162441867250001,0.09781831214150001,2.9731906622521835,1.366143751197412,2.209595080956342,1.7763568394002505e-17,1.7763568394002505e-17,1.7763568394002505e-17,3.3327855399804314,25.0,1325.0,25.0,3,9,8,13,27,37,69,18,9,7,8,6,34,63,51,19,11,4,2,2,8,4,23,28,76,33,15,5,5,3,22
16,0.04604905954050001,0.018218626092500054,0.09427486527350006,2.862670506307039,1.480747733521967,2.1943329408628816,4.9404924595819467e-17,4.9404924595819467e-17,4.9404924595819467e-17,3.3603977163555747,4025.0,4150.0,4050.0,2,9,7,11,28,39,67,23,8,6,2,0,3,6,16,53,64,36,14,6,9,6,10,17,51,63,20,9,7,8,22
17,0.08830564066999996,-0.028176201319999993,-0.047160500575499975,2.5447447827029004,1.6029913879698314,2.1039058187053192,1.0380585280245214e-16,1.0380585280245214e-16,1.0380585280245214e-16,3.1952310743800596,1325.0,2675.0,1875.0,6,6,7,18,31,46,58,18,7,3,2,0,5,8,35,68,54,16,6,6,7,5,16,29,53,48,24,5,6,7,22
18,-0.06741303154299991,0.007146497437499986,-0.03809816366800001,2.6891218946317452,1.4697343164286993,2.0349092745298534,1.554312234475219e-16,1.554312234475219e-16,1.554312234475219e-16,3.178643350546444,1350.0,1325.0,4375.0,6,8,7,24,33,45,49,20,2,6,3,1,24,42,57,37,16,13,5,2,2,6,15,31,43,58,22,13,7,3,22
19,-0.016606653587000027,0.033965635318000016,-0.02071835765849999,2.656264686620041,1.4824597791025755,2.152503930701057,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,3.148919751197489,1350.0,4050.0,4075.0,6,7,8,15,29,51,55,21,3,5,2,4,42,65,41,23,12,6,4,1,3,8,16,21,42,71,14,11,9,5,22
