window,x_mean,y_mean,z_mean,x_std,y_std,z_std,x_abs_diff,y_abs_diff,z_abs_diff,mean_res_accel,x_tm_peaks,y_tm_peaks,z_tm_peaks,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,user
0,0.007953639060499985,-0.018087485333500006,0.16633767626499998,1.5699755496985492,1.5629394225964357,3.2880867054959264,1.3079815008865126e-17,1.3079815008865126e-17,1.3079815008865126e-17,3.255698111871766,3425.0,2275.0,1500.0,2,2,7,18,46,82,32,6,2,3,5,13,41,63,46,19,7,4,0,2,3,11,6,49,63,42,7,13,1,5,7
1,0.0030602044114999903,-0.0026582508789999826,0.014465287134999996,1.8975124822701421,1.4138461922731087,3.5957883052186546,8.354428260304302e-17,8.354428260304302e-17,8.354428260304302e-17,3.657502291907729,25.0,100.0,3750.0,3,8,13,38,68,53,11,3,1,2,4,7,24,47,52,39,20,3,2,2,6,12,13,41,50,53,7,12,2,4,7
2,-0.08036155897499998,-0.0012180764710000205,-0.08600654695799986,2.8787453373390828,1.8568916970949296,3.6324623635543256,5.523359547510154e-17,5.523359547510154e-17,5.523359547510154e-17,4.338099718135241,2075.0,25.0,3075.0,3,6,7,12,34,57,59,17,1,4,4,10,26,59,55,19,12,6,7,2,9,16,24,42,54,32,9,7,4,3,7
3,0.0366851269325,0.05672950971500006,-0.0002215287435000235,3.775715014229095,2.709828200616101,4.243620665656056,4.4408920985006264e-17,4.4408920985006264e-17,4.4408920985006264e-17,5.526837880949753,2050.0,3175.0,3650.0,4,9,5,18,22,34,54,38,9,7,2,9,30,65,54,10,14,7,7,2,13,13,21,47,62,22,7,5,5,5,7
4,0.13479677553749997,0.03852345173199995,-0.024699744822000012,3.908188085604129,2.976165066531971,4.46119098497508,8.881784197001253e-18,8.881784197001253e-18,8.881784197001253e-18,5.969908108466415,25.0,4175.0,1575.0,5,6,12,18,24,38,41,40,9,7,2,11,36,59,49,14,7,10,9,3,18,14,19,36,63,29,7,2,6,6,7
5,-0.054857298820499965,-0.12682800412649994,0.04832104155400007,4.013197133289444,2.7922142692848873,4.383993244562065,0.0,0.0,0.0,5.945376922855339,2050.0,3175.0,4050.0,10,8,13,17,28,25,56,35,1,7,26,27,51,46,20,9,2,8,3,8,19,18,14,33,64,29,8,4,4,7,7
6,-0.04741489757999995,0.037754794492499945,-0.06228112326800005,4.175168963504439,2.7988044534753502,4.321193909231986,1.1990408665951691e-16,1.1990408665951691e-16,1.1990408665951691e-16,5.94695938156987,1000.0,4175.0,3100.0,5,7,11,17,22,23,46,51,9,9,23,36,51,51,9,8,6,7,3,6,16,21,19,31,65,23,10,5,4,6,7
7,-0.0009222354409999633,-0.02168264375450011,-0.030646301689500003,4.205992299396745,2.7252659917982767,4.114680557407759,5.773159728050814e-17,5.773159728050814e-17,5.773159728050814e-17,5.745703625492414,2100.0,25.0,3775.0,6,10,6,21,21,29,59,36,5,7,9,21,42,66,23,13,10,11,2,3,13,22,20,41,63,24,5,5,1,6,7
8,0.04557287862250003,0.08046102393100003,-0.00047796857200003593,4.149512702209331,2.7621816482688346,4.344778576139538,1.0880185641326534e-16,1.0880185641326534e-16,1.0880185641326534e-16,5.8496777823318755,4150.0,4250.0,4300.0,9,11,11,27,19,52,52,10,5,4,8,10,16,39,52,25,22,12,11,5,18,19,21,45,59,18,6,3,5,6,7
9,-0.03094619449500004,0.006208108458500013,0.09015296642050004,4.238433019254696,2.811114329645018,4.134654820991964,9.769962616701378e-17,9.769962616701378e-17,9.769962616701378e-17,5.795920260892055,1025.0,2150.0,1650.0,6,13,8,24,16,50,59,14,4,6,9,11,19,36,45,34,19,11,10,6,15,15,15,46,66,25,5,2,6,5,7
10,-0.04054921535750004,-0.13435730137749996,0.029280717099499948,4.222207052724722,2.6423904527788067,4.190080181998205,8.659739592076221e-17,8.659739592076221e-17,8.659739592076221e-17,5.836655723757704,2050.0,4150.0,1075.0,7,10,5,25,19,33,48,41,7,5,6,14,21,32,57,32,14,7,8,9,20,11,15,36,68,25,12,3,3,7,7
11,0.15809553461550008,0.09318346265150015,-0.07733620276600002,4.031125426257501,2.6841656284687727,4.243729771275526,4.440892098500626e-18,4.440892098500626e-18,4.440892098500626e-18,5.829570501567599,1025.0,4250.0,4600.0,6,5,15,19,24,32,45,39,10,5,11,20,35,51,34,20,13,7,8,1,20,18,15,36,63,21,14,3,4,6,7
12,-0.04460692190450006,-0.081742825384,-0.08982397794699999,4.2300713819848035,2.6497381026845437,4.250019689434237,4.4408920985006264e-17,4.4408920985006264e-17,4.4408920985006264e-17,5.895837708602049,25.0,25.0,1925.0,10,4,18,16,24,28,54,35,6,5,10,16,38,45,42,21,13,9,5,1,18,22,15,35,62,27,9,2,4,6,7
13,-0.11145603236899985,0.02197598803250002,-0.03305247396599993,4.292177917066568,2.581410841491438,4.393828540282599,6.550315845288423e-17,6.550315845288423e-17,6.550315845288423e-17,6.020658556909402,2050.0,4250.0,200.0,10,5,18,16,28,36,48,30,4,5,3,19,23,35,47,33,11,10,12,7,18,21,16,41,51,29,10,3,4,7,7
14,-0.045366766497000006,0.02592858047899995,0.16504359249800007,4.2135308520736166,2.4901050550672625,4.204744203238397,1.0658141036401502e-16,1.0658141036401502e-16,1.0658141036401502e-16,5.785160205726483,2100.0,2225.0,2100.0,9,8,17,16,24,38,48,31,6,3,5,17,34,41,38,24,14,11,9,7,16,21,11,41,58,23,18,3,0,9,7
15,-0.04508463213349991,-0.10850992635299996,0.05461641430449998,4.112392264558545,2.4254409475851704,4.290748632246332,4.9404924595819467e-17,4.9404924595819467e-17,4.9404924595819467e-17,5.7407337269296566,1050.0,1150.0,2075.0,8,8,14,20,25,44,57,15,6,3,9,13,27,48,35,31,14,10,5,8,16,25,13,39,54,24,16,3,2,8,7
16,0.031322473490999946,0.1405682090050001,-0.08911733169550004,3.982863711510729,2.5927831155474723,4.411904337840322,1.3322676295501878e-17,1.3322676295501878e-17,1.3322676295501878e-17,5.779607144564326,1100.0,1100.0,3525.0,6,4,9,19,24,40,65,22,7,4,7,14,22,46,43,31,11,10,12,4,3,23,23,38,55,33,11,5,3,6,7
17,0.1412609521864999,0.05272553641450004,-0.005650237962499995,3.78608565808612,2.5042515635147344,4.102386578076518,1.1032841307212493e-16,1.1032841307212493e-16,1.1032841307212493e-16,5.361668723436922,3275.0,4450.0,4950.0,5,5,3,9,26,33,54,51,8,6,8,10,39,58,44,14,13,9,2,3,5,18,17,32,79,28,10,4,3,4,7
18,0.01010280338849999,-0.1433421570770001,0.019353504147499975,3.734988545075732,2.432068333713217,4.0108937682586445,2.886579864025407e-17,2.886579864025407e-17,2.886579864025407e-17,5.3077310341016775,3350.0,25.0,4025.0,6,6,9,13,24,39,61,33,6,3,11,13,43,59,38,14,10,7,3,2,18,18,16,41,61,29,6,3,4,4,7
19,-0.12896338748999994,-0.021903170260499972,-0.05289434300500008,3.6900872505371556,2.3543568163000765,4.109445896189546,1.1546319456101628e-16,1.1546319456101628e-16,1.1546319456101628e-16,5.323810125483894,1150.0,25.0,2225.0,8,9,12,23,36,47,50,8,4,3,8,10,11,47,47,32,16,12,8,9,19,19,20,48,50,24,7,3,7,3,7
20,0.11043176196450005,0.09742664569849993,-0.03737203613450007,3.3617535153478633,2.1754240049818994,3.764766788795921,3.4833247397614283e-17,3.4833247397614283e-17,3.4833247397614283e-17,4.9007390402661,1150.0,4675.0,4575.0,5,12,9,24,32,69,33,8,5,3,11,9,29,32,36,36,14,13,10,10,12,18,14,24,68,41,9,4,6,4,7
21,0.03454498498800002,0.07560007307700001,0.009963952499999961,3.471969266185044,2.269866918150649,3.544800325888554,5.551115123125783e-18,5.551115123125783e-18,5.551115123125783e-18,4.794826949542032,25.0,100.0,200.0,5,4,16,21,26,63,44,13,4,4,3,4,9,23,34,52,33,18,17,7,8,17,19,33,68,39,3,5,3,5,7
22,-0.008458881218999967,-0.030868070732999967,0.02255916955199994,3.946783136760332,2.2175727646176164,3.5552988967350356,1.7763568394002505e-17,1.7763568394002505e-17,1.7763568394002505e-17,4.934878173745173,1125.0,2375.0,3400.0,7,5,23,18,32,58,44,3,6,4,3,5,11,17,34,62,30,16,16,6,14,13,23,47,57,32,1,4,3,6,7
23,-0.0689070017655,-0.11267355815799995,0.06066982579199997,4.198682701168995,2.13838688669506,3.479138256242683,2.6090241078691177e-17,2.6090241078691177e-17,2.6090241078691177e-17,5.025448443660125,1125.0,3525.0,4100.0,9,6,18,20,33,48,51,4,6,5,3,15,14,19,47,52,19,15,9,7,15,16,22,46,58,29,2,3,4,5,7
24,-0.042494638423000025,-0.050237439481500036,-0.11379034453100001,4.079210877789426,2.225904128472807,3.587919771095454,5.2180482157382354e-17,5.2180482157382354e-17,5.2180482157382354e-17,5.075375167094309,3475.0,1275.0,4150.0,8,7,16,20,31,57,42,9,6,4,3,14,22,31,56,36,18,9,8,3,18,24,19,57,44,19,7,3,1,8,7
25,-0.01720099555800003,0.045976584232999995,-0.01343284838100002,4.093744578426045,2.0976681328119002,3.6408135962683277,5.329070518200751e-17,5.329070518200751e-17,5.329070518200751e-17,5.0323862337948855,1150.0,2400.0,2275.0,9,10,15,17,32,58,41,8,5,5,3,14,19,29,59,41,18,7,7,3,19,27,20,64,31,19,7,3,1,9,7
26,0.020720391297000054,0.051983913417500006,0.10541570350299995,4.202480855830107,1.8920243958737415,3.4088846988585604,7.993605777301127e-17,7.993605777301127e-17,7.993605777301127e-17,4.860362316241733,1150.0,3625.0,4700.0,6,9,16,15,37,47,49,10,3,8,2,6,11,17,37,54,34,15,17,7,15,17,24,49,57,19,5,3,2,9,7
27,0.12190512739400015,0.11433407689099999,-0.04416723414149999,4.073494822595958,2.029812415778277,3.3742207998364098,6.217248937900877e-17,6.217248937900877e-17,6.217248937900877e-17,4.884154711328194,1150.0,4850.0,1350.0,6,6,15,16,33,48,36,28,4,8,2,5,13,21,45,54,18,21,12,9,20,16,29,64,45,12,4,2,4,4,7
28,-0.06328065020000001,0.018701268847999983,-0.0033483729040000272,3.9007221736704407,2.127975768052451,3.388249132811809,1.5543122344752193e-17,1.5543122344752193e-17,1.5543122344752193e-17,4.820181530626066,3600.0,2525.0,4900.0,5,9,18,21,31,54,34,18,4,6,3,14,14,43,57,33,15,11,9,1,18,19,29,59,50,13,0,4,4,4,7
29,-0.023210585728000104,-0.08454136160349991,0.0046671217364999615,3.9041475281086324,2.0134159173312445,3.456216054932265,4.884981308350689e-17,4.884981308350689e-17,4.884981308350689e-17,4.792081906842132,1125.0,3625.0,4325.0,3,8,12,18,23,59,50,17,4,6,13,13,26,50,47,30,6,9,3,3,7,15,22,30,73,35,6,3,3,6,7
30,0.08078815981950002,-0.020471067142500007,0.03645744656599999,3.996777765583211,1.9061261176929882,3.44822568427245,1.2823075934420558e-16,1.2823075934420558e-16,1.2823075934420558e-16,4.820951917646609,3500.0,3600.0,4100.0,5,6,14,18,21,60,46,20,4,6,13,13,32,47,47,27,8,6,4,3,9,14,23,31,78,29,4,3,5,4,7
31,-0.05274183709299999,-0.07011382999149991,0.055400066835,3.9625767085113788,2.1529931599339345,3.329066013430202,1.0658141036401502e-16,1.0658141036401502e-16,1.0658141036401502e-16,4.8690822804981675,25.0,150.0,4125.0,6,8,14,19,29,53,45,16,5,5,2,0,13,20,44,54,39,13,10,5,10,20,23,51,59,22,5,1,7,2,7
32,-0.052620648300500006,-0.05496091288199995,-0.17685082055949997,3.987136318657067,2.348373278468355,3.690811104651431,3.3306690738754695e-17,3.3306690738754695e-17,3.3306690738754695e-17,5.192964043066395,1150.0,800.0,50.0,6,8,15,19,23,50,46,23,4,6,3,4,19,23,42,60,27,12,6,4,14,21,22,35,63,28,5,3,3,6,7
33,0.09358760854700007,0.048196650077,-0.011759476415500014,4.144758948281018,2.1210066530177722,3.9067755981365724,3.1086244689504386e-17,3.1086244689504386e-17,3.1086244689504386e-17,5.250288830232205,1150.0,25.0,4575.0,7,6,21,13,42,46,43,9,8,5,1,4,15,20,56,56,31,8,6,3,10,16,17,35,65,36,4,4,6,7,7
