1,22,3,27,rv_max,y_std,z_rms,7,6,19,y_rms,5,z_min,x_min,rv_signal_changes,rv_rms,11,13,y_max,z_max,y_mean,21,39,16,9,8,z_signal_changes,x_signal_changes,38,37,2,x_max
16,12,12,4,10.742810523711752,1.8413598140909653,4.869616238178461,37,24,3,1.6956334971701668,30,-7.43681407924775,-6.696693250124108,0,10.74686033510921,41,44,6.11228722626197,9.53394900635225,0.0257104918509701,16,4,13,8,19,30,31,4,4,15,5.472906676075891
9,14,14,2,10.742810523711752,2.050442959680385,5.239635843513697,33,27,4,2.10365297209224,22,-7.43681407924775,-6.696693250124108,0,11.81877677061476,17,56,7.06591317246197,9.594653412052253,0.0546773562054701,14,6,7,19,31,28,31,3,7,15,4.613459760175892
4,14,16,3,10.654485110594438,1.921193510867773,5.2555797359907945,39,30,2,1.846424539828904,32,-6.796491003747749,-6.5116087514241086,0,10.507305603815512,20,65,7.06591317246197,9.594653412052253,-0.0431807070040298,14,3,8,5,23,28,31,2,8,19,5.234643614975892
5,14,24,2,11.036109640249602,1.909997344514181,6.051959812616498,30,38,4,1.8317376052552368,37,-7.85735298884775,-6.4729434382241084,0,10.738983754279833,29,44,6.1106226483619706,10.386053419752251,-0.1240377138585298,20,3,5,4,20,33,33,2,9,12,5.234643614975892
9,14,12,1,11.036109640249602,2.057129973299515,6.385306181407258,35,32,4,2.117781106408424,22,-7.85735298884775,-7.569983474524109,0,11.907146048049714,32,40,6.1106226483619706,10.386053419752251,0.0614693888824701,13,3,7,17,37,36,35,3,14,6,4.437388607475892
13,14,11,6,10.10065461615324,1.9687796050092563,6.163491460170615,37,24,9,1.9466368219845456,25,-8.10358256724775,-7.569983474524109,0,11.987065741460894,30,38,5.488203798861971,9.74207586575225,0.1310744478099701,13,4,5,26,36,34,29,7,14,5,4.272272057575892
11,12,9,4,10.10065461615324,1.9828519360765977,6.034519446868061,32,29,8,1.9660418126187211,28,-8.10358256724775,-7.515895678224108,0,12.01441711898799,24,52,6.149440810761971,9.74207586575225,0.0195403386544701,13,5,8,28,33,32,28,4,16,8,4.239425040475892
12,13,12,4,10.742536272436466,2.0350237321729714,5.731687463253461,32,31,8,2.071167002985394,24,-8.91473168804775,-7.142327801424108,0,11.78916375443933,25,51,6.149440810761971,9.30192695665225,-0.0318184767640298,20,1,9,18,34,34,30,5,8,7,4.551692130775892
10,12,13,7,10.742536272436466,2.119380966053606,6.002708114080648,36,35,8,2.2489084456306347,22,-8.91473168804775,-7.142327801424108,0,11.826385294481202,37,43,6.33814588506197,9.72993063105225,-0.0777252339395298,22,3,4,8,39,29,32,4,6,9,4.551692130775892
6,14,19,6,10.14346850329891,2.0329769864850538,5.660565941289092,35,37,7,2.066936794755245,24,-7.83549299674775,-7.0279092314241085,0,11.234831298729384,37,42,6.33814588506197,9.72993063105225,-0.0296337971350298,19,6,7,4,29,29,31,3,8,15,5.175115868975892
10,10,25,3,11.337150162294586,2.025645162929333,5.175852964649371,26,40,4,2.05162212970655,36,-7.10648422214775,-7.002533920324108,0,11.48604573621596,21,38,6.1333218486619705,10.07470307525225,0.0024358395049701,22,2,14,2,4,30,29,5,2,17,7.355746445575892
9,17,29,7,11.337150162294586,1.979195287537648,4.726390978060397,13,42,4,1.9589219700982128,41,-8.29272028904775,-7.002533920324108,0,9.99713153397821,21,50,6.38599408756197,10.07470307525225,0.0250988841424701,18,2,9,2,2,36,35,4,2,13,7.355746445575892
4,16,10,6,9.673231463859718,1.8690196577383709,3.427718510745902,40,39,3,1.7475388172452633,45,-8.29272028904775,-6.6346516104241084,0,7.230204406184706,21,64,7.18841874986197,8.96718383435225,0.0429319633614701,6,4,9,7,11,39,36,1,6,8,4.632131193275892
3,18,10,2,9.673231463859718,1.8350760137483133,3.0725809556799515,40,43,2,1.6837699238221528,37,-6.676553511647749,-7.351351112424108,0,7.309593544761213,33,44,7.18841874986197,8.99313280085225,0.0059892745724701,12,2,9,10,19,38,31,2,6,5,4.632131193275892
13,20,18,2,11.056876892236229,1.9756968281044849,4.244430492960015,28,34,1,1.9517796770884923,30,-6.86764470044775,-7.351351112424108,0,9.971378436884136,43,49,8.85044065456197,9.53619435325225,-0.0134683924380298,15,2,5,10,32,38,29,5,2,5,5.069908265675892
8,14,10,2,11.056876892236229,2.020336757893683,4.668217822795804,32,35,1,2.041113635400285,31,-6.86764470044775,-6.283594484024109,0,10.57223796363,42,43,8.85044065456197,9.53619435325225,-0.0216022106325298,22,3,7,4,13,38,34,6,2,27,5.962529436375892
9,10,20,4,10.088655309022824,1.7900690687323937,4.133160759292576,24,34,6,1.603063860703374,42,-6.5628280701477495,-5.783521274624109,0,8.488417037450102,17,39,5.14116535886197,8.34827368095225,-0.0421953856990298,20,3,15,2,5,38,39,3,4,26,5.962529436375892
6,12,16,5,9.232914241948396,1.7127694910634634,4.537564371545568,30,32,4,1.4682013058736558,25,-6.18592668184775,-6.164500945324108,0,8.643430382111536,16,43,5.14116535886197,8.88816997825225,-0.0531345671810299,16,7,7,18,36,39,32,2,7,13,3.755371818475892
11,14,16,6,9.744557249914608,1.7829849373871234,4.617507787419299,27,32,5,1.5906878188095328,24,-6.3771470783477495,-6.164500945324108,0,9.37792673612553,25,39,5.3083910777619705,9.11477913155225,0.0483771709559701,14,5,11,19,29,34,31,2,6,14,4.249229271175892
13,13,14,5,10.45520167040204,2.109915679961781,4.631113124933978,23,24,6,2.2348648071593904,27,-6.75283177334775,-6.047817250824108,0,10.599975116828055,17,46,6.204394368861971,9.122951266152253,0.1341097974429701,12,5,7,23,37,31,32,1,5,12,4.249229271175892
