5,34,13,16,y_signal_changes,23,36,15,21,39,37,38,6,30,28,25,rv_rms,22,27,29,35,17,y_rms,24,rv_max,32,7,33,31,10,3,12
78,14,15,23,47,73,8,82,21,2,3,2,31,45,2,10,17.406545643948164,38,4,1,13,13,2.047952696448707,31,17.51571498626172,42,16,31,40,2,13,10
45,22,42,12,38,36,7,32,14,2,13,6,38,22,9,31,21.38480702938465,17,6,4,20,7,2.332838236846253,62,14.787274456048308,36,14,33,39,3,22,22
43,23,34,7,34,29,4,7,12,2,12,8,43,33,2,27,20.32722675834765,20,4,6,15,6,1.9670398237000024,81,14.787274456048308,31,11,30,42,17,22,68
46,19,31,4,38,44,7,10,14,7,8,8,39,34,3,27,20.049727512606708,22,5,7,18,6,1.962512530316044,56,14.089686655043904,35,17,24,40,11,22,76
42,18,58,8,36,17,9,18,14,4,13,11,45,18,6,46,20.874240652133075,23,2,7,20,7,2.6019129417570794,67,13.766914015307398,30,24,33,44,3,20,40
44,22,42,11,35,18,5,16,11,4,12,11,40,19,2,43,19.243756998126592,20,3,7,17,8,3.047871364737499,80,13.563017462353706,31,30,36,43,4,21,50
50,20,36,12,33,43,7,16,11,6,9,9,36,29,1,31,18.08459073825161,18,4,7,15,6,2.197576271760428,71,13.536107418482818,37,29,31,37,7,23,50
49,22,41,10,34,34,11,9,17,4,10,8,48,32,3,37,17.86231824354499,20,3,6,10,4,1.910601741264809,65,13.536107418482818,35,25,31,37,14,23,52
54,22,55,15,31,26,9,32,19,9,7,9,49,27,3,37,19.1961140038976,18,2,9,24,10,2.401718165868957,68,12.995618613745943,28,18,25,40,2,21,13
50,23,47,28,32,23,15,28,11,3,12,4,41,35,9,42,22.165901200205035,12,5,2,11,13,2.643210879539146,81,15.6005143764184,32,22,27,38,1,20,10
43,20,43,27,39,24,18,21,8,3,6,3,43,29,4,50,20.413438124231284,14,7,3,10,8,2.460478987912377,79,15.6005143764184,39,33,33,39,6,22,28
39,37,40,23,39,54,8,32,15,3,12,3,33,14,6,22,17.93578885384268,20,2,3,17,20,2.5433910195114167,62,13.538605720682524,38,30,34,34,5,21,19
38,27,39,9,35,59,15,16,16,4,10,3,32,17,6,22,19.06534608944996,23,3,4,19,9,3.43945774849695,44,13.538605720682524,41,23,29,35,8,25,57
43,19,62,17,34,28,14,23,9,5,12,5,33,21,9,43,19.01713917251702,16,3,3,23,2,3.5497009226281397,76,13.289568831721947,36,19,26,39,3,27,27
37,19,44,19,34,33,10,35,6,4,12,2,44,16,7,49,16.658112969691828,16,3,2,13,1,2.5766436589817774,70,13.289568831721947,44,25,35,45,4,19,34
45,21,32,37,35,49,8,36,12,3,8,5,34,13,3,25,16.303094033544625,21,4,5,14,18,2.371915260462978,66,13.058716161172027,43,24,36,49,4,19,28
45,25,37,32,39,47,7,26,13,2,8,4,31,24,7,16,17.517141685488212,21,3,4,17,14,2.291095453361065,68,14.375220940342537,44,20,23,46,4,27,27
47,21,64,10,36,31,13,22,12,2,12,5,33,15,7,34,18.925380362432804,11,4,5,17,10,2.801558378457654,82,14.375220940342537,43,14,28,44,4,36,38
45,20,54,10,31,22,19,24,13,3,13,6,45,7,5,42,20.516971267900853,11,6,4,20,8,3.056536177044452,81,13.97472730190814,48,12,24,40,7,26,30
32,19,38,21,32,22,18,24,11,6,10,9,49,24,2,42,19.4248148053492,7,5,7,14,11,2.0852793999242656,83,13.036726824106855,38,29,18,44,7,23,29
47,18,61,4,34,33,8,19,11,4,12,10,36,35,5,35,19.162791821777827,15,4,5,21,8,1.9278957783726025,74,13.433653261654444,27,20,20,45,2,19,42
49,23,51,8,36,39,16,20,13,4,10,3,44,25,6,28,20.37624872879434,16,5,4,17,6,2.2012289202942843,69,14.480785957736044,28,23,27,47,3,18,38
