z_min,16,3,rv_max,x_std,y_max,7,x_rms,11,6,y_min,1,25,z_std,2,0,z_mean,rv_std,x_signal_changes,29,14,y_rms,8,y_signal_changes,y_std,z_rms,z_max,13,26,31,5,34
-5.24695644524775,9,19,8.010844853171603,1.1775270857909266,3.92384749856197,36,0.6932879930409819,22,44,-2.22571893573803,13,39,2.521554725190147,6,6,-0.0054999629387495,1.4297399196602474,31,5,36,0.6306770756032921,24,42,1.1225561756609048,3.1791342408605443,8.00770648635225,60,3,56,27,19
-5.37518521824775,9,14,8.010844853171603,1.2431089742994776,3.92384749856197,34,0.7726631399423606,22,46,-2.22571893573803,11,51,2.549638602783299,14,5,0.0894745210787504,1.4302143871900137,29,5,39,0.6192551069383723,21,36,1.1128731930339084,3.254331347362522,8.00770648635225,60,3,45,28,20
-5.417036348447749,8,13,7.353601368608066,1.3055461647856033,3.64617271636197,34,0.8523284507808442,19,43,-2.21708414953803,12,53,2.5693609361217358,14,8,-0.0181818089942496,1.389640442665117,28,7,54,0.5371095560363908,19,37,1.0364272438918076,3.300973099123329,7.34173833745225,54,9,29,29,31
-5.417036348447749,9,15,8.424813771443382,1.2876643250541062,3.70925314826197,37,0.8290970504611831,16,43,-2.21708414953803,6,39,2.674147980334197,11,12,-0.0715980685142495,1.4224981854593823,30,5,46,0.5421790920716714,4,42,1.041077728868442,3.578096852070223,8.40931489005225,59,2,53,30,17
-5.1351527894477496,8,23,8.424813771443382,1.6137753410892102,3.70925314826197,6,1.3025428753110997,25,40,-2.01435383213803,13,30,2.590515014716101,19,9,0.0649121886307503,1.4473720112406343,28,3,23,0.5548477397428971,4,39,1.0534076768213103,3.3574908168512025,8.40931489005225,63,0,41,40,26
-5.708401070947749,9,29,8.050628661549071,1.83757661186071,3.69100074866197,23,1.688350115509534,38,40,-1.72724977503803,11,51,2.5186675985279665,15,3,-0.0099769525717496,1.4411935456507248,26,4,25,0.5177763163527576,7,38,1.016702860542856,3.171893005728629,7.977974561352251,43,7,40,35,34
-5.708401070947749,4,22,8.050628661549071,1.7001143559334495,4.40343195386197,26,1.4452832677614,37,40,-2.11138521283803,9,46,2.5173274021830245,7,2,-0.0521142066712495,1.441416323584915,26,5,31,0.6388771274115004,25,35,1.1302574096978502,3.169826570159255,7.991563492752251,48,6,55,30,33
-4.010309619247749,3,26,8.0135779968839,1.580403174194276,4.40343195386197,36,1.2495714051674898,38,38,-2.11138521283803,7,12,2.3696358307791514,10,5,0.0396020028537504,1.3421549914983466,26,4,30,0.7239738167074122,18,32,1.203060154724378,2.8083711445712147,7.991563492752251,45,0,54,32,27
-5.4601837446477495,4,26,7.984527400672574,1.6832671921170244,4.38408741036197,37,1.4186728561586075,52,39,-1.77459758863803,11,48,2.453317993951591,13,6,0.0631843899562503,1.3190492089054089,26,4,17,0.5961022995595602,17,32,1.090829553652599,3.011380723290401,7.93088663885225,53,7,49,29,28
-5.4601837446477495,4,26,7.984527400672574,1.7239067923012728,4.51727888066197,35,1.4861118711429884,38,37,-1.85009721613803,11,38,2.6085744114392178,13,10,-0.0923412417602495,1.3869608630359074,28,5,19,0.6127540903570381,18,34,1.1070169798268092,3.40659368247264,7.93088663885225,52,10,38,26,33
-4.80969358294775,4,19,7.889185469852856,1.6310498045333304,4.51727888066197,40,1.332027305078806,36,34,-1.88930402963803,5,34,2.733142327539164,14,8,-0.0200414192557496,1.4348877153631134,30,6,18,0.7107303846061144,23,33,1.192194202358982,3.735234320535992,7.88409183455225,45,9,23,27,38
-4.759843697547749,9,22,8.310387992342635,1.6492284176516006,4.64323854826197,30,1.36037104919078,44,45,-1.97060613983803,5,28,2.729499798173861,15,8,0.0568775503382503,1.4728907393932509,30,4,20,0.8252263064289334,15,33,1.2835722805630878,3.726702101981814,8.25820362795225,45,6,25,34,38
-4.951723853347749,8,23,8.310387992342635,1.6961699319065684,4.64323854826197,30,1.4390972622728169,35,39,-2.05081900713803,9,28,2.55188859695582,16,5,-0.0475737761242496,1.4419858177906917,27,5,20,0.7554830975114325,16,34,1.2281653752683934,3.257199337723936,8.25820362795225,54,4,40,28,40
-4.951723853347749,3,20,7.9813168422152945,1.6882396827197268,4.19127132906197,33,1.4251543843724233,28,31,-2.05081900713803,10,35,2.4377216385577545,17,6,0.0057462533992503,1.3479159673852492,25,5,23,0.505873803491543,25,32,1.0049347856785882,2.971259903260416,7.931883182552251,67,4,30,25,33
-6.40101683184775,14,23,7.602941842899812,1.7156455884131414,4.2510522152619705,31,1.472645309999136,2,41,-4.01832177723803,9,34,2.4195590680302663,21,9,0.0804048455627503,1.3454360691873042,27,5,60,0.6956011425176349,2,30,1.179377638874636,2.9303655114387293,7.506608547952251,37,32,26,38,34
-6.40101683184775,19,29,7.602941842899812,1.6041725705611374,4.2510522152619705,17,1.287957840594868,2,42,-4.01832177723803,9,41,2.1887485880602453,24,5,0.0569566443597503,1.2571089294505715,27,3,56,0.6730217610894208,2,37,1.1601135753132616,2.39693222053622,7.506608547952251,38,22,35,46,25
-4.96119424394775,13,22,6.768906230144654,1.2504174455675885,4.22352118666197,11,0.7822447624997545,20,37,-2.34060670123803,15,43,2.057402374555482,23,4,-0.0407641846002497,1.0940329091575036,31,2,25,0.5406360064490948,0,40,1.0398420809774631,2.11728312478633,6.751446360052251,77,10,43,47,26
-5.27495054644775,10,22,8.02854006584945,1.161204685105688,4.22352118666197,5,0.6744479329382149,21,36,-2.34060670123803,14,30,2.346981391540208,17,8,-0.1201276856382496,1.2860096749833254,34,4,26,0.7094462995145595,2,33,1.190333738110272,2.761376156546406,7.991593418252251,65,5,53,45,15
-5.363540670547749,15,28,8.198250030603003,1.315829188758687,4.0306982301619705,17,0.8657032656955501,13,44,-3.03374141623803,13,29,2.748180963991629,14,3,0.0118326040422504,1.5462351081792296,29,5,48,0.6993974257056637,3,33,1.1821514375412965,3.776319310682189,8.16552827525225,52,7,37,33,34
-5.363540670547749,20,24,8.198250030603003,1.375443004628635,4.0306982301619705,30,0.9464376202814117,6,34,-3.03374141623803,8,33,2.779852592830427,13,6,0.0773188984612503,1.530523788683504,28,5,53,0.6621369586727943,6,39,1.1498004536778488,3.8667793249626543,8.16552827525225,55,8,39,31,28
-4.8482459531477495,16,22,8.414130385240238,1.3308122865015002,3.74048464606197,36,0.8855566640209163,10,29,-2.73444156283803,8,25,2.5778810440663307,15,8,-0.0456570317872496,1.4123509161162004,28,5,56,0.5980045505375504,6,44,1.092996889961197,3.3237776209540666,8.41208151625225,56,2,61,41,12
-4.94781669624775,10,10,8.414130385240238,1.1744815082199564,3.74048464606197,37,0.689816254154269,9,46,-2.73444156283803,10,20,2.496998862669733,13,4,-0.0219764151077495,1.3901828469429147,27,4,69,0.4945073499258076,31,44,0.9944158387542704,3.1177431414974643,8.41208151625225,50,5,59,21,17
-4.94781669624775,12,9,8.09495728063832,1.148179826481823,3.55821931316197,36,0.6591670363752352,16,41,-2.3412817650380298,7,37,2.4910763682044603,11,2,0.0771810677252504,1.3314061319895931,28,2,54,0.4959995139764795,48,43,0.9959809909795836,3.10570919472097,8.091957392752251,58,4,52,15,18
-4.778319035547749,11,8,8.949991726542482,1.2364757588791366,3.65204828176197,30,0.7646133082528758,17,47,-2.21294914323803,9,17,2.654028115742766,9,5,-0.0032407781997496,1.4300514981196149,34,3,31,0.5599875673942228,34,43,1.058286639273359,3.521937870898218,8.91504189525225,71,2,58,31,21
-4.78423854844775,13,8,8.949991726542482,1.243329986157503,3.65204828176197,26,0.7730173842246809,23,39,-2.1148383643380297,9,8,2.728729979700133,12,5,-0.0468108200177495,1.4821951661857375,37,4,23,0.5348647948456972,30,45,1.0340224219413447,3.7240792774925087,8.91504189525225,74,1,61,37,19
-6.51157896754775,9,16,8.040731587581883,1.2242528430320971,4.42970812626197,28,0.74990354083927,27,31,-2.1148383643380297,13,49,2.7132640728807558,8,11,-0.0002180285762495,1.4856684036240726,34,6,14,0.6235162894305245,14,41,1.1161855944230852,3.680900988360962,8.036912239952251,58,9,51,41,29
-6.51157896754775,5,17,8.040731587581883,1.3125802629566368,4.42970812626197,26,0.8614527891304316,25,40,-2.08955947643803,14,44,2.579208732469953,10,7,-0.0341848011952495,1.4215354580407005,29,5,16,0.6623346940134944,17,39,1.1506176762359857,3.3267431431410115,8.036912239952251,58,11,46,40,24
-5.56711801614775,4,15,7.514971317310593,1.4488857650926923,4.6581707128619705,45,1.0515817220195267,22,44,-2.50586449663803,4,47,2.538716760347254,10,2,0.0869454839157503,1.3725382717067425,26,5,21,0.76729681833301,24,40,1.2381261360438875,3.226321153220703,7.47027371435225,61,14,33,24,29
-7.087394904347749,6,13,8.346900253722438,1.4100465292915991,4.6581707128619705,53,0.9941897118779224,23,46,-2.50586449663803,3,49,2.7882030054182034,12,2,-0.0520552327722496,1.476099465658752,30,4,19,0.7841757000785203,25,39,1.252272474548047,3.888392873341037,8.34451250695225,61,19,44,21,30
-7.087394904347749,11,13,8.346900253722438,1.3661475271477137,2.88415465536197,33,0.9333898207258564,17,31,-2.53648686643803,12,47,2.779266612730989,10,11,-0.0432220007697495,1.462625060841432,32,3,63,0.5940826709127873,26,41,1.089889773593447,3.863095522995863,8.34451250695225,37,17,44,31,28
-5.873612177547749,17,18,7.695465768889694,1.580112262532466,3.57924560966197,34,1.2485681310412031,18,38,-2.53648686643803,9,51,2.6174484359123715,14,6,0.0700076372892503,1.3989683215455606,28,4,48,0.6422007330990344,25,38,1.132514004031671,3.4279686919694723,7.65273684665225,50,12,41,27,33
-5.2114057413477495,8,22,7.600717921753543,1.7234766949719609,3.86848728866197,35,1.4851939575757331,18,34,-2.09322264993803,10,43,2.489700028913377,15,8,-0.0478151076082496,1.3672293681470014,26,5,30,0.6773734000283933,7,30,1.1637614797629263,3.100446259243428,7.577296100952251,53,7,36,40,30
-5.65682478684775,6,26,7.181759094182674,1.6870826191555957,4.17017251786197,36,1.4231424127499606,23,35,-2.17004914903803,6,50,2.428559319186624,16,8,0.0237524798402503,1.3425832612019175,26,8,29,0.5933318074049669,9,36,1.088683027940317,2.949232273553381,7.177492976752251,66,9,36,33,31
-5.65682478684775,4,25,7.273985691098949,1.7389658969047157,4.522722108761971,41,1.5124802685444747,29,30,-2.25209519523803,10,55,2.5088309062949685,15,4,0.0741700219942503,1.3789617481149663,28,8,23,0.5975905734794474,4,40,1.0931728501706657,3.1498668542717336,7.27030532305225,70,9,35,35,34
-5.160974605647749,4,31,7.758538076323568,1.819452925532982,5.047693796061971,35,1.6558404433705587,24,33,-2.51045550993803,9,45,2.576998449051873,12,6,-0.0899609637422496,1.4033313070143576,28,5,20,0.7989519190057159,9,34,1.2640656013779277,3.324506990706595,7.74941465585225,74,4,24,33,38
-4.88445926884775,6,36,8.679365509077266,1.886740145996552,5.047693796061971,9,1.7818964430123558,23,36,-2.51045550993803,8,20,2.700143496633062,22,11,-4.263921124962544e-05,1.4845894143664506,26,4,22,0.8799412694349442,0,30,1.3266025065637297,3.645387452113962,8.61713072475225,58,2,31,43,34
