25,11,0,21,30,y_max,19,31,27,2,12,y_signal_changes,rv_rms,26,24,32,7,13,29,6,17,3,5,8,23,33,16,4,34,37,15,28
2,7,2,8,126,2.3200775349619702,3,39,0,5,9,49,4.101611034867092,1,22,11,5,12,3,8,9,18,53,0,140,11,13,106,6,0,68,2
9,5,2,18,51,3.2125430769619703,2,74,0,17,16,41,6.097915464606047,2,38,42,7,19,3,20,27,34,55,1,86,15,31,56,10,0,51,2
14,5,8,21,32,3.2125430769619703,4,41,4,16,6,39,6.1415416420213536,5,39,41,20,14,2,37,34,17,44,10,66,40,54,32,23,5,59,2
9,3,12,20,31,3.24415381236197,10,27,6,13,5,43,7.511731735364273,3,32,43,33,7,2,32,34,22,31,15,85,40,72,21,30,8,37,3
7,2,6,24,24,3.24415381236197,12,31,4,13,4,41,8.218004990220651,2,31,38,31,7,2,40,51,15,27,22,89,38,47,22,33,6,41,4
6,4,7,26,22,2.56444548206197,12,38,3,20,4,40,8.97063059274822,0,29,31,26,5,3,45,48,15,34,11,95,36,34,21,32,8,32,5
7,2,8,21,22,3.35617698226197,4,40,3,23,5,39,9.553660634683842,3,26,32,27,7,4,46,34,15,30,3,92,31,49,27,28,12,42,3
10,3,9,23,17,3.35617698226197,8,38,2,22,5,41,10.620119475586922,5,33,25,33,1,7,36,45,15,30,9,79,33,66,23,31,6,36,1
8,3,12,24,14,3.24882602966197,7,34,3,15,4,40,10.319570772048383,4,44,25,29,2,6,31,50,16,20,27,65,36,66,17,37,6,33,2
11,2,9,19,21,3.78504818106197,5,32,5,15,7,39,9.51442837656072,3,35,27,30,12,3,32,26,15,22,25,71,28,50,22,51,6,46,5
5,4,3,27,20,3.78504818106197,2,40,5,19,8,43,9.479272363358854,3,20,24,27,7,4,33,21,18,24,30,72,48,52,19,34,1,55,3
12,1,3,25,27,2.73887279266197,12,35,5,19,3,40,9.71109138146308,1,43,26,30,7,7,30,52,17,41,11,76,45,66,24,34,2,23,2
15,2,3,26,41,2.73870703186197,14,21,3,18,1,35,9.667522461261502,2,45,32,21,7,4,39,49,16,40,9,77,30,57,26,41,5,23,5
3,1,7,17,32,2.71403609186197,10,34,4,20,4,43,9.97701498293678,1,22,37,22,4,4,39,45,14,37,13,96,26,61,22,37,5,24,3
7,4,5,25,31,3.88088669006197,4,32,2,17,4,44,9.971433174621565,3,31,35,28,12,5,42,35,19,28,15,92,38,56,17,35,2,48,1
9,1,5,30,29,3.88088669006197,4,30,2,19,7,42,9.166733103048063,4,32,32,32,8,5,43,32,18,33,12,91,45,49,16,32,1,58,1
11,1,2,25,26,3.21164176646197,2,27,2,10,5,40,8.691459433594376,4,25,26,37,3,6,26,44,25,13,43,90,35,60,11,47,2,47,2
11,5,2,24,26,3.21164176646197,3,36,2,9,2,42,7.956971396988523,5,27,22,44,3,5,33,40,24,10,37,91,28,52,14,52,1,51,3
11,6,10,17,47,4.2140089754619705,3,38,1,19,0,37,5.986183915712706,5,31,18,21,14,4,40,18,15,38,21,97,33,40,12,31,2,66,2
11,3,6,18,46,4.2140089754619705,3,33,2,18,2,35,6.429578949667041,2,30,26,22,8,5,43,16,17,28,28,92,38,62,18,30,0,66,1
10,3,5,25,29,2.92625150526197,12,31,5,20,2,42,9.369519505646627,1,21,39,33,6,4,40,49,20,35,9,86,35,58,22,37,5,30,4
9,3,5,27,31,3.03232110896197,12,38,7,19,5,37,9.04124089512938,0,20,35,27,7,5,46,43,23,26,10,91,40,56,29,26,4,38,2
7,4,5,28,42,3.61884520096197,3,28,2,14,4,34,7.014353107574502,2,22,38,34,10,2,52,34,18,33,12,95,32,72,14,29,3,34,4
7,4,7,20,42,3.61884520096197,3,29,4,19,4,42,8.624654569688174,2,19,30,14,7,4,56,35,17,44,14,97,36,69,12,27,1,39,3
10,4,8,25,36,3.2315452699619702,7,29,7,16,3,47,9.680351044254529,1,47,30,22,6,6,44,53,16,37,13,70,40,59,18,25,1,42,2
10,5,9,25,37,3.40004164256197,4,29,5,17,6,36,8.123487080004576,3,55,40,27,10,3,35,33,19,41,10,70,41,52,21,24,1,39,2
17,1,4,24,26,3.40004164256197,2,28,2,11,5,34,6.541776296528692,5,49,35,31,6,5,48,37,23,23,21,67,33,54,18,33,5,43,3
10,3,8,28,37,3.17264257196197,7,21,2,13,3,40,6.59048253570318,4,19,42,32,4,2,44,52,19,24,18,98,33,62,20,43,2,35,3
9,3,12,26,37,3.17264257196197,7,28,1,12,6,40,6.20005228931099,6,26,38,30,8,2,41,48,14,30,19,102,36,68,17,36,0,30,0
7,2,3,29,41,3.53527103326197,6,35,2,11,1,43,7.345158831336246,4,25,31,26,5,4,52,64,21,32,19,98,35,69,12,35,3,25,0
8,3,2,23,36,3.53527103326197,6,28,2,18,2,51,10.107355062212152,4,20,24,32,3,6,49,60,20,25,18,92,33,72,15,37,3,27,2
9,0,1,23,32,3.06264470406197,11,32,2,21,3,54,9.918890020292151,3,19,35,33,3,6,47,74,18,27,17,91,34,56,17,37,2,11,2
7,1,3,30,29,3.30863484296197,13,42,3,13,2,47,8.909366387342079,3,23,32,33,6,3,46,63,15,27,15,90,37,60,18,33,3,17,3
13,3,3,27,27,3.30863484296197,4,41,6,15,6,45,8.470018846433941,0,44,32,33,4,3,43,48,16,32,16,79,27,60,15,30,3,37,3
7,1,13,25,24,3.50618229636197,6,39,4,16,4,48,9.471764998085533,0,33,32,20,4,3,36,58,18,39,8,89,39,74,26,36,4,20,5
9,1,4,26,19,3.50618229636197,11,42,3,21,4,43,9.555038312316723,4,40,39,22,5,2,47,52,19,40,10,74,38,65,20,29,4,28,4
11,3,4,31,24,3.33655220376197,9,32,2,21,4,37,9.302594271169966,7,36,35,28,8,4,55,38,18,31,12,76,39,58,21,35,5,40,2
10,4,6,29,32,3.32725035066197,11,25,4,20,3,38,10.578568991046474,3,24,31,44,3,8,35,54,16,23,23,83,43,63,15,36,2,25,0
8,4,9,23,35,3.73928030016197,7,24,3,21,5,37,11.12041516522747,2,26,27,34,1,7,37,58,14,35,21,83,43,74,15,29,3,25,2
