10,9,13,0,29,22,15,32,30,14,8,2,1,12,16,rv_rms,19,rv_max,24,26,36,34,y_std,35,33,4,38,7,39,z_max,z_rms,31
7,12,44,2,2,21,32,44,18,62,33,5,3,23,16,5.417409502409067,2,7.862445067859518,52,13,11,21,1.6052485525691564,19,36,17,4,41,3,7.71894491475225,2.2912713369832214,38
4,11,48,4,2,24,26,43,9,54,20,10,5,33,13,6.935034881929845,2,8.064321683412127,69,12,13,24,1.592913585395672,29,29,18,5,46,5,7.71894491475225,2.5514987316805526,30
6,2,40,6,8,13,32,35,12,61,12,7,7,18,26,7.292636101536122,3,8.40745991587148,30,28,15,29,1.4663147019501557,26,28,31,3,22,6,5.81516668815225,2.581631426848481,36
1,3,19,7,8,12,61,37,19,58,9,4,5,2,34,6.941203871983667,3,8.40745991587148,25,34,16,24,1.578675618928407,22,34,34,4,19,6,5.6912070044522505,2.3176324184794463,34
1,11,29,7,5,12,42,44,20,63,14,6,2,3,37,6.475838737011698,2,8.42694466927237,69,25,14,24,1.599501288622484,26,26,21,4,43,4,5.6912070044522505,1.8980678115421707,35
7,14,31,7,1,16,17,38,21,30,18,6,2,43,21,7.033390589277603,5,8.865018631843652,80,10,8,25,1.4382676699890609,26,23,18,3,58,4,6.76857446365225,2.3026032506783545,45
2,11,37,8,3,19,45,33,19,45,18,7,1,18,21,7.605436498096638,4,8.865018631843652,68,16,10,31,1.558336954580782,26,27,17,6,58,3,6.76857446365225,2.563924511755524,37
2,5,53,5,1,15,29,41,14,45,19,7,4,34,14,8.370281308784742,2,9.47997736575572,51,23,12,34,1.7706909230422212,16,28,22,6,36,3,6.701945405552251,2.5944892407848976,39
3,6,59,5,11,9,28,38,12,41,20,8,3,36,13,8.327810547922198,2,9.47997736575572,18,45,13,23,1.7222569708211015,21,31,21,3,36,4,5.09110761905225,2.495254847968227,48
3,17,46,5,2,21,30,34,12,46,19,8,4,23,18,8.406563924085026,6,9.01168459797536,76,18,11,28,1.72035397108386,27,31,16,5,52,4,7.36747933345225,2.607669476181152,39
3,4,54,6,4,23,26,33,13,47,18,8,7,24,21,9.369591147199774,5,9.159125270213709,68,15,20,26,1.505628773510173,19,21,19,5,26,5,7.36747933345225,3.079600205993807,45
9,5,47,6,4,16,26,47,11,32,16,11,6,31,15,9.063847886971644,2,9.159125270213709,42,23,20,13,1.3992932810047214,21,30,21,4,24,4,6.525566596852251,2.854817881887676,34
9,5,35,6,2,14,26,48,12,30,13,9,7,34,18,9.757242445570784,3,9.43939329097028,70,15,21,19,1.6939792042373922,24,29,28,6,34,4,7.32161362475225,2.8621146975822045,26
7,6,43,6,5,14,23,39,13,26,13,12,5,40,16,9.829968451201747,4,9.43939329097028,77,14,20,20,1.6322375373970006,27,20,28,9,32,2,7.32161362475225,3.0125795173672483,40
2,5,45,8,6,15,25,38,8,40,13,11,2,29,12,9.320537152089171,4,9.320252526147696,73,10,20,14,1.61025152982457,30,32,31,8,27,4,7.45993845665225,2.9493503766248814,38
5,9,35,6,5,19,25,42,6,28,17,8,4,31,21,10.072666199637007,5,9.320252526147696,72,10,21,26,1.7319501645505466,19,36,24,8,45,5,7.87972185255225,3.3234679454803038,24
11,3,24,5,4,23,27,50,9,23,10,13,6,39,17,9.658518480234235,10,9.299792244624388,73,9,17,32,1.659987517001265,17,26,18,8,29,5,7.87972185255225,3.096552344060157,23
2,7,33,7,5,27,41,43,13,36,6,13,9,13,34,9.209290249528204,10,9.316199966769856,85,9,13,27,1.5846249454430923,18,26,21,10,18,5,7.85742325205225,2.903537823395051,36
3,7,53,8,5,20,50,30,18,38,17,14,2,20,17,10.229227594305758,2,10.88848927176061,46,12,7,25,1.5584401615092962,19,29,16,7,34,1,8.484854958152251,3.669623668643416,54
7,2,34,9,4,24,29,34,14,36,6,13,5,46,13,11.467878435093,4,11.264111179563692,46,15,10,26,1.6472988689699128,17,30,28,6,22,2,8.484854958152251,4.11429638003225,50
13,2,33,4,6,22,21,29,20,30,9,8,9,37,15,12.799960435116526,3,11.264111179563692,34,13,14,30,1.965015256073739,14,26,28,5,24,3,8.32909207825225,4.595829109647459,45
11,8,38,5,7,22,16,38,17,26,14,9,6,43,14,12.397064609938546,3,10.52425104492515,40,11,14,27,1.9991151227751889,21,27,19,9,39,6,8.32909207825225,4.233081301765698,29
19,9,23,5,5,27,20,38,20,23,12,11,9,42,19,12.2036860621215,3,11.237934823815458,63,8,17,27,1.796485081166213,20,26,18,5,39,2,9.455682666052253,4.377873281210846,34
13,10,33,5,3,26,23,42,14,24,15,7,3,45,23,11.736992242523243,5,11.237934823815458,70,7,14,29,1.7660237941878123,12,27,19,7,43,3,9.455682666052253,4.184584287891374,41
7,5,41,4,3,22,20,45,17,30,11,11,5,39,14,10.697625562377509,6,10.830891196312592,77,9,12,21,1.6906198051123476,20,29,22,6,19,2,8.23557736465225,3.3127614993328565,38
7,2,36,7,5,27,11,38,18,45,8,16,7,50,11,10.44303099852356,1,10.735638515012877,71,13,10,25,1.5135319103845637,17,24,27,4,17,2,8.34577451045225,3.77178349799731,48
12,6,34,5,6,26,12,33,20,38,14,14,4,49,11,9.543001244995317,1,10.735638515012877,70,12,12,28,1.6562221176052505,11,33,16,4,41,1,8.34577451045225,3.641349434947503,47
7,8,35,7,4,30,17,28,17,26,8,15,5,43,15,8.911223245449332,6,9.361130479788764,78,11,14,42,1.6631995584028234,11,26,17,9,26,3,7.990675960852251,3.03644995399842,42
3,8,44,5,3,21,29,28,13,24,10,11,7,39,15,8.555739638462581,7,9.045035837757569,80,11,12,34,1.5811769165860197,16,35,21,7,22,6,7.93954746205225,2.9607425496534034,39
9,5,43,6,5,18,22,41,7,18,10,11,5,38,20,9.434220434811298,5,9.018450785830018,79,8,16,26,1.675979590984571,17,34,29,9,22,7,7.93954746205225,3.2911683920039496,30
6,11,40,3,5,23,34,54,9,15,14,6,9,46,25,10.993960459693888,3,10.21961398666112,76,7,15,24,1.7200243816378646,25,27,18,8,30,1,7.89528694425225,3.209440135405024,24
1,8,37,4,6,25,25,46,15,37,18,7,9,15,36,12.18014095287216,4,10.21961398666112,76,8,13,25,1.9344966614916683,18,26,13,8,31,5,8.56940726775225,3.722890991950639,29
1,13,38,5,4,21,27,46,7,35,17,7,6,15,24,11.899016230812713,8,9.929598516366733,65,11,16,30,1.9739727889056156,22,26,20,9,64,7,9.12096595785225,4.201650962110101,25
8,4,27,4,3,25,28,46,6,22,13,12,6,38,18,11.355022115581434,6,10.086158481831948,66,8,17,25,1.7968762877694453,21,35,24,8,29,5,9.12096595785225,3.834503058258919,24
7,7,37,5,5,18,27,51,6,27,13,11,8,30,23,11.699185937903762,7,10.086158481831948,60,13,17,19,1.6309709755787845,19,37,27,11,31,3,8.02354775225225,3.7380893688250576,20
7,4,41,6,5,16,35,51,6,29,11,10,11,35,12,12.254174512167952,3,9.898395046977791,24,21,17,18,1.6840695271616046,17,28,27,15,26,5,7.58529295515225,4.143760589283279,27
6,3,31,5,4,20,29,29,26,25,10,9,7,53,10,11.909795811186877,6,10.629998052713184,41,21,14,25,1.8271242197454496,18,21,24,5,25,4,8.03995650615225,4.158503946999218,45
12,8,27,4,5,20,18,41,22,29,17,7,5,46,11,11.608202180243488,4,10.629998052713184,51,15,17,30,1.7257640675219974,13,22,24,6,49,4,8.03995650615225,4.255602045467314,34
8,6,35,7,6,20,26,41,14,28,28,9,3,50,7,12.261489366116802,3,10.414589890409822,43,16,19,24,2.0706332531663416,17,35,30,6,51,7,7.69324744115225,4.135662042590672,26
2,3,49,7,5,16,35,44,11,41,7,11,11,28,12,13.26886203482688,4,10.947510203604937,30,20,15,17,2.175440044244809,27,33,26,8,20,2,7.82831974825225,3.973984886945922,30
2,6,38,6,5,27,41,42,15,63,10,13,9,13,19,13.594150960172684,3,10.947510203604937,40,15,11,24,1.7424745009596811,24,20,20,7,16,4,8.51392003505225,4.597420979201758,34
6,9,44,7,7,24,25,37,16,39,11,11,4,41,14,12.73339944016192,3,10.480992024982696,43,13,15,25,1.750240266407902,13,28,26,12,37,6,8.51392003505225,4.728789732552201,35
4,8,31,4,6,14,26,50,11,37,12,5,4,49,12,11.582573222718272,4,10.850644223777572,44,12,17,25,1.8478682741437715,16,22,22,7,41,3,8.45514769085225,4.217498297282916,38
5,3,31,1,2,21,23,53,16,39,17,5,5,40,19,9.143810985954792,3,10.850644223777572,63,15,12,34,1.6231543615745827,12,24,27,1,34,2,7.610328246052251,3.095678659970358,39
