z_max,15,rv_rms,6,x_signal_changes,rv_mean,7,0,z_rms,x_max,32,9,14,16,20,18,y_signal_changes,2,3,4,rv_max,z_signal_changes,x_min,rv_min,z_min,rv_signal_changes,21,17,y_min,23,19,36
11.884617483152253,43,13.071161911527208,25,35,4.494872660273943,29,7,8.77270383870175,4.110083891175892,51,13,15,39,12,31,34,18,12,29,11.895281350219625,30,-4.987818780824108,0.5444522749365522,-9.890334443447747,0,9,48,-7.40394804173803,34,8,9
11.744441873452253,48,13.131121083035534,19,37,4.513430190838062,16,12,8.490002163872484,4.353228745575891,49,12,14,34,10,28,33,16,18,34,11.778101973288797,31,-4.570000167224109,0.5477227896895673,-10.82692250684775,0,8,48,-7.40394804173803,25,13,7
12.44754991025225,39,14.640709745811543,24,31,4.7747606813635874,21,7,10.094624061163646,4.431457211575892,46,12,29,39,11,22,32,23,15,32,12.490014466860734,33,-4.890092562024108,0.786873734976935,-10.869410883147747,0,9,43,-6.450923348838029,27,7,7
12.44754991025225,44,13.748880364659508,23,31,4.629761234463369,25,7,9.202082914692598,4.618847255475892,49,12,22,43,7,23,41,20,19,35,12.490014466860734,31,-4.890092562024108,0.7107131725905095,-10.869410883147747,0,10,40,-6.5314491303380295,29,8,8
11.72364743045225,29,14.648415860084665,23,34,4.805289577914386,22,5,9.41695735413374,5.294503069775892,32,7,10,48,12,45,40,16,25,38,11.819630571282946,28,-5.162772292524108,0.3872099415134161,-10.13555828224775,0,10,29,-7.120858653338029,32,22,10
11.72364743045225,32,15.035888801843935,23,35,4.858945549362383,23,9,9.380193047882344,5.294503069775892,24,8,10,45,13,48,33,20,18,39,11.819630571282946,37,-5.162772292524108,0.3872099415134161,-10.34533272794775,0,7,33,-7.709463610538029,30,16,9
11.52753542915225,34,15.499892179064222,27,34,4.921802086684064,18,11,9.669072037671851,5.151516709975891,26,9,15,54,13,26,34,19,18,35,11.530157569902531,32,-5.179478847724108,0.5223884884765106,-10.65537523684775,0,8,51,-8.33218070013803,26,4,8
12.19076027785225,38,15.590167208943496,40,33,4.936477558243684,25,1,9.628212201268248,5.151516709975891,41,7,15,45,12,23,36,18,19,25,12.23538929669318,26,-6.636111724724108,0.5223884884765106,-10.65537523684775,0,9,52,-8.33218070013803,26,7,9
12.19076027785225,32,13.234955307381115,28,34,4.609315172906776,32,1,7.771147229364785,5.635348304575892,39,5,14,28,10,48,31,18,25,36,12.23538929669318,36,-6.636111724724108,0.8338564830228344,-10.13236039114775,0,11,43,-7.930068962738029,27,19,6
11.30116790905225,14,15.251655620235534,25,35,4.8584023238253335,28,5,9.27890258670653,5.635348304575892,43,3,8,41,8,56,33,25,27,34,12.348931027779164,37,-5.5680269992241085,0.6928988180242222,-11.87100081284775,0,6,56,-10.638806863138033,13,15,3
12.42936366215225,5,20.01199362427681,34,36,5.554839950128848,22,8,12.782787081623646,5.594109539775892,38,7,5,46,15,64,35,21,18,28,12.896884355052984,29,-6.384656985624108,0.6928988180242222,-12.48009872554775,0,8,53,-10.638806863138033,14,12,9
12.42936366215225,12,20.089874917815383,31,34,5.631522193551158,23,8,12.38405549958798,5.594109539775892,33,11,6,44,12,53,34,19,18,28,12.896884355052984,34,-6.384656985624108,0.6913764629951529,-12.48009872554775,0,9,59,-10.08688807293803,14,9,11
11.927528159852251,14,17.83805247855344,34,35,5.29253420264323,25,6,10.684145145783951,5.102710507175892,39,17,4,54,15,43,36,19,22,23,11.973686175609998,35,-6.314386475224108,0.6913764629951529,-11.00445067234775,0,8,60,-10.08688807293803,20,8,13
11.758080299952251,17,16.941216650242705,32,35,5.130828426830051,21,4,10.284166661257482,5.116631594775892,30,13,2,57,15,40,36,22,21,30,11.856281768196366,35,-6.314386475224108,0.6303518143287601,-10.89880212604775,0,9,60,-9.69262187163803,19,6,12
11.52831421215225,11,16.715853713498493,32,32,5.10684583540243,25,5,9.860115100860694,5.880357023975892,26,6,2,40,12,58,39,28,18,38,11.743577180906112,36,-6.107713531624109,0.6303518143287601,-11.13397343094775,0,9,60,-9.76956741263803,19,12,10
11.52831421215225,10,16.898911491015443,34,36,5.1779523265669125,26,8,10.29713027368369,5.880357023975892,35,5,4,40,13,52,35,22,16,36,11.743577180906112,34,-6.107713531624109,0.8216128076104662,-11.13397343094775,0,10,68,-9.76956741263803,15,10,17
12.05819825165225,22,16.853110176424824,29,39,5.174885122014298,16,14,10.22287109397749,5.276611351675892,37,9,6,38,11,49,31,14,20,32,12.064636209667968,35,-5.550667012724109,0.8678063800995859,-11.582657357547747,0,10,58,-8.07437721943803,18,7,16
12.10517803615225,5,19.011107209286493,34,35,5.518913542959466,21,18,12.285901052802638,5.276611351675892,32,11,5,30,13,65,31,15,19,33,12.14649268607432,31,-5.346867733124109,0.6713818164671262,-11.582657357547747,0,9,59,-11.71016797363803,23,25,7
12.10517803615225,6,18.27276943593258,31,33,5.4014278441473325,27,10,11.488239921245963,4.798596284875892,30,13,6,26,15,67,30,11,19,28,12.14649268607432,30,-5.753052031524108,0.6168849608693299,-10.83343002324775,0,11,55,-11.71016797363803,27,27,9
11.39296921205225,6,15.550574055774534,34,32,4.958810333577724,30,8,9.00321718604184,5.180754665875892,33,7,3,34,14,71,31,15,17,32,11.47605109145403,28,-6.241498842224108,0.533016837674068,-10.19409962604775,0,11,53,-10.65975385843803,24,19,9
10.804164745752251,6,14.66751004472243,39,33,4.769956592028559,25,6,8.206601111545531,5.180754665875892,29,4,4,38,9,55,32,13,23,29,11.021267394408133,31,-6.241498842224108,0.4650398868986447,-10.01997726954775,0,13,75,-10.65975385843803,23,6,11
10.804164745752251,7,13.26594489559265,29,34,4.547738527464555,27,5,7.049532027517351,4.780349763175892,26,8,3,46,13,50,34,12,22,30,11.021267394408133,30,-6.166363492924108,0.4650398868986447,-9.01271079224775,0,7,71,-10.41080503263803,24,7,10
10.86833997795225,17,14.824711856192874,30,37,4.816471179216229,32,5,9.101666890822171,4.780349763175892,33,9,2,53,13,49,35,15,19,22,11.0153395150807,29,-6.166363492924108,0.4565835196225085,-10.37792701954775,0,9,52,-8.90707715503803,20,12,10
10.86833997795225,15,15.178483543155547,39,35,4.860396758613318,29,6,8.787129777702159,5.039526855975892,30,9,5,47,13,43,32,23,16,26,11.0153395150807,30,-5.806086375224108,0.4565835196225085,-10.37792701954775,0,9,65,-9.64108941643803,20,9,9
10.49141001005225,17,14.752610747746298,31,31,4.835562324585704,22,8,7.884691024559728,5.551903648875892,21,10,4,40,14,47,29,21,22,27,10.77891451899448,30,-5.672155002924108,0.6453679949681789,-9.57104722294775,0,11,67,-9.64108941643803,25,10,9
11.46536822155225,20,15.830018697920732,34,33,4.983470918398468,26,6,9.34417762183471,5.551903648875892,29,6,2,51,13,51,31,20,19,27,11.696269400959352,32,-6.094193425524108,0.6934524682231835,-10.10929449274775,0,11,47,-8.490848189338031,27,10,11
11.46536822155225,8,16.1756112713235,36,33,5.049317194436304,29,9,9.66713826402305,5.196861658875892,28,7,5,46,14,60,31,19,15,32,11.696269400959352,29,-6.094193425524108,0.6934524682231835,-10.46102302394775,0,10,42,-9.04169201533803,16,23,15
11.78526162785225,20,16.74245209620531,28,31,5.140075030974473,31,8,9.889047188084833,5.196861658875892,30,10,4,48,15,49,30,22,16,36,12.047478119314558,29,-5.802301485224108,0.6127021292958656,-10.46102302394775,0,9,54,-9.04169201533803,18,6,15
11.78526162785225,36,16.738829350597456,33,31,5.093333535547048,29,3,9.896619813301234,5.316433142975892,29,10,8,45,10,19,32,19,17,23,12.086196972556076,27,-6.702624390324108,0.5899938207329319,-11.837908254847749,0,6,67,-8.916372409038031,15,6,12
11.12743848745225,27,17.642701057807553,30,33,5.254897602890172,29,3,11.092387782274637,5.316433142975892,28,11,10,63,10,17,33,18,13,22,12.086196972556076,26,-6.702624390324108,0.5899938207329319,-11.837908254847749,0,12,64,-8.78489512123803,11,4,11
11.15030213605225,16,17.28881951937177,25,34,5.220268530936762,31,8,10.985215915149356,5.154708019775891,27,11,5,50,14,47,35,14,13,26,11.62197220161384,29,-5.986977044824108,0.5367767505678527,-11.21807767854775,0,11,54,-8.78489512123803,13,11,14
12.285374046852253,47,18.270529258351647,30,35,5.354102727505663,29,10,11.901854447048528,5.197308586775892,35,11,9,61,12,10,37,18,7,33,12.692031203641138,29,-6.114571144724108,0.5367767505678527,-12.34871634694775,0,9,54,-8.85748750313803,17,2,9
12.285374046852253,40,19.518488310308967,33,38,5.545669337739436,17,7,12.717105414988236,5.372747377175892,35,11,7,63,13,13,32,19,15,35,12.692031203641138,29,-6.114571144724108,0.3095742121940473,-12.34871634694775,0,8,51,-9.07793287533803,19,4,13
12.027094853652253,26,18.476055580718672,30,39,5.4102125524838645,23,7,11.425750116498186,5.906026140975892,32,8,5,62,14,22,31,19,21,33,12.035332633276171,29,-6.0501135178241086,0.3095742121940473,-11.61398448024775,0,8,55,-9.07793287533803,18,9,13
12.027094853652253,22,18.81524189692596,37,40,5.455501737707035,26,5,12.10373355514249,5.906026140975892,33,8,3,48,12,36,36,20,17,30,12.275473857924528,30,-6.545538290124108,0.3286524464016274,-11.85185322694775,0,12,60,-8.971268397538031,15,13,16
11.86946822615225,27,18.11489197283684,32,35,5.400046222467088,30,5,11.25109374466728,5.307445273775892,37,11,8,57,10,21,35,15,21,28,12.275473857924528,31,-6.545538290124108,0.3286524464016274,-11.85185322694775,0,11,65,-9.805644432238031,14,5,12
11.85099970885225,27,18.60513821639033,32,34,5.4659443189793695,23,7,11.50394378376521,5.183200636475892,31,11,10,54,13,25,33,19,18,30,12.114571481908683,30,-5.920363315924108,0.5641655259411104,-11.23659755204775,0,10,60,-9.805644432238031,20,7,13
11.85099970885225,31,18.45603629597918,32,37,5.406272250024172,23,7,11.438976823335404,5.667514833975892,34,4,6,45,14,44,33,17,19,30,12.260722243626969,32,-6.039432929924108,0.5641655259411104,-11.645908772347749,0,7,46,-8.67489187473803,20,10,10
12.46313884905225,37,19.109557597342903,33,37,5.535759407921848,25,8,11.985813817657176,5.667514833975892,29,8,8,60,16,26,36,17,16,27,12.50944732581367,35,-6.2790104433241085,0.8632317861557879,-11.645908772347749,0,6,46,-9.33640705943803,21,5,13
12.46313884905225,36,18.892612949814648,33,37,5.443027387184799,23,6,12.046324645522256,5.663660670175892,25,8,7,58,14,20,34,13,17,30,12.50944732581367,38,-6.2790104433241085,0.4256160551997487,-11.85296292044775,0,9,53,-9.33640705943803,21,5,17
11.70823612535225,18,16.834923356430167,29,37,5.126163919472219,24,10,10.75332632222259,5.089888033575892,29,12,5,53,9,44,35,17,15,30,12.228088702134627,36,-5.675818737124108,0.4256160551997487,-11.85296292044775,0,14,55,-8.88297868663803,16,10,14
11.44275895655225,6,17.499965193778877,44,34,5.287262417519006,24,8,11.123079127110996,4.989260437775892,29,12,6,41,15,40,40,19,14,27,11.558914466915407,31,-6.284597276724108,0.5666125095145667,-10.878454741447747,0,8,81,-9.82428436053803,24,10,16
10.96373949555225,10,15.917157757952694,35,35,5.058256163820107,26,5,9.567495173341104,4.989260437775892,25,13,3,41,9,46,40,19,16,31,11.397132214982776,28,-6.284597276724108,0.5666125095145667,-10.878454741447747,0,12,73,-9.82428436053803,17,11,18
10.47538007135225,11,11.601616004614254,30,37,4.308562119238372,37,9,6.997168607207488,4.515642726375892,38,11,6,55,8,28,44,15,17,24,10.623202208711646,26,-5.565459010424108,0.980080594709507,-9.31276099694775,0,12,84,-8.704769027738031,31,4,16
9.85408430565225,18,8.99867734230977,35,36,3.794617367661075,35,3,5.307473468673655,4.031087577675891,49,11,5,59,8,23,46,17,15,20,9.907669066481295,28,-5.565459010424108,0.6561691985919639,-7.66406089854775,0,18,78,-8.07937277473803,38,6,11
9.85408430565225,30,9.719631670679345,19,33,3.934454460399912,16,6,4.911422253829131,6.310223005775892,47,2,5,71,11,15,43,22,44,30,10.494057954791849,33,-4.9019281926241085,0.6561691985919639,-6.858053353047749,0,14,55,-8.34080912693803,47,8,16
11.10200470305225,47,12.889410466417823,36,31,4.555220182974207,32,2,6.274683531239292,6.310223005775892,41,5,18,69,8,10,42,16,24,37,11.383152411915278,38,-7.1014568373241085,1.097769791309657,-9.33824427544775,0,8,28,-8.34080912693803,36,4,8
11.94427060645225,48,18.057214796259107,38,33,5.391208071874842,33,3,11.247001959444018,5.701034727175892,41,9,19,62,8,9,39,19,19,25,12.688933280534036,34,-7.422920309824108,1.1533537266549836,-12.328611406947749,0,12,30,-7.764980598838029,16,5,15
11.94427060645225,50,19.37606655504553,37,39,5.537132980798673,34,3,12.72422439440474,5.647986682775891,27,11,13,74,12,8,38,19,16,25,12.688933280534036,28,-7.422920309824108,0.9868756127091528,-12.328611406947749,0,9,28,-8.25220134733803,18,3,10
12.06043790795225,29,16.76443140925634,43,37,5.172499522919721,42,2,10.313373569022326,5.647986682775891,29,10,7,63,12,22,37,13,22,16,12.124850570658293,27,-8.507954646524109,0.9868756127091528,-11.34692952454775,0,9,55,-8.25220134733803,18,4,11
12.06043790795225,9,14.483546696962328,34,37,4.830956210092756,56,1,9.822015635209228,4.426146866675892,42,16,6,39,9,48,33,3,15,20,12.124850570658293,27,-8.507954646524109,0.7747873336844205,-10.13677739364775,0,16,55,-7.129164470138029,22,24,12
11.62605409035225,46,13.915995453677024,42,38,4.688136222344383,14,5,9.80922999833466,4.385881132875892,45,10,16,47,7,17,38,21,23,22,11.81935693218334,33,-4.846143801724108,0.7747873336844205,-10.92967149854775,0,12,40,-5.88466099173803,25,6,10
12.853696817352253,43,15.951834179923551,34,34,4.997989526041811,21,6,10.90406653285616,5.284915994175892,55,5,21,43,9,23,40,32,23,22,13.026860933333056,42,-5.272700138124108,0.5376728200258142,-11.24368650754775,0,14,33,-6.532523942938029,21,11,12
12.853696817352253,35,15.70113291847148,30,36,4.948645224431453,27,9,10.422145971118216,5.284915994175892,37,3,30,38,8,17,32,25,23,32,13.026860933333056,43,-5.272700138124108,0.3698294217714465,-11.24368650754775,0,14,38,-6.532523942938029,21,10,11
12.319776218452253,37,14.902654148308734,35,36,4.817274798958312,19,11,9.84790417704544,4.771529288475891,34,6,26,48,11,17,34,18,21,29,12.42535392905397,42,-5.003195209424108,0.3698294217714465,-10.588452005247747,0,9,37,-6.99937031943803,23,8,10
12.319776218452253,40,14.108118649477069,27,33,4.7323461654124666,8,15,8.247823944114554,7.596247244875892,46,3,31,47,10,18,40,28,31,32,12.42535392905397,45,-5.003195209424108,0.9880246988883896,-10.087061730247749,0,9,28,-6.99937031943803,32,11,11
9.98558925155225,42,13.744773046378862,26,30,4.722323971612912,10,22,7.455370079010871,7.596247244875892,35,4,26,60,13,12,44,31,27,27,10.37579399517216,41,-4.682790743024109,0.9880246988883896,-9.34641177404775,0,9,33,-7.477778618938029,30,9,10
10.65186604615225,38,15.636521010687789,23,33,5.070027311636587,20,20,9.724972506068672,6.556455658775891,35,2,6,73,14,16,42,24,25,30,11.05881843989077,35,-4.927262656124109,1.467218041788396,-10.01129838434775,0,9,49,-8.42115778013803,28,2,11
11.73030308575225,15,16.367906051386605,21,37,5.168349436758279,26,11,10.224589395685303,4.695960113675891,35,15,4,34,10,48,37,18,21,21,11.820941108588627,32,-5.4098942600241084,0.9934295922089424,-11.16208631204775,0,10,60,-8.817549059338031,29,23,12
11.73030308575225,21,18.902332920732206,31,35,5.521183166256926,31,7,12.373890925384035,4.670598844375892,38,14,5,46,6,42,32,11,19,28,13.037580005026284,34,-6.170560049024108,0.9814034744542208,-12.94350605934775,0,13,61,-9.199640263838033,14,7,10
11.23893002215225,17,18.18649572491065,35,39,5.35342485417801,26,5,11.761175756419595,5.305231334475892,44,9,4,47,6,43,32,16,24,28,13.037580005026284,37,-6.170560049024108,0.6477461489570675,-12.94350605934775,0,12,65,-9.90417201913803,13,8,10
11.42070290455225,5,15.67179193279228,35,39,4.937552175831078,23,3,9.79767174564224,5.305231334475892,30,5,3,44,12,66,34,15,27,25,11.726147295296222,35,-5.6871189866241085,0.6477461489570675,-11.353322451647747,0,9,44,-9.90417201913803,20,26,14
