z_max,15,rv_rms,6,x_signal_changes,rv_mean,7,0,z_rms,x_max,32,9,14,16,20,18,y_signal_changes,2,3,4,rv_max,z_signal_changes,x_min,rv_min,z_min,rv_signal_changes,21,17,y_min,23,19,36
11.42070290455225,14,14.713579484773822,30,36,4.8046586692317055,26,2,9.134452322027297,4.283795052275892,31,14,3,47,10,50,34,19,12,25,11.563018533003644,33,-5.6871189866241085,0.3336969451607529,-10.58882260864775,0,11,53,-8.03548251043803,23,14,22
10.61720918465225,9,14.79486242356818,29,38,4.887974923614885,36,4,8.73615318435301,5.492100148475892,28,5,4,34,10,52,33,19,17,27,10.916586153227575,31,-6.366491507124108,0.3336969451607529,-9.88409556904775,0,10,73,-9.12182674543803,29,13,16
10.89461093475225,7,16.902226744586542,33,39,5.361427752779613,36,6,10.418464324827337,5.492100148475892,37,7,4,25,17,57,35,14,19,25,11.25483280657557,28,-6.561092259924108,0.7183610712212739,-9.88409556904775,0,11,65,-9.12182674543803,27,26,17
10.89461093475225,20,15.938545403137612,37,39,5.2381192024925305,27,4,9.536670047030828,6.028210580075892,34,4,8,57,17,38,42,21,20,27,11.25483280657557,31,-6.561092259924108,0.8862625785615628,-9.20112414544775,0,11,50,-7.92329725693803,29,7,16
9.86218255675225,48,14.177220803658418,37,38,4.912476668348343,20,11,8.621926635546593,6.028210580075892,28,3,13,49,14,23,41,14,22,23,9.975659257477226,30,-5.908001977924108,0.8197617309960111,-9.63974316204775,0,10,41,-5.86425006863803,21,3,10
11.051548140052253,36,14.419012772482825,32,38,4.895970192592974,39,5,9.40841563219592,4.376633733075892,36,13,11,36,14,40,32,23,16,16,11.189554016733505,29,-5.908001977924108,0.4724572623702958,-9.63974316204775,0,13,39,-6.285068271338029,28,18,12
11.051548140052253,42,14.708305367025911,10,34,4.842616550013839,1,12,8.915945986839802,9.91647994347589,36,1,28,48,6,20,32,29,31,53,11.995281607638429,33,-5.740134808924108,0.4724572623702958,-10.90669073384775,0,11,40,-6.846154738238029,22,2,13
12.85936725015225,37,16.078847699669872,11,29,5.0465857226188975,1,14,10.180627120068362,9.91647994347589,35,1,25,57,11,23,34,33,37,49,12.860609183109926,32,-5.740134808924108,0.6794399899186693,-10.90669073384775,0,11,37,-7.246514469438029,34,4,13
13.30429070095225,44,15.155439837738946,17,35,4.816043236479188,8,8,10.285308151867104,7.750622398875891,52,2,30,58,7,13,33,32,37,40,13.415350009156972,35,-5.232906699924109,0.1823888966458405,-12.05350908494775,0,10,31,-7.246514469438029,25,2,8
13.30429070095225,52,12.375088998872108,40,37,4.316719608363601,25,4,8.079084805276619,4.751659282675892,54,6,40,46,3,8,30,18,23,25,13.415350009156972,33,-5.791316996324109,0.1823888966458405,-12.05350908494775,0,6,21,-6.294401263038029,30,3,5
11.562591600652253,61,6.742455834210603,44,34,2.8979257498478592,16,4,4.19174317949645,4.751659282675892,29,2,65,31,6,1,33,7,11,32,12.305539336601896,25,-5.791316996324109,0.1422590200637369,-8.34897043604775,0,7,9,-5.555077177338029,43,2,5
5.422853034652251,61,1.0950565190964732,13,41,1.2168246237514984,14,5,0.5331950859731669,2.467862104175892,40,5,36,56,13,7,36,18,32,59,5.663183254187689,33,-2.1473313247241084,0.0534817297281513,-2.376845422447749,0,20,17,-2.43302411653803,68,6,2
