x_min,22,rv_signal_changes,y_min,23,y_std,32,28,rv_min,z_std,z_rms,11,15,29,35,3,0,8,y_signal_changes,34,38,39,33,y_max,x_std,2,36,18,x_rms,z_mean,27,7
-4.0698633865241085,19,0,-2.77204649233803,24,1.2934602612443795,18,19,0.433546889367291,2.2666715892852585,2.5702374278262554,16,21,6,43,26,7,19,26,31,7,6,31,2.48758570766197,1.8705663897482991,19,31,17,1.749576933643599,-0.0517181010822496,20,23
-6.415368294324108,27,0,-3.85076906263803,53,1.415058055240883,52,3,0.9300217477093502,2.582880664709068,3.335692874971772,8,33,2,10,37,2,14,29,20,0,2,43,3.12550545166197,2.0389117005999084,6,7,15,2.078596407646412,-0.0106405740252495,5,37
-6.415368294324108,20,0,-3.85076906263803,51,1.470507827350587,42,5,0.4903067853899402,2.7842160273079646,3.8788564781797863,16,50,2,19,32,2,7,36,32,1,2,42,4.283270452161971,2.256508088974321,16,16,6,2.548841679976221,0.0765118921542503,11,23
-5.796303765524108,13,0,-3.09941645523803,25,1.362148549160473,26,9,0.4903067853899402,2.8292297497721743,4.002665127573706,16,41,2,26,22,4,5,34,34,1,3,51,4.283270452161971,2.3418723206801104,21,16,2,2.742202597063008,-0.0280940946017496,21,18
-5.796303765524108,16,0,-2.87902694473803,43,1.360877416549983,47,4,0.7645549269142768,2.8285881003541764,4.00162003384789,11,24,3,20,21,2,15,28,33,3,2,45,2.58400726726197,2.2395954521132846,22,5,19,2.512257935518143,-0.0482641298537495,13,25
-4.174374824424108,51,0,-4.03853322263803,34,1.3698611737778927,49,3,0.3728156724486089,2.568004010290354,3.2973231519782304,3,32,1,14,24,11,21,29,40,0,1,56,2.46518884776197,2.0059134985615525,26,2,29,2.0118951351656067,-0.0013065562067496,4,17
-5.152840599324108,34,0,-4.30722996653803,45,1.472715095801257,30,4,0.3728156724486089,2.5541859334227706,3.2619959479539267,3,33,5,31,28,2,23,29,39,3,4,40,2.94337136436197,2.0582607682838776,15,22,26,2.1182217828791896,0.0112300228452503,9,16
-5.152840599324108,35,0,-4.30722996653803,41,1.5744376250943846,40,7,0.9480414895210376,2.836389905777126,4.023002537536238,8,22,1,21,27,6,22,30,32,0,1,48,2.94337136436197,2.1501107630383243,18,7,29,2.311491601324984,0.0299562594142503,7,15
-5.120226938624108,32,0,-4.691535375338029,46,1.6734995137886362,33,5,0.9658397005097902,2.9967448845714806,4.49024186672778,7,26,2,27,27,6,23,28,31,2,1,53,3.05813815386197,2.2395263218657617,21,11,30,2.508586666629765,-0.0019571025062496,10,18
-5.292008925024108,23,0,-4.691535375338029,52,1.7571313672196192,27,5,0.9658397005097902,2.992751770961935,4.4785343604118415,5,25,4,30,25,5,22,29,38,1,4,44,3.15446782666197,2.2612115713244787,19,17,26,2.5566591672778207,-0.0224846220312496,10,24
-5.292008925024108,41,0,-4.333846651738029,38,1.855955891373117,36,2,0.6980697103717656,3.07737563994652,4.735313952041885,13,33,4,32,25,3,18,29,33,2,2,51,5.07338045306197,2.1014340133163216,13,13,0,2.208246311287017,-0.0196742152962496,11,27
-4.5378002566241085,40,0,-4.143945208838029,40,1.799942056659129,39,5,0.6980697103717656,3.01992493044622,4.564018062557634,18,38,3,21,17,9,19,26,37,1,2,54,5.07338045306197,2.111658235645375,28,13,0,2.230461033154553,0.0899418678072503,9,21
-4.866763876324108,44,0,-3.3812830955380297,33,1.5801421722478486,41,5,1.041879591741059,2.8128678624239902,3.956514328072599,19,30,3,18,30,4,22,31,35,1,2,53,3.67049492626197,2.1887730553032294,28,9,7,2.396488034719777,-0.0283380431132496,9,17
-4.866763876324108,30,0,-3.94231882423803,46,1.6187375467818894,45,4,0.96922645989365,2.5890138081422416,3.3521745988433223,11,29,1,26,29,2,11,29,31,0,1,50,3.67049492626197,2.011623364822256,26,9,8,2.0236976390618024,-0.0368333942972495,14,23
-4.947144841824108,21,0,-3.94231882423803,47,1.6701018040106952,31,12,0.96922645989365,2.6326062750102768,3.465622047720361,5,19,3,33,25,4,12,26,37,2,5,40,2.92766183246197,2.0935772889369857,26,18,36,2.194170680788681,0.0250658376527504,10,27
-4.947144841824108,39,0,-3.9828220707380297,43,1.5968737277111198,43,3,1.1732537642635634,2.7230614128421142,3.708364033234164,5,18,2,20,25,7,16,27,36,1,1,52,2.8575690323619702,2.252575281041662,27,5,30,2.537638573331364,-0.0407996122362496,11,27
-4.9007950672241085,49,0,-3.9828220707380297,32,1.442414314590009,46,2,0.6048431074313803,2.534029117337035,3.2106544514021813,4,19,2,16,35,5,23,27,35,2,1,60,2.60600123516197,2.08215808948287,25,7,32,2.1684357550168154,-0.0023098251987496,8,20
-4.560600488324108,31,0,-2.75519088873803,49,1.222105856562603,36,5,0.6048431074313803,2.3732439718367173,2.816143551007883,14,36,3,23,32,4,22,29,39,5,1,46,2.4926513256619702,1.96693017903323,25,10,17,1.9346175421063687,-0.0003900723667496,9,18
-4.560600488324108,30,0,-3.08486983313803,45,1.065990799154,40,4,0.7052609908194226,2.665469187844277,3.5546399419908403,10,42,5,19,28,2,13,32,34,3,2,42,2.43096247786197,2.0471789676452867,35,14,11,2.095942361376416,0.0674825357737503,13,23
-5.141938382324108,33,0,-3.08486983313803,40,1.0462839943332882,35,5,0.7052609908194226,2.900205470078505,4.205939713873558,8,29,6,29,28,2,12,34,30,3,5,36,1.8828966904619704,2.239058936261268,35,24,27,2.5068049578455334,-0.0262232544477496,13,21
-5.141938382324108,35,0,-2.85567218273803,36,1.1142687717940156,32,6,0.6630270563136712,2.867539957211436,4.111472259426678,10,27,7,26,31,2,9,37,35,2,6,35,1.8828966904619704,2.236229070792964,33,29,29,2.5004321867633337,-0.0126139862527496,11,19
-4.170828119624108,41,0,-2.85567218273803,35,1.1782369158329644,37,6,0.6630270563136712,2.796988033582797,3.9115737380725415,10,33,7,25,16,12,8,33,37,2,4,43,2.09266463246197,2.185295867426253,30,17,24,2.3878682271952663,0.0023272601322503,8,11
-4.724146186124108,45,0,-2.72098067773803,38,1.1562360636291371,35,6,0.6942544865250928,2.6911356460457063,3.6226331738371567,12,28,6,34,23,5,14,33,33,2,3,48,2.09266463246197,2.297841397170717,29,7,24,2.6406017427675312,-0.0552746077007496,8,12
-5.062638883924108,37,0,-2.41377132393803,42,1.0299777638239205,37,5,1.0292914406053637,2.624857097689929,3.4451460932782165,12,25,5,26,31,5,15,38,30,1,3,37,1.88000071906197,2.307885275826156,26,4,23,2.6634740785270714,0.0204304494132503,11,15
