z_min,rv_mean,y_rms,z_signal_changes,rv_min,10,rv_max,14,20,6,y_max,9,x_rms,32,21,3,8,5,z_rms,rv_signal_changes,34,17,33,18,31,7,22,25,35,37,28,39
-6.940566595947749,3.766073840495968,1.3839622499514073,34,0.2158097991366927,3,9.979398410384592,45,12,37,4.498761697961971,7,3.53312466968586,51,9,22,20,45,3.96598940835486,0,27,14,41,10,30,31,12,35,20,8,2,3
-5.1935614428477495,3.391959178256138,1.4067412987094203,34,0.2158097991366927,7,8.704902712215658,26,10,41,4.498761697961971,9,3.3108781981039965,35,12,11,24,39,2.221462383313545,0,31,15,43,6,31,37,13,59,29,3,4,1
-6.18656840144775,3.520955599360489,1.524176198604868,34,0.3808925883639136,7,8.704902712215658,27,5,39,4.160462528261971,10,3.374062762895956,34,11,9,23,47,2.5528122559366064,0,38,21,36,10,22,35,15,60,29,5,5,1
-6.18656840144775,3.151503281970629,1.284358003295257,35,0.3808925883639136,8,7.574353316955693,26,2,25,3.94000728456197,4,2.417090860499272,30,6,23,18,36,2.235560992898119,0,47,13,33,11,25,30,19,47,28,5,2,2
-5.30351043544775,3.424687687306525,1.2800872873647977,35,0.487363414664265,4,8.655708231614877,34,6,40,3.85488577536197,7,3.22158173812257,41,18,15,27,39,2.501486425962137,0,35,23,38,6,25,37,13,45,25,4,4,1
-5.93313170064775,3.6083525592732992,1.7440904184100463,35,0.5534037721086904,3,8.655708231614877,27,6,44,4.269652804861971,9,3.2817379487653526,30,17,16,23,38,2.6142659470214515,0,42,23,37,15,23,34,10,49,28,7,6,1
-5.93313170064775,3.209479914605181,1.7073118050012508,39,0.5534037721086904,3,6.855086840893148,28,2,32,4.269652804861971,5,2.641748903898917,26,3,23,20,38,1.634867013235096,0,38,23,42,17,20,26,9,53,31,8,7,5
-6.0976609430477495,3.5488119855636007,1.6065822468015762,41,0.5876388795220846,14,8.735312004205618,37,7,41,4.13221697506197,6,3.4115284452557457,52,9,16,13,41,2.587505776582006,0,31,18,38,12,22,37,16,42,20,7,2,3
-6.0976609430477495,4.306549892199461,2.039182294171682,38,0.8272275643107452,19,9.48639711499553,32,14,43,5.262753877161971,9,5.241019685001314,37,15,20,12,34,3.707632504102918,0,39,6,28,8,19,38,13,41,26,13,3,2
-6.54498787724775,4.242230896202795,2.0135526755875657,36,0.2241372456599105,17,9.48639711499553,28,3,44,5.262753877161971,7,5.36903810733241,32,20,17,19,29,3.345313111385344,0,30,6,35,11,20,35,14,60,38,14,7,1
-6.54498787724775,4.226308224591593,2.236777865902798,38,0.2241372456599105,2,9.253769708869674,36,4,53,4.964485601661971,3,5.180768934880606,31,19,18,11,40,3.31766703741121,0,39,16,35,17,16,23,15,51,31,9,9,6
-8.19135782404775,4.2241970379607725,2.140250602377413,36,0.5880007672577242,2,9.253769708869674,47,2,51,4.964485601661971,3,4.681894138567522,32,7,15,6,46,4.030085210997645,0,22,21,39,14,28,23,20,62,21,12,10,8
-8.19135782404775,4.102571070538243,1.425815706545682,29,0.1991867494491629,3,9.287353508828616,31,4,49,4.36372813296197,11,4.15950900301143,39,17,15,27,30,4.9362753382031554,0,26,22,30,11,26,39,14,68,19,15,7,6
-8.12787098864775,4.241185243149357,1.3109812461459,28,0.1469174122610153,6,9.44809576613914,44,4,42,4.35221859546197,16,4.683121949456044,34,23,12,31,32,5.353609548487467,0,34,18,23,11,23,33,10,74,19,19,7,7
-8.12787098864775,4.252557217343091,1.6469715541796688,30,0.1469174122610153,5,11.612873657501298,46,4,36,4.64330065776197,19,4.876115483037323,42,20,8,34,27,4.989855751483459,0,22,14,35,9,36,54,11,68,25,5,6,1
-11.068415674147747,4.619867321279711,1.9822867838786675,36,0.4928024823134492,6,12.089710772273104,31,2,43,4.68401631936197,5,5.675300982571594,38,5,12,24,29,5.926142931641026,0,27,18,35,8,36,57,14,67,25,3,5,3
-11.068415674147747,4.754654525892011,1.8951040292204289,39,0.5125021464621199,4,12.089710772273104,31,2,36,4.68401631936197,7,6.158229375367959,35,5,17,26,31,6.176635038940766,0,25,20,38,9,33,52,16,67,25,4,6,3
-7.605564899347749,4.948559098541633,1.9153491820521151,34,0.4111155565380671,6,12.147199726681237,26,11,45,4.96542319436197,10,7.18775039616219,37,18,14,33,22,6.075870456837017,0,29,20,42,6,23,40,18,44,24,10,6,4
-8.00114234584775,4.8800154307119605,1.8199729117991392,29,0.1969557052114379,6,12.147199726681237,26,7,44,4.96542319436197,8,6.738684180690894,36,22,15,36,24,6.11686233121502,0,25,15,45,6,30,42,14,47,32,9,4,3
-8.00114234584775,4.558317661529503,1.723334313112867,31,0.1969557052114379,1,10.581195465223308,33,9,44,4.32734179206197,12,5.420594521109546,34,19,14,32,30,5.452240310679736,0,31,22,36,14,24,35,11,56,32,6,2,5
-7.30408350634775,4.6642167041401885,1.719316464812339,33,0.1183689105154087,1,11.597705772503948,33,21,41,4.554688863161971,5,5.4290744779087605,36,12,19,17,45,6.237548108825028,0,31,19,42,11,23,29,13,28,25,4,1,3
-7.30408350634775,4.57208413837792,1.6466579074701913,32,0.1183689105154087,10,11.597705772503948,38,18,52,4.554688863161971,6,5.694058055686673,37,15,23,16,36,6.05068257955654,0,24,17,40,9,31,31,12,25,23,5,2,5
-6.932367790547749,4.511520531461987,1.981278409963552,32,0.8031880998811745,15,11.069924882374286,21,15,67,4.15519911466197,10,5.543915280163118,32,20,13,12,25,5.280849282828231,0,23,27,34,10,37,34,10,26,27,3,3,6
-6.932367790547749,4.149155237375893,1.8307411493928971,34,0.6475178704046681,7,10.993522584327616,24,11,52,4.15519911466197,1,4.552067896339568,35,18,20,12,45,4.470096509805329,0,31,23,32,14,41,26,10,37,21,4,4,2
-6.00671375324775,3.988776540155686,1.6054206354384084,39,0.591370847072553,5,9.692796596471997,32,20,41,4.095725303361971,5,4.239537737437884,28,14,21,17,41,4.130491843484379,0,36,21,29,14,35,30,9,28,21,8,6,5
-6.61730155834775,4.227002771931782,1.5876998621043368,36,0.591370847072553,6,9.982227908463823,29,15,42,3.80648859666197,6,4.746263005318083,38,18,21,18,36,4.6361689895807965,0,32,22,23,20,34,31,12,39,26,7,5,5
-6.61730155834775,4.278210498434215,1.5005939617121984,35,0.6261665739404955,2,10.082001136115556,32,17,44,3.85196750356197,12,5.078078219782579,42,16,21,29,29,4.6382337320449984,0,29,18,30,17,29,31,10,44,25,12,3,4
-6.497548148847749,4.19324597487593,1.6607162448802475,37,0.6261665739404955,5,10.082001136115556,27,13,44,4.09906563156197,15,4.842970574710869,37,19,20,26,29,4.213077331577562,0,32,19,43,12,25,35,10,42,23,9,4,3
-5.752305688547749,3.9668116472338166,1.710065984416295,35,0.8196188936327381,2,9.359972072784185,39,17,43,4.09906563156197,11,4.115917612877964,25,17,18,28,36,3.653779615297765,0,25,28,42,16,31,36,11,26,32,2,4,5
-6.16471112864775,3.8705845533437673,1.6072263188504,36,0.4760255741494157,2,9.494146160838824,59,14,41,5.635251940861971,5,3.872471403781936,28,16,21,24,38,3.657088988910041,0,25,16,39,3,34,42,16,31,30,2,2,3
-6.45820549624775,4.342141974137935,1.5019248742597566,35,0.4760255741494157,6,11.346110672800611,35,21,39,5.635251940861971,15,5.120477644378006,41,14,13,24,26,5.155432846118711,0,30,9,31,4,36,47,16,18,27,3,2,3
-7.03105022314775,4.773770354659445,1.7887306958059257,32,1.103374483300312,7,11.71655730274958,25,16,48,3.84130336806197,11,5.92957306948318,34,21,18,20,28,6.230019300484846,0,45,21,25,18,39,41,12,28,19,5,3,4
-7.279619696347749,4.6526830824772825,1.8670758224387152,35,0.7992987545168949,6,11.71655730274958,19,15,47,3.79270952076197,11,5.545980206950017,32,19,14,19,32,5.799501606614461,0,37,25,33,24,42,34,13,33,23,5,5,3
-7.279619696347749,4.413160168891386,1.7337334544961116,38,0.7992987545168949,5,10.640661992174383,20,11,56,4.44734722196197,14,5.3275636497333165,31,18,13,21,20,4.823761613047506,0,36,28,32,15,38,38,12,57,22,2,2,5
-6.83135785814775,4.038666131539635,1.4079527407389736,36,0.3519645344755636,7,10.361898538440142,42,11,69,4.44734722196197,10,4.4650326959951,30,21,11,20,21,4.5474832959016975,0,31,18,38,9,31,34,9,42,18,5,3,5
-6.83135785814775,3.556836018502564,1.094596795353152,32,0.3519645344755636,4,9.39584250743298,58,7,42,4.373605240861971,4,3.416777847203262,31,17,20,14,51,3.698833874264519,0,25,16,34,5,37,26,13,41,21,9,5,2
-5.45525281394775,2.9213704304475385,1.2507748476339655,33,0.4713974804322889,6,7.575893727430364,49,6,47,4.373605240861971,6,2.507782028328034,37,10,19,17,39,1.653955982710727,0,29,16,32,8,38,26,11,42,16,8,1,1
-5.069395029347749,2.370484280904084,1.0063129549281469,32,0.4156723371217854,3,8.654589328715042,45,4,64,4.192747828361971,1,1.7173453760987922,45,3,7,3,74,1.056019302504988,0,13,16,27,5,60,24,5,56,12,0,8,3
-5.37262901594775,2.132054862273792,0.7369765188432578,32,0.1610545116685048,2,8.654589328715042,5,4,60,2.50883602036197,3,1.5957982066415262,43,3,6,6,95,1.2386045107422825,0,13,57,15,43,64,12,5,57,10,2,8,4
-5.37262901594775,1.53679610342988,0.4559028328243893,38,0.1257131432072019,2,8.358197642611898,1,2,2,2.07263688916197,2,0.7265016276055443,23,0,11,2,75,0.8507669479767855,0,11,102,9,46,70,5,4,64,5,1,3,1
-2.9910437947477497,1.1223132333544372,0.1437074315883806,38,0.0527791918836459,4,3.864825438774374,30,5,35,1.27104487396197,14,0.1554983394464986,75,11,25,16,43,0.5363265575463176,0,16,28,25,8,45,26,17,53,5,1,1,1
-3.60280428554775,1.7812670516691351,0.4520545241032775,40,0.0527791918836459,3,8.098784801017906,99,10,7,4.73737171566197,2,0.996430186927143,34,14,10,1,69,1.0972627221459874,0,10,2,19,0,84,2,40,18,4,3,0,1
-5.07113752034775,2.68282647861646,0.966129995457034,41,0.2318197996695069,6,8.328116349860284,68,3,45,4.73737171566197,3,2.192391731449844,45,17,14,5,75,1.6930911822657675,0,25,8,33,4,49,16,15,37,11,5,1,3
-5.871321290647749,2.9308629781608624,1.116650066686126,36,0.2318197996695069,3,8.328116349860284,40,2,53,3.34761496646197,10,2.477516070846768,40,13,3,27,33,1.96401937755742,0,25,29,42,8,38,41,11,56,17,7,8,3
-6.335718172547749,3.3092580913727234,0.9800167195323396,40,0.2802801744535566,7,9.247535421158892,38,9,33,3.30391956396197,2,3.329128649172844,51,17,18,5,67,2.97740261436248,0,19,20,30,6,27,24,9,47,18,4,2,2
-6.355997694247749,3.750848915136636,1.0327987837636987,44,0.2802801744535566,7,9.885892461487977,33,17,39,4.2744767045619705,3,4.401720624444752,47,14,17,13,58,3.7036053935549034,0,19,11,36,1,31,26,9,42,17,6,3,4
-7.26478827854775,3.648706051417838,0.9533646856674182,39,0.1707943618024375,5,9.885892461487977,44,6,54,4.2744767045619705,10,4.039396568567375,37,12,15,25,36,3.863134493487404,0,26,9,32,1,34,31,13,69,11,3,8,3
-7.26478827854775,3.2574415141820587,0.8325218523544976,38,0.1707943618024375,2,9.430961172809312,32,5,58,3.03764195816197,7,3.3448398996751285,42,6,11,21,43,3.0433749630798155,0,21,23,35,13,34,32,13,75,12,7,13,2
-5.997179408147749,3.170928963268127,1.075953339799471,38,0.1817780518858205,5,8.695083349018022,35,3,36,4.04197201006197,5,3.21067785972956,44,10,9,23,43,2.136174677204203,0,27,13,33,6,41,38,14,65,21,4,9,2
-7.467992755047749,3.648696412712989,1.4405604571752997,37,0.6188316588838426,3,9.02944200471708,32,1,41,4.04197201006197,5,3.9006581755101113,31,10,16,18,35,2.921768428701778,0,30,21,30,14,49,32,16,73,24,8,7,3
-7.467992755047749,4.187988182823787,1.8259335735225948,39,0.453026955545567,3,9.715572633571432,21,4,36,3.69570874916197,11,4.797088736545674,33,16,20,20,39,4.091718483333426,0,27,33,43,21,29,34,14,46,19,16,5,5
-6.888268116447749,4.315913601527682,1.7209881098889503,38,0.453026955545567,2,9.715572633571432,18,15,39,3.69570874916197,14,4.864032048122542,45,12,22,27,33,4.751917441331146,0,23,33,41,19,21,33,11,43,17,18,7,6
-6.888268116447749,4.123010042704388,1.4541309788225742,34,0.8161479301476772,9,10.402911819336,23,11,32,3.46950489606197,7,4.413312981708375,41,16,20,17,36,4.626472461955625,0,19,33,41,13,37,37,11,37,18,8,7,3
-6.11965908344775,4.100114888305886,1.9311580043094176,33,0.6256776562047656,2,10.402911819336,35,20,29,5.3311177371619705,9,4.2380680417852,43,10,17,15,38,4.413007822858452,0,24,21,24,8,41,28,16,29,24,5,7,3
-6.507168309147749,4.05042898594885,2.0983582827360663,31,0.6256776562047656,2,11.242100851692696,54,20,28,5.359787023061971,9,3.935418610638402,45,7,25,14,48,4.544794529850538,0,21,21,18,12,52,24,18,24,27,4,4,2
-8.099781732747749,4.152247667955447,1.4893212612309177,33,0.7138991227677437,5,11.877249365854484,53,11,38,5.4675688651619705,10,4.087467305467047,37,17,18,14,48,5.661485980683784,0,24,5,22,5,51,32,8,22,20,4,3,3
-8.099781732747749,4.220056377438674,1.4425965068537738,36,0.80762368739094,4,11.877249365854484,54,10,37,5.4675688651619705,7,4.308728119097236,42,20,15,16,40,5.516351726168084,0,19,7,27,6,53,48,11,22,21,3,3,2
-7.45373776284775,3.9721580845734814,1.4033662309577348,36,0.6719586155153484,8,9.964914770570958,34,4,51,4.21751863686197,13,4.132643676103326,45,17,8,22,24,4.336244454180691,0,22,17,31,6,40,43,11,74,18,4,4,2
-5.97722803514775,3.618498452473951,1.0829033628491411,34,0.4800659786441424,4,9.269195223501873,24,19,51,3.15803405566197,12,3.628638887449906,34,14,12,21,33,3.720995071534056,0,24,38,32,18,40,35,10,24,22,7,3,5
-8.37290121734775,3.629054428507185,1.1075890472673755,32,0.4800659786441424,2,11.170533952402128,27,2,43,3.15803405566197,13,3.4948539943590777,46,12,8,26,36,3.955887484078763,0,21,32,37,16,36,31,18,28,18,5,0,1
-8.37290121734775,4.248592807351333,1.4094492635604114,38,0.4160694289078576,5,11.616516865113155,53,6,46,4.46649763206197,16,4.794629716798368,46,15,12,34,26,5.374371758741953,0,21,16,35,5,34,37,14,30,27,7,2,3
-8.26402376494775,4.561000611871207,1.958427666003165,41,0.4160694289078576,2,11.616516865113155,68,4,42,5.915981145361971,25,5.676787381232189,39,21,13,27,25,5.243509280230521,0,24,16,39,6,35,37,11,65,32,7,7,2
-9.339103652347749,4.728025795289134,1.7249589399939078,39,0.3235194780673334,2,10.85923766038574,73,2,32,5.915981145361971,26,6.0736724124417165,39,16,18,21,31,6.247744801339608,0,22,15,40,4,21,38,13,60,21,8,7,9
-9.339103652347749,4.516819890802575,1.3040812975448193,38,0.3235194780673334,3,10.85923766038574,46,3,38,4.033544825861971,19,5.564044058348855,44,12,23,27,25,6.109974725816608,0,20,16,38,12,20,38,16,59,24,14,7,6
-7.622215248347749,4.297158756036044,1.950280491641623,39,0.5805338036217168,2,9.886034975506576,34,7,30,3.9578257639619694,9,4.916506522723073,35,10,16,24,36,4.392005192342881,0,29,28,33,27,25,37,19,49,27,11,6,3
-7.622215248347749,4.385236871800313,2.149313125866241,39,0.6974899651431131,2,10.695833369094013,20,7,27,3.9578257639619694,11,4.583236515684877,34,17,23,21,40,4.834299379211044,0,29,31,42,27,30,38,17,37,26,4,5,3
-6.9669938440477495,4.235955098271456,1.7782599365095495,43,0.684946825930475,6,10.695833369094013,33,14,29,4.520147956461971,6,4.12947245672346,38,17,21,21,42,4.987954937228206,0,26,29,45,12,33,26,15,30,18,3,4,3
-6.9669938440477495,3.636872497478653,1.6221609023897887,41,0.4100103798261491,7,10.34433652996738,44,8,30,4.56048680946197,3,3.490799825764748,47,10,10,11,49,3.414082465933894,0,32,23,29,7,29,31,17,35,16,2,1,2
-4.956386148047749,2.82220626524534,1.3733786508868884,38,0.1986058845071661,6,8.537734414681479,61,8,28,4.820585681161971,1,2.657474727039741,25,10,18,3,48,1.629754778790387,0,19,12,33,4,48,5,9,67,15,7,5,4
