y_max,z_max,38,rv_std,33,36,19,17,13,6,z_signal_changes,rv_rms,11,8,23,4,39,x_min,25,31,9,14,35,34,16,x_rms,x_signal_changes,27,29,28,15,y_rms
2.20604405786197,9.17332201765225,2,1.6971824655666354,44,12,19,76,6,27,37,7.422766623607014,1,0,28,41,2,-4.020868542224108,34,23,2,4,22,22,21,1.756561690086948,30,7,4,5,13,0.8915148770713346
2.37712561706197,9.17332201765225,0,1.7606115545796504,42,14,27,57,5,19,34,7.959370935265119,2,0,28,40,3,-4.112147472124108,44,25,2,3,22,24,31,1.7319736490129067,30,6,3,7,17,1.2423054412179086
2.37712561706197,8.32363895795225,5,1.6293763194336943,48,16,28,65,2,34,29,6.904732789535612,3,23,27,25,1,-4.420609889824108,41,21,4,1,22,26,33,1.4312136099333086,33,4,4,6,9,1.131866286980746
2.46523634526197,7.13534833365225,4,1.5075936016930311,30,14,18,49,1,40,28,5.98967614255754,3,22,17,25,5,-4.420609889824108,60,24,3,8,29,38,55,1.270921416534188,34,11,4,6,22,0.9477337139079824
2.46523634526197,8.06464071815225,6,1.57460170573915,33,12,9,53,1,39,32,6.112199918437465,4,10,22,42,1,-3.0306097737241084,49,32,3,15,20,31,59,0.943575683207727,33,8,5,5,21,0.8892977113056193
2.1973653090619703,8.06464071815225,5,1.6524936661890095,32,7,17,53,4,32,33,6.255825793685797,4,5,25,41,4,-2.864120490824108,38,29,3,10,15,27,44,0.8108430328050362,33,7,8,5,21,0.8760750314454122
3.03868949676197,7.357098133052251,9,1.571227719194369,35,17,4,50,3,34,28,5.967750811927811,4,37,22,24,3,-4.420122915924108,59,35,10,23,20,20,51,1.0867259768043938,34,5,7,6,39,0.8692310626858234
3.03868949676197,7.57527386225225,4,1.5347830224238106,38,16,7,50,1,25,25,6.551287615739783,3,29,19,20,3,-4.420122915924108,58,29,23,14,30,29,52,1.3517421920525294,35,8,5,4,43,0.95532505239391
2.58020855636197,7.57527386225225,6,1.560972514204351,45,23,21,61,2,38,27,7.268650592602672,4,10,18,38,4,-4.249797480624109,52,23,2,9,31,24,47,1.3516552630466885,37,8,6,5,17,1.250793978609482
2.49299719106197,7.485458061452251,13,1.6013466228234816,45,23,21,65,2,33,29,7.123713670236487,4,12,21,43,4,-4.249797480624109,51,19,2,7,19,33,41,1.2570642061659625,34,8,6,6,16,1.2375127379772295
2.36578172236197,8.353571158752251,4,1.6127317864672073,57,12,18,65,3,34,29,6.761907311300039,5,18,27,26,2,-3.715206277324109,48,21,9,2,16,23,39,1.1820796715876896,32,2,5,6,15,0.9961015747977826
2.27872064786197,8.54666812475225,3,1.670250379368634,48,18,17,57,4,33,28,7.237344930461628,2,17,23,25,2,-3.846176031324109,51,21,12,2,14,18,42,1.1619289334194909,31,3,5,6,13,1.0058658146655413
2.51576386776197,8.54666812475225,2,1.6919891783883818,41,12,11,56,8,11,26,7.073048525062769,1,2,31,72,2,-4.870963202424108,44,28,1,10,19,20,40,1.5997499973047198,28,5,3,5,18,1.1062669862672536
2.51576386776197,7.438972123152251,4,1.5506594365632969,42,16,12,59,10,12,30,6.739808257273836,3,3,32,47,2,-4.870963202424108,50,27,1,13,16,35,36,2.015962707787484,29,8,3,7,22,1.1286462221990003
2.75102533906197,7.438972123152251,6,1.5403375372615342,34,15,6,59,6,22,33,5.759590486315593,2,4,29,54,2,-4.862010927724108,39,29,1,13,15,32,52,1.538040535749629,31,4,1,7,21,0.9785629950534624
2.75102533906197,7.46830721585225,6,1.4947294713167467,33,7,4,51,5,49,30,4.848768264042136,2,17,23,25,1,-4.862010927724108,35,34,3,13,16,26,55,1.100757032454584,32,7,4,3,34,0.7980088791690467
1.95430522906197,8.12064496205225,2,1.5587426818542451,45,13,36,58,4,40,33,6.016018419003955,1,26,36,24,3,-4.676175059324108,30,32,13,3,16,27,38,1.4032310294927666,29,2,3,8,12,0.769741842239466
2.14066767506197,8.12064496205225,4,1.5733562488251738,50,16,25,67,2,34,32,6.69214208415919,2,16,29,24,3,-4.676175059324108,39,29,12,7,17,29,38,1.415364761007332,29,4,4,8,14,0.90894316784835
2.25794308266197,8.58766093275225,2,1.522442893490022,53,15,24,62,3,39,30,6.581353576893069,4,10,31,29,2,-3.5318866644241083,45,33,7,5,22,25,39,1.119759416129681,31,5,4,5,19,1.0839817025529466
2.25794308266197,8.58766093275225,1,1.4920852624558436,50,16,16,64,3,33,32,5.920726292625712,4,17,30,23,1,-3.5318866644241083,42,31,11,1,20,19,30,1.0455650847279,30,5,2,4,22,1.0125252793216468
2.56951390416197,6.59435394105225,8,1.4835569205106385,35,11,3,71,4,41,31,4.999483739843536,1,12,10,26,4,-3.1088199727241084,57,36,7,4,10,30,51,0.8720889761818006,28,9,7,6,17,0.755218142074071
2.56951390416197,6.735172714752251,5,1.3732601865372835,33,12,7,59,7,38,30,4.476283805190883,2,15,17,35,3,-3.852411550024108,50,38,10,15,12,32,55,0.9387749770360128,28,7,6,4,34,0.6468747029787675
2.4556657576619703,6.735172714752251,5,1.300109320944186,35,12,6,39,16,35,33,4.31613063467067,4,14,22,37,1,-3.852411550024108,51,34,8,20,10,31,46,0.9586044826647848,29,6,4,5,38,0.691141158148362
2.41797671486197,6.616008655752251,4,1.3793828103585684,31,19,8,51,21,29,30,4.581937829237116,5,7,18,30,4,-2.804753333724108,51,34,3,14,16,21,40,0.7940361502837777,29,6,5,6,27,0.7991551007004325
2.41797671486197,7.93270263115225,5,1.511696199199321,26,13,11,48,14,31,25,5.732178838168815,6,27,25,30,2,-4.029740527624108,47,43,14,20,22,24,42,1.0301442781130603,28,9,3,7,28,0.8121260093295142
2.39220991466197,7.93270263115225,5,1.4604483098045842,47,12,9,42,9,27,26,5.981376332716929,3,6,29,29,2,-4.029740527624108,42,33,3,28,20,28,46,1.4419534213563607,25,9,2,8,28,0.744542169582586
2.26341827226197,8.85133347145225,1,1.4673923893483602,43,8,12,42,9,23,29,5.555124070988767,3,6,34,35,1,-3.4969627983241085,30,28,3,15,12,24,44,1.3287513246565033,26,4,1,5,33,0.7981192774713037
2.30813149316197,8.85133347145225,2,1.577437683222812,33,9,14,53,11,21,28,5.875746815744944,2,24,34,26,1,-4.112278456924108,39,31,7,14,22,16,42,1.0371374461153555,26,5,2,6,28,0.7562314356867539
2.30813149316197,7.44522794985225,6,1.579747335592689,42,21,10,40,12,27,25,6.028871145573734,8,16,21,36,4,-4.112278456924108,46,19,5,26,13,25,37,1.160759676006892,26,2,6,8,44,0.6036290063558163
2.41600727266197,7.44522794985225,7,1.5851969951917544,46,18,13,51,5,21,26,5.983479665852344,1,11,23,57,2,-3.594624561424108,49,17,3,9,13,21,65,1.0147916406676136,32,6,4,8,16,0.6617837544070087
2.41600727266197,6.74269241105225,12,1.577283469287547,41,16,17,51,4,29,29,6.122241213218734,1,6,21,50,6,-4.517457261224108,52,22,1,14,15,33,57,1.0611131020512774,33,8,7,9,21,0.8131791873262582
2.33272551786197,7.35052899615225,8,1.623687518807048,38,23,14,43,9,29,30,6.486742338383838,5,10,24,45,5,-4.517457261224108,51,25,1,11,17,32,46,1.425284874260937,26,8,4,8,39,0.8041207508872631
2.06773654196197,7.35052899615225,10,1.5542463090162364,39,13,20,46,8,25,26,6.062194054113022,2,22,21,26,3,-4.122522457124108,59,28,6,19,18,25,32,1.274697814656424,28,6,6,6,33,0.7016621856266029
2.39078205406197,7.23100011765225,10,1.5495975810895015,40,14,13,53,1,31,27,6.245919988833327,1,17,14,36,3,-3.651964059824108,54,35,6,11,18,18,39,1.0770393023928733,31,6,7,4,25,0.8900311394543228
2.9475329127619703,7.23100011765225,5,1.5689967834595129,37,18,11,52,4,22,30,6.81096538859822,4,9,19,34,2,-3.4736355938241084,53,35,4,14,20,27,57,1.2458591822169005,29,9,7,5,31,1.1227585717486184
2.9475329127619703,7.946808345152251,4,1.6254891085965733,44,15,8,51,7,25,34,6.794080449850656,2,10,25,39,4,-4.058890883724108,51,20,5,18,23,36,63,1.5270461283819816,28,10,6,5,32,0.9187919131192852
2.52404330866197,7.946808345152251,2,1.650126667032751,41,14,5,44,19,31,31,6.3103260017258185,5,7,25,41,5,-4.058890883724108,52,26,3,25,17,31,41,1.3489483554387485,28,7,6,5,41,0.6242151522062149
2.52404330866197,7.56674400605225,3,1.461029972370787,44,17,6,48,5,29,27,5.461723917340375,2,18,21,24,2,-2.9675129663241084,49,32,8,25,14,21,44,0.937783093035914,30,6,3,7,36,0.703770502491884
2.4477007577619703,8.054375267952251,1,1.5123250245856146,42,18,20,59,4,32,27,6.132641038496243,4,10,21,32,1,-3.367129908924108,42,33,7,7,18,17,40,0.997029827423908,30,6,1,9,30,0.9532107917426906
2.28509473016197,8.054375267952251,1,1.5145884513393104,52,24,28,66,4,30,26,6.9372218151117,6,18,19,39,1,-3.780309083024109,42,23,13,11,19,24,31,1.2494494953546085,27,6,1,11,24,1.099496834581345
2.28509473016197,6.45051218755225,16,1.4020805405483117,34,14,15,61,6,30,31,6.398314846134169,4,21,18,31,5,-4.093412027724108,45,25,15,19,20,36,28,1.3497708534015471,30,10,9,7,23,0.9972935883363924
1.9042047293619704,8.38450658705225,0,1.3968085338494631,32,10,24,55,5,30,31,5.952149840239,4,15,40,32,1,-4.755981931524108,30,40,2,12,19,20,32,1.5526865215579209,30,4,1,7,22,0.7841612987110704
2.52521906676197,8.38450658705225,1,1.450274222943536,40,9,9,61,5,30,30,6.384894211639951,5,6,38,41,2,-4.755981931524108,32,33,2,16,13,18,40,1.8407835561159689,27,3,2,7,26,0.8695496998315494
2.52521906676197,8.36109441415225,3,1.537201792018471,40,12,9,64,4,31,36,6.57653618064052,2,3,30,30,2,-4.224975825424108,34,33,2,6,14,24,33,1.5478244698145394,31,3,3,6,21,0.9705999366472096
1.72642376126197,7.586862999452251,6,1.6106151934387587,38,20,43,49,4,36,36,6.048496567836448,2,15,22,28,3,-3.442474129024108,31,31,9,2,15,23,21,0.9313240558125906,43,5,6,7,14,0.8832043637570857
2.63454923906197,7.78251197535225,8,1.611845148925743,38,15,8,57,2,36,34,6.156757035169131,5,14,20,28,1,-3.2148146512241085,40,23,6,8,16,26,65,0.8814725480402203,41,6,7,5,18,0.9717970995472884
2.67086940006197,7.78251197535225,9,1.5894752858059693,47,9,13,66,2,35,29,6.461665538599554,4,18,21,24,2,-3.2148146512241085,50,19,6,5,14,20,53,1.033230357701768,34,6,6,4,19,1.05893315313986
2.67086940006197,7.360237315552251,11,1.5453810090508446,46,16,9,72,1,29,27,6.261572814870024,5,20,20,28,1,-3.1495452839241085,59,16,4,8,17,26,49,0.9693893676629092,38,7,4,6,21,0.9770307250635696
2.31603045676197,7.63025237195225,7,1.568178648214065,49,19,12,67,2,44,28,6.451691167332191,5,22,25,11,2,-4.163760622424109,55,18,7,12,17,23,41,0.975935571150861,40,6,5,8,15,0.8816784315756679
2.31603045676197,7.987482248752251,7,1.6365305327432242,51,16,21,69,3,44,34,6.856308693072822,2,21,27,10,2,-4.163760622424109,49,19,12,8,14,19,24,1.0768862660436866,37,6,6,6,17,1.0889213919366247
2.7450406694619702,7.987482248752251,4,1.6073134068530872,51,18,11,82,2,34,34,6.419261851172459,3,19,30,20,1,-3.538047286324108,47,26,13,10,11,21,39,1.0313593230858924,33,3,2,8,14,1.2679484283948907
2.7450406694619702,7.12131107265225,10,1.5377307338321844,46,16,8,80,1,30,28,5.934304742570691,3,19,20,27,3,-3.416800720924108,55,25,6,8,11,25,52,0.9751785431564786,31,7,7,5,14,1.0359725436612206
2.20373694446197,7.49052135045225,4,1.5546852245337208,42,11,19,70,2,30,31,5.957642723319647,5,18,24,24,4,-3.416800720924108,47,28,5,6,17,27,38,0.9587916807907956,30,6,5,5,15,0.8911248274754668
2.55449228766197,8.482420259852251,4,1.5986295382602758,41,11,15,76,2,41,37,5.56808072881812,3,21,33,21,1,-3.2925209024241084,27,30,7,5,16,22,28,0.7793053237490152,33,6,2,5,16,1.0796171104687589
2.55449228766197,8.482420259852251,1,1.5081963529005344,38,7,14,71,3,37,40,4.572294786188329,2,22,36,28,2,-3.510209524124108,22,48,12,7,12,19,37,0.6617099955015412,36,5,2,4,18,0.9520856641362712
2.37036880986197,7.77838529215225,2,1.5784714779259204,33,16,12,46,9,34,37,5.136681477266859,3,3,28,51,3,-3.510209524124108,34,47,2,18,10,22,47,0.8370319690513778,36,3,4,5,37,0.7372398666804386
2.25645326876197,7.806115729752251,4,1.6428510101640432,39,19,8,46,9,34,34,5.969851667435369,1,5,27,48,3,-3.580657761024108,45,30,3,12,13,20,45,1.0088900404042185,33,4,5,6,41,0.675040616328818
2.63579441856197,7.806115729752251,5,1.6099855080045655,42,10,4,54,9,27,30,6.158491828130923,0,7,21,47,1,-4.001113094724109,53,26,3,8,20,22,54,1.1739951707292042,34,6,3,7,34,0.7640157734885474
2.63579441856197,7.84101052325225,4,1.6370297668108194,38,11,6,62,9,27,27,6.724622069019904,0,7,19,44,3,-4.001113094724109,54,18,5,8,21,26,50,1.2485093903087692,37,7,5,5,29,0.8171914840405178
2.17884873176197,7.84101052325225,2,1.6587520900737358,43,17,10,45,7,26,29,6.722682977152387,6,11,22,44,6,-3.924178918624108,54,22,6,30,19,25,40,1.1530661739585883,33,5,7,7,28,0.6559377207199003
1.98094767676197,9.198615292452253,4,1.6838579217401553,47,11,11,43,12,34,33,6.740858762885398,6,10,28,39,2,-3.946879591224109,37,32,4,22,20,23,36,1.2288527181493951,28,9,4,2,31,0.6432867437472817
2.23653321266197,9.198615292452253,4,1.726192845277046,47,15,8,52,10,31,33,7.070653382617604,4,16,23,32,2,-3.953482911624109,44,34,4,17,12,23,36,1.3653230469176407,29,3,4,5,30,0.6925819236139441
2.23653321266197,7.978858947252251,7,1.7182766543385295,44,12,14,46,8,26,31,7.115590312427767,3,8,19,40,5,-3.953482911624109,54,25,4,14,14,28,39,1.2653758859343425,38,4,7,5,31,0.7509552889589525
2.70482603246197,7.820357444452251,3,1.6081270467599584,37,10,2,38,7,33,30,6.182019729463893,3,2,26,50,4,-3.901461752824108,53,28,2,29,10,29,50,1.180399319309821,35,2,6,8,41,0.6842401923761305
2.70482603246197,8.00893379615225,5,1.5965619068885075,39,13,4,67,5,37,32,6.331666423473844,1,3,25,40,2,-4.289911228024108,54,26,2,9,10,24,54,1.428446430451771,30,3,4,9,22,0.877680568318454
1.99466456876197,8.00893379615225,4,1.578121570148176,31,12,31,62,3,34,35,6.0976740718169085,2,16,21,29,1,-4.566025509724108,43,39,11,5,20,27,28,1.388557909588482,33,6,2,6,10,0.9351496703926816
2.45771716376197,6.492360111652251,4,1.4909446180102188,23,17,13,40,6,17,33,5.371794392733385,1,2,19,45,7,-4.566025509724108,57,27,1,14,26,30,57,1.194314931463275,32,15,7,7,34,0.7401410139130449
2.45771716376197,6.96537128355225,6,1.5403005995598753,33,23,13,37,12,10,31,6.062537738196248,2,0,18,43,7,-4.215083897124108,54,23,3,18,23,38,44,1.5687685864450875,29,11,6,5,47,0.6485275735812803
2.98053543326197,6.96537128355225,7,1.570719926333399,33,23,3,54,6,16,31,6.914825443874168,1,2,19,42,6,-4.215083897124108,42,22,2,13,30,32,69,1.7014311310608798,29,15,4,9,23,0.9479653971764644
2.98053543326197,7.600163062552251,8,1.6415999281451434,24,18,7,71,3,34,31,7.276507205043603,3,0,27,43,3,-4.433564571824109,49,20,2,10,24,30,53,1.4378220219702476,34,11,3,8,11,1.3414983510573344
2.64728753406197,7.96443738615225,5,1.7144207553974735,28,21,20,63,4,35,31,7.133537023163411,2,33,28,13,3,-5.327660704124108,48,27,4,3,16,28,35,1.4321472468996292,35,6,5,6,14,1.2845594778308538
3.91148522226197,7.96443738615225,4,1.5765293869467771,32,19,2,48,11,51,31,6.721293676420546,1,9,25,45,2,-5.327660704124108,40,34,3,20,22,29,51,1.7476361444032225,30,4,4,5,47,1.175420960373979
3.91148522226197,8.27844490015225,4,1.5626142563313057,44,16,1,12,39,21,33,7.470270132220621,12,2,28,26,1,-5.178181026224109,42,27,2,43,20,29,29,2.1936201412367167,28,5,2,7,31,0.9663829676741196
2.6017556979619703,8.27844490015225,10,1.7284971596499534,47,17,19,53,8,20,38,8.648690829216859,4,4,27,42,1,-5.178181026224109,43,20,2,10,19,24,34,2.11517257956719,33,7,6,5,35,1.1530787909819202
2.56601445536197,7.34579744735225,16,1.674958524105416,45,16,27,50,5,23,38,7.741878688576417,5,5,22,41,9,-4.249858829424109,37,21,3,12,18,29,38,1.7646628819550287,33,9,8,4,27,1.2874559684957427
2.56601445536197,6.85149577785225,6,1.5337409054568774,21,19,14,47,11,29,33,7.170538990830352,5,10,17,27,11,-4.249858829424109,40,15,3,22,26,48,26,1.596197001951229,28,12,9,6,29,1.053874385053748
2.5404692086619702,7.80529952545225,8,1.5540082044906858,38,29,16,44,4,19,35,7.653259499504511,1,17,19,24,3,-3.640946542824108,46,23,6,18,15,47,25,1.5027527720191471,29,8,6,9,31,1.1647760100315232
2.5404692086619702,7.80529952545225,7,1.5624572897736873,47,19,23,45,5,42,34,7.807552485305633,2,19,22,35,3,-5.638259262224108,50,20,6,15,20,27,34,1.777881430603376,30,7,7,8,25,1.34741567328579
2.35688065906197,7.00591913955225,10,1.4907120861005798,41,18,31,44,2,33,33,6.677794530622228,2,5,25,47,7,-5.638259262224108,42,24,2,16,21,29,45,2.0094968432707163,30,10,6,3,21,1.0622521546938644
2.35688065906197,7.04743497025225,10,1.4632976935805917,28,21,18,43,15,21,31,6.657379872810667,2,7,19,33,4,-4.273765928524108,37,23,2,17,26,42,34,2.180622147468969,36,11,6,2,42,0.7367073466288564
2.15421202856197,9.75937457335225,1,1.6796519884550738,49,13,34,48,1,25,30,8.514718067880132,2,5,22,39,1,-4.273765928524108,44,25,1,5,15,35,40,1.936365078948325,36,5,1,7,15,1.1182928795421478
2.49371271056197,10.15597127105225,2,1.8911212412077905,49,12,24,49,2,41,28,9.342575811374878,2,26,32,26,2,-4.6086943855241085,44,28,8,10,11,31,38,1.7272410415853303,33,2,4,9,15,1.3265194604663966
2.58807069626197,10.15597127105225,4,1.9527446017540369,44,8,24,61,3,31,25,9.940717806453211,0,24,37,26,1,-4.687397719624109,45,27,12,4,21,35,34,2.012081611010313,32,4,3,7,16,1.1749370225498514
3.55177712676197,8.352168069952251,8,1.8664331080820091,32,22,5,64,5,34,31,9.465912172713736,0,19,25,23,6,-4.687397719624109,42,22,12,4,28,35,60,1.994764115536292,28,15,4,7,22,1.556825802933581
3.55177712676197,8.09670371555225,2,1.6636562378482465,41,19,6,57,5,42,42,7.63632334575102,1,15,24,30,2,-4.594894124924108,46,27,9,7,18,32,53,1.4251179156047058,32,12,1,8,26,1.7244586377187403
3.14998394746197,8.09670371555225,0,1.517948225324541,45,16,6,55,11,25,38,6.469662043176547,4,5,21,42,2,-3.642571951524108,40,21,1,9,20,30,49,1.1093575479725628,35,6,2,7,32,1.253342013925666
2.31855300976197,7.798606887852251,4,1.557373522552217,53,15,15,50,9,30,30,6.968686879170841,2,3,18,38,5,-3.660284234424109,48,18,4,8,16,29,45,1.568886872040839,33,6,5,8,21,0.9682696745309162
2.4094639788619703,7.798606887852251,7,1.6279572150301125,47,20,18,38,10,29,32,7.65836420470612,4,6,19,41,6,-3.927790710424108,42,19,3,14,14,35,41,1.5415734948987834,37,4,7,8,18,1.19460922739336
2.4094639788619703,8.12329261645225,4,1.696484916396103,54,18,17,39,7,31,32,7.22268135494544,6,12,25,27,6,-3.927790710424108,44,24,6,13,13,29,41,1.1244799258586078,35,4,7,6,25,1.157646668533035
2.17485799586197,8.12329261645225,8,1.7315104716961327,59,12,25,58,3,27,28,7.138822369881419,2,15,22,18,4,-3.4930246337241084,47,18,13,5,17,21,40,1.031485664732542,35,3,5,7,22,0.8898600799653529
2.37628461556197,8.13573271105225,7,1.694613267841752,43,14,18,79,6,40,31,7.385366709889841,2,20,21,15,2,-4.243162457924108,48,20,13,3,21,20,35,1.1256723738487469,33,5,4,9,13,1.1025007817882102
2.5206753280619703,8.13573271105225,4,1.6411201112542588,52,14,16,66,4,41,35,7.255759872085759,2,12,25,18,3,-4.243162457924108,46,21,13,5,18,28,36,1.208367022967354,34,5,6,7,16,1.176663074704688
