36,38,37,19,39,29,34,33,18,24,30,2,35,32,rv_signal_changes,27,11,y_rms,9,x_signal_changes,14,31,10,z_max,y_signal_changes,6,1,12,x_rms,17,22,23
7,2,1,2,2,3,25,41,6,46,43,4,8,44,0,7,7,1.8975025674753183,2,38,38,27,3,11.25882949495225,41,48,3,15,3.512945320915963,13,30,49
12,7,9,2,4,5,31,37,5,47,20,7,18,39,0,6,13,1.972056773789652,6,33,43,23,3,10.33560538635225,41,49,4,16,5.269435493458316,12,22,36
16,7,5,6,5,9,19,33,19,70,25,13,23,38,0,5,8,1.5547244734507304,11,27,24,29,2,10.46981311015225,37,44,7,6,6.791990328583378,28,15,32
6,4,8,1,3,5,38,26,10,75,25,11,20,36,0,3,11,1.8254526592038487,13,28,61,34,5,11.60200944255225,36,49,5,12,7.154870105459753,16,17,37
5,3,10,1,4,5,32,29,10,66,21,16,19,39,0,2,6,1.9688090544152297,10,31,64,38,7,11.60200944255225,34,55,4,18,7.197699793329602,18,17,35
14,6,5,8,5,5,33,22,15,64,13,17,20,38,0,1,3,1.6344404163801027,10,29,30,44,7,11.35170244035225,33,56,6,12,7.185013434610295,24,27,22
11,4,7,7,6,7,28,22,15,65,17,15,24,27,0,2,3,1.6594139953254683,4,27,27,54,3,11.35170244035225,29,64,8,6,6.511211184242272,31,21,19
12,4,4,5,4,6,24,18,9,73,32,12,24,32,0,4,2,1.8676980026924377,5,27,33,46,4,11.92819078975225,24,61,10,9,5.816494658210275,22,16,46
13,4,4,3,4,7,27,19,11,86,39,10,19,32,0,5,3,1.800894232423483,14,28,35,39,4,11.92819078975225,28,63,6,8,5.787496931688805,23,14,32
14,5,4,13,6,6,31,20,11,81,34,17,20,25,0,3,4,1.781808886742221,5,26,27,41,3,11.26654819265225,39,71,4,5,6.580207469257727,28,13,22
9,5,4,9,4,4,21,23,9,77,47,18,23,27,0,1,2,1.684426454949959,7,25,26,37,8,11.903687234552253,33,69,4,7,6.588848279828485,19,9,46
11,3,5,11,5,5,27,19,18,84,23,12,22,35,0,2,5,1.723459536446792,4,24,31,50,5,12.05125359925225,29,60,8,6,6.589721918891578,47,10,42
10,2,8,8,7,6,29,20,20,84,20,14,22,36,0,6,4,2.0350999327450894,5,24,21,46,2,12.05125359925225,32,61,8,6,7.046685395841657,41,21,25
14,5,7,9,6,6,25,16,16,73,44,12,19,29,0,4,5,1.9490195846557583,10,25,17,35,3,11.35837011825225,41,68,7,4,6.904802311369158,33,14,25
11,7,5,8,2,6,26,24,16,59,43,8,18,27,0,1,7,1.925064521147444,16,26,14,37,3,12.08339767485225,43,65,6,2,7.012276261397354,23,19,58
9,1,12,4,2,3,31,26,14,55,30,6,16,26,0,2,4,1.9641429839858664,13,26,28,47,3,13.13062115335225,33,51,6,5,6.492959171192309,21,20,56
5,4,8,2,1,3,32,23,8,72,26,11,24,25,0,2,8,1.6448559574655162,6,25,36,52,4,13.13062115335225,26,71,8,6,6.413379157424717,16,16,41
18,4,5,12,7,7,27,20,24,69,27,14,27,23,0,5,4,1.5314331756723842,6,24,14,42,4,11.24453803915225,28,61,10,6,7.098982742871174,34,13,31
15,7,7,19,7,7,24,19,26,46,26,10,29,31,0,5,5,1.8161291193677116,9,26,11,35,3,10.81609448485225,41,45,6,3,7.314773153752433,44,18,23
10,4,9,13,3,6,34,19,23,71,27,15,17,30,0,3,3,1.8475781695844131,10,26,16,47,2,12.73052979975225,43,48,4,7,7.436978029819801,38,14,31
8,4,8,9,4,6,35,23,14,77,30,20,16,19,0,2,6,1.5773316612199937,12,26,29,53,4,12.73052979975225,35,54,3,4,7.195431094163639,34,12,41
11,5,3,5,3,5,29,29,13,72,35,21,18,17,0,2,4,1.6133205051851436,13,27,28,50,5,12.23878062745225,31,58,7,8,6.735425154421071,30,13,38
12,5,2,10,3,4,25,25,11,62,35,19,25,20,0,2,7,1.831754748422071,10,24,25,48,5,12.02708857115225,32,58,7,7,7.224344133050359,33,23,54
14,3,4,14,7,7,18,27,14,71,16,12,33,31,0,3,7,1.867121928198196,8,24,23,47,2,11.12983614035225,35,63,12,5,7.079473648606928,39,12,41
13,4,6,12,5,7,25,18,26,72,18,11,30,32,0,4,1,1.833423527149096,6,24,22,49,3,11.12544789075225,37,60,10,5,6.835925776933339,36,15,35
12,8,5,13,4,6,29,18,29,67,21,13,27,28,0,2,0,1.5951061697603404,6,24,13,48,2,11.38510436585225,44,58,8,6,7.506985156791256,46,19,40
6,7,7,5,2,7,29,24,13,67,33,13,22,24,0,3,5,1.3016847335704873,9,27,49,46,5,11.94038943345225,43,67,8,4,7.389968698225744,21,17,41
6,6,8,2,3,5,27,31,8,65,31,11,16,26,0,3,4,1.906622428983897,5,31,56,46,4,11.94038943345225,38,64,7,6,6.572462412650197,16,14,36
12,6,9,2,5,3,28,30,8,58,21,9,21,30,0,3,4,2.4349591641117287,2,28,35,38,7,11.96742620255225,37,60,5,6,7.00074032293659,24,13,44
16,8,8,9,4,3,18,23,17,65,24,11,31,24,0,4,3,2.032305045057212,4,25,16,44,5,11.96742620255225,37,53,5,3,7.682109132433555,37,11,35
16,9,10,9,5,4,26,13,14,61,21,17,22,25,0,0,3,1.712717964112579,5,26,19,53,4,11.172757566752251,36,61,5,6,7.008960394571171,27,13,34
11,6,8,12,7,5,31,19,17,53,18,22,29,26,0,5,4,1.5980077816557403,10,26,16,45,3,11.172757566752251,36,68,5,6,6.830102509906641,32,26,13
