window,x_mean,y_mean,z_mean,rv_mean,x_std,y_std,z_std,rv_std,x_min,y_min,z_min,rv_min,x_max,y_max,z_max,rv_max,x_rms,y_rms,z_rms,rv_rms,x_signal_changes,y_signal_changes,z_signal_changes,rv_signal_changes,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,user
0,-0.008002830421108347,0.07424566924697017,0.04087754393625035,3.1840160303213967,1.8016277350062286,1.3501902090873183,3.33294383737991,2.458999812187662,-6.921632244924108,-4.33441930173803,-10.92383238584775,0.12044484565585194,5.416504135675892,4.534094572961971,9.879042188152251,11.210957083607482,1.6229632704192116,0.9142630100585936,5.555092798363492,8.092319078841298,40,38,34,0,2,1,5,17,19,89,44,11,9,3,4,4,6,23,75,56,14,7,8,3,4,2,7,21,40,75,29,11,6,5,54,33,33,37,18,5,5,7,4,4,3
1,-0.03906848712110832,0.02362513837197014,-0.1663077153207496,4.287716537535617,2.3348875351278595,1.867921206632822,3.783333916676513,2.213520861597365,-6.921632244924108,-6.00561144863803,-10.92383238584775,0.5703883226114307,6.142715407275892,4.8336786196619705,9.879042188152251,11.210957083607482,2.726613074190691,1.7448438906758568,7.170636890625024,11.642093855491577,34,38,33,0,2,6,9,27,47,44,30,24,5,6,4,5,6,11,32,71,37,17,13,4,2,8,17,21,38,50,40,10,7,7,18,39,37,32,27,19,12,11,3,2,3
2,-0.03567388067560832,-0.0155921057545299,-0.03448138423824964,4.597505068433892,2.4236389130032827,2.1462821957768834,3.9082974059953233,2.1496495782685843,-5.553524496624108,-6.443712640538029,-8.56076995714775,0.5703883226114307,6.293992204975892,4.8336786196619705,9.67564622865225,9.684526303572095,2.937649103193095,2.303385188835349,7.6379887897843854,12.879023081812825,30,37,31,0,7,12,23,40,33,31,29,16,4,5,6,7,3,12,30,51,43,30,13,5,11,19,17,13,42,54,25,5,5,9,10,26,31,30,24,22,22,18,13,4,3
3,0.031871885632391676,-0.08597020533052985,0.1540702115657504,4.6209993924200505,2.3886409959689106,2.33566069896508,3.860023260464422,2.176971570389372,-5.318002701124108,-7.37989095763803,-9.60516143104775,0.7186407247543691,6.917255309475892,4.7439554387619705,9.92936087165225,11.115286607412317,2.8533108123585564,2.731350888447309,7.4617586007091505,13.046420301515022,31,38,29,0,9,8,39,37,35,28,26,10,5,3,5,6,8,6,19,45,48,37,19,7,4,15,20,11,37,57,34,7,8,7,18,26,45,22,27,30,19,7,5,1,3
4,0.07625216215289168,-0.14796247754352973,-0.04812247844424962,4.600307946010611,2.3733307463788984,2.4957186447483504,3.703603146968568,2.1083587259962413,-5.487014457824109,-7.993879732738029,-9.60516143104775,0.7186407247543691,6.917255309475892,4.9463876332619705,10.09787058075225,11.115286607412317,2.819256611970204,3.12525222425268,6.859496021583549,12.804004857806435,30,41,31,0,8,10,23,43,34,35,28,12,5,2,4,8,7,8,10,46,55,35,23,4,4,13,24,12,39,63,28,6,8,3,12,33,41,28,26,31,19,5,3,2,3
5,-0.036584723529608336,-0.04915770176552984,-0.04222732800624958,4.47418549766155,2.3257780931983456,2.466178680070027,3.4980068086796954,1.9273128588236565,-5.487014457824109,-7.993879732738029,-8.05893279144775,1.0946102998970209,5.762780229875892,4.9463876332619705,10.09787058075225,10.12511743054164,2.7052910903985357,3.0422268808374056,6.118917390400029,11.86643536163598,29,41,34,0,8,11,18,31,40,32,31,17,8,4,3,8,5,9,10,49,47,39,25,5,11,22,11,25,44,63,11,3,8,2,16,38,24,35,26,26,20,10,4,1,3
6,-0.04004180859160837,0.05056216305997018,0.01348021467775045,4.366333038851436,2.3053159460125725,2.2902246030376605,3.4969237645033213,1.9306899147293586,-5.483917671524108,-7.837559531738029,-7.70512911734775,1.014431754073993,4.928571234175892,4.851054510961971,9.234923034952251,9.267075966833302,2.658042478687563,2.6238426323461574,6.114328765467922,11.396213876501642,27,41,32,0,6,12,14,29,32,34,23,31,11,8,3,6,4,9,10,51,44,44,23,6,15,16,10,22,46,55,19,6,6,5,18,29,30,25,31,19,21,17,7,3,3
7,0.06769555654139166,0.06844081331747014,0.04890137295775046,4.314297367742318,2.306866375184808,2.208749311188545,3.493790628599564,1.9507114982478009,-5.483917671524108,-6.8632945219380295,-7.70512911734775,0.8092424992777525,6.408170492475891,4.43797783786197,9.234923034952251,9.267075966833302,2.663107580666872,2.4416288323017126,6.104482150383642,11.20921856335223,30,41,31,0,8,10,22,33,41,35,31,10,9,1,5,5,7,7,14,44,49,40,21,8,13,15,15,19,46,51,24,5,7,5,16,25,35,24,30,20,20,21,7,2,3
8,0.03643166027689166,0.04645455501147011,0.08290787200075045,4.254736677022684,2.2372907817179493,2.2376309658637914,3.472952852998574,1.99535428345271,-5.693773226024108,-6.63768999783803,-7.54386717924775,0.8092424992777525,6.408170492475891,4.43797783786197,10.77677029985225,10.860450571533883,2.5033986539153217,2.504575182536919,6.034137617195313,11.042111453647562,33,34,30,0,7,8,18,32,48,35,30,14,7,1,8,4,6,9,22,33,53,40,17,8,17,17,13,33,54,48,5,5,7,1,23,29,42,33,24,24,17,7,0,1,3
9,-0.04481943200710834,0.09765482209797009,0.040844693778750385,4.390785537600587,2.4222584853972875,2.2414311701295113,3.6003110079053644,2.141916224254272,-5.800850057624109,-6.63768999783803,-7.76580075304775,1.0111789531542443,6.664285056575892,4.778925459261971,10.77677029985225,10.860450571533883,2.934672475782301,2.5167750773535706,6.4819538213272105,11.933401374463074,29,31,29,0,9,12,16,38,42,30,32,16,4,1,9,3,5,11,23,41,46,42,16,4,13,20,14,27,58,50,6,1,8,3,29,33,34,26,26,26,14,7,3,2,3
10,-0.019169881989108337,0.06533055325447011,-0.1787289227687495,4.604173108538152,2.527212638418466,2.2385993453286583,3.768380481784931,2.106416811601583,-5.9570063322241085,-7.23878650133803,-7.88187642564775,0.36487186677068784,6.664285056575892,4.778925459261971,10.504736539752251,10.57740247255472,3.1935856020787514,2.507797555047216,7.116317741665855,12.817700898791827,27,39,31,0,12,10,17,33,33,40,33,14,7,1,9,1,7,4,17,33,66,43,16,4,17,19,15,25,52,51,7,3,7,4,6,31,35,28,24,31,26,14,3,2,3
11,-0.044617911547108306,-0.03482347534052994,-0.15590747165824959,4.594794588085026,2.4194317510430614,2.22303433284238,3.9460494822003684,2.298306207713433,-6.453634274224108,-7.23878650133803,-9.10142363344775,0.2291903908231852,5.270804507275892,4.39190507346197,11.85868121285225,11.949962001755289,2.927820377993059,2.4715471597153784,7.797806827846327,13.197174365554764,27,40,33,0,5,12,9,25,24,30,54,25,8,8,7,4,6,6,12,30,68,40,23,4,12,21,15,18,66,47,8,3,9,1,10,38,36,27,31,31,18,8,0,1,3
12,0.016670637248891666,-0.14648917042352985,0.1371360034287505,4.862448097000041,2.476883760521749,2.4537915367183727,4.170192272866775,2.4379687110583603,-6.453634274224108,-7.81631359883803,-9.85633536924775,0.2291903908231852,6.619791578875891,4.479947575661971,11.85868121285225,11.949962001755289,3.0676155366413234,3.0212759913610454,8.704654938057086,14.793546466059452,29,38,36,0,7,11,8,36,27,50,38,12,10,1,5,8,5,8,14,27,60,42,22,9,5,20,12,16,66,48,15,6,8,4,9,28,44,29,30,23,19,12,4,2,3
13,0.014499994521391685,-0.11819500419952993,0.05772863544725038,4.823513782906508,2.4725066529964193,2.4372417979582686,4.053926058753726,2.2888820220774457,-5.787600350924108,-7.81631359883803,-9.85633536924775,0.41855428536762845,6.619791578875891,4.479947575661971,10.74909888155225,10.947659602919892,3.0567496994763372,2.9770588203662887,8.218824542596566,14.252633062439186,31,35,39,0,9,12,24,20,40,47,26,13,8,1,5,8,4,7,16,25,62,40,25,8,4,21,13,15,50,53,24,7,7,6,10,21,41,26,30,27,21,15,6,3,3
14,0.021129967894391664,0.06364330094597014,-0.010778094717249657,4.598021495126293,2.5085778341439537,2.31379286958988,3.7835285287649514,2.1964743941786447,-5.986643907524108,-7.04925446653803,-7.911326463947749,0.47389552290408055,6.567957377275892,4.58852714216197,10.91797510175225,11.233597014633618,3.1467046127507943,2.6788439565601347,7.157602147652005,12.98315071696293,28,33,37,0,9,8,25,24,31,48,32,15,6,2,7,6,4,14,10,33,52,49,19,6,19,16,12,28,60,40,11,6,4,4,11,27,44,34,23,25,22,9,2,3,3
15,0.023860078683391704,0.09616202493347016,0.12075095618975044,4.868496473052671,2.64429379353529,2.6729731894857576,3.8816785860966045,2.350881389540612,-7.067123583924109,-9.08081768653803,-8.05891460684775,1.0423017017172573,6.888173524375892,6.94710586796197,11.26098833765225,11.68208541651321,3.4964294849420186,3.5770164033744845,7.541004719590836,14.614450607907349,31,35,35,0,4,9,13,28,46,33,38,18,8,3,3,7,7,12,13,61,63,25,7,2,16,17,15,25,54,54,6,3,5,5,21,36,42,20,24,22,20,9,3,3,3
16,-0.04138467287760826,0.10783029755647013,-0.05170606227024963,4.936738418757399,2.5609232686586676,2.818727492268149,3.932619363874383,2.369319541684054,-7.067123583924109,-9.08081768653803,-8.05891460684775,0.6087481555491547,6.888173524375892,6.94710586796197,11.26098833765225,11.68208541651321,3.2800203395532885,3.978426024369704,7.734084288997619,14.992530652920605,33,40,33,0,2,12,8,34,48,33,34,16,12,1,5,6,8,6,16,63,59,25,9,3,19,19,15,22,54,52,8,1,6,4,13,30,39,24,28,27,21,12,4,2,3
17,-0.0400447556836083,0.028483482417970208,-0.17863987192524952,4.840203042701483,2.442610256723698,2.581198136187445,3.9801353765986445,2.253257175968725,-5.509012260324108,-8.95127836553803,-8.76110711664775,0.6087481555491547,6.175027782675892,5.588956507861971,10.63181897855225,10.704955385488693,2.9839742243547853,3.331697563514099,7.936694909946753,14.252366697815637,32,42,32,0,9,11,21,39,42,20,28,17,11,2,2,7,7,7,6,47,62,38,17,7,11,25,14,16,44,61,13,5,4,7,9,29,38,25,25,27,27,9,8,3,3
18,-0.01398259693310834,-0.15047532944302977,0.0945967682282504,4.945846179629777,2.432784169266207,2.7442376000964854,4.059241131785542,2.3445916147133046,-5.680899759024109,-8.267506797738031,-8.76110711664775,0.6770503925332876,6.175027782675892,5.72880086536197,10.63181897855225,10.72941076851474,2.959317163624632,3.7767414152771526,8.243193557269397,14.979252136171183,35,37,38,0,8,10,17,43,39,24,28,20,7,4,8,8,5,11,12,51,56,31,15,3,11,20,16,17,44,58,16,6,3,9,9,28,38,26,24,26,24,10,10,5,3
19,0.04856545550689171,-0.1643992014575298,0.08676116188475039,4.933409844738374,2.4052606711194557,2.794537997625892,4.023611822828367,2.3414854517958665,-5.732843959524108,-8.267506797738031,-7.582839709347749,0.3965230033228026,6.660496221575892,5.72880086536197,11.845067848352251,12.018630765045318,2.893818749751303,3.9182348588074047,8.098489800007904,14.910543408566616,34,32,40,0,8,10,20,39,37,32,32,13,7,2,7,9,7,10,18,40,53,40,12,4,24,17,14,34,54,39,5,3,7,3,12,25,42,30,25,33,21,6,5,1,3
20,-0.027301009032108314,0.014621294544470122,-0.05250721585974964,4.69919419134779,2.38442736327772,2.5428599018208593,3.8329111906309374,2.1826883912662964,-5.764522012624108,-6.582526325638029,-7.478832399747749,0.3965230033228026,6.660496221575892,4.596788910561971,11.845067848352251,12.018630765045318,2.8431195979208534,3.233175131271272,7.346982601490604,13.423277330682732,33,31,38,0,7,11,21,36,38,37,32,8,8,2,11,7,9,4,25,32,40,40,23,9,23,20,13,43,50,36,4,4,4,3,11,30,43,32,28,34,15,1,5,1,3
21,0.0030362617473916565,0.06409626915597007,-0.008528310103249623,4.586849780304996,2.3985949625572376,2.5284745871007335,3.7077764505385593,2.2043246391540943,-5.764522012624108,-7.656486385238029,-7.96498908104775,0.45326186366396437,5.993073730675892,4.47794473476197,10.18562805495225,10.401032487043935,2.876633506645178,3.19864603466697,6.873839469620763,12.949119010932916,33,36,37,0,8,7,18,28,43,35,30,16,12,3,6,7,3,10,10,27,56,44,24,13,15,17,13,24,50,54,13,4,3,7,10,30,33,30,23,27,27,12,3,5,3
