window,x_mean,y_mean,z_mean,rv_mean,x_std,y_std,z_std,rv_std,x_min,y_min,z_min,rv_min,x_max,y_max,z_max,rv_max,x_rms,y_rms,z_rms,rv_rms,x_signal_changes,y_signal_changes,z_signal_changes,rv_signal_changes,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,user
0,0.0015214165908917154,0.05076135768147015,0.004896897729750411,4.000304079695502,2.95539137260477,2.0277589155985023,3.5147168194902787,3.0330758292506945,-12.102465274124109,-5.115151764938029,-8.48318374344775,0.05782208332866476,7.283794029775891,8.24001762736197,12.533666400752251,13.41933019983515,4.367170239987574,2.0571914676114393,6.176629150407615,12.60099085800663,40,42,35,0,3,2,4,8,12,32,81,42,14,2,5,14,26,74,42,25,7,5,0,2,5,14,28,56,60,17,8,5,2,5,51,29,36,30,17,15,10,3,4,5,8
1,0.009133029263891644,0.04472669949997013,0.04825030991725044,4.936156510251131,3.9712932778131305,2.180132130960332,3.54322366485716,2.9525160854155126,-12.102465274124109,-5.115151764938029,-6.71321948564775,0.823327466848078,7.3898010208758915,8.24001762736197,12.21869120665225,14.93215059176928,7.885626855313645,2.3774882930468975,6.27838101580545,16.541496164165995,32,40,33,0,7,4,10,6,16,30,44,55,21,7,4,12,41,65,39,22,7,6,1,3,14,27,27,55,48,13,6,0,6,4,31,52,38,29,21,8,7,9,3,2,8
2,0.010667622124891593,0.014589222546970131,-0.010907509745249589,4.972462113489968,4.160388978729443,2.0390644790087302,3.599503953076312,3.114179708904516,-11.78121567932411,-3.84306909253803,-7.436102139247749,0.4914288250381553,8.929683718975891,7.320533714561971,12.21869120665225,15.267320756265203,8.654475126247606,2.078998397484834,6.478273840990415,17.21174736472286,34,36,38,0,5,10,11,8,25,34,65,20,17,5,12,22,55,49,31,14,5,6,3,3,12,20,27,53,62,14,0,1,7,4,20,65,33,23,29,5,14,7,0,4,8
3,0.04827837655439163,-0.016317721367029962,-0.011265594095749659,5.069214195084859,4.363589123657732,1.9705785121685675,3.5799087463850685,3.1694838338131137,-10.75291354922411,-4.28757409183803,-7.436102139247749,0.4914288250381553,10.110672009375891,7.7204255254619705,12.412401540552251,15.30163054977646,9.521620420873395,1.94172297032555,6.407936773027322,17.871280164226256,34,38,35,0,10,13,12,14,23,49,47,21,6,5,7,22,47,57,43,11,2,7,2,2,11,21,26,50,65,14,1,2,6,4,22,63,33,22,28,6,14,7,1,4,8
4,-0.04290962897310837,0.00019313655247005096,0.011674875028750387,5.460571093920436,4.643188162598483,2.0618042108626717,3.7747078351328103,3.2004363862365057,-12.406681139624109,-4.77832855243803,-8.01590710374775,0.5522935320326819,10.110672009375891,7.7204255254619705,12.412401540552251,15.30163054977646,10.780518774776645,2.1255183206163855,7.124277771659974,20.030314867053015,32,42,30,0,7,9,16,13,20,28,68,21,14,4,8,15,37,60,46,15,6,11,0,2,11,23,18,43,71,18,4,3,4,5,24,48,35,19,36,15,7,8,5,3,8
5,-0.05388311154610835,-0.0017333747040299242,0.004960414544250366,5.35326878433817,4.5634194121593685,1.881694019031762,3.7980717611603683,3.1837654653095,-12.406681139624109,-4.77832855243803,-8.01590710374775,0.4111921317744975,8.51684140527589,5.11394666286197,12.073958324652251,14.271290047458129,10.413850060491432,1.7703876929238882,7.212686854318132,19.39692460773344,29,39,27,0,8,6,15,12,12,28,51,39,22,7,5,6,19,31,57,39,18,8,12,5,16,17,13,52,62,23,5,2,4,6,22,40,39,19,21,34,9,3,7,6,8
6,0.014688483503891568,-0.022884120465029936,-0.019953733614749673,5.201570646041096,4.611190273995183,1.6559266623617654,3.6976539436940192,3.259235177410521,-12.634855710024109,-3.61979026253803,-8.17376289504775,0.4111921317744975,9.04227845067589,4.7468216964619705,12.073958324652251,15.127040675369239,10.631645747267699,1.3713083970450177,6.836521419400551,18.839475563713275,29,38,28,0,7,6,13,12,17,30,54,37,18,6,8,18,21,44,44,26,23,3,10,3,12,14,20,58,56,23,5,1,7,4,28,48,36,20,24,21,7,8,4,4,8
7,0.012259225295891659,-0.03332001312152985,-0.015210879894749594,5.27860991302578,4.59469658326953,1.892752083895855,3.692412621844124,3.2350312799425955,-12.634855710024109,-4.85258510903803,-8.17376289504775,0.7673200798135835,9.04227845067589,5.7223906942619704,11.50934741635225,15.127040675369239,10.555693490456786,1.7918103371832592,6.817071170410485,19.164574998050533,32,35,34,0,5,8,13,13,17,29,56,33,18,8,4,11,21,41,44,39,24,7,6,3,10,17,20,42,63,29,7,0,7,5,31,52,26,24,28,16,8,7,4,4,8
8,0.01881494091789165,-0.004443343217529838,0.0013835804197503492,5.206681740364579,4.326770638514275,2.1018118820595983,3.6968218831003945,3.1138224572694635,-11.050164488324109,-4.85258510903803,-7.16025316944775,0.39374411827035993,9.18681214727589,8.56806088216197,11.95353265135225,14.979090197048864,9.360649080155488,2.2088164654329283,6.833246974832365,18.402712520420785,33,32,35,0,9,9,14,14,16,46,45,33,8,6,7,16,52,52,43,17,6,5,0,2,20,18,17,54,62,13,4,2,6,4,23,46,37,25,28,16,11,7,3,4,8
9,0.024486452801391653,0.0167799078739701,0.01205327354525036,5.3308012879372875,4.46865224280616,2.103887196736175,3.7406325311199558,3.1577064458572095,-11.90676271212411,-4.990016184238029,-8.880980894747749,0.39374411827035993,9.18681214727589,8.56806088216197,11.95353265135225,14.979090197048864,9.984726226753653,2.2133114509493317,6.9962385071380195,19.194276184841,30,34,35,0,6,10,15,15,13,31,57,36,11,6,3,14,58,53,40,16,8,5,1,2,3,23,14,34,74,33,5,3,4,7,19,49,35,22,31,19,8,9,5,3,8
10,0.05338410864339165,-0.03690922717602989,0.026425445398750337,5.367510414232268,4.66437878917198,1.9119324144277652,3.6718785296220293,3.176373623158229,-11.90676271212411,-4.990016184238029,-8.880980894747749,0.7052661896614388,9.31607447547589,6.024552191661971,11.75107471565225,14.589983747619058,10.879639675966553,1.8284239241951568,6.741695120231888,19.449758720393596,28,35,34,0,8,9,16,10,18,30,61,26,17,5,3,10,15,59,41,40,16,7,5,4,1,24,15,29,78,34,6,4,1,8,21,60,27,16,33,16,9,9,5,4,8
