window,x_mean,y_mean,z_mean,rv_mean,x_std,y_std,z_std,rv_std,x_min,y_min,z_min,rv_min,x_max,y_max,z_max,rv_max,x_rms,y_rms,z_rms,rv_rms,x_signal_changes,y_signal_changes,z_signal_changes,rv_signal_changes,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,user
0,0.014518341881891637,0.012207101888970147,0.006778217050250406,1.936300739653995,1.1236032327211563,0.9541715149694373,1.7611802325341257,1.2352443084097797,-3.8762244030241084,-2.87388235863803,-5.54582947534775,0.21786872099678356,2.303105018475892,5.012608845461971,6.41342689075225,6.488425510323331,0.6313475034162159,0.45529614665779944,1.5509008778476676,2.637544527921683,32,36,30,0,1,5,7,5,20,34,65,27,25,11,3,9,38,79,55,11,2,0,2,1,1,7,18,33,58,56,17,5,3,2,38,46,39,34,18,9,7,5,3,1,0
1,0.00018138181989166058,0.018361831868970165,-0.002981215685249603,2.748500432942267,1.5491145377957678,1.249660103707273,2.310353802278583,1.321072429976136,-4.468095703924108,-2.87388235863803,-5.54582947534775,0.4533683081748655,4.6677007435758915,5.012608845461971,7.50357699585225,7.570431884501549,1.19987794205478,0.7809937658336281,2.668871789675034,4.64974349756344,27,42,26,0,3,12,15,21,41,57,36,11,3,1,6,19,37,58,55,15,2,3,2,3,5,15,36,32,35,50,18,3,4,2,17,38,53,37,21,17,8,5,3,1,0
2,-0.02021461422660834,0.03254866576047013,-0.013634167101249655,3.2023713096950877,1.6477776006870448,1.333882416905436,2.7952563640953487,1.4332980834761566,-4.468095703924108,-2.81742551283803,-6.84956975164775,0.35764220743611475,4.6677007435758915,4.526343912261971,7.54188642355225,7.570431884501549,1.357789825977143,0.8901508588861372,3.906822015764048,6.1547627006273276,33,41,28,0,2,16,15,23,41,49,34,15,4,1,8,22,26,54,49,21,7,4,7,2,2,15,22,31,34,43,38,3,6,6,7,21,36,55,32,21,13,5,3,7,0
3,0.003290903296391665,-0.007740434037029882,0.0873209783302504,3.291224008511004,1.4767864613483497,1.369259465739319,2.9964494331654072,1.4866133208997894,-3.479122934124108,-3.09113088443803,-7.46812672644775,0.1272692616911533,2.865867858375892,5.6774769889619705,7.54188642355225,7.558457704497292,1.0904545412331441,0.9374656994179031,4.493167079386921,6.521087320037972,35,43,29,0,8,14,10,21,17,40,36,26,18,10,13,18,31,85,29,10,7,5,1,1,3,11,24,18,38,41,43,7,6,9,6,13,30,61,33,25,12,8,3,9,0
4,0.01601851588339169,-0.08438790508702981,-0.04214492055374969,3.093736353060415,1.428489103123505,1.358843088837701,2.775014804478573,1.4232681779470922,-3.0777353910241083,-3.15502658983803,-7.46812672644775,0.1272692616911533,2.741178204775892,5.6774769889619705,7.35208375975225,7.471817835564111,1.0204188552968518,0.9267879293034811,3.851241679701867,5.798448464302198,29,48,24,0,10,17,17,11,18,38,40,22,17,10,14,18,27,90,33,5,6,4,2,1,1,6,32,19,40,40,44,6,4,8,8,13,43,50,34,28,9,6,3,6,0
5,-0.02976822503960832,0.005198626383470116,-0.08100917260474962,3.1582084360529943,1.420665779403941,1.4240899123471673,2.880444308785767,1.5415829152733747,-3.6045144965241085,-3.15502658983803,-7.346129017247749,0.17255335551129433,2.741178204775892,4.49050132216197,8.66765827785225,8.677405195513687,1.0095887019957084,1.0140295520826184,4.151760951031208,6.175379205109532,28,49,21,0,3,11,25,14,15,27,48,27,23,7,10,17,15,50,64,18,9,7,7,3,1,7,40,17,54,59,5,6,4,7,11,18,60,40,45,10,3,4,7,2,0
6,-0.021111991754608338,0.03045922695947015,0.10538523809675042,3.0890578624936103,1.3782560064528002,1.4432708752579346,2.8382556776945753,1.5838297831315247,-3.6045144965241085,-3.0299760932380297,-7.346129017247749,0.4096915982792601,2.576896918875892,4.36466834726197,8.66765827785225,8.677405195513687,0.9500176677595341,1.0419792919373854,4.033400670187103,6.025397629884023,29,48,21,0,4,7,20,20,11,25,47,31,27,8,12,14,18,54,62,12,7,11,4,6,1,7,33,15,55,65,9,4,5,6,16,33,59,30,38,7,5,5,5,2,0
7,0.03750494447689172,-0.03560534842052986,-0.030166299372249593,2.9642130940845175,1.3111364151790512,1.3179352981564718,2.6970254427291604,1.3953506685546324,-3.061531180224108,-2.69019869533803,-5.40320035054775,0.4400601199546939,2.129624107075892,4.178310354061971,7.6562871070522505,7.662493825492658,0.8602426600343941,0.8691105954814686,3.637428122173121,5.366781377688983,24,42,19,0,9,11,15,14,7,22,40,35,34,13,17,13,21,64,53,9,4,12,4,3,11,28,17,39,33,55,2,7,0,8,13,25,60,36,26,23,7,2,1,7,0
8,0.014226500718891626,0.044685845523470116,-0.06702332373124961,3.020013831804093,1.2974124407646925,1.2651448477954135,2.8165216919208347,1.4501285350491087,-3.0005935228241083,-2.48815654193803,-5.223307136747749,0.6489112964466428,3.2440878319758917,4.50196162926197,7.9868181539522505,7.9973419539475925,0.8417407173868499,0.8012941553467132,3.9686432834922907,5.611678156225854,28,41,20,0,14,16,11,16,33,42,41,22,4,1,13,18,40,70,25,10,13,6,4,1,16,27,20,47,30,41,1,6,4,8,18,42,50,33,22,19,6,2,3,5,0
9,0.03512589459689166,0.018179379066470134,0.07896374188825034,3.07581338946003,1.5587396475244482,1.304380794894361,2.7452455211817663,1.4881609800247755,-3.9536234570241082,-2.7837637271380298,-4.9987396931477495,0.5838120742706567,3.5153009400758917,4.50196162926197,8.462151911152251,8.483132182486088,1.2154515586179366,0.850869873956243,3.771304122050771,5.8376255546249505,28,37,22,0,5,11,20,14,18,52,33,34,10,3,8,14,33,82,25,14,9,8,4,3,21,21,17,50,45,30,1,6,2,7,20,39,55,29,28,15,6,1,5,2,0
10,-0.0025946852266083478,-0.03342715073152984,-0.057965128110749636,3.264467543315334,1.6713298606962708,1.3463085354771636,2.9088593391220967,1.5540555177555981,-3.9536234570241082,-2.79029050843803,-7.771834459147749,0.5838120742706567,3.5153009400758917,4.37604126416197,8.555740380452251,8.596537426184588,1.3966751178232195,0.9068320235523476,4.2324113054373695,6.535918446812939,23,36,26,0,7,14,22,13,16,37,37,44,8,2,12,14,27,75,33,17,6,8,3,5,2,10,32,13,52,58,20,2,5,6,14,41,48,28,39,14,6,3,2,5,0
11,-0.0235687398471083,0.054624789168470106,-0.031643833143749606,3.392381911162299,1.6324234931662343,1.347708139085066,3.075334619199673,1.5604782482718949,-3.3727489059241083,-3.2461793064380298,-7.771834459147749,0.7122992845048935,3.8123679282758918,4.37604126416197,8.555740380452251,8.596537426184588,1.3326809732695153,0.909650547873916,4.729342176112015,6.971673697255447,26,42,30,0,16,20,14,22,26,34,40,20,6,2,7,12,23,41,60,31,10,7,7,2,3,11,29,20,48,45,26,5,7,6,12,38,50,38,30,11,7,7,2,5,0
12,0.028564376736891665,-0.005296794195529891,0.10844348367175036,3.346483360881791,1.829670920830973,1.3975719410493928,2.8420869934158675,1.4805453627721021,-4.0418861704241085,-3.2461793064380298,-6.5149669544477495,0.33016012799212835,4.010904648275892,4.1467112880619705,8.134936600752251,8.15534422908001,1.6742558010764137,0.9766176932186588,4.044609233647256,6.695482727942326,29,42,27,0,9,16,16,26,24,32,29,34,11,3,8,17,20,34,58,32,12,8,9,2,7,12,28,28,41,55,12,5,6,6,10,22,33,55,41,14,10,6,5,4,0
