window,x_mean,y_mean,z_mean,rv_mean,x_std,y_std,z_std,rv_std,x_min,y_min,z_min,rv_min,x_max,y_max,z_max,rv_max,x_rms,y_rms,z_rms,rv_rms,x_signal_changes,y_signal_changes,z_signal_changes,rv_signal_changes,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,user
0,0.00787248299739164,0.011343375133470154,-0.0754855883497497,3.446489211883021,2.4878538674618285,1.3276606902608499,2.826662427383979,2.017354973043517,-6.942173836724108,-3.60948721123803,-5.96872792584775,0.156451767075203,9.15350939897589,3.37960405666197,8.076818194252251,10.448917304810077,3.094739420916661,0.8814057903116673,3.9978592762163982,7.974004487444724,30,28,27,0,4,10,18,50,64,28,18,3,3,2,4,8,14,28,34,41,34,26,7,4,16,11,24,39,51,25,18,8,3,5,19,50,35,30,27,23,6,7,2,1,16
1,0.04297200282739176,0.0034545827664701377,-0.0852623272917496,3.226229192963709,2.224278100200687,1.320702565761951,2.844232264250806,2.0932985676536613,-6.942173836724108,-3.60948721123803,-5.33096375084775,0.305321176878224,6.449011015575891,3.37960405666197,11.44608597025225,12.210878141032515,2.474629830029687,0.8721336006761453,4.048463418730235,7.395226849436069,29,33,22,0,3,4,13,13,48,69,22,19,7,2,4,10,11,23,43,44,39,14,5,7,19,27,59,46,28,10,4,3,2,2,50,46,43,26,17,9,6,0,1,2,16
2,0.022860180218891656,-0.030535833164029875,0.04778297923475045,2.3825800819353664,1.5667592454051864,1.1773433567439726,2.2434120456178444,1.7890835392376452,-5.150524847724109,-3.84084990263803,-4.49496054164775,0.305321176878224,4.271536960275892,3.22697031176197,11.44608597025225,12.210878141032515,1.2276285604511352,0.6935349083880937,2.5175904097638937,4.438753878603121,33,38,31,0,4,4,9,7,40,57,44,28,5,2,1,4,9,17,46,63,29,19,7,5,11,27,93,48,10,4,3,1,1,2,72,73,31,11,5,3,2,0,1,2,16
3,0.00465120306089164,-0.027218692306529887,0.021664104804250402,3.055589099277464,2.709944186135242,1.3583710163947877,2.1519529312755825,2.1176585676849977,-11.195716932924109,-3.84084990263803,-6.90964070664775,0.3591260267318407,5.531669678275891,4.65209414306197,7.0958131091522505,11.407068651896578,3.671909562829057,0.9229563376961436,2.3156853759312703,6.910551276456471,33,32,35,0,2,4,2,3,11,23,57,75,13,10,2,5,25,50,53,32,20,6,5,2,6,3,6,19,70,65,17,6,5,3,46,64,40,14,12,9,8,5,0,2,16
4,-0.0441269304646083,0.07836197687697014,0.018590112752250344,4.245681576015838,3.3250211649061634,1.977709365742608,2.8793669314357118,2.2892084529482157,-11.195716932924109,-6.389188283438029,-6.99721629764775,0.473805202886047,5.531669678275891,4.737716313561971,7.0958131091522505,11.99908502943323,5.528856466533088,1.9587374673830475,4.145549759068825,11.63314369298496,31,28,30,0,4,4,4,2,22,26,29,65,28,16,5,0,4,9,53,44,34,26,19,6,10,10,12,15,39,63,27,8,9,7,14,46,49,29,22,18,12,5,2,3,16
5,0.0247926131663917,0.09445028096497014,-0.0684027947787496,4.615234472665268,3.594339080219833,2.1280110811932427,3.1825346776868844,2.5079985633676167,-12.16354892802411,-6.389188283438029,-7.70992372454775,0.473805202886047,6.627585588375892,4.737716313561971,8.761090002852251,12.372595031874448,6.4599440486315896,2.2686760086277986,5.0666029585065555,13.795223015765941,32,33,28,0,5,2,3,6,21,38,42,41,24,18,5,0,8,16,43,34,36,30,21,7,11,14,15,14,57,54,19,4,8,4,14,44,40,32,23,19,16,4,3,5,16
6,-0.0009473335756083578,-0.07648415376252993,0.0682608392417504,5.228364003754361,4.179741483454406,1.9520771484626709,3.6554477247927815,2.705154753501142,-12.52001949222411,-3.83632296553803,-8.695321115747749,1.0011695981197695,7.063834341275892,5.00219002876197,10.03833301515225,12.82118776944516,8.735119882975273,1.9082275096634624,6.6834788054333565,17.326826198072087,35,28,28,0,7,3,5,8,12,45,45,23,28,24,13,20,39,26,26,31,20,13,11,1,11,16,11,16,50,61,22,2,6,5,29,32,33,31,18,29,15,3,4,6,16
7,0.014421327026891678,-0.17750722432102983,-0.03778547593124955,5.374110179492266,4.186431217330607,2.009108065145848,3.845475826356792,2.7390673953367926,-12.52001949222411,-4.270443482938029,-8.695321115747749,1.0011695981197695,7.063834341275892,5.00219002876197,10.589361314352251,12.82118776944516,8.763207156056712,2.034012016060126,7.394556036642902,18.19177520875975,37,24,26,0,7,3,4,12,9,41,47,26,29,22,5,21,31,38,34,23,20,13,11,4,15,17,9,17,48,67,14,1,8,4,24,32,31,30,28,24,14,3,10,4,16
8,-0.08506335487410832,-0.018304400388529866,-0.020525232395249626,5.251851117495358,4.089352943276689,1.9685167562054706,3.917543743735023,2.893279566248058,-11.913896376324109,-4.270443482938029,-8.30483070734775,0.6618362868452726,7.139491183475892,4.98047715636197,10.84850793175225,13.684135868130271,8.365021634514084,1.9376966352676464,7.673785134621153,17.976503404402887,41,27,26,0,7,5,6,13,12,40,43,31,27,16,3,18,26,41,41,25,13,14,11,8,14,22,10,21,61,50,6,4,6,6,23,34,36,31,27,23,9,6,9,2,16
9,-0.041344030278608376,0.1557956772019701,0.06526449737875044,5.257351627866127,4.153686378416996,2.015340189162781,3.942456175250325,3.041079124182233,-11.913896376324109,-3.38880392863803,-7.616001151747749,0.5706781235066414,7.908461015875892,5.048943809261971,11.76811186345225,13.912049312618967,8.627409929543287,2.0429341855447465,7.7736100741937575,18.44395418928179,42,27,30,0,6,5,10,9,19,42,49,27,22,11,11,24,34,40,29,16,11,16,12,7,23,15,12,47,58,26,4,3,7,5,25,33,38,26,28,24,8,5,10,3,16
