window,x_mean,y_mean,z_mean,rv_mean,x_std,y_std,z_std,rv_std,x_min,y_min,z_min,rv_min,x_max,y_max,z_max,rv_max,x_rms,y_rms,z_rms,rv_rms,x_signal_changes,y_signal_changes,z_signal_changes,rv_signal_changes,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,user
0,0.004966707411891659,0.03359822507347013,-0.009205033084749618,2.168880415466086,1.4088812661614472,1.0977581703199477,1.90204710635053,1.4508613312007668,-5.528345601724109,-3.89155282553803,-5.00311320984775,0.15312004211533412,5.077188503675892,3.52582491566197,4.59382556815225,7.097914822098405,0.9924855451615983,0.6031009206161433,1.8089339637052586,3.404520429483002,43,34,26,0,1,5,7,8,61,78,24,12,1,3,3,4,4,17,49,71,21,29,0,2,5,5,18,25,35,50,33,11,10,8,35,51,39,20,24,11,10,4,4,2,13
1,-0.07327598156960835,-0.03187825969852988,0.06507091176725043,3.042151148788487,1.5948355149778315,1.6368678839586677,2.5258330409181338,1.535775225859304,-5.528345601724109,-5.369579485138029,-6.650534467447749,0.621560703238883,5.077188503675892,3.52582491566197,6.960023585552251,7.2658333256535546,1.2744348446547968,1.3401763464883667,3.192033387075986,5.80664457821915,43,30,22,0,1,7,10,17,51,67,28,15,1,3,4,3,7,14,20,39,46,48,16,3,5,7,20,30,41,35,36,19,4,3,19,39,28,39,25,18,12,6,9,5,13
2,-0.003980693314608347,-0.002225011468029862,0.025163090673750412,3.28096117129189,1.3153857564354283,1.6922337147840172,3.023366530175214,1.7235392596837236,-4.490842116024108,-5.369579485138029,-6.82457929464775,0.7413332645960543,2.9760109325758917,3.09439329356197,7.893928925952251,7.9311117274670355,0.8651277670762348,1.4318299480638728,4.5706891784579815,6.86764689359809,39,27,19,0,4,2,7,5,24,56,53,28,12,9,6,1,9,14,13,21,39,67,21,9,12,7,24,33,35,38,31,10,4,6,30,32,37,25,28,15,10,11,7,5,13
3,0.054986458455891604,0.017056053605470176,-0.004348418887749697,3.438041455838711,1.3463231506891322,1.6544008276110798,3.1987536746814156,1.721876148864652,-4.490842116024108,-5.052510434238029,-6.82457929464775,0.46566099077178624,3.164847677675892,2.84169779636197,7.893928925952251,7.9311117274670355,0.9078047683475163,1.368666503682408,5.116021990017341,7.392493262047262,46,27,21,0,3,4,8,6,22,62,52,22,10,11,5,6,7,13,9,22,34,68,24,12,13,8,24,36,29,40,24,15,2,9,13,32,30,33,36,18,12,10,9,7,13
4,0.0052424181918916445,-0.04577640733302983,0.03068946653575039,3.32784435068312,1.4163567072389591,1.6195851913883943,3.0724221956817157,1.731305127995221,-3.7565871120241083,-4.908645777338029,-7.07168224934775,0.23452329041406508,3.4373597468758916,2.73656625976197,8.21276972045225,8.313003664053172,1.0030469025446427,1.312575835816451,4.720359995936953,7.03598273429805,45,32,21,0,9,5,12,16,33,60,40,9,9,7,5,6,8,13,9,23,45,54,24,13,10,10,16,39,40,36,31,8,3,7,13,31,32,42,28,19,16,11,6,2,13
5,0.006234597481391616,0.052513257380970145,-0.09395407567624961,3.165896336537237,1.3947937208499839,1.5151810049631318,2.913415210134323,1.6486162243555744,-3.7707733165241084,-4.45720179663803,-7.07168224934775,0.23452329041406508,3.4373597468758916,4.093208099461971,8.21276972045225,8.313003664053172,0.9727441969641484,1.1492655600009223,4.248407777489101,6.370417534454174,37,33,24,0,11,4,8,15,41,58,33,14,11,5,5,5,12,17,21,85,32,12,8,3,7,10,16,50,42,33,23,8,5,6,14,34,35,43,26,20,15,6,5,2,13
6,0.005626209878391639,0.0021887184664701803,-0.10563718786074965,3.123433334037534,1.257574834418906,1.6321468012410791,2.810994558073366,1.549983199422412,-3.7707733165241084,-4.77827017833803,-6.873879724547749,0.2721097332656414,2.955914742175892,4.2326141579619705,7.470033731152251,7.530283113656692,0.7907630592006671,1.331953985645006,3.9564248104886075,6.079141855334278,42,32,25,0,4,6,8,14,22,65,44,18,9,10,7,7,6,20,23,81,33,10,9,4,7,11,14,42,41,34,31,9,5,6,12,22,42,38,33,16,18,9,5,5,13
7,-0.016496475749108386,0.0011796572449701648,0.016245846719250445,3.21960339971285,1.1987671990132014,1.6870313108357908,2.9594668854934456,1.6359257589814389,-2.9878444519241083,-4.77827017833803,-6.909884139847749,0.2721097332656414,2.955914742175892,4.2623635250619705,7.9791228113522505,8.161659946372387,0.718657465571049,1.4230380176657709,4.379354086933951,6.5210495701707725,43,35,25,0,6,12,9,25,43,55,27,5,8,10,10,4,6,17,34,71,32,13,7,6,10,10,13,43,36,38,36,3,6,5,10,31,41,46,21,21,13,7,8,2,13
8,-0.045742309242108356,-0.03629685918252983,0.11508870943775036,3.200648659634369,1.318787662400309,1.6576076443924108,2.9070435236570806,1.646289597593962,-4.408597977224108,-4.771359585538029,-6.909884139847749,0.6457624799351207,2.914239384575892,4.49362924846197,7.9791228113522505,8.161659946372387,0.870646628677036,1.3744902823673366,4.23207372973831,6.477210640782684,40,38,24,0,4,4,7,11,14,54,64,25,4,13,9,6,5,16,42,74,26,9,10,3,9,7,15,42,34,43,36,2,6,6,29,30,40,38,18,16,10,10,8,1,13
9,0.013154109602391651,-0.01396221526452989,0.007652273365250317,3.3902996827674503,1.4566130993851647,1.6005561687476184,3.0618107069775564,1.601399752825014,-4.408597977224108,-4.75932878013803,-6.708504894547749,0.6857071562966999,3.3591973049758916,4.49362924846197,7.87608499985225,7.94416667939992,1.0609473759499446,1.2809874963855739,4.687371681325031,7.029306553660547,37,35,22,0,5,6,5,10,35,47,53,18,11,10,7,8,8,14,37,64,43,12,5,2,11,17,16,30,32,42,37,3,6,6,18,30,37,39,20,21,14,12,7,2,13
10,0.025876410404391613,-0.013215416137529905,-0.013657077905749654,3.4362286900893384,1.2937001667210295,1.857522128295997,3.0070806810006596,1.5362115549473072,-3.8414506724241084,-5.28084815033803,-7.0037902118477495,0.6080988332685427,3.3591973049758916,3.4139792784619702,7.87608499985225,7.94416667939992,0.8371648549947183,1.725281552166489,4.521360368912152,7.083806776073358,36,33,23,0,2,5,10,25,37,53,36,14,11,7,5,7,11,12,14,26,50,46,18,11,8,13,19,25,41,44,31,8,7,4,14,23,34,48,29,18,14,11,7,2,13
11,0.0015709400748916374,0.007038438948470133,0.06908304170825036,3.419173289108612,1.1729356361776253,1.9917966991462746,2.9676877057407913,1.5698028249827656,-2.6446967145241085,-5.51569329963803,-7.0037902118477495,0.6080988332685427,2.8566994456758916,3.4139792784619702,7.53927247185225,7.676209205929125,0.6878902372340647,1.9836518151764126,4.405971392728357,7.07751344513883,36,36,21,0,6,11,19,35,43,36,19,10,12,9,7,7,8,13,14,23,52,38,20,18,12,8,14,27,38,42,37,12,6,4,15,24,35,38,34,17,14,11,6,6,13
12,0.02162453510039164,0.06510820668047008,-0.0038702071742496304,3.4952376378723193,1.3192644518639614,1.821352142481637,3.1188433330558047,1.6040578510205774,-3.7663832515241085,-5.51569329963803,-6.77154968754775,0.7385057107227901,3.624646846175892,3.63542344916197,7.55227313065225,7.79601907342869,0.8704631572351137,1.660781352749799,4.8635993573251035,7.39484386731002,34,35,20,0,5,5,9,29,51,44,31,13,11,2,5,5,6,15,12,30,68,31,19,9,13,9,22,33,25,36,42,10,4,6,16,28,36,40,21,19,16,10,10,4,13
13,-0.005492888663108339,-0.05011672894002984,-0.008343819795749621,3.621715587154138,1.4238143558523018,1.827953929821964,3.2720116981304113,1.7206135898637962,-3.9853189310241084,-5.4455721721380295,-8.171158047847749,0.7100999468059801,3.624646846175892,3.63542344916197,7.996276837652251,8.18338024093775,1.0136387458784855,1.6719636280356047,5.353065086015518,8.038667459929611,36,34,19,0,6,4,10,21,50,46,33,16,12,2,5,7,6,16,13,28,74,28,15,8,7,10,12,33,29,41,45,11,4,8,17,27,39,35,25,18,17,9,8,5,13
