window,x_mean,y_mean,z_mean,rv_mean,x_std,y_std,z_std,rv_std,x_min,y_min,z_min,rv_min,x_max,y_max,z_max,rv_max,x_rms,y_rms,z_rms,rv_rms,x_signal_changes,y_signal_changes,z_signal_changes,rv_signal_changes,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,user
0,0.004115858264391636,0.014907127936970101,-0.027949365949749595,2.2293509128950997,1.2938347604715283,1.2012427776629242,1.8294512969761867,1.2226608210304974,-4.9229672892241085,-4.277035188938029,-5.86249283754775,0.22735392853788078,4.792822416475892,3.20821338256197,7.43443002825225,7.774026712836471,0.8370126638468346,0.721603216675334,1.6738366075324222,3.2324524880545904,40,45,37,0,1,1,9,28,55,65,31,5,3,2,1,3,5,16,33,63,37,26,12,4,2,7,23,39,64,50,10,3,1,1,27,53,52,34,19,5,5,3,1,1,2
1,0.02432949009189164,0.00025488906447011995,-0.05417227254074959,1.9912280278927712,0.9885201823076354,0.9639056390931281,1.6726086088202166,0.8616515277695584,-2.6258189101241083,-2.15637094483803,-3.7398980985477497,0.4709308620108196,3.2799934545758918,2.76927166346197,4.20408656945225,4.6575399429005495,0.48888203745882614,0.4645570730219834,1.4002770967058658,2.3537162071866753,36,43,26,0,6,13,16,40,48,42,26,7,1,1,7,16,22,38,55,22,21,11,6,2,11,17,18,27,30,43,29,18,5,2,17,27,43,36,24,21,22,7,1,2,2
2,-0.009918822892608368,0.036529147115970134,0.02185340437175043,2.157179011226044,0.8457545161349916,1.0888183699012972,1.9682041589567336,1.059784318612468,-2.6258189101241083,-2.25151062923803,-4.97980117794775,0.26291548656024727,1.7966336771758917,4.07965996306197,5.06387876085225,5.551012134860048,0.35769954230515455,0.5934299106117692,1.93715259130861,2.8882820442255337,39,35,25,0,3,6,6,11,32,41,44,28,21,8,9,23,39,65,29,19,7,4,2,3,3,11,22,28,37,34,33,22,7,3,9,36,50,29,34,18,11,3,7,3,2
3,-0.0315369515991084,0.001237013252470145,0.06146596316375042,2.2874535298062493,0.8105918561330976,1.2209923774886082,2.167512113636001,1.272132394444822,-2.820264509924108,-4.35171919773803,-4.97980117794775,0.12516369767603705,1.6943639652758917,4.07965996306197,5.959733096552251,6.275176400263818,0.3290268682727324,0.7454119580435348,2.3509434136932277,3.4253822400094953,38,37,27,0,2,1,6,11,29,39,45,38,18,11,2,0,10,17,70,63,17,11,7,3,6,15,22,35,39,26,36,13,4,4,15,40,36,40,21,23,10,8,4,3,2
4,0.02218894303789164,-0.06160267908952984,-0.04135798519424962,2.221975746830355,0.9276051572826606,1.1374708711569284,2.0683782760778855,1.2252760938661857,-2.921839445524108,-4.35171919773803,-4.4337313683477495,0.12516369767603705,1.8147298838758916,3.07014472336197,5.959733096552251,6.275176400263818,0.4304718385052641,0.6488174364007543,2.1399495879451265,3.2192388628511446,30,36,31,0,4,3,3,13,22,38,46,38,16,17,2,0,3,17,26,76,46,12,10,8,10,20,26,34,42,29,23,11,2,3,21,35,33,41,26,25,8,6,2,3,2
5,0.0007182690383916268,0.03818862672097013,-0.03949550901174958,2.3155714164780643,0.9994529880086672,0.9938358874796468,2.151937229806338,1.1218724014127424,-2.921839445524108,-2.24767860943803,-5.07354894144775,0.1471086645380718,1.9673903976758917,3.00233490466197,4.09466110555225,5.1978603748253525,0.4994533955749321,0.49458407122664527,2.3161968681293352,3.3102343349309136,30,35,33,0,4,6,6,13,22,46,47,27,11,18,5,12,22,45,65,25,7,6,6,7,5,7,22,26,22,31,31,23,16,17,12,25,25,29,33,29,22,15,6,4,2
6,-0.013214954714108364,0.03213720523747015,0.051676090281250364,2.2267421391949447,0.9729996468429831,1.032717526632339,2.0281483720519304,1.0826434872366495,-2.893633798924108,-2.64228356833803,-5.07354894144775,0.1471086645380718,2.0446193647758917,3.55670488966197,4.0377674857522505,5.1978603748253525,0.473451473892333,0.5337691448870462,2.058028118681825,3.065248737461204,33,36,31,0,4,3,11,7,30,58,38,14,22,13,6,4,22,53,70,21,8,5,8,3,4,6,16,25,26,29,34,27,19,14,12,23,33,34,30,26,19,14,7,2,2
7,0.014663987286891634,-0.03373545781352989,-0.002940085216249624,2.111488928082909,0.9215679540039344,1.0366935127030914,1.9208037176176886,1.0753995160232375,-2.686738728124108,-2.64228356833803,-5.0779680953477495,0.22684506265631627,2.2082757443758916,3.55670488966197,3.79348740975225,5.121221664514725,0.4247512631850736,0.5379357601972821,1.8447477828575072,2.807434806239865,31,27,30,0,3,5,7,20,46,50,22,22,17,8,4,9,23,58,67,17,9,4,4,5,4,5,13,23,25,37,31,30,21,11,15,31,32,36,25,25,19,9,3,5,2
8,0.0070835630873916314,-0.007802027973529844,0.034213134986250365,2.211255067065332,0.9688219857412057,1.0136311182068483,2.0224217000583833,1.0806878514214164,-3.165318952424108,-2.47916808013803,-5.0779680953477495,0.22684506265631627,2.2082757443758916,3.32274468016197,3.79348740975225,5.121221664514725,0.469333108460773,0.5137544577188825,2.045680035736316,3.028767601915971,29,27,34,0,1,4,6,12,39,54,33,21,20,10,5,9,27,48,64,24,8,5,5,5,3,6,14,29,17,41,26,21,28,15,15,26,27,32,31,27,24,9,3,6,2
9,-0.01936425795860836,0.015507234689470151,-0.031201654864249626,2.186286497713173,1.018060569903628,0.9919138310591713,1.9490635841982407,1.0202595598591626,-3.165318952424108,-2.36074274713803,-4.937636575947749,0.35858006513188023,1.9464541568758917,3.0859472020619703,4.02472010925225,4.964637754884074,0.5184111492393937,0.4920667612870981,1.8999111992569793,2.91038910978347,28,33,34,0,2,5,5,12,30,37,45,22,24,18,5,9,22,56,60,25,3,7,6,7,5,4,18,29,31,32,24,22,29,6,19,25,30,33,30,24,20,9,6,4,2
10,-0.02003905301010835,-0.023192936946529866,0.0072350427217503675,2.1958247004930462,1.0896980998797847,0.9634008464248864,1.9412269862602496,1.0311600547327293,-3.2619672003241083,-2.41499662813803,-4.937636575947749,0.35858006513188023,1.8981850923758916,3.0859472020619703,4.02472010925225,4.964637754884074,0.5939217562635776,0.4643395516081965,1.8842072790141176,2.9424685868858926,33,34,33,0,3,3,7,14,23,36,41,23,32,18,6,8,15,64,62,23,3,7,7,5,4,10,14,23,29,31,32,28,23,6,16,25,39,34,22,20,23,12,5,4,2
11,0.028626541655891655,-0.03473084693152986,0.015234071516750462,2.1982785280423216,1.076118283080144,0.950106503583762,1.9544097447349094,1.024831536568383,-3.2619672003241083,-2.41499662813803,-4.57540918064775,0.23746044510104122,1.9135727520758916,3.5656696285619702,3.8828024879522505,4.859526010803995,0.5794250190332665,0.4519542999403713,1.9099747636248758,2.9413540825985125,32,32,33,0,2,7,4,12,18,37,46,22,34,18,5,10,26,71,58,14,4,4,5,3,7,12,9,32,24,32,27,27,24,6,9,25,29,38,31,21,20,15,6,6,2
12,-0.006368387447608366,0.03863857657947016,-0.053001969603749644,2.157310009765343,0.9879486378636754,1.0336422484981493,1.9154214014964244,1.0313361143460575,-2.7213730183241083,-2.0123732416380298,-4.56555662974775,0.23746044510104122,1.9675623198758918,3.70011289976197,3.8828024879522505,4.859526010803995,0.4880415337076871,0.5349546187401989,1.8358241770462014,2.858820329494088,29,29,30,0,3,8,10,16,26,45,36,22,24,10,8,16,48,76,25,5,7,4,7,4,6,12,11,37,23,31,22,30,23,5,14,25,20,43,33,24,19,8,7,7,2
13,0.0027708417753916402,0.02191573493397019,0.04360875757975038,2.066705009716766,0.9479589127512097,1.0220872850505178,1.8256491390408032,1.0036948744304395,-2.453216402324108,-2.0123732416380298,-4.23536667334775,0.33995815552280545,1.9675623198758918,3.70011289976197,3.2504747919522505,4.56156155749407,0.44931688891429966,0.5225713588498171,1.6674482513090396,2.639336499073157,30,27,30,0,4,8,11,23,33,39,32,19,20,11,9,19,49,68,26,6,9,5,7,2,6,11,9,32,16,37,23,16,33,17,22,26,23,26,37,18,25,10,7,6,2
