window,x_mean,y_mean,z_mean,rv_mean,x_std,y_std,z_std,rv_std,x_min,y_min,z_min,rv_min,x_max,y_max,z_max,rv_max,x_rms,y_rms,z_rms,rv_rms,x_signal_changes,y_signal_changes,z_signal_changes,rv_signal_changes,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,user
0,0.017248126558391627,0.017390888391470138,0.048685429090250414,2.2161759095921645,1.1038271449933665,1.084044630103282,2.1654092231802426,1.474489328388608,-3.346011639224108,-2.1586793533380297,-5.72371811694775,0.10579594160929766,3.1063363763758916,4.47638970836197,7.25472757195225,7.297305243542355,0.6093659319469906,0.5877276015274028,2.3456836874198803,3.5427772208942754,42,35,37,0,1,6,15,30,24,67,32,13,9,3,8,34,46,65,24,10,5,3,3,2,4,10,16,40,69,31,17,6,4,3,36,31,52,30,21,10,9,4,5,2,19
1,-0.02816958410160836,0.03032401434697017,0.004318233942750355,2.9561731392528103,1.2369721710773132,1.2735538881206894,2.8115594677473874,1.5230490431585428,-2.5649523842241084,-2.1586793533380297,-6.0480861779477495,0.3314767240134741,3.1063363763758916,4.93956464996197,7.25472757195225,7.297305243542355,0.7654468387440896,0.8114295258967213,3.952442643912177,5.529319008552986,35,31,31,0,11,22,22,27,29,31,31,20,6,1,14,44,55,42,21,8,5,6,2,3,14,14,17,22,49,43,22,5,7,7,9,33,47,39,20,13,21,4,11,3,19
2,-0.028672815327608358,-0.03264330332102989,0.0031950330287503752,3.0343558600990765,1.3033743400031814,1.1409344470913532,2.9841313788812354,1.6432098488236313,-3.5432934717241085,-2.31199379823803,-8.65224339974775,0.31470230237510216,2.816443864675892,4.93956464996197,6.944337119752251,8.986307892129252,0.8498034002587701,0.6513984989056801,4.452525147329844,5.953727046494291,31,31,29,0,3,10,16,13,29,33,46,29,17,4,6,36,68,48,19,12,4,4,2,1,1,9,16,16,16,61,43,20,8,10,19,49,40,29,27,14,17,4,0,1,19
3,0.025987317352891625,-0.023484905766029854,-0.06474885219574956,3.00965312117523,1.3111592371875838,1.0684431564391128,3.0099544673542504,1.6935001047749003,-3.5432934717241085,-2.40787200513803,-8.65224339974775,0.31470230237510216,2.816443864675892,3.81124180656197,7.185512321552251,8.986307892129252,0.8599069429627637,0.571061159670207,4.532009154703239,5.962977257336206,26,31,36,0,3,10,14,17,22,31,53,30,15,5,7,14,42,60,35,21,10,5,3,3,1,4,22,18,26,60,31,20,9,9,28,43,28,40,24,18,13,4,1,1,19
4,-0.017588834577608337,0.04014351966147012,-0.08545976135124965,3.4622787137960476,1.5729680116098703,1.4390738099282196,3.3060872915912762,1.8700869829150095,-3.986630601624108,-3.48248717713803,-10.98403928794775,0.4108721636397591,4.1375615088758915,6.7960128198619705,8.981216080552251,11.284631396145613,1.2372688663248543,1.0362724662960658,5.468758275215771,7.7422996078366895,32,30,38,0,5,13,16,30,29,49,32,19,3,4,4,18,57,66,35,10,6,2,0,2,2,0,11,22,44,53,32,23,9,4,29,44,44,38,27,9,5,2,1,1,19
5,0.014962841070891702,0.002513534569470125,0.15119446608575043,3.5760739389279617,1.7181793758451387,1.5770186524783452,3.2452752487945173,1.7904537951722401,-3.986630601624108,-3.48248717713803,-10.98403928794775,0.46100895540102826,4.1375615088758915,6.7960128198619705,8.981216080552251,11.284631396145613,1.4761821270962532,1.243497074060324,5.2773356035066366,7.99701480466322,33,33,39,0,6,20,13,26,32,28,42,24,5,4,4,22,67,54,31,9,6,3,2,2,2,0,7,22,40,54,41,21,8,5,19,44,55,41,21,11,4,3,1,1,19
6,0.02247168677689163,-0.05366258316502985,-0.051528543941249574,3.398679629354128,1.819467954521235,1.3083045253106809,3.054976603434931,1.6763123316987927,-4.367772328324108,-2.4279678692380298,-7.1004671398477495,0.44784439911317936,4.639711078275892,5.51865826986197,9.26304568445225,9.2847673126814,1.655484307118143,0.8572702018901742,4.667768619187765,7.180523128196085,30,38,37,0,6,16,20,21,33,31,43,27,1,2,9,43,67,44,22,5,0,5,1,4,8,20,16,27,64,36,18,2,5,4,20,27,56,40,23,13,8,9,2,2,19
7,0.007856673518391661,0.06842003285447015,-0.05042763644424962,3.659967496855363,1.8655519035385089,1.3318197051096996,3.398704678035212,1.8485521407056125,-4.367772328324108,-2.4279678692380298,-7.47036687234775,0.44784439911317936,4.639711078275892,4.96443686176197,9.66723855495225,9.747936549341652,1.7401728160574645,0.8892125139071472,5.776868217507895,8.40625354747251,34,37,34,0,9,15,19,20,31,39,34,29,2,2,4,34,61,51,25,8,7,2,3,5,10,19,21,26,57,38,15,0,10,4,17,27,49,43,27,13,13,6,2,3,19
8,0.02076715740739167,-0.002256345098529846,0.13491342323025032,3.5867960578599525,1.6505055148555678,1.4671661682383255,3.4026087652322183,1.899479788267015,-3.8502372498241084,-3.17180948873803,-7.47036687234775,0.5891520485539441,3.1251977196758918,4.816463946161971,10.38176820585225,10.585319749774959,1.3622998646977136,1.0762908281581667,5.79797402050141,8.236564713357291,35,34,33,0,8,11,15,16,27,25,31,37,23,7,4,10,50,48,45,19,6,9,3,6,11,18,19,34,58,34,11,6,5,4,27,39,53,31,20,16,6,3,3,2,19
9,-0.033012662779608334,-0.10473330853652989,-0.12687266068424966,3.599917500079246,1.7641213393934103,1.5612333842301223,3.269050780044131,1.8179703928056896,-3.7923617175241082,-4.12267999863803,-8.22673893004775,0.4478434418075426,4.193967908675892,4.816463946161971,10.38176820585225,10.585319749774959,1.5566069680034988,1.2242093729758239,5.351394837268122,8.132211178247447,32,30,35,0,4,20,35,20,27,26,35,22,7,4,2,10,20,51,53,37,9,6,8,4,7,16,19,34,51,46,17,4,2,4,20,34,57,37,22,17,6,3,3,1,19
