window,x_mean,y_mean,z_mean,rv_mean,x_std,y_std,z_std,rv_std,x_min,y_min,z_min,rv_min,x_max,y_max,z_max,rv_max,x_rms,y_rms,z_rms,rv_rms,x_signal_changes,y_signal_changes,z_signal_changes,rv_signal_changes,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,user
0,-0.00617610810960834,0.045211140908970195,0.0027754404642504004,2.9356141753997393,1.7815790670344864,1.858267622059707,3.3309035742581754,3.017674676987623,-10.51755609082411,-5.2723829453380295,-9.26116688604775,0.07134674643658775,3.8664896803758917,9.00332503986197,15.48857615685225,16.919928031322698,1.5870310582034266,1.727601301228864,5.54746316203783,8.86209552147012,40,36,29,0,1,0,3,1,3,6,36,108,29,13,7,10,15,99,48,13,4,1,2,1,4,11,22,106,35,14,3,1,2,2,92,48,26,15,6,6,2,2,0,3,21
1,0.07613655120439164,-0.00664306298952984,0.12391978203125043,4.247132644940545,2.6020654879752025,2.28569974420542,3.752449112791781,2.8388560692360487,-10.51755609082411,-5.2723829453380295,-9.26116688604775,0.5865911465201908,7.207745015375892,9.00332503986197,15.48857615685225,16.919928031322698,3.388270789070467,2.6122337254733012,7.048115228235244,13.048619742779017,37,36,27,0,1,1,6,13,15,53,69,30,10,2,6,17,38,64,44,18,4,5,3,1,4,18,31,61,57,19,3,3,2,2,51,58,37,27,15,3,5,1,0,3,21
2,0.017373006895891697,-0.07731431768902992,-0.14875053055574958,4.79539175807261,3.0053347991530783,2.40728428912997,3.588802531525797,2.1769663401202677,-7.756706299724108,-5.05903058703803,-6.85039224024775,0.7355203352805885,7.207745015375892,7.497575401861971,11.29969287585225,11.692783263027943,4.5161695381845375,2.9004975762058542,6.450815165313291,13.867482279703683,40,35,29,0,7,9,14,17,34,46,36,25,10,2,3,20,43,52,33,20,13,4,8,4,23,17,35,26,54,29,6,4,0,6,10,29,50,28,27,29,20,1,1,5,21
3,0.052889846488391665,0.09742251128797015,-0.11807716523224963,5.59599859084446,3.5069179424636947,2.735487870689112,4.135369039401904,2.3650951159917857,-9.021951537324108,-4.717923098438029,-7.915027682347749,0.6070876926898165,7.259329962175892,7.477773385961971,11.46380071835225,12.235349364150947,6.1506353955176785,3.7461925181964513,8.557609654496549,18.454437568210686,43,36,31,0,7,10,11,14,29,35,36,34,20,4,10,33,36,38,29,17,10,15,6,6,20,25,12,39,40,41,8,5,2,8,6,19,36,31,33,30,29,6,6,4,21
4,0.05724973016839165,0.03449662732847012,0.14378514571875048,5.656372600859245,3.8481005579663745,2.656485639046499,4.075354523342709,2.550274311302764,-9.396867341024109,-4.717923098438029,-8.27131026224775,0.6070876926898165,7.531563327775892,7.299928036361971,11.63820705935225,12.51816364848258,7.405577717912735,3.529052983878665,8.314594329529612,19.24922503132101,41,34,32,0,10,9,10,17,23,36,34,34,22,5,9,30,42,37,29,14,13,16,5,5,14,18,16,43,35,52,7,4,4,7,6,28,31,34,27,25,30,9,6,4,21
5,-0.0912006087981083,-0.15957316946352987,0.043879003988250356,5.410188936696732,3.772177802683705,2.4833758005870554,3.8991159036910625,2.5229244451847275,-9.48379015582411,-4.950968908838029,-8.27131026224775,0.7339938459647122,7.531563327775892,8.04680853276197,11.63820705935225,12.51816364848258,7.118821463052399,3.0963094816770176,7.60251509870378,17.817646043433196,37,35,29,0,10,10,11,16,22,35,42,31,20,3,5,28,55,49,24,11,12,6,8,2,12,21,13,42,40,53,6,4,3,6,10,30,34,33,24,32,23,7,3,4,21
6,-0.05321574391860837,0.016469062322470127,0.04696993476175042,5.482090133431995,3.6417086801801397,2.4889697350513447,4.0534187563343345,2.416446390180758,-9.48379015582411,-4.950968908838029,-7.0028411193477496,0.7112504644669191,8.760651718175891,8.04680853276197,11.180652549952251,12.187338436778337,6.6324370133500965,3.0976207860076737,8.216204894487255,17.94626269384502,38,35,28,0,7,11,16,17,26,48,38,30,6,1,6,24,48,44,32,22,9,5,7,3,31,17,11,36,46,34,9,8,1,7,10,22,34,34,29,35,21,5,5,5,21
7,-0.006455943207608387,0.11141871063747015,-0.03006103725374964,5.559658560527781,3.6469681939308853,2.5396957926311416,4.120382576165631,2.4148582702127395,-9.08864475322411,-5.62283160233803,-7.865075063147749,0.5525738563025998,8.760651718175891,7.632816751461971,12.59226878405225,13.002809827121553,6.650209343373097,3.2312344240942195,8.489228119965047,18.370671887432366,37,34,30,0,8,13,13,19,28,47,33,30,8,1,2,12,38,46,42,27,12,10,6,5,21,24,14,43,49,31,6,3,6,3,11,21,33,36,36,36,17,4,2,4,21
8,0.004863743915391612,-0.0029664708315298325,0.0128232991587503,5.517952562620374,3.5985712744039287,2.809747998228839,3.971338416482073,2.4836111326794024,-9.445562803024108,-6.08497758243803,-7.865075063147749,0.5525738563025998,5.903348434875892,7.97002547886197,12.59226878405225,13.002809827121553,6.474869436484995,3.947346306750082,7.8858466276138195,18.30806237084889,37,38,30,0,7,6,13,11,14,27,41,32,30,19,4,9,43,43,48,20,10,10,5,8,19,23,11,47,56,30,2,3,5,4,13,24,32,32,40,28,19,7,1,4,21
9,0.05118353618539163,-0.08757722202452987,-0.11062458892474958,5.430236316590157,3.565003690309086,2.7842472644883456,3.9309480701231307,2.539428625023182,-9.445562803024108,-6.08497758243803,-7.615551986947749,0.9829838090348572,6.745962456875891,8.386371884561969,11.78280877135225,12.824946007678081,6.355935533146919,3.879851299814181,7.7322952648397605,17.968082097800874,34,40,31,0,9,8,11,12,16,34,44,35,25,6,6,15,34,45,57,12,13,6,4,8,24,20,11,44,51,35,3,4,3,5,21,29,31,30,33,23,21,7,1,4,21
10,-0.013597259634608415,0.04504427623547013,-0.03152560432974974,5.305071268197909,3.4469844048342075,2.7384593476619714,3.887533547533457,2.5205564354971504,-8.46462269572411,-6.02221043213803,-6.786035202947749,0.6665586872127911,6.745962456875891,8.386371884561969,11.62921183815225,12.463924896102236,5.940943186319902,3.7505942928094065,7.55695547346321,17.24849295259251,41,38,35,0,9,10,12,13,18,43,40,27,22,6,4,12,35,53,52,9,16,8,4,7,27,19,19,44,54,21,1,5,3,7,9,38,30,28,31,29,15,15,1,4,21
11,-0.011793996062108325,0.0750850193374701,0.11734294988125019,5.256910594046787,3.4799514665679654,2.7017918526703837,3.8570312903157475,2.58280255378859,-8.928936231324109,-7.950068247038029,-7.8367458219477495,0.6665586872127911,6.832590373475892,8.155491380061969,12.104236636152251,12.940305075708837,6.055100654005823,3.6526584876424892,7.445229871180791,17.15298901282911,41,39,35,0,9,6,14,17,15,43,38,27,25,6,2,2,8,41,68,35,16,14,7,7,11,26,15,49,50,32,2,5,4,6,13,32,39,34,27,25,14,8,5,3,21
12,-0.05810953736210839,-0.02371980659952984,0.049828131844750344,5.266784111496502,3.5667331444672508,2.6623854036489667,3.8191999583877907,2.581390516121555,-8.928936231324109,-7.950068247038029,-7.8367458219477495,0.31694204949522853,6.832590373475892,8.62368437206197,12.104236636152251,12.940305075708837,6.362481021086831,3.5444293333940924,7.2943855824362265,17.201295936917155,39,38,33,0,11,8,11,16,17,38,38,32,23,6,2,1,13,53,62,33,14,11,9,2,14,21,21,42,51,36,3,3,4,5,10,28,36,39,26,30,15,8,4,4,21
13,-0.007305528660108316,-0.08545602736752984,-0.12444573528624966,5.351474873621296,3.5628297689093094,2.648390760609687,3.8327697886862593,2.404664915860122,-8.69969717412411,-5.446079256038029,-6.98324382214775,0.31694204949522853,6.117493388775892,8.62368437206197,11.62004824815225,12.438140135377097,6.346904666487684,3.5106381767480945,7.352805497048525,17.21034834028431,35,36,32,0,11,8,9,14,16,32,36,34,28,12,6,20,52,45,35,13,13,9,5,2,24,24,19,37,56,26,2,3,4,5,5,19,45,33,31,30,21,10,2,4,21
14,0.13639811232939167,0.05171110707047011,-0.09603649924324957,5.557653698165359,3.7409674445144345,2.5590548031075233,3.998564478320049,2.3822476062753695,-8.67832240142411,-5.446079256038029,-6.98324382214775,1.559086048754758,6.878798374475892,7.86963587656197,11.62004824815225,12.438140135377097,7.006720932981941,3.275717761951067,7.998870448234891,18.281309143167896,29,36,34,0,11,12,10,17,17,24,48,26,27,8,4,17,42,48,41,9,21,9,7,2,30,19,14,44,50,27,2,3,5,6,22,35,29,26,29,28,21,5,0,5,21
15,-0.0009376109221083628,0.09312565820547014,0.1367221118702503,5.280152171504787,3.7719919424693162,2.4100272351455336,3.756503630549119,2.5089506299413964,-8.92030998292411,-5.010795776538029,-6.7753628562477495,0.3728486000424312,6.878798374475892,7.86963587656197,10.78625705535225,12.355732754552635,7.1139620465838425,2.908451831179713,7.065006231101491,17.087420108865047,35,36,36,0,11,12,11,16,16,27,47,27,28,5,2,20,46,59,24,17,18,4,6,4,25,12,14,45,50,34,6,4,1,9,5,32,36,33,20,34,26,7,1,6,21
