window,x_mean,y_mean,z_mean,rv_mean,x_std,y_std,z_std,rv_std,x_min,y_min,z_min,rv_min,x_max,y_max,z_max,rv_max,x_rms,y_rms,z_rms,rv_rms,x_signal_changes,y_signal_changes,z_signal_changes,rv_signal_changes,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,user
0,-0.01964747879760831,-0.005079484935029851,0.03559734143825042,3.3157275882971122,2.1626895941942914,1.4840718212157342,2.6229152672131915,1.66343304820365,-5.721369430024108,-5.8882004081380295,-8.03112679794775,0.6894162913679723,6.405626813775892,5.4827947449619705,8.03528165935225,8.631794005517744,2.338806152129686,1.1012474858468964,3.440475834848757,6.880529472825345,38,38,27,0,4,11,21,31,41,51,22,13,5,1,2,1,1,17,77,58,28,11,4,1,1,4,19,25,45,58,31,5,8,4,24,44,32,31,24,21,13,6,3,2,14
1,-0.0028271959321082897,-0.026489679745029866,-0.09322632039524958,3.609676265782749,2.459722389527937,1.3723336299425635,2.80147522893312,1.6617567159398594,-5.379478144324108,-3.43296159653803,-6.200333937847749,0.6756202802671464,6.405626813775892,4.684841452861971,9.16914178715225,10.181544203801415,3.0251211132909277,0.9420006475021638,3.9284773025701587,7.895599063363255,34,40,27,0,11,16,19,28,37,42,22,14,10,1,4,9,34,52,40,37,8,10,4,2,10,26,22,37,47,38,11,4,4,1,22,44,34,42,32,16,7,1,1,1,14
2,0.023915060068891686,0.03168343077497013,-0.006386924851249608,4.011303773457215,2.335935017064669,2.0512207262333386,3.1135808032346133,1.8081877362956504,-5.448899924624108,-4.158535242138029,-6.200333937847749,0.6347816585720032,5.1672963959758915,7.06556345166197,9.16914178715225,10.181544203801415,2.7285821670235038,2.104255153757448,4.8472131055400824,9.680050426321033,35,31,29,0,9,12,12,28,26,29,44,25,10,5,9,21,33,60,45,15,4,6,2,5,12,29,22,31,39,42,13,2,8,2,11,40,34,42,34,16,15,2,4,2,14
3,-0.039898497660108355,0.002542842556970128,0.05786448786575038,3.997460812179624,2.103138124668772,2.4760114668419937,3.0368190158821324,1.949704131605522,-5.886118758624108,-4.5079655893380295,-6.03824098164775,0.6347816585720032,3.8907616480758915,8.27091996526197,8.82089174295225,9.812695406205021,2.21239093077541,3.0653196249906545,4.612809017089648,9.89051957285572,36,27,28,0,7,4,11,18,21,26,32,47,27,7,13,29,34,64,29,11,3,7,7,3,7,28,26,31,41,45,5,4,7,6,13,36,38,37,33,15,13,6,5,4,14
4,-0.05981205172060828,-0.018714714325029837,0.026144042792750333,3.9683396027516897,2.236430326761212,2.3417070446971864,2.9511179879636895,1.8577410742065017,-6.492892974724108,-4.5079655893380295,-6.03824098164775,0.9448408082462868,3.8907616480758915,8.27091996526197,8.739842582152251,9.812695406205021,2.5025990439941457,2.7419710618583495,4.354890444928202,9.599460550780698,33,32,27,0,4,7,9,13,20,23,41,34,40,9,12,26,40,64,30,11,4,4,6,3,13,19,25,31,46,46,6,3,6,5,23,35,41,29,31,18,10,5,4,4,14
5,0.03675158376339171,-0.020404355527529772,-0.08204997019524964,4.306057045866741,2.2867879898862182,2.2973789587148445,3.7664786503969965,2.481951398902478,-6.573822338324108,-4.644502547238029,-16.55373771234775,0.5937625103625256,3.7497208052758917,7.53319683656197,11.58398608325225,17.31794931253495,2.6153749947984846,2.639183208835099,7.096546810752707,12.351105014386293,30,29,25,0,3,8,6,13,20,21,35,36,43,15,8,21,33,71,29,17,7,2,7,5,2,0,0,7,41,48,82,7,10,3,32,73,52,24,9,5,3,0,0,2,14
6,0.06667564153589167,0.02011011849597019,-0.049296767788749654,4.539616452175809,2.3646100277212403,2.365566253747131,4.063340852576935,2.6640544034942337,-6.573822338324108,-4.644502547238029,-16.55373771234775,0.5937625103625256,4.373708634075892,7.53319683656197,11.58398608325225,17.31794931253495,2.797913112187034,2.7981540588665768,8.256584527767536,13.852651698821134,31,26,29,0,4,8,6,22,18,26,30,49,30,7,7,22,39,63,29,15,9,3,9,4,2,1,0,8,43,53,68,8,11,6,33,64,53,23,14,6,4,1,0,2,14
7,-0.030977982881108312,0.02704245663447017,0.09012228505125044,4.1573072415507974,2.329283633349369,2.2773738561669954,3.3312374612988274,2.1061211751461903,-6.300008569624108,-3.64529956853803,-11.134283650347749,0.6044612221441085,4.373708634075892,6.784115020361971,9.95755014325225,12.785583106344385,2.71326094000631,2.5935814876068806,5.552632524911757,10.859474952524943,33,26,29,0,4,8,10,26,15,31,30,47,24,5,18,31,36,52,28,14,2,6,3,10,1,1,5,34,37,62,37,10,9,4,18,56,39,37,26,15,3,4,1,1,14
8,0.020445372262891635,-0.05169203513952984,0.02265088670075043,3.5628207281339956,2.1594227558673316,1.9183912304006991,2.7153386614357817,1.7396284658842316,-5.577733316824109,-3.2924410161380298,-8.56462488044775,0.8860827000728756,6.160523605975892,6.784115020361971,8.36110190705225,9.784437051155484,2.3317623259023152,1.8414484896875845,3.6867885544780985,7.859999370067995,33,28,27,0,8,13,17,19,42,46,42,10,1,2,19,34,50,42,28,14,1,5,3,4,1,2,25,22,33,69,33,7,2,6,20,59,36,30,21,18,9,3,2,2,14
9,0.0010464021933916802,0.0033365867719701357,0.03214835874875045,3.62471262075585,2.3687952850212843,1.891991177429666,2.6577821313650047,1.765540069578204,-6.0529448766241085,-4.513680831338029,-4.96251926674775,0.35786131471649035,6.160523605975892,6.446908712861971,9.14370845345225,10.362426503064702,2.8055960986483086,1.7898208741414907,3.532419687386672,8.127836660176472,30,27,26,0,9,12,15,18,33,38,58,14,1,2,6,10,26,66,42,31,7,4,2,6,25,15,32,38,64,15,3,0,5,3,7,51,46,34,34,14,7,3,1,3,14
