window,x1,x2,x3,x4,x5,y1,y2,y3,y4,y5,z1,z2,z3,z4,z5,user
0,1.2353321285999983,2.1330036968968673,1.9352084135803973,4.710432988747324,11.065525447292428,3.942102227200003,4.030626244158299,9.788902473357432,9.670449966177694,17.618735491490842,10.104643121300006,9.44555849903038,14.117155986697089,7.6730145409706045,19.215996570186643,10
1,2.012713798299998,2.8404889359013765,4.215472239999915,4.202049082895722,8.21654566761345,8.7276331403,8.78436065731336,19.682688182819884,17.059012418225233,46.53198203811794,14.359612866800006,14.190552659607242,12.71078429104499,12.550573756093256,16.14992243442302,10
2,0.43448759680000215,0.8496123946192335,2.12961444089336,5.646939175538046,15.820776279726724,9.088936646199997,10.15802035373372,13.511106053110879,21.854799401425236,59.62364102394406,8.853486144199998,8.92805063563129,9.695458720632274,9.316256136532045,24.94739107367676,10
3,0.5901536837999992,1.1439909759854048,1.9989485678167886,4.079917994257981,12.439732792245627,1.1236684214999992,2.221852492748391,5.716622456395558,12.049382988634253,71.7766757429903,12.426805286400004,12.507126120624095,11.754278971451471,11.784402904158533,17.295101282635027,10
4,3.398883059800002,3.2458865104875825,4.814487285881874,4.041479913518132,11.31523544972992,4.707638962199999,5.993482423070217,5.961721058352047,9.761826131453207,72.94223204907439,3.0513700892000024,3.448028970693919,4.693312046658894,8.059228615102315,30.9465298847169,10
5,3.1150906489000003,3.082078695016894,3.066579741683804,2.1451300986877593,21.567252678272794,11.442974343099998,11.150594560543091,16.066145003008554,22.18017547458202,67.17431096488292,11.627689622300002,11.849182445618293,12.641036608839189,15.438520359466281,37.595138116932816,10
6,1.445140697499999,1.0399733756196845,1.6833165055701207,4.3147449227695445,10.963502876229754,0.1486404249999982,0.6894389398227108,1.9221922595889402,3.9974599208743893,52.344852870971145,2.601303338300003,3.4658952374662126,4.993065453931082,7.6576576106303085,32.08706061052399,10
7,3.5128149050999977,4.847432719891505,1.9800479795782666,7.013576255852172,13.479437152512078,3.8790319276999976,2.4417249060241315,4.515996548672121,9.723756593174814,49.68303743630246,3.3116859637000005,3.28016552076426,5.100398564073637,3.931040576691936,34.04743258457088,10
8,3.4093454207999994,3.9450508021098534,5.439576098644126,5.0302369029889205,16.722579914965543,4.648367113499998,3.6029588302680975,7.8553374171376085,4.556583249422674,56.06145880478427,14.050618494200007,14.438647845908283,15.483117274626624,20.24627657157962,45.1713658534412,10
9,5.7944676265999995,5.784513693287851,6.258036772115217,10.300007520344733,28.290102521389404,1.909275550499999,2.525999097711326,6.594820669413307,7.55010402060152,52.68101265741885,10.724294767200002,11.093722562340568,12.905212237929321,16.155342337565152,42.532834814481724,10
10,1.1314493484000008,1.347253986888805,2.158786654571037,4.548467382257226,19.21067654691203,9.9388696127,10.665149540355399,10.046619507249005,19.34517307220768,62.101543017059605,13.141156735200003,13.154398193948131,13.394009459179726,13.341250601216302,24.054928667164326,10
11,1.9426234182000002,1.8887524678225085,2.043897808730338,3.340490707174703,21.242931008496573,8.013125771399999,8.564486648807934,8.101272138045976,14.298730604155672,63.43779239749974,4.325390318,4.537904829575852,4.49837815147734,6.02376656234872,23.041075770084134,10
12,1.9185866302999994,2.1392061814352035,2.6552939755811225,6.117036648420464,19.102807101841123,1.7879717191999984,2.658366812064597,3.608976524976717,12.814819029370934,54.13667207981337,6.712904959600008,6.685239441555647,6.787856340207066,6.213584365888421,20.239477728721173,10
