window,x1,x2,x3,x4,x5,y1,y2,y3,y4,y5,z1,z2,z3,z4,z5,user
0,2.927676181199999,3.0680101216584035,5.028070823571162,9.606212009013085,5.930298335154588,2.397169265400002,7.4917218251213855,6.002837206125158,17.9029335618127,8.832600679044162,1.282209239600001,1.8454303882855263,9.023148566668487,5.464574164630571,30.59288066600094,0
1,0.06028416880000265,2.2246389247632705,1.9516409590898782,6.667734748783049,26.734701563495552,3.6281152613999996,0.6675030203699328,6.690975859745931,24.317759478211407,27.574721625716048,0.6696773075000007,1.203860606729566,2.5322154985121057,14.437059157957952,25.230689053011467,0
2,4.0189150405000005,4.33969889988911,2.8464918134774204,4.324457989865875,7.509698879693305,6.465482039700001,9.623636083007389,11.419049922136923,5.6010268439724955,9.909534340523283,2.8002675906999954,3.0579342958654143,3.6744387597701027,8.538825480258959,28.05889587067597,0
3,0.6821884640999993,0.8716976178436345,3.860631332699741,4.589929228851859,5.357623708821772,1.5923379197999985,3.081502607025272,1.2351699536302958,7.709499073539123,12.008852213028451,17.3907614956,18.280189680732352,19.96558155908383,22.608360607103776,28.794831490909097,0
4,3.2277109814999982,3.847542950350584,3.9252743164952157,4.882813798586011,15.124051025393515,16.921832129800002,17.23255779482969,17.569379617273484,17.51741188877738,34.058857231204996,8.502418281199994,8.749664233894828,7.459432954722595,10.084791531203425,13.882687157026343,0
5,5.9296372031,6.241574045630969,6.546046110193313,5.30575970689089,6.0798701556209345,0.9954741643000009,2.186899362943629,0.9908226713844019,5.0898944045817265,18.85568066307434,16.2752686914,16.608659104590497,17.54696674839559,21.57196124507969,32.02170407509337,0
6,4.198390546100001,4.672232346597492,5.060865574058061,9.742593385135406,11.918369710065724,6.047594279500001,5.920617869635434,8.194812654208425,12.961824107068509,10.20952846311439,21.0036134489,21.18221068252453,21.59134452534306,28.20036102136345,42.58487901155671,0
7,7.524996700199999,7.606214255527652,8.581917279457384,11.632362356200106,16.82448653815861,7.165320796500002,7.02272897613161,6.354040524684766,9.918006515904906,30.695736297251482,6.106694044899999,5.86780484877217,7.34058993507731,7.684694733336528,17.22036625406303,0
8,2.8693079485999986,2.9166762704098907,4.129224665583661,3.651172529894029,14.188946338157711,8.8929179923,9.808878029722148,12.464327419668077,18.69566919114345,27.643040530605813,13.478098916700004,13.750328897096896,15.795374485597396,20.99867358570711,32.00201756406769,0
9,7.0491867241999975,7.714079311715427,6.364971726238519,7.153072957289896,13.696660452405002,3.591624700899998,2.1572870340220023,7.192765661865611,8.35953910968609,21.108625745816905,15.7193142072,16.655259678254158,18.29381394285301,23.89806848657947,33.07287263584407,0
10,0.4949292405000003,2.111627112977298,2.523329562473224,5.282045590916454,8.864588388291013,6.729681258699999,4.023161509306014,6.890747077805384,7.721488257575912,24.465359556473267,11.666459792599996,12.678204513757215,11.789856783457234,13.873134167757247,25.79444683957282,0
11,4.689740164599998,4.365559356490385,4.2741924308264645,3.64405453332969,9.035848525898913,10.880706721300001,11.27766480461451,15.319203975543266,20.066081896536083,22.301203500800806,6.402200799199999,6.6499517039725005,10.116757716176828,14.359057749238508,22.957990218588684,0
12,5.7368831522000026,6.343739718772116,5.817883986102443,10.174697020268775,23.021765698947036,1.1036099514999993,3.5532739247254526,4.315335217262001,14.687234147564768,14.20095812209202,21.615262563900007,22.12481404685348,23.81604484967686,29.7919062364294,36.09047775740389,0
13,2.675779394099999,3.234322288520846,4.398131692765111,10.368953660968433,3.752015504150986,10.7032806606,11.179298844623453,11.446486182486113,7.377415423457717,41.95056648990359,9.671064713599998,10.014848625779262,9.447965186742548,10.206931858054105,18.567830519407334,0
14,0.6982220578000029,0.6614598858136167,1.554326871053687,3.7736798658478357,13.910791040925172,6.917686341800001,8.476606002722612,11.961935537666948,12.093221728255362,34.32049075161121,7.329971470999999,7.591219614922917,8.430012038695907,11.870860519527211,20.656150941616456,0
15,1.7650442604999963,2.308180820604725,1.7848203863524548,1.4190475462954628,7.327704208630017,4.241425101100003,3.8152029320711067,5.0199153685474664,2.960344879561686,26.681402978094116,10.157005721899992,10.34967476459261,12.715562218559763,12.360076960452181,34.55166535806757,0
16,11.897686340900002,12.158232653851355,14.146096072589039,13.791950377939948,20.647507444101993,7.7262616945,7.916071328217386,16.64127618319143,7.653626399665273,39.75253444284897,4.1612065462000025,4.647935425877448,6.5487538316074545,9.948698918773564,21.025850352628456,0
17,1.7852325701000007,2.005328462125858,2.3153019180517385,0.6268159255706199,14.722930638372857,6.0299557367,6.109038537884306,13.783569568591163,15.961249675168116,31.075109008113255,10.038922559099998,10.17223117054792,9.340788340949628,10.434407578825054,9.240849195322628,0
18,0.595351178599997,1.2892000807186625,2.3116301087902094,3.862743988260914,16.57417130230025,3.7573169073000017,3.32540387365517,5.702806153323095,11.149057643336024,25.075859166319837,10.379426062500002,11.19462389345324,12.197048570910637,15.196582602839577,31.5211542814412,0
19,3.7880803028000027,3.970349417773566,4.456665193213387,6.872645215984584,23.008974636392757,2.0399838670999983,3.4606298558769932,5.2273868278940885,7.017908102131712,27.615856083949122,1.6960975195999994,1.929363124375497,1.5210883468590306,2.6169330080269777,22.090764554726025,0
20,7.483181467000003,7.378890967736431,4.553328982543299,5.000185209807048,12.504533067061853,9.470402277700003,10.092296247638348,11.889838120405843,6.035696124450292,36.848345813374706,2.3427851067999974,3.296843567301042,5.745018794495888,8.417392329958227,24.256141127335713,0
21,5.359242968499997,6.117562754172882,6.367628617168222,0.33238318560842095,26.613894565078287,2.4240430697999997,1.4692569530726363,9.33667622488955,10.495853250181788,39.70002474381989,0.19340558279999875,0.35032849014025724,3.680425419962749,6.092819008854703,20.318865044218747,0
22,7.517655613399999,6.824769998113525,5.472008691997248,7.3283135413344445,3.1829690725831923,9.198171704800002,9.734121444965913,11.067882534250462,24.51704155157109,26.692224589612866,2.9715588481999973,3.290835282147423,4.462843067521437,6.553621683554859,31.31142799621041,0
23,1.6489984688000008,2.408063883963181,4.521541071508519,4.3336420034679435,11.366538268716875,3.377039569599999,3.4413307204329118,2.5049208040206348,11.309919105694487,28.9012411508151,4.134878624299997,4.66437087742292,6.654681025777788,12.109393913947507,27.075144178380217,0
24,3.8511805272,3.644940974788346,3.3011494583554284,4.856306728757821,17.098109487011936,4.685352560799999,4.99878212713338,5.554938153291986,7.338778824252027,33.82619993287759,11.378362640199997,11.646515144563006,12.524578989572584,14.87849750735495,30.249091946114323,0
25,7.030824221700001,7.828790621434965,8.76518801910482,9.631502382693311,23.976996682474347,8.3927879381,9.11038795877377,9.91614229344678,16.15137394797996,30.146162721231317,9.666520431199993,10.363868080711319,11.997391887339377,13.276982331280713,36.74008709192769,0
26,4.580381942099999,4.589373071024769,5.984873766720843,5.505386898069464,18.35498716662947,3.4230423751000023,2.5918279285158197,1.7254155107384854,10.157464698767537,23.51704959497365,16.152644611300005,16.707432864876743,16.91922897774259,21.971856903424197,34.94450576141477,0
27,14.5194728305,15.412838564941984,16.509410955007112,18.751692680365498,21.945319441504544,5.040339016999997,4.00663342068346,6.906624934206833,11.966160772877181,26.548787751110968,3.9754977590000014,4.689972359646601,6.5282194263162525,11.124320697796291,23.43945791829752,0
28,6.561707828300001,5.948174973730598,8.587947467074805,5.29206378054726,16.202506965396694,6.581097097500001,8.143083427474943,7.10749608797889,12.43668278765082,27.444070634616818,7.2790593379,6.887756196422233,9.203318147420564,1.726846784278996,14.6425097358204,0
29,1.4439390649000012,1.278379867947451,1.415164840800649,5.634782393715236,23.49861465542105,1.4016877553999993,1.8434740277584865,6.857973499285593,5.895040078466902,19.71385750380852,8.517277704400005,8.870816138028001,9.503227871170445,13.80457299141712,32.010788036742376,0
30,7.018920311799997,7.174690783154487,6.837476108345204,9.665469392307704,24.430685753635284,5.407371074299999,7.279835115791768,6.723174144718457,9.513314604314548,18.408530378111294,1.286069690900003,1.2161940464986145,1.5076815833497794,4.8480842021805195,22.59337558963951,0
31,3.399249137700001,3.7965314553625586,5.103453193185082,3.4902814743173325,7.535273316263313,3.3701238920000027,4.936268960250996,4.938649273087952,13.887329671565587,26.21595180783023,3.019293035000002,3.6794623499099868,4.160956396794046,9.941735800651713,27.55336160383051,0
32,3.1382644468,2.8665318878545496,1.2258825982321415,12.259811808401182,20.014085202829655,1.8903614742000023,4.406022171370815,1.3900200315261977,8.167592118271653,39.399018517726844,3.3300388558999994,3.0409689446440793,3.3710128460831856,7.255909127744558,16.153251442904878,0
