x1,x2,x3,x4,x5,y1,y2,y3,y4,y5,z1,z2,z3,z4,z5
0.31362318840579695,0.3414492753623187,0.4527536231884056,0.4342028985507246,0.37855072463768114,0.46202898550724636,0.20231884057970995,0.42492753623188395,0.48985507246376814,0.49913043478260866,0.2950724637681159,0.3043478260869563,0.2950724637681159,0.45275362318840584,0.536231884057971
0.1095652173913042,0.02608695652173898,-0.0017391304347826875,-0.24289855072463773,0.007536231884057942,-0.06666666666666687,-0.13159420289855084,0.1466666666666665,0.10028985507246369,0.10028985507246369,0.11884057971014472,0.06318840579710128,0.24869565217391298,0.1095652173913042,0.13739130434782598
0.4063768115942028,-0.2521739130434786,0.5733333333333333,0.42492753623188406,0.536231884057971,0.38782608695652177,0.46202898550724636,-0.17797101449275354,0.11884057971014472,0.4063768115942028,0.2950724637681157,0.5269565217391303,0.45275362318840584,0.4063768115942028,0.4434782608695651
0.8052173913043478,0.6660869565217391,0.7031884057971014,0.7588405797101448,-0.029565217391304355,0.7959420289855073,0.7959420289855073,0.7959420289855073,0.777391304347826,0.8515942028985507,0.8144927536231884,0.8423188405797102,0.777391304347826,0.8515942028985507,0.8515942028985507
0.007536231884057942,0.1837681159420289,0.1837681159420289,0.05391304347826076,0.3228985507246377,0.35072463768115936,0.3321739130434782,0.27652173913043465,0.26724637681159413,0.16521739130434776,0.20231884057970995,0.16521739130434776,0.13739130434782598,0.22086956521739132,0.30434782608695654
-0.261449275362319,-0.0017391304347829095,0.2950724637681159,0.2579710144927535,0.5455072463768116,0.42492753623188395,0.30434782608695654,0.30434782608695643,0.3414492753623187,0.38782608695652165,0.35072463768115936,0.3692753623188405,0.36,0.3321739130434782,0.35072463768115936
0.10028985507246369,0.4063768115942028,0.2208695652173912,0.712463768115942,0.6197101449275362,0.4805797101449275,0.42492753623188395,0.7402898550724637,0.2857971014492754,0.3599999999999999,0.1373913043478261,0.37855072463768114,0.6660869565217391,0.6382608695652173,0.6382608695652173
-0.3820289855072465,-0.1501449275362321,0.13739130434782598,-0.09449275362318854,0.3692753623188406,0.35072463768115936,0.31362318840579717,0.02608695652173898,0.2208695652173912,0.38782608695652165,0.15594202898550724,0.2857971014492754,0.28579710144927517,0.27652173913043465,0.26724637681159413
-0.06666666666666687,0.5176811594202897,0.4805797101449275,0.7495652173913043,0.6568115942028985,0.7959420289855073,0.7866666666666666,0.536231884057971,0.7959420289855073,0.7866666666666666,0.8144927536231883,0.7681159420289855,0.8052173913043478,0.7681159420289855,0.7681159420289855
-0.3727536231884061,0.28579710144927517,0.2950724637681159,-0.048115942028985614,0.38782608695652165,0.3971014492753622,0.3321739130434781,0.38782608695652165,0.5547826086956521,0.3692753623188405,0.0724637681159419,0.3971014492753622,0.23014492753623172,0.26724637681159413,0.3414492753623187
0.3971014492753622,0.5455072463768115,0.6846376811594204,0.536231884057971,0.7402898550724637,0.6660869565217391,0.758840579710145,0.7402898550724637,0.7402898550724638,0.712463768115942,0.6846376811594203,0.8701449275362318,0.6846376811594203,0.777391304347826,0.7495652173913043
0.7402898550724637,-0.09449275362318832,0.7866666666666666,0.5733333333333333,0.647536231884058,0.536231884057971,0.7866666666666666,0.4342028985507246,0.6289855072463768,0.7310144927536232,0.6753623188405797,0.712463768115942,0.6939130434782608,0.6660869565217391,0.7031884057971014
0.01681159420289846,0.1095652173913042,0.06318840579710117,-0.19652173913043502,0.35072463768115936,0.2950724637681157,0.0353623188405795,0.31362318840579695,0.3321739130434782,0.19304347826086943,0.19304347826086943,0.24869565217391298,0.04463768115942013,0.30434782608695643,0.05391304347826076
0.37855072463768114,0.5918840579710145,0.5733333333333334,0.6660869565217391,0.7031884057971014,0.6197101449275362,0.6753623188405797,0.647536231884058,0.647536231884058,0.6011594202898551,0.647536231884058,0.6104347826086955,0.5918840579710145,0.6104347826086955,0.5918840579710145
0.09101449275362306,-0.03884057971014521,0.0353623188405795,-0.2243478260869567,0.11884057971014494,-0.020289855072463725,0.11884057971014472,0.1095652173913042,-0.07594202898550728,0.01681159420289846,-0.08521739130434791,0.30434782608695643,0.20231884057970995,0.06318840579710128,0.12811594202898535
-0.2243478260869567,-0.19652173913043502,-0.28,-0.4562318840579713,-0.23362318840579732,0.14666666666666672,-0.2985507246376813,-0.0017391304347826875,-0.020289855072463725,0.02608695652173898,0.13739130434782598,-0.39130434782608714,-0.06666666666666665,0.15594202898550724,0.2579710144927535
-0.18724637681159417,-0.06666666666666687,-0.1872463768115944,0.0353623188405795,0.3692753623188405,0.1837681159420289,-0.020289855072463725,-0.03884057971014521,-0.029565217391304355,0.45275362318840573,0.4434782608695651,0.3414492753623187,0.3414492753623187,0.4713043478260869,0.489855072463768
-0.25217391304347836,-0.06666666666666687,0.09101449275362306,0.16521739130434776,-0.1594202898550725,0.15594202898550724,-0.06666666666666687,0.21159420289855058,0.26724637681159413,0.2579710144927535,0.27652173913043465,0.26724637681159413,0.24869565217391298,0.23014492753623172,0.27652173913043465
-0.16869565217391336,0.3971014492753622,-0.3356521739130436,0.23014492753623172,0.5176811594202897,0.5269565217391303,0.49913043478260855,0.23942028985507247,0.6475362318840578,0.6660869565217391,0.6011594202898549,0.647536231884058,0.536231884057971,0.647536231884058,0.7310144927536232
0.2208695652173911,0.3414492753623187,-0.19652173913043502,0.3692753623188405,0.1373913043478261,0.2208695652173912,0.12811594202898535,0.4342028985507246,0.19304347826086943,0.3971014492753622,0.4342028985507246,0.3692753623188406,0.42492753623188395,0.3971014492753622,0.3971014492753622
-0.40057971014492777,0.46202898550724636,-0.011014492753623095,0.6104347826086955,0.6104347826086955,0.6382608695652173,0.647536231884058,0.5547826086956521,0.5269565217391303,0.5547826086956521,0.5269565217391303,0.6753623188405797,0.4434782608695652,0.6660869565217391,0.6660869565217391
-0.08521739130434813,0.0353623188405795,-0.08521739130434791,0.10028985507246369,0.1373913043478261,0.11884057971014494,-0.07594202898550728,0.09101449275362306,0.1837681159420289,0.27652173913043465,0.02608695652173898,0.15594202898550724,0.08173913043478254,0.14666666666666672,0.24869565217391287
-0.39130434782608714,-0.011014492753623095,0.0353623188405795,0.0724637681159419,0.11884057971014472,-0.0017391304347829095,0.05391304347826065,0.28579710144927517,0.24869565217391298,-0.09449275362318854,0.4156521739130433,0.2950724637681159,0.38782608695652165,0.42492753623188395,0.6568115942028986
-0.1130434782608698,0.01681159420289824,-0.08521739130434813,-0.011014492753623317,0.06318840579710117,0.1095652173913042,-0.029565217391304577,-0.0017391304347826875,-0.10376811594202917,0.08173913043478254,0.2579710144927535,0.13739130434782598,0.21159420289855058,0.09101449275362306,0.12811594202898546
