window,x_mean,y_mean,z_mean,user
0,0.048248325557000024,0.06978927275000003,0.0035190565439999367,7
1,0.04605742439299999,-0.03927124124349998,0.08126021935099999,7
2,-0.08635706164550004,-0.09207775880850001,0.027888806403499965,7
3,-0.16043463612749992,-0.050465521086499994,0.00668089804599999,7
4,0.023780653260999915,0.0678268392035,-0.023946237038000057,7
5,0.12866013407450008,0.07866545185949998,-0.020296629171000023,7
6,-0.09414925406449999,-0.045458520854000053,0.062179105307499934,7
7,-0.03159649760250001,-0.04418496851650003,-0.11807231365150002,7
8,0.16983723343200002,0.0034525082344999667,-0.055668780047499894,7
9,-0.056495448187500005,0.06465176042850004,0.11449164985250011,7
10,-0.12135172880450001,-0.03185471017549999,0.04668152584850003,7
11,0.06370923154950008,-0.09359139886300007,-0.12469273179949997,7
12,0.08203291430100006,0.12593788116799995,-0.08362447584399992,7
13,-0.034818986887000046,0.07044775775600004,0.1068255362549999,7
14,-0.013922550632,-0.14237551251000008,0.0825697954875,7
15,0.030586478078500047,-0.04739539449699997,-0.08903724044049996,7
16,-0.05290658168449998,-0.001800544780999962,-0.01521238185950004,7
17,-0.03165064126549995,0.13465577560800007,0.11490009189349996,7
18,0.07233473713949999,0.04355351609500003,-0.03412755935050004,7
19,-0.079323093527,-0.14844009511800013,0.06022116333450005,7
20,-0.09215211566600003,-0.07069671340800004,-0.026189751604000007,7
21,0.15414290631049996,0.105172618833,-0.09845081356750014,7
22,0.022937153689000025,0.10684787390400001,0.018108744539999996,7
23,-0.006224924152999967,-0.0647462753920001,0.02895656601550002,7
24,-0.029208591871499975,-0.05019186334100004,0.060520924217500015,7
25,-0.09464918656599998,-0.06290321170399997,-0.06160417645750001,7
26,0.05002459491299998,0.0920977340134999,-0.044921060551000085,7
27,0.04622936978700002,0.06833502223049996,0.12988414183749997,7
28,-0.030660976641,-0.1274995102245,-0.09109296426,7
29,-0.049111895047499965,0.07423713958100003,-0.07497728218800004,7
30,-0.06140465843850011,0.01855266283400003,0.18097539284950004,7
31,0.10630461382299997,-0.06825209478599999,-6.426580249996983e-05,7
32,0.19155810250949987,0.03283681681250001,-0.0997709523389999,7
33,-0.09125992436700008,-0.07283186331949999,-0.11054738674699997,7
34,-0.1159789837750001,0.024767402406499998,-0.020022339116999945,7
35,-0.027230463480000022,0.025233918924499964,0.13132894837649992,7
36,0.04424282598349997,-0.060458650671500004,0.059860422291000026,7
37,0.010302425107000007,0.06415734748899998,-0.024542057544999985,7
38,-0.10577687761000004,-0.008099786896000037,0.01762269126500001,7
39,-0.04502807297299991,-0.03410898757100007,0.015574665610500062,7
40,0.04588990167400005,0.0910921470205,-0.08012460354300004,7
41,0.0019431199515000496,-0.06568369198000001,0.058746260400499975,7
42,-0.0072922432764999275,-0.03852389962499994,0.07041462753450006,7
43,0.04785525385849999,0.10714172820799998,-0.08935143355949991,7
44,-0.0013413011099999662,-0.023627332626499985,0.013306852088500137,7
45,0.043230013003500094,-0.07750378402050002,-0.09182912365999998,7
46,0.09513678011450002,0.08457456032499998,-0.082812950858,7
47,-0.02738981299549989,0.06703196534200004,0.10564495741299995,7
48,-0.08457275956549996,-0.07679571125249997,0.09214213728299997,7
49,0.03435059057650002,-0.021159420307500065,0.047657946277999984,7
50,0.029794075823499928,0.03214174761849999,-0.09310297301999997,7
51,0.009462291718000003,-0.028595470775000006,0.025037913373999948,7
52,-0.012136330409499987,-0.0919823258765,-0.06456431061699992,7
53,0.04088526741750007,0.08789857520100001,-0.07163613493449991,7
54,0.011688907621999972,0.09275833663700006,0.0656580645279999,7
55,-0.13642610799050003,-0.07568020664100007,0.05783422600850002,7
56,-0.052206882995000044,-0.09630447152950009,-0.02936326653450001,7
57,0.08319415050100007,0.09524199531000002,-0.04213565343800002,7
58,0.09475498608050006,0.07615533894750007,0.028664027364500022,7
59,-0.05153606065099994,-0.07932091056749996,0.01612072913200004,7
60,-0.03628158016850004,-0.015631854625499972,0.046390471598500044,7
61,0.018286614228,0.048676576497500026,-0.02868012443050002,7
62,0.05965019511000001,0.006348693750000032,-0.025031643385000045,7
63,-0.07677935115950002,0.031318176153499994,0.049143608458999975,7
64,0.02830404582299999,0.007672016948500013,-0.0001604444930000737,7
65,0.06867983189549981,-0.06235124005250008,-0.05087779355250012,7
66,-0.11342444407499999,-0.028916143859999948,0.07619080914499995,7
67,0.03777240266049999,-0.06497030128349998,-0.13131315542350003,7
68,0.08411885925850003,0.07381870694850001,-0.10513585463650003,7
69,-0.06104222360649997,0.07607672023600001,0.1404409972245,7
70,0.027784508931000026,-0.04693055519449997,0.04991252689550001,7
71,0.062107864913000056,-0.03933880562650002,-0.03162579336200002,7
72,-0.05827767288250013,-0.03448088305649998,-0.06647232399099998,7
73,-0.008203932102000024,0.11069267288000001,0.03521140031150011,7
74,-0.029223797776999953,0.028171120248999978,0.037111643976000065,7
75,0.08436450436199992,-0.1271038334565001,0.018663671001999983,7
76,0.02628863861149996,0.008741402351499972,-0.023579783596999998,7
77,-0.13848928052300002,-0.023375448966000047,-0.03084987564499997,7
78,0.01026042541649998,0.044778415530000004,0.025291475923500065,7
79,0.04609192874449995,0.067114691703,0.008420064031999982,7
80,0.05491622868400001,-0.0665210825805,0.04855119197099999,7
81,0.023849773381500076,-0.043289708022000044,-0.06235947488500001,7
82,-0.03639326286800003,0.02434673716899996,-0.03661756146300007,7
83,-0.06273129193800002,0.0414004720475,0.05874649794350007,7
84,-0.056902044447500036,-0.044128475143500004,0.04651005194200005,7
85,0.08736520050199997,-0.07282917306600001,-0.12425504777049995,7
86,0.040108174069999995,0.08578740637749999,-0.06024664259250002,7
87,-0.06022492458250012,0.08431927284349996,0.1218151089390001,7
88,0.043707343392500014,-0.07358191916399993,0.04021469129149998,7
89,0.011394445040499983,0.0006562973459999877,0.009491838529499974,7
90,-0.13928354059450007,-0.03503575552950001,-0.05914785276649996,7
91,0.0065576669340000615,0.01095373922300003,0.009219978568500032,7
92,0.08818292794749999,0.05294165835150005,0.023583037257000065,7
93,-0.09712337180350002,-0.03403726913099997,0.07619662433650001,7
94,-0.004874950460000034,-0.06395861773649998,-0.1498250885165,7
95,0.15013399365200006,0.07505902309399999,-0.12083800070199993,7
96,0.03422069112700002,0.071076477037,0.14594266540249987,7
97,-0.060388435837999965,-0.07065992147549992,0.021815282907499952,7
98,-0.11954806555949993,-0.057225173519499926,0.005339622390999954,7
99,-0.01072259878599993,0.09250774398500003,0.019417667016000003,7
100,0.134686158986,0.029670778713999972,0.036241838189500025,7
101,0.017137216945499967,-0.13301802754099995,-0.02648463963949995,7
102,-0.0811756934645,-0.035258682794,-0.040946269019000045,7
103,-0.04361986086900003,0.08768931414249997,0.008701486407500002,7
104,0.11950317501300002,0.029537641447000027,0.012303911829499976,7
105,0.04181160002200001,-0.03004414123549998,0.0016072438799999667,7
106,-0.08462792075850006,0.006313933794000055,0.018906578369999993,7
107,-0.03644569678200004,0.038826663887499974,0.02226355996699999,7
108,0.08609248883299993,0.03088169983750008,-0.013801825924000003,7
109,0.10609025341700001,-0.09203373156150008,-0.14042919194150003,7
110,-0.11238845381049999,-0.08396066390150002,-0.05061188597650002,7
111,-0.07188981362850005,0.03445833183200001,0.08890280834199993,7
112,0.026743448082499982,0.07821402784350001,0.04590470029800002,7
113,0.018707784768499998,-0.03742034958849999,-0.053681546784000035,7
114,-0.03985240994349995,-0.034763998158499974,-0.0024181185555000283,7
115,-0.05221512937399996,0.07856581944300002,0.09699338536250002,7
116,0.030144580553999982,0.02911689576099998,-0.017976574599000063,7
117,0.04075219362149998,-0.024747568268999976,0.003508421032999986,7
