window,x_mean,y_mean,z_mean,user
0,0.006176660642999996,-0.019710511136000003,-0.05052321560649996,10
1,-0.010063568991499995,0.04363816570150001,0.07179806433400004,10
2,-0.002172437984000012,0.04544468323100001,0.04426743072099998,10
3,0.002950768418999984,0.005618342107500034,-0.062134026431999966,10
4,0.016994415298999994,-0.023538194810999977,0.015256850445999988,10
5,-0.015575453244499984,-0.0572148717155,0.05813844811150001,10
6,0.007225703487500015,-0.0007432021249999987,0.01300651669149999,10
7,0.0175640745255,0.01939515963850001,-0.016558429818499996,10
8,-0.017046727103999987,-0.02324183556749999,-0.070253092471,10
9,0.028972338133000007,-0.009546377752499991,-0.05362147383599997,10
10,-0.0056572467419999835,0.049694348063499996,0.06570578367600004,10
11,-0.009713117091000001,0.04006562885699999,0.021626951590000054,10
12,-0.009592933151499996,-0.008939858596,-0.03356452479800002,10
13,-0.013664341916500006,-0.0015761098860000273,-0.006997197853999975,10
14,0.010237699478999997,-0.02706135560950002,0.04873273577700005,10
15,-0.012440939266000008,-0.04637485460750001,0.05299624494800001,10
16,-0.011233209719999996,-0.007342697705499988,-0.06209959838100006,10
17,0.037402431427999976,0.007593324242499997,-0.08701803658900005,10
18,0.014105393958,0.005965747249999969,0.07281098127899994,10
19,-0.003863468641000016,0.056339343653500025,0.04066930923049998,10
20,-0.006196782705000014,0.022685714022999987,-0.06022438966549998,10
21,-0.033968440543,-0.027987646155,-0.008508147901000018,10
22,-0.02304739617450001,-0.008633120561500007,0.01651410741299999,10
23,0.006726259733500015,0.011987409764500006,-0.004239935056000001,10
24,0.022659680898499984,0.010737731034000006,-0.012391678702999986,10
25,0.022510640134499996,-0.013891468958500002,0.026464588739500042,10
26,0.001803420365999998,-0.018246456663499982,0.03525568031950005,10
27,-0.04513677029850001,-0.026303208328500017,0.030224183467999977,10
28,-0.016893219333000014,-0.010999508280000006,0.007990067589,10
29,0.0378795082255,0.0011815317340000036,-0.08639271659899997,10
30,0.033690329505,0.004083440801000006,-0.020591659611499967,10
31,0.003294200081000001,0.059483852712499986,0.038722668672,10
32,-0.018611780474999985,0.01846114278900004,-0.022274045913500008,10
33,-0.03359608828649998,-0.030089969670999975,-0.0028148190944999934,10
34,0.010244393733000012,0.005272718504000009,0.0034953594280000065,10
35,-0.0001642800364999686,-0.024526349805,0.05521906957950001,10
36,-0.030942824622500007,-0.03456316602099999,0.04925312305850002,10
37,0.0004052371189999815,-0.012481854876500033,-0.017163529770999976,10
38,0.0050405551829999905,0.01173421850000001,0.0004522947085000506,10
39,-0.006889421638999993,-0.0001526225030000028,0.014296023904500028,10
40,-0.0065304024854999955,-0.0042660493230000235,-0.03590595773650002,10
41,0.030846309310500003,0.00881125583549996,-0.080298248697,10
42,0.014169803707000028,-0.008198176529999995,-0.03597083116700004,10
43,0.0136667328475,-0.0039472324400000106,0.003174670752999954,10
44,0.013816905809500023,-0.001886240942500002,-0.01099428726749999,10
45,-0.0006245526484999976,0.009010876857500025,0.00039043729299993225,10
46,0.006569612513499994,0.004203967545499998,0.031053191230500033,10
47,-0.019535095726499984,0.03136873204450001,0.06267167539699998,10
48,-0.006005951930499991,0.0694664267215,0.028119958330499992,10
49,0.02354947306100002,0.01698675344649997,-0.025361100176499972,10
50,0.00020465377650000062,-0.02817607833249996,-0.02872857055950002,10
51,-0.013331124131000007,-0.02397825581249997,-0.01711845502050001,10
52,-0.021760329857999985,-0.005895100847000027,-0.003299608691999988,10
53,-0.0189328847795,0.007100756126000005,0.004477355023500005,10
54,0.02640110989450001,0.003806943009000001,0.018090228243999983,10
55,-0.014881068601999985,-0.03706951981800002,0.052502192114499975,10
56,-0.020201330835000027,-0.04362903487949998,0.02190747245100001,10
57,0.033526595515499955,-0.0024127438094999998,-0.08112824167049998,10
58,0.020489620304000002,0.004537443905499984,-0.047356802398000025,10
59,0.016528990840499996,0.006206598427000029,0.03330054541849999,10
60,-0.013063102609999997,0.03028918468649997,0.059417439178999984,10
61,-0.009195140585999984,0.04890089657249996,0.012979869613999988,10
62,0.016527762322500004,0.0023154386075000012,-0.047296131566,10
63,0.005347232017500002,-0.029536486672999972,-0.01222973269800001,10
64,-0.02552553079949998,0.031146074087000018,0.014359130489499999,10
65,-0.007313370071999975,0.021999963773000005,0.006153058789500022,10
66,0.008709467770499997,-0.030638201985000023,-0.021967617959000013,10
67,-0.014290653587499988,-0.008712831885500009,-0.016858222392499993,10
68,-0.016435191868000007,0.003946945633500033,-9.249770449999051e-05,10
69,0.020076135534500016,-0.004616386648499995,0.004980242132000007,10
70,0.03011598897700001,-0.025392530295000024,0.0393493568035,10
71,-0.038544055768,-0.041108149448000016,0.05760737559099999,10
72,-0.028508799852000007,-0.007839782140499985,0.011551892755499995,10
73,0.01740846748049999,0.031048334302999983,-0.023754299894500012,10
74,0.008725430241500014,0.01637134374949999,-0.005058262485999998,10
75,0.0093888604795,-0.03696039130200001,0.0031139965945000247,10
76,-0.004904032550999985,-0.016129246619000025,-0.03706272174250004,10
77,0.002048344839999975,0.01677928660550003,-0.028674753205500014,10
78,0.014674219145499996,-0.005314157915500035,-0.01916725753949999,10
79,-0.006769303689000017,0.00610896381849997,-0.015691780731999994,10
80,-0.0036928131920000076,-0.023945954796499986,0.060717449640500014,10
81,-0.0091937803335,-0.0250736254395,0.0496595422835,10
82,-0.018397632257499984,0.021614188977,0.0014644222099999898,10
83,0.0028445054845000033,0.02983958931749997,-0.007166203081999979,10
84,0.010105217139500014,0.015611512606999998,-0.031153275831999984,10
85,0.007329471137,-0.0038902903904999763,-0.03386309047499998,10
86,-0.0010813338914999865,0.007275098293499994,0.0034451421824999895,10
87,0.006170905641499991,-0.006244960963000007,-0.016600933101,10
88,0.0186187294635,-0.02391941158700001,-0.041600375092999985,10
89,0.0037682845170000047,0.009496442338500048,0.014606326580000018,10
90,-0.0006074559845000077,0.024212444424999983,0.061355658197000035,10
91,0.0021070751099999917,0.0027404379485000056,0.0033450249734999983,10
92,0.0021887168559999916,-0.014244275558499999,-0.02346700670400001,10
93,-0.013372579924500019,0.046777051167000004,0.005273591761499989,10
94,-0.006870151868000005,0.03209714379400001,-0.010074371318499989,10
95,0.028086759255499992,-0.0156455648225,-0.0013790229585000024,10
96,-0.012300565398500003,-0.003328103371499985,0.04114879235999999,10
97,-0.004073745242500024,-0.039370458627,0.019215477746,10
98,0.030707609804000006,-0.023748217366000034,-0.02268182481350001,10
99,-0.0075953861540000375,0.0017954803859999897,-0.026487414032499993,10
100,-0.015862333090000003,-0.0109092871415,-0.02250324926800001,10
101,0.0024935556919999944,-0.0055759077810000005,-0.00525141578650002,10
102,-0.00613799407200001,-0.001844648757999966,-0.019609824444500004,10
103,-0.008269474961000004,-0.0014970463184999915,-0.028257488966500023,10
104,0.007601089825500007,0.005411261713,0.015518135764499974,10
105,0.008652583809000008,0.004111585286499996,0.03275397968700002,10
106,0.005075043272999992,0.0033893294115000237,0.024895142954000006,10
107,-0.004449430839999979,0.04359530594699998,0.01731214515449998,10
108,-0.0023681144784999915,0.051119456917999996,-0.01336876420449999,10
109,-0.0032398523479999835,-0.017058497195499994,-0.023363938502999955,10
110,-0.027651058184000002,-0.02829215843200001,-0.009376876941000013,10
111,-0.009057175657000014,0.0057461624365000045,0.0013798831615000114,10
112,0.03301061172900001,-0.008609520521999994,0.03823226862249998,10
113,-0.0353026548445,-0.031842824385000024,0.06513012373049996,10
114,-0.028997465076000005,-0.01762935113949998,0.01070467502999995,10
115,0.029626377392000025,-0.005116708424499984,-0.03529214575899994,10
116,0.005451724008499972,0.0018010689479999952,-0.061542455672999964,10
117,0.00722026434149999,-0.0017268065084999904,-0.04729588871749997,10
