window,x1,x2,x3,x4,x5,y1,y2,y3,y4,y5,z1,z2,z3,z4,z5,user
0,7.167836105800001,7.403735284137009,6.960582660469491,16.004048741151955,19.719069428900045,5.7485467557,7.803165938091085,6.783588065849972,27.98206870579695,22.417967823421648,5.4478439638,4.398337809449657,20.058959556817154,26.51717401559606,45.12584774488481,22
1,0.4052764652000036,1.2791133589784411,2.096749959088606,3.987529494102061,40.98043052672303,1.3362695804000015,3.6058040521245296,8.35219572007557,13.28877575602569,58.457546956366905,17.1250118688,15.73602462077607,18.564235460639583,26.10169239551991,64.44135576824974,22
2,8.249179937100001,8.375269259981906,7.981925223269417,9.293161483062875,47.2982122958531,2.8252296073000007,2.2849492943610463,7.110621214557853,14.944827020301133,81.05211145433026,0.4939573972999902,2.7773963362047036,10.667344504442815,14.42575638900553,44.495177594583915,22
3,4.294663345500002,4.261876953895983,4.803220649096243,7.218492662720545,46.777053619610435,6.6414402691999985,8.18083228967284,7.1017462610773485,12.245549015172337,71.83130112520158,9.1560936234,8.59116175083221,13.118594515679202,13.551730255347369,32.6648619430777,22
4,4.168037642199997,4.202870362580809,5.023735508838566,4.563525557065262,43.06406869879153,3.7706510198000025,5.336021122728035,8.326562158445354,5.613665940847885,66.9857528042653,6.81190252879999,7.075049136793836,8.157743672751844,10.18212168026828,23.360716104539865,22
5,9.448985783600008,9.557931991366626,10.86749872401718,14.58020304557464,43.02848228685558,10.7858042392,11.086873220326462,13.055869978243997,18.439921812962037,77.76029768660797,9.760157892900011,9.658354441251655,9.885895305860247,16.758725610530682,24.156363311311683,22
6,11.411551855,11.178294369219682,13.538677434660856,7.962793680937079,43.033979322481905,2.196548704600005,4.175509551788263,13.539302419979329,7.659424027078095,81.86636201183299,6.723664540699993,7.453009788735638,7.636446992902628,5.7599506371263045,31.187635233826427,22
7,2.2074043306999886,1.8990364218427747,3.83157368139373,8.13668842833992,35.49619744972036,3.926694176499998,4.803895746931122,20.19712886025886,4.45367378399691,87.26808355458243,1.333713960299999,1.7923247914348828,1.5938939497471236,3.1548334687993074,39.17144137294388,22
8,6.261536033000001,4.772207022148241,7.204473548561822,11.632665795643751,30.732062771983365,5.101546417400003,9.320115809655322,3.754929061368726,19.50588634929471,109.23277119970402,4.372019309500001,3.5697359883710855,4.864620033333389,13.276293090125153,45.207098525952375,22
9,17.0398150451,18.42874426226994,19.486038348466025,8.013993063569302,33.310460836086015,1.3878675144000017,4.739673023773528,0.8068234775810258,25.04471659705859,107.20203313047362,11.1577327894,12.430004162177354,11.214530521491863,10.1401402586121,51.62498199893531,22
10,10.410951268600005,9.92988063791306,9.385629997804019,20.617351139872863,35.00321486840473,3.9785675448000024,4.606687301334188,14.301202329115043,6.3481690201042,80.29225907061054,11.2107604084,10.516833712115961,11.475494810653498,16.28227480072563,62.99316184945795,22
11,1.7810304221999953,1.333658175494758,7.057200431985729,1.830618870478311,29.634080496105845,5.515974591599996,6.656289188635844,15.148646198016461,12.736449559730142,79.09379760949011,4.412932103700005,5.1924960081568585,3.836094970952993,8.136500804288577,64.53323087584786,22
12,0.36489379469999506,1.1260674649200528,2.350144741740727,4.331750555947477,30.254232598884403,2.7082690053,6.974184959307993,5.302060194943388,20.114357880561343,77.81207473444479,6.159957420800001,6.332899557885264,7.622483321197301,9.622761319148392,64.8625001344804,22
13,2.1740867189000177,2.5887924459405243,2.0834335868485487,5.117164275518669,35.878816639598284,5.122158136500004,6.568561325328936,13.366804563245392,7.47871455688103,73.04590768446678,3.917031247899997,3.9873012216996027,5.091257130017913,10.952150996526843,59.070983586625694,22
14,0.5797350858999977,0.9784864784507623,1.1157388268726047,6.7631417941723075,33.08192443182207,5.932489358700002,7.690164918547707,8.784987018261516,12.732900662253204,81.27960366705653,0.2032050701000152,0.9188494164703166,4.894502426695005,2.5790271705978527,50.916556926847186,22
15,12.267516444499998,12.213157265712363,11.240686470277966,13.76148333318378,27.810180615121546,6.379499978400002,9.354558919844752,11.144036464217985,22.963581528186825,68.0574732384609,7.616954891500001,6.2521676417080325,8.215580582067394,15.364037625675795,56.68923306535975,22
16,8.877867804699996,9.608960902387793,12.599962125954292,5.30420634153953,28.299407181883563,3.7155519042999963,7.759220535810701,15.914420367935497,14.733989433140598,60.1374859118366,5.339131254399997,5.849795051631549,7.812467895241222,7.898385117000643,53.94064346612374,22
17,10.387860950499993,11.408027804304876,7.482402373653767,9.919238779361178,35.44858224921611,2.9343336880999966,2.440462525034462,13.192086355034476,23.31427326697286,95.62801627549581,6.531831172900004,6.53185099749742,6.905467375260003,11.860966002198253,52.370624423993874,22
18,11.172628897500015,10.891070547398138,10.941214326972313,8.826828209697544,39.12570391176048,0.3294727787999996,2.129387670493091,5.940419975252532,22.203401691249866,112.03796301690875,4.8020373086999975,4.407723090883041,8.526042790743007,12.673769561932952,65.63426689651361,22
