window,x_mean,y_mean,z_mean,x_std,y_std,z_std,x_abs_diff,y_abs_diff,z_abs_diff,mean_res_accel,x_tm_peaks,y_tm_peaks,z_tm_peaks,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,user
0,-0.009473844015499997,-0.03186033584549999,-0.003499265112499961,1.0936324177863155,0.7941682724995212,1.8140223582133754,4.996003610813204e-18,4.996003610813204e-18,4.996003610813204e-18,1.857723166805439,325.0,25.0,2200.0,2,2,8,10,12,35,65,37,21,8,2,2,7,18,38,51,48,24,8,2,2,13,23,59,62,23,8,5,3,2,0
1,0.0249036876875,0.0719065131255,0.03027069452199996,1.435327334152243,1.1712356456508355,2.497740038265846,3.691491556878646e-17,3.691491556878646e-17,3.691491556878646e-17,2.804596105603171,25.0,3450.0,4500.0,3,7,12,20,17,18,34,47,29,13,5,14,31,51,57,26,5,5,2,4,4,9,34,40,38,44,12,9,5,5,0
2,-0.0012771662444999732,0.034718409089999965,-0.037525548288000025,1.4936552304767403,1.3204367642387038,2.5768169406496817,3.8857805861880476e-17,3.8857805861880476e-17,3.8857805861880476e-17,2.937004161780614,25.0,2275.0,3350.0,12,15,28,26,33,51,28,5,1,1,10,20,27,52,50,20,6,6,5,4,4,12,30,37,43,42,15,7,3,7,0
3,-0.03102376480050002,-0.04704599211850003,0.076428146843,1.5972676050766763,1.3723944396832575,2.726335456080193,3.7747582837255325e-17,3.7747582837255325e-17,3.7747582837255325e-17,3.0799906781655584,1225.0,2325.0,3600.0,13,18,24,30,34,46,23,6,4,2,18,17,41,71,31,13,2,3,3,1,7,18,20,43,40,47,11,4,7,3,0
4,0.017943932596499977,-0.023969670948999995,-0.038146278730999975,1.400181262638823,1.2835025210226565,2.877569748225562,2.6645352591003756e-17,2.6645352591003756e-17,2.6645352591003756e-17,3.063855125078979,1100.0,1075.0,2825.0,8,12,14,26,45,41,40,8,3,3,10,18,47,77,27,12,1,4,3,1,23,26,23,32,49,28,6,3,5,5,0
5,0.025409589070000002,0.04308392107849998,-0.05128047824200013,1.1973774579804282,1.2355962528051099,2.9534614567901216,8.326672684688674e-18,8.326672684688674e-18,8.326672684688674e-18,3.0445891823700015,25.0,4450.0,4400.0,10,10,9,18,33,35,30,25,26,4,7,20,37,81,30,10,5,5,3,2,29,21,27,39,35,30,5,3,3,8,0
6,-0.012552070263000016,0.02302564030300001,0.05043843638700003,1.2894439328618315,1.3397060182610048,2.9173298893639266,1.1102230246251566e-17,1.1102230246251566e-17,1.1102230246251566e-17,3.070174206269195,25.0,4425.0,2200.0,3,11,14,12,21,35,37,30,31,6,7,24,38,78,28,9,4,5,3,4,28,19,28,45,39,24,3,3,5,6,0
7,-0.04842741272300003,-0.04962782050999999,0.05022847814950003,1.4088645417500776,1.1879288047824859,2.7844511083690957,2.220446049250313e-18,2.220446049250313e-18,2.220446049250313e-18,2.9801739851107736,25.0,3375.0,3300.0,8,8,8,14,15,32,21,29,38,27,11,22,48,69,30,8,3,4,3,2,17,24,25,40,51,29,3,2,5,4,0
8,0.007249407316499991,-0.036356522646,-0.04753370238499998,1.4272335683535335,1.158604158689269,2.9207862764114108,3.975986206938842e-17,3.975986206938842e-17,3.975986206938842e-17,3.1166254223394456,2150.0,3575.0,3300.0,8,10,5,16,7,18,28,32,32,44,9,20,34,62,36,21,8,3,4,3,5,39,16,41,39,45,4,3,4,4,0
9,0.0468570490845,0.048237639537000006,-0.07312290842650003,1.3450829033131382,1.24640642258585,3.032592992706699,2.3314683517128286e-17,2.3314683517128286e-17,2.3314683517128286e-17,3.196811014099176,1100.0,25.0,1075.0,11,9,10,13,15,47,34,35,24,2,8,21,27,56,41,25,10,2,5,5,4,42,16,46,34,40,3,5,4,6,0
