window,x_mean,y_mean,z_mean,x_std,y_std,z_std,x_abs_diff,y_abs_diff,z_abs_diff,mean_res_accel,x_tm_peaks,y_tm_peaks,z_tm_peaks,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,user
0,0.0012942764545000097,0.034013034420500035,-0.12337760689899997,2.650639406444864,1.9477764626209122,3.2530780870464913,5.329070518200751e-17,5.329070518200751e-17,5.329070518200751e-17,3.893768500357751,25.0,3300.0,675.0,3,3,4,14,24,68,48,20,14,2,3,7,15,15,38,70,31,13,6,2,8,28,30,49,46,20,8,7,1,3,8
1,-0.0763898675055,0.022952805335500048,0.08503956229449995,3.245461018271436,1.9858440297467528,3.5028571223748166,5.329070518200751e-17,5.329070518200751e-17,5.329070518200751e-17,4.577720662667599,275.0,25.0,4250.0,5,4,7,19,22,43,49,25,20,6,3,13,16,28,43,50,28,12,5,2,12,23,22,36,47,33,12,6,4,5,8
2,0.006775633121000015,-0.023523728879500005,0.16197606845799994,3.6856392064652725,1.7632089897793588,3.559373225405226,5.773159728050814e-17,5.773159728050814e-17,5.773159728050814e-17,4.684120287620916,2425.0,3000.0,4800.0,6,7,13,20,21,35,44,26,17,11,2,8,6,19,24,50,38,28,19,6,12,16,15,32,70,32,6,5,3,9,8
3,0.0945783719295,-0.05399249182200006,0.006826916580999995,3.7816422139414834,1.9099774795946587,3.638123370360894,7.216449660063518e-17,7.216449660063518e-17,7.216449660063518e-17,4.865649123299678,3650.0,3750.0,3700.0,6,5,11,12,20,27,49,40,17,13,5,11,12,31,61,33,20,16,10,1,17,18,17,37,75,18,6,3,4,5,8
4,0.03309613463249996,-0.07207441594400002,-0.05803775737200009,3.793983679956679,1.983041913872113,3.764710959156351,4.884981308350689e-17,4.884981308350689e-17,4.884981308350689e-17,5.0090966186219585,1200.0,3550.0,2300.0,7,4,16,8,27,32,55,28,13,10,7,6,18,26,64,29,21,18,10,1,10,25,17,35,66,26,8,2,6,5,8
5,-0.041930237419999995,-0.04405319693650005,-0.06129150261100001,3.790548593999498,1.8074732622297756,3.7008352285879065,4.440892098500626e-18,4.440892098500626e-18,4.440892098500626e-18,4.883470029013184,1200.0,3775.0,1400.0,7,6,17,13,25,30,56,25,11,10,7,3,12,12,30,48,41,24,15,8,3,11,27,22,64,51,9,1,7,5,8
6,-0.0625919638215,0.0033844646219999765,0.0024700249620000165,3.6081144068867386,1.8217615072870792,3.6296218483190708,3.3306690738754695e-18,3.3306690738754695e-18,3.3306690738754695e-18,4.666080062787294,25.0,3850.0,225.0,6,8,15,15,25,30,64,19,14,4,3,3,6,15,27,38,55,31,15,7,2,15,21,19,65,57,8,2,4,7,8
7,0.003077158093500014,0.018838173753500012,0.0002272862390000646,3.410715551298198,1.9326232802952175,3.6437582646745987,1.0547118733938987e-16,1.0547118733938987e-16,1.0547118733938987e-16,4.532269519338353,25.0,1375.0,2500.0,4,10,12,13,23,44,61,15,13,5,4,2,9,20,33,47,49,22,9,5,15,21,16,46,73,13,4,4,2,6,8
8,0.04944145446899995,0.044175022508499945,0.017806701424000114,3.401846742779003,1.8973184854790344,3.7026500850108834,5.329070518200751e-17,5.329070518200751e-17,5.329070518200751e-17,4.571416048345243,25.0,4775.0,3850.0,5,6,10,12,16,21,63,39,14,14,4,3,8,19,35,49,45,23,11,3,8,24,14,32,86,19,4,5,1,7,8
9,0.06336268552150001,0.06373930420549993,0.040955964439000035,3.6271773193737658,1.886670829869025,3.700027977656133,5.384581669432009e-17,5.384581669432009e-17,5.384581669432009e-17,4.738955183655601,1175.0,2400.0,2300.0,6,4,17,12,17,28,71,27,13,5,3,4,5,15,27,46,48,28,11,13,7,26,13,22,81,31,7,3,4,6,8
